SPK_SPKC08a,SPK_SPKC13a,SPK_SPKC13b,SPK_SPKC14a
2226.061575,2211.56485,2274.7744,2226.4227
2226.073,2211.58855,2274.909375,2226.468675
2226.11055,2211.607125,2275.05635,2226.56265
2226.1356,2211.6234,2275.0879,2226.636425
2226.285575,2211.660775,2275.191975,2226.673925
2226.36105,2211.6764,2275.6523,2226.723975
2226.39055,2211.708225,2275.86305,2226.771
2226.405025,2211.7307,2275.93635,2226.90245
2226.432875,2211.761125,2276.008675,2227.004375
2226.518425,2211.774125,2276.0455,2227.0376
2226.758525,2211.824775,2276.229425,2227.079125
2226.7802,2211.8397,2276.35455,2227.123825
2226.78415,2211.858525,2276.378725,2227.17335
2226.907325,2211.887975,2276.417175,2227.388375
2226.97115,2211.902975,2276.453075,2227.439325
2226.975175,2211.932675,2276.46995,2227.480075
2227.13325,2211.945925,2276.502025,2227.50855
2227.1394,2211.9497,2276.574625,2227.520725
2227.164825,2211.974975,2276.5959,2227.539575
2227.198125,2212.000275,2276.8646,2227.648975
2227.226325,2212.0176,2276.957525,2227.69125
2227.236975,2212.035675,2277.140625,2227.72055
2227.259625,2212.098075,2277.152075,2227.752225
2227.307475,2212.12475,2277.198275,2227.7926
2227.353825,2212.149025,2277.23365,2227.882475
2227.380075,2212.195225,2277.450425,2227.944425
2227.427875,2212.19665,2277.5512,2228.027575
2227.44545,2212.241825,2277.6253,2228.07785
2227.476925,2212.26,2277.673825,2228.109975
2227.48485,2212.28135,2277.901925,2228.148575
2227.4996,2212.297525,2277.954,2228.186775
2227.526375,2212.314575,2278.012825,2228.276325
2227.636975,2212.34495,2278.1401,2228.33485
2227.691725,2212.385875,2278.24355,2228.374425
2227.737775,2212.40345,2278.326125,2228.42705
2227.812925,2212.42295,2278.449875,2228.5328
2227.833575,2212.4685,2278.4813,2228.5782
2227.844025,2212.4866,2278.490475,2228.610575
2227.903875,2212.50785,2278.61365,2228.639775
2227.913275,2212.53535,2278.73465,2228.7913
2227.974225,2212.55175,2278.8311,2228.846725
2228.049425,2212.600575,2278.8487,2228.96965
