SPK_SPKC01a (no effect),SPK_SPKC09a (no effect),SPK_SPKC09b (no effect),SPK_SPKC12a (excited)
120.9947,201.148875,202.904,
121.0306,201.186975,202.968825,
121.048825,201.2502,203.027625,
121.0728,201.378225,203.083625,
121.079725,201.47105,203.1197,
121.09245,201.491025,203.15295,
121.113325,201.555275,203.1914,
121.14175,201.64995,203.21415,
121.1726,201.66205,203.27295,
121.19305,201.737575,203.30465,
121.198725,201.767025,203.358475,
121.22265,201.796425,203.4191,
121.257275,201.83525,203.521925,
121.29605,201.99375,203.568825,
121.336375,202.019,203.637775,
121.356025,202.0546,203.6695,
121.3711,202.0688,203.699525,
121.38745,202.18945,203.71055,
121.391225,202.28035,203.744875,
121.433225,202.3007,203.771375,
121.4587,202.389525,203.78825,
121.47905,202.45485,203.817875,
121.50575,202.554025,203.875925,
121.534375,202.66705,203.9194,
121.5539,202.74615,203.965275,
121.58325,202.780275,203.9898,
121.608375,202.847375,204.068075,
121.6392,202.892425,204.07305,
121.664225,202.941625,204.148225,
121.720125,203.06405,204.250875,
121.7426,203.1819,204.411625,
121.760625,203.23455,204.49225,
121.776725,203.27015,204.531275,
121.811775,203.302425,204.550075,
121.824475,203.33135,204.5857,
121.834325,203.362925,204.6286,
121.853375,203.458425,204.671075,
121.983075,203.533025,204.67495,
122.003575,203.6406,204.74915,
122.0211,203.70355,204.792925,
122.042275,203.75205,204.83965,
122.065825,203.8084,204.8719,
122.108225,203.846625,204.97275,
122.123725,203.869725,204.9851,
122.1409,203.908675,205.0354,
122.191475,203.939475,205.079825,
122.20725,204.088825,205.09065,
122.208925,204.1725,205.128575,
122.22525,204.202525,205.1437,
122.262875,204.277375,205.167375,
122.27775,204.336475,205.174025,
122.28015,204.391225,205.221575,
122.294925,204.43015,205.253125,
122.314275,204.497025,205.265675,
122.348575,204.5944,205.295775,
122.372575,204.6596,205.3921,
122.378625,204.7191,205.401725,
122.401775,204.7792,205.4999,
122.4235,204.890825,205.534975,
122.4585,204.9831,205.630575,
122.5261,205.084125,205.661825,
122.563,205.126825,205.685,
122.58745,205.20695,205.714125,
122.5999,205.28235,205.7335,
122.612825,205.306925,205.774275,
122.63075,205.450225,205.82115,
122.640825,205.59305,205.880675,
122.6754,205.6519,205.9465,
122.699025,205.69465,206.043275,
122.7203,205.758,206.112125,
122.774475,205.82455,206.168375,
122.79085,205.89,206.264625,
122.81705,205.9873,206.292875,
122.827925,206.035425,206.3453,
122.8447,206.090625,206.4103,
122.879425,206.12575,206.45535,
122.912775,206.231525,206.458375,
122.942425,206.27305,206.508025,
123.040075,206.3041,206.544475,
123.060525,206.305575,206.567625,
123.0878,206.348525,206.7227,
123.116175,206.417425,206.744375,
123.1209,206.46055,206.76135,
123.159175,206.4922,206.82595,
123.174475,206.53575,206.919875,
123.2234,206.591825,206.975075,
123.254375,206.69385,207.0239,
123.262675,206.7368,207.050275,
123.2934,206.781525,207.0855,
123.31995,206.830025,207.1216,
123.34395,206.879125,207.1424,
123.350575,206.92355,207.175275,
123.372825,206.947775,207.3126,
123.397175,206.97605,207.369525,
123.418625,207.003225,207.43035,
123.436525,207.0433,207.470175,
123.44975,207.061775,207.571325,
123.4688,207.135775,207.624275,
123.501,207.170875,207.625925,
123.527725,207.2142,207.704225,
123.560775,207.27225,207.763875,
123.5975,207.301775,207.7913,
123.604,207.356975,207.80645,
123.64425,207.395925,207.902775,
123.669325,207.476575,207.9563,
123.69005,207.501125,208.1236,
123.6938,207.549075,208.14055,
123.722125,207.5958,208.17295,
123.734425,207.63215,208.18485,
123.758125,207.70245,208.2232,
123.765125,207.735275,208.277075,
123.7988,207.785325,208.33565,
123.822125,207.81845,208.355875,
123.847575,207.873175,208.387825,
123.88315,207.9005,208.541475,
123.9054,207.940775,208.548375,
123.91125,207.988525,208.604,
123.942775,208.034825,208.800775,
123.96805,208.0906,208.819925,
123.99355,208.135425,208.8505,
123.998475,208.161975,208.904375,
124.03145,208.20085,208.967575,
124.05795,208.309075,209.023425,
124.109,208.407025,209.052275,
124.12485,208.4604,209.14915,
124.1479,208.51585,209.199625,
124.17755,208.56645,209.218925,
124.243375,208.630775,209.2547,
124.27385,208.66555,209.30325,
124.340475,208.673825,209.36525,
124.36175,208.7397,209.4699,
124.396575,208.775025,209.51665,
124.414575,208.80595,209.572775,
124.438325,208.831675,209.573925,
124.456875,208.87385,209.69435,
124.499825,208.909125,209.712275,
124.503525,208.94715,209.73675,
124.555775,208.99585,209.792525,
124.58165,209.0472,209.847025,
124.631025,209.08625,209.862925,
124.6471,209.12055,209.983625,
124.6931,209.153925,210.0142,
124.70465,209.1782,210.064875,
124.75715,209.2284,210.2105,
124.774475,209.262175,210.259875,
124.78965,209.304725,210.32055,
124.81925,209.396775,210.382775,
124.8412,209.4221,210.42525,
124.891975,209.480475,210.42815,
124.996,209.519975,210.4639,
125.013175,209.576725,210.5016,
125.057975,209.62125,210.5045,
125.082625,209.67625,210.525475,
125.088575,209.7035,210.55195,
125.09175,209.768875,210.561925,
125.124525,209.824825,210.57295,
125.145475,209.867025,210.602125,
125.14945,209.896225,210.6443,
125.15395,209.9353,210.654025,
125.16055,209.96945,210.69,
125.17885,210.03395,210.72315,
125.19395,210.06905,210.77605,
125.209075,210.09965,210.820675,
125.3037,210.142325,210.898575,
125.3533,210.1717,210.9074,
125.374675,210.199475,210.9729,
125.38585,210.242,211.017875,
125.399175,210.3473,211.0239,
125.4092,210.39305,211.086175,
125.4195,210.435875,211.17515,
125.44415,210.4726,211.22645,
125.45765,210.5217,211.260975,
125.464475,210.547225,211.272425,
125.531525,210.585975,211.3166,
125.557025,210.632175,211.361,
125.57275,210.657875,211.399225,
125.578525,210.711825,211.483075,
125.605175,210.739525,211.505675,
125.623075,210.778575,211.59855,
125.634125,210.8251,211.6849,
125.659425,210.8894,211.70465,
125.679675,210.9042,211.724575,
125.6958,210.935125,211.7443,
125.7156,210.9558,211.752525,
125.781775,210.9781,211.78275,
125.79745,211.039625,211.963,
125.82385,211.0772,212.05495,
125.836275,211.1399,212.10355,
125.851,211.2288,212.118775,
125.8717,211.2783,212.14525,
125.927275,211.313725,212.169675,
125.96555,211.336125,212.315625,
125.98845,211.38005,212.447125,
125.994625,211.419475,212.488775,
126.00835,211.46155,212.5553,
126.016375,211.5122,212.595625,
126.0484,211.558525,212.6296,
126.067825,211.59495,212.69635,
126.0742,211.6161,212.73035,
126.080975,211.6458,212.771025,
126.14365,211.70095,212.811725,
126.177725,211.73075,212.85495,
126.19625,211.78155,212.914175,
126.222975,211.84745,212.946525,
126.2507,211.879525,212.99715,
126.268175,211.9231,213.076425,
126.277875,212.016725,213.0957,
126.30025,212.0497,213.1306,
126.347275,212.099675,213.190875,
126.36215,212.1553,213.213225,
126.3654,212.26575,213.271875,
126.383225,212.33555,213.31185,
126.409775,212.4272,213.342575,
126.425075,212.5045,213.373,
126.485075,212.5835,213.374725,
126.511425,212.63235,213.377675,
126.554,212.691575,213.517425,
126.56775,212.7455,213.527075,
126.5927,212.835875,213.606625,
126.617825,212.871625,213.6488,
126.649,212.9063,213.67155,
126.67295,212.979075,213.698725,
126.69515,213.01735,213.726625,
126.716675,213.13245,213.7324,
126.763775,213.1412,213.793625,
126.78,213.1476,213.829425,
126.803875,213.160825,213.8969,
126.8347,213.24835,213.97245,
126.843125,213.2752,214.013425,
126.8612,213.299425,214.0512,
126.91485,213.3134,214.081775,
126.9324,213.346975,214.117375,
126.96365,213.3612,214.15105,
126.98015,213.39725,214.213375,
126.99615,213.43605,214.255225,
127.01445,213.474225,214.264025,
127.041025,213.483425,214.291175,
127.090475,213.508725,214.310675,
127.10885,213.540625,214.357925,
127.127175,213.5893,214.395825,
127.1396,213.621775,214.4531,
127.189225,213.68465,214.480625,
127.207225,213.7304,214.499875,
127.213525,213.772475,214.54045,
127.231725,213.809025,214.541725,
127.269575,213.832975,214.578325,
127.291825,213.878725,214.626975,
127.3187,213.954075,214.750975,
127.352675,213.999075,214.78255,
127.410375,214.02705,214.857925,
127.422725,214.053425,214.895875,
127.461775,214.111725,214.937825,
127.477325,214.173675,214.9655,
127.51265,214.1938,215.004175,
127.559,214.205925,215.07305,
127.58775,214.220875,215.0846,
127.604225,214.2662,215.1278,
127.618075,214.300725,215.169375,
127.640975,214.3534,215.2037,
127.6585,214.48825,215.2133,
127.688575,214.50385,215.250825,
127.69715,214.528975,215.346525,
127.728875,214.55475,215.409,
127.73745,214.559425,215.469175,
127.780075,214.60585,215.500475,
127.81505,214.6673,215.50995,
127.824775,214.720775,215.528525,
127.84845,214.780725,215.63565,
127.87835,214.92485,215.656175,
127.900425,214.9464,215.73495,
127.917675,214.9862,215.76885,
127.944075,215.05615,215.80435,
127.9912,215.1175,215.935875,
128.008025,215.205525,215.977425,
128.064475,215.3554,216.0286,
128.104375,215.388675,216.07535,
128.140525,215.416725,216.106825,
128.156575,215.4915,216.1588,
128.1748,215.542225,216.224425,
128.197025,215.623275,216.257475,
128.230575,215.703125,216.27655,
128.245825,215.76535,216.29925,
128.2737,215.8103,216.329525,
128.31525,215.848625,216.3932,
128.361725,215.90355,216.448875,
128.377425,215.9414,216.51175,
128.42265,216.03135,216.519625,
128.448175,216.0702,216.55155,
128.472675,216.0857,216.6094,
128.49005,216.127325,216.683725,
128.5136,216.166725,216.711975,
128.52705,216.199225,216.7415,
128.5506,216.2514,216.7504,
128.56565,216.35605,216.7838,
128.579775,216.437425,216.818175,
128.59215,216.492575,216.9021,
128.6168,216.555825,216.9265,
128.6271,216.617975,216.93805,
128.643775,216.65255,217.033475,
128.667375,216.729925,217.118775,
128.69015,216.76655,217.1606,
128.7225,216.805225,217.19515,
128.7408,216.8668,217.25855,
128.757725,216.933375,217.261475,
128.779625,216.960125,217.3521,
128.814225,216.987325,217.391025,
128.8336,217.04025,217.42685,
128.867475,217.09725,217.47825,
128.915425,217.1786,217.5418,
128.957175,217.228225,217.574025,
128.969675,217.2639,217.610875,
129.0251,217.30205,217.648275,
129.039525,217.3843,217.674675,
129.05665,217.41545,217.700875,
129.0858,217.44265,217.736925,
129.10695,217.507125,217.803475,
129.12695,217.5829,217.828725,
129.168975,217.7053,217.851025,
129.196125,217.80165,217.8964,
129.235,217.86375,217.958575,
129.251175,217.9712,217.962075,
129.266725,218.00365,218.1175,
129.30305,218.024275,218.171725,
129.32745,218.102575,218.214425,
129.34945,218.1544,218.25075,
129.360825,218.370775,218.274075,
129.424525,218.425725,218.35475,
129.475475,218.4862,218.409825,
129.5021,218.67875,218.448075,
129.52985,218.748275,218.49625,
129.549675,218.79665,218.516275,
129.55475,218.87735,218.5859,
129.57695,218.967875,218.596875,
129.603775,219.004,218.6097,
129.621875,219.08875,218.631325,
129.6389,219.103675,218.65,
129.653275,219.124125,218.698075,
129.661175,219.153125,218.755425,
129.6708,219.165525,218.775875,
129.71055,219.1849,218.784,
129.723175,219.203525,218.81565,
129.746725,219.224225,218.8628,
129.764975,219.24055,218.885775,
129.77015,219.2478,218.911075,
129.7816,219.25775,218.986275,
129.801825,219.265875,219.0171,
129.81005,219.278775,219.0807,
129.8347,219.288575,219.095475,
129.839125,219.29835,219.12085,
129.85685,219.30725,219.179225,
129.8813,219.3142,219.25375,
129.9074,219.3354,219.291875,
129.9281,219.349875,219.3212,
129.95235,219.381675,219.36745,
129.958975,219.407425,219.392225,
129.972725,219.446125,219.426275,
130.003925,219.474325,219.532625,
130.011325,219.494425,219.5996,
130.04885,219.526825,219.6281,
130.063675,219.566875,219.64975,
130.0667,219.618675,219.72795,
130.06995,219.652675,219.775075,
130.0947,219.66795,219.85265,
130.117825,219.68635,219.890075,
130.123675,219.715875,219.917825,
130.15065,219.763475,219.96815,
130.1732,219.785575,220.014575,
130.19285,219.817475,220.045325,
130.20535,219.8358,220.07515,
130.21195,219.861525,220.093425,
130.229225,219.898175,220.125375,
130.2519,219.913275,220.1534,
130.28945,219.9287,220.21895,
130.311275,219.9474,220.2498,
130.3144,219.9619,220.305575,
130.324075,219.99525,220.325375,
130.34545,220.12655,220.409975,
130.3616,220.1425,220.4647,
130.3738,220.154725,220.489375,
130.3806,220.17215,220.511325,
130.398725,220.199425,220.56795,
130.406075,220.226875,220.627175,
130.4199,220.254825,220.69625,
130.428275,220.28055,220.698625,
130.433925,220.31265,220.75185,
130.438375,220.322425,220.77125,
130.450775,220.342875,220.775225,
130.465575,220.363225,220.79295,
130.4916,220.386,220.81075,
130.512525,220.404025,220.9801,
130.520125,220.4438,221.03085,
130.5523,220.47825,221.038975,
130.573825,220.52995,221.04775,
130.580725,220.620225,221.058775,
130.6,220.64935,221.089125,
130.617275,220.68415,221.1506,
130.6383,220.728325,221.18285,
130.660225,220.752925,221.209025,
130.663475,220.77635,221.235625,
130.69305,220.79995,221.298875,
130.726825,220.84195,221.33015,
130.738875,220.947975,221.36845,
130.74425,220.9693,221.387025,
130.762875,221.023425,221.4855,
130.772875,221.068025,221.511525,
130.789375,221.1205,221.5853,
130.8089,221.14005,221.6641,
130.82935,221.16625,221.71105,
130.842975,221.1871,221.7412,
130.8861,221.216,221.787525,
130.90385,221.25885,221.8147,
130.927325,221.296675,221.854125,
130.936775,221.3617,221.8963,
130.9475,221.446075,221.998025,
130.960375,221.4886,222.037025,
130.982575,221.542,222.1047,
131.00645,221.5777,222.140125,
131.046075,221.62365,222.213725,
131.079375,221.68445,222.2207,
131.097975,221.72195,222.25985,
131.13295,221.76225,222.297325,
131.13995,221.79025,222.33045,
131.185125,221.8241,222.4037,
131.1998,221.866625,222.431,
131.215275,221.9247,222.462825,
131.2359,221.9619,222.50205,
131.242425,221.99305,222.5392,
131.276775,222.017025,222.580875,
131.329,222.033575,222.6501,
131.389775,222.06995,222.6534,
131.39975,222.101475,222.7038,
131.4299,222.121325,222.7098,
131.450925,222.15245,222.7373,
131.486225,222.200675,222.77325,
131.510325,222.29275,222.818775,
131.537325,222.367725,222.86425,
131.57715,222.37935,222.9267,
131.629825,222.4458,222.989975,
131.668175,222.4659,222.993925,
131.686125,222.508675,223.00195,
131.70455,222.55575,223.040375,
131.7276,222.583075,223.086175,
131.7786,222.641625,223.14235,
131.813675,222.675925,223.1943,
131.845925,222.7023,223.3166,
131.850275,222.73345,223.32185,
131.878,222.75955,223.334125,
131.934125,222.8147,223.341125,
131.96485,222.84,223.343825,
131.995275,222.999075,223.35725,
132.016725,223.017975,223.412175,
132.0564,223.078125,223.445575,
132.079375,223.10705,223.454075,
132.141225,223.126275,223.458525,
132.162925,223.19575,223.50175,
132.1845,223.2765,223.631125,
132.1872,223.27895,223.645625,
132.191425,223.2891,223.669375,
132.217225,223.302425,223.7032,
132.245625,223.3308,223.77765,
132.275,223.3474,223.8099,
132.283475,223.44405,223.839325,
132.298175,223.50765,223.88465,
132.319125,223.5773,223.916875,
132.3394,223.630025,223.9974,
132.3519,223.65375,224.017475,
132.37445,223.7235,224.0454,
132.424425,223.7748,224.10415,
132.440025,223.80685,224.188725,
132.454775,223.826175,224.222125,
132.4641,223.844775,224.269275,
132.4934,223.856425,224.298225,
132.516675,223.874875,224.340825,
132.53565,223.890825,224.41745,
132.552425,223.906675,224.4732,
132.5858,223.9307,224.490225,
132.607525,223.95255,224.569625,
132.610125,223.976025,224.581275,
132.6395,224.009625,224.600575,
132.685325,224.032225,224.678525,
132.690575,224.053925,224.68145,
132.735275,224.122425,224.713925,
132.744175,224.13935,224.748225,
132.767375,224.146725,224.750125,
132.7774,224.16175,224.791025,
132.8082,224.28355,224.806375,
132.863275,224.312575,224.8344,
132.880925,224.322175,224.877425,
132.9183,224.3352,224.943675,
132.942475,224.3746,224.9677,
132.969575,224.39975,225.00245,
133.012575,224.418575,225.026375,
133.03465,224.4808,225.0743,
133.057925,224.499075,225.1319,
133.088,224.527275,225.16145,
133.1143,224.538175,225.178775,
133.14285,224.644225,225.19195,
133.171,224.69485,225.2291,
133.20705,224.709325,225.289625,
133.239375,224.720625,225.30875,
133.255275,224.7361,225.459225,
133.265575,224.75225,225.476225,
133.2937,224.793025,225.503975,
133.313875,224.83615,225.532625,
133.34295,224.852825,225.5529,
133.360875,224.86905,225.585,
133.380175,224.879725,225.586925,
