SPK_SPKC03a (exci),SPK_SPKC09a (exc),SPK_SPKC12a (inhi),SPK_SPKC15a (inhi)
20.2766,58.8555,25.383425,30.877975
20.29015,58.8848,25.4195,30.899825
20.302475,58.936725,25.448325,30.931025
20.312175,58.9737,25.4835,31.0391
20.32425,58.9973,25.52625,31.105925
20.3345,59.016025,25.5475,31.1236
20.349225,59.085325,25.566875,31.161325
20.373925,59.09635,25.59175,31.242125
20.396275,59.104375,25.611625,31.249675
20.4293,59.1102,25.631275,31.310175
20.44615,59.122775,25.6646,31.351125
20.4734,59.1279,25.700675,31.421475
20.511875,59.132425,25.74215,31.451375
20.5631,59.15955,25.765925,31.523825
20.589825,59.16485,25.770925,31.55465
20.6595,59.17065,25.8217,31.64315
20.688525,59.194225,25.88105,31.681
20.728,59.237725,25.9013,31.711725
20.744475,59.279575,25.932875,31.771975
20.76685,59.3069,25.960875,31.81105
20.7774,59.33725,26.002375,31.834925
20.835075,59.375675,26.032875,31.876675
20.86905,59.4074,26.051575,31.9047
20.897275,59.43845,26.05765,31.9754
20.928575,59.464125,26.09525,32.00365
20.987625,59.560625,26.127875,32.028975
21.015275,59.637675,26.170525,32.054875
21.04705,59.670875,26.189975,32.090275
21.074525,59.6951,26.218725,32.122775
21.099575,59.738825,26.2397,32.140375
21.1186,59.75745,26.29485,32.1681
21.138425,59.7695,26.322025,32.18625
21.160625,59.79235,26.362475,32.26985
21.1835,59.841025,26.3819,32.3029
21.19805,59.856475,26.423375,32.3233
21.23145,59.881225,26.4462,32.361275
21.26715,59.9127,26.4832,32.39035
21.3003,59.938025,26.50175,32.474575
21.318525,59.9589,26.5411,32.552475
21.3331,59.993425,26.575475,32.591275
21.353925,60.013525,26.599,32.6795
21.37405,60.05905,26.614275,32.7593
21.388825,60.074725,26.63365,32.815225
21.406475,60.10605,26.669475,32.842725
21.4157,60.140125,26.697075,32.904775
21.42775,60.16575,26.7254,32.9568
21.439225,60.204125,26.801975,32.9852
21.473725,60.236625,26.88635,33.02355
21.483625,60.3386,26.92435,33.05575
21.50835,60.3921,26.9466,33.084375
21.523,60.48375,26.974825,33.11915
21.54245,60.51965,27.005275,33.141975
21.55545,60.5327,27.0379,33.168025
21.574025,60.5419,27.05895,33.19615
21.5947,60.547075,27.0957,33.239775
21.6082,60.553,27.123275,33.272475
21.62285,60.559275,27.15,33.303325
21.651,60.5644,27.162825,33.336975
21.671825,60.5734,27.2213,33.354925
21.687475,60.582125,27.2523,33.3823
21.701525,60.58705,27.2919,33.40795
21.716075,60.593875,27.318575,33.467325
21.7521,60.6007,27.3504,33.58495
21.7719,60.614725,27.427625,33.647425
21.7887,60.6887,27.4532,33.7053
21.806975,60.7337,27.49015,33.729
21.830225,60.83995,27.51475,33.782125
21.841825,60.872875,27.53195,33.87895
21.856675,60.903525,27.549275,33.9465
21.871025,60.966,27.579475,33.9933
21.890425,60.999125,27.597375,34.017025
21.9055,61.0226,27.624125,34.078
21.930375,61.08405,27.6668,34.10885
21.948375,61.11385,27.681275,34.1349
21.963975,61.13915,27.7183,34.273225
21.9827,61.1859,27.747225,34.327025
22.004,61.224775,27.7523,34.34945
22.019525,61.2612,27.76545,34.3784
22.039425,61.301125,27.80065,34.3949
22.060625,61.323725,27.810625,34.406025
22.07445,61.39165,27.85135,34.425075
22.09415,61.43445,27.880725,34.43835
22.10935,61.472475,27.901725,34.4861
22.13395,61.498425,27.924825,34.506375
22.15405,61.5539,27.97355,34.60565
22.16975,61.573975,27.99425,34.63815
22.199,61.60215,28.029575,34.6655
22.2171,61.635875,28.058725,34.690025
22.23905,61.67815,28.108275,34.72205
22.270675,61.690925,28.135175,34.74845
22.296025,61.7242,28.167125,34.8409
22.31795,61.760825,28.201725,34.8868
22.3357,61.798775,28.221425,34.9524
22.35355,61.8821,28.27105,34.97525
22.37155,61.919825,28.287475,35.018025
22.391125,61.935525,28.317825,35.100575
22.412025,61.97065,28.364025,35.15945
22.4322,61.97805,28.3689,35.1898
22.450075,61.983375,28.390575,35.25455
22.46495,61.9953,28.4161,35.28965
22.48135,62.006325,28.4726,35.4051
22.500775,62.010625,28.497125,35.4401
22.510825,62.0143,28.525025,35.514
22.5212,62.01905,28.557725,35.5412
22.53435,62.02795,28.574325,35.563075
22.54365,62.052125,28.6169,35.5936
22.554625,62.06975,28.644125,35.6933
22.572925,62.102175,28.662325,35.745675
22.5834,62.170475,28.676425,35.813575
22.5921,62.241575,28.705625,35.86275
22.608825,62.3871,28.7544,35.8998
22.61925,62.42605,28.79425,35.965475
22.632225,62.466775,28.8322,35.999875
22.64365,62.494275,28.8529,36.0378
22.660375,62.586575,28.900875,36.05895
22.698575,62.63045,28.939175,36.088525
22.73495,62.676725,29.0124,36.139475
22.756275,62.720275,29.02985,36.186025
22.79165,62.759175,29.061775,36.213975
22.811625,62.7998,29.086225,36.26545
22.855575,62.822525,29.1051,36.3354
22.87145,62.89065,29.139675,36.35645
22.8916,62.94495,29.160775,36.46215
22.907925,62.980625,29.18935,36.48555
22.928675,63.043125,29.2102,36.5229
22.94105,63.16295,29.2292,36.5725
22.9594,63.194375,29.278975,36.6181
22.97585,63.201225,29.3324,36.665275
22.99375,63.20595,29.3511,36.6902
23.0065,63.21045,29.388325,36.7145
23.014625,63.214975,29.4165,36.71885
23.025025,63.2194,29.450275,36.742675
23.044075,63.2277,29.4669,36.774325
23.05535,63.240625,29.515275,36.798925
23.0791,63.272675,29.55655,36.8449
23.10115,63.309125,29.58555,36.9698
23.136225,63.37045,29.658075,37.003975
23.1539,63.4022,29.683225,37.04505
23.1735,63.45015,29.698275,37.076
23.19565,63.46865,29.765225,37.098225
23.224125,63.4817,29.8069,37.1423
23.242,63.505875,29.833025,37.18495
23.279725,63.5348,29.860175,37.211975
23.33655,63.5548,29.8874,37.23445
23.371025,63.586375,29.923125,37.30385
23.40045,63.6063,29.948175,37.327075
23.429975,63.65825,29.978425,37.391225
23.464075,63.689075,30.01015,37.4164
23.494075,63.736225,30.041475,37.43545
23.51965,63.8281,30.069675,37.458525
23.551375,63.89925,30.096575,37.503425
23.60125,63.932625,30.1268,37.530225
23.616875,63.982025,30.143875,37.562525
23.63665,64.017225,30.1767,37.571925
23.647975,64.06305,30.212075,37.626
23.661375,64.08265,30.246175,37.70455
23.681875,64.099325,30.2866,37.72795
23.7166,64.108925,30.32785,37.763875
23.7737,64.121475,30.367375,37.778525
23.8072,64.13175,30.40975,37.7995
23.837175,64.146275,30.446975,37.84865
23.872275,64.17045,30.4728,37.873575
23.911225,64.18275,30.49045,37.909925
23.9376,64.257575,30.510975,37.939725
23.968975,64.274075,30.52765,37.96955
24.00045,64.28305,30.558625,38.005175
24.034375,64.310825,30.57805,38.035625
24.062575,64.32325,30.584275,38.070625
24.092575,64.34865,30.6055,38.11905
24.134425,64.36715,30.640725,38.159825
24.17585,64.407925,30.646925,38.207
24.195025,64.419225,30.704675,38.28385
24.213925,64.47085,30.733,38.3194
24.22915,64.49845,30.76845,38.37395
24.2432,64.55395,30.803525,38.398475
24.255975,64.5694,30.82905,38.4881
24.26745,64.588125,30.849275,38.5369
24.2801,64.617825,30.893275,38.58365
24.2924,64.647425,30.9303,38.596925
24.3069,64.67825,30.956825,38.682775
24.318725,64.739375,30.98895,38.70225
24.3369,64.77155,31.011875,38.7232
24.3529,64.802675,31.044775,38.748975
24.39205,64.84355,31.064325,38.77515
24.403225,64.890875,31.0904,38.8069
24.42245,65.03485,31.11625,38.83615
24.435775,65.06275,31.1375,38.872375
24.447875,65.06905,31.166975,38.931825
24.517625,65.082275,31.191775,38.95275
24.558075,65.08675,31.242275,39.0999
24.616825,65.10375,31.27575,39.12745
24.65905,65.11045,31.30095,39.15305
24.6799,65.125325,31.334375,39.245325
24.7121,65.152575,31.3645,39.2466
24.731225,65.1761,31.4002,39.28005
24.7499,65.21035,31.4312,39.295125
24.760525,65.244975,31.4784,39.354875
24.786275,65.2569,31.515725,39.391525
24.80445,65.26725,31.537975,39.437275
24.8347,65.288,31.56885,39.48515
24.853375,65.305825,31.59905,39.4918
24.8775,65.34405,31.60985,39.51605
24.895475,65.3672,31.6787,39.53
24.9705,65.397175,31.711,39.542675
24.9873,65.412025,31.7361,39.580125
25.002075,65.436725,31.772525,39.6417
25.012475,65.48195,31.788825,39.696725
25.018025,65.5017,31.849775,39.731875
25.02485,65.518125,31.887675,39.80345
25.032225,65.5348,31.9201,39.844
25.040325,65.56165,31.950475,39.89215
25.0457,65.5906,31.96925,39.944125
25.05175,65.642925,31.9961,39.9704
25.070375,65.657525,32.027475,40.0179
25.07615,65.7175,32.054025,40.02555
25.08345,65.737375,32.07815,40.081425
25.11385,65.766575,32.122425,40.095825
25.155125,65.7798,32.170075,40.127575
25.1894,65.805275,32.19575,40.192475
25.22,65.8532,32.228625,40.234475
25.236675,65.952925,32.265575,40.26565
25.264725,65.975525,32.294875,40.292775
25.289,66.008975,32.3267,40.31255
25.33195,66.032325,32.35215,40.332325
25.361475,66.0523,32.362425,40.355025
25.3945,66.076875,32.3932,40.415875
25.4223,66.092925,32.411425,40.4447
25.4668,66.107275,32.44365,40.504225
25.500225,66.135125,32.464925,40.52425
25.54245,66.1878,32.478925,40.5758
25.556225,66.2247,32.5496,40.6008
25.57295,66.2804,32.5933,40.63635
25.587925,66.2962,32.630025,40.723175
25.595725,66.39115,32.6685,40.795875
25.608475,66.4211,32.681125,40.8046
25.6163,66.463725,32.72045,40.816025
25.621825,66.52655,32.744825,40.847375
25.63725,66.5462,32.76255,40.929225
25.6424,66.57225,32.793925,40.9577
25.659675,66.61455,32.82945,40.986125
25.673225,66.661825,32.8824,41.009475
25.689,66.703975,32.925525,41.0934
25.707725,66.723075,32.9372,41.123775
25.7209,66.770325,32.968075,41.16155
25.732325,66.803625,32.9777,41.207525
25.7418,66.811675,32.99945,41.241325
25.75185,66.859825,33.027875,41.305575
25.767675,66.882625,33.053925,41.342825
25.7777,66.903925,33.094275,41.3852
25.78605,66.919775,33.100225,41.424975
25.791325,66.93105,33.1267,41.43015
25.8158,66.96735,33.1947,41.460825
25.85405,66.99975,33.225975,41.487525
25.873725,67.036675,33.272125,41.508475
25.891625,67.0861,33.3,41.54225
25.915725,67.141725,33.326625,41.5684
25.93775,67.1924,33.348325,41.62085
25.9644,67.206,33.38125,41.656475
25.987275,67.218275,33.398925,41.7942
26.0166,67.232375,33.41125,41.8139
26.0288,67.248825,33.422625,41.86165
26.0416,67.258675,33.441525,41.8672
26.051,67.281475,33.46855,41.89395
26.06525,67.299875,33.49555,41.924075
26.073225,67.31195,33.520325,41.9864
26.0813,67.33255,33.5634,42.052775
26.0869,67.35645,33.587475,42.060875
26.095825,67.38895,33.62805,42.093875
26.12145,67.426225,33.6641,42.197625
26.136325,67.465625,33.6892,42.28845
26.1565,67.5161,33.77965,42.297
26.170725,67.56795,33.8014,42.3168
26.1968,67.62805,33.828575,42.3509
26.211125,67.642,33.872325,42.386525
26.231975,67.660925,33.906925,42.419825
26.250325,67.66875,33.9228,42.42745
26.267,67.673325,33.942225,42.508775
26.303075,67.6763,33.958925,42.54695
26.346825,67.68095,33.992,42.640175
26.366625,67.685225,34.02025,42.67095
26.391925,67.6897,34.06735,42.6925
26.421625,67.70565,34.097,42.722625
26.444625,67.729825,34.141175,42.742175
26.46535,67.741075,34.1794,42.806575
26.47965,67.752325,34.2597,42.86195
26.494825,67.814275,34.298625,42.8933
26.52065,67.850025,34.32945,42.920325
26.547075,67.873625,34.359125,42.9528
26.572925,67.9009,34.392475,43.009375
26.59205,67.936875,34.4253,43.103875
26.598575,68.00095,34.460875,43.1138
26.611425,68.0415,34.482825,43.120175
26.629,68.093575,34.520225,43.147675
26.656075,68.140825,34.554575,43.200175
26.6674,68.3786,34.586525,43.21655
26.6846,68.394225,34.614175,43.2843
26.7072,68.416325,34.638575,43.2949
26.7231,68.4217,34.674125,43.32575
26.739775,68.4289,34.69535,43.3812
26.7543,68.4382,34.71325,43.4689
26.776275,68.460925,34.7433,43.523975
26.79105,68.4976,34.77615,43.535325
26.810175,68.524275,34.798125,43.63045
26.831275,68.55705,34.828725,43.711025
26.86755,68.5875,34.8768,43.878775
26.90045,68.62975,34.898725,43.904075
26.93505,68.6638,34.93275,43.93345
26.95715,68.6931,34.9638,43.94455
26.974125,68.764075,34.992025,43.9557
26.99115,68.830175,35.0245,44.00635
27.041025,68.857625,35.05325,44.05925
27.0604,68.915025,35.087975,44.147875
27.0809,68.975275,35.112175,44.15675
27.099625,68.998675,35.149825,44.185075
27.129525,69.034675,35.1792,44.208325
27.151975,69.05325,35.21835,44.2398
27.19595,69.079575,35.257525,44.270725
27.220225,69.1269,35.292875,44.301775
27.2453,69.147525,35.310675,44.324275
27.26875,69.17235,35.3511,44.407975
27.2983,69.185425,35.3884,44.418825
27.31565,69.2105,35.474675,44.4449
27.332775,69.241175,35.4979,44.4715
27.36005,69.257875,35.524,44.52405
27.4021,69.270625,35.558,44.61415
27.432975,69.28345,35.5786,44.7207
27.4586,69.299725,35.598675,44.7378
27.4792,69.3489,35.62395,44.764425
27.49275,69.402475,35.64875,44.7966
27.5089,69.443375,35.67105,44.840225
27.5524,69.525025,35.712175,44.8778
27.566025,69.565775,35.777325,44.909225
27.58725,69.639,35.836875,44.9462
27.608175,69.75055,35.89635,44.974425
27.637575,69.774175,35.96625,45.0039
27.66315,69.7839,36.0112,45.032925
27.7047,69.791525,36.048,45.11155
27.737325,69.800025,36.098475,45.15015
27.788975,69.8082,36.139125,45.243
27.81025,69.823325,36.17475,45.320925
27.8214,69.845425,36.20935,45.354275
27.834775,69.853075,36.2342,45.386475
27.873475,69.862975,36.283775,45.42425
27.89175,69.8887,36.325825,45.47795
27.9288,69.918875,36.341775,45.49905
27.95925,69.935625,36.43395,45.52955
27.9905,69.93665,36.466,45.546125
28.010525,69.955425,36.4892,45.644275
28.044875,69.97345,36.5137,45.646875
28.076075,69.99885,36.5239,45.6916
28.0982,70.016425,36.57775,45.721975
28.1223,70.034075,36.60535,45.75305
28.1444,70.056575,36.6268,45.786025
28.15875,70.090325,36.64955,45.8217
28.174775,70.118,36.67375,45.86975
28.211775,70.150325,36.70675,45.899475
28.2395,70.17675,36.72415,45.91825
28.26485,70.240075,36.7588,45.9338
28.28,70.264275,36.779625,45.943625
28.31195,70.29315,36.794,46.018725
28.335725,70.342175,36.827525,46.046925
28.370125,70.48515,36.850775,46.0761
28.400925,70.5111,36.881225,46.10725
28.429875,70.52095,36.9017,46.136225
28.454875,70.527325,36.932225,46.149225
28.47805,70.5388,36.984725,46.171525
28.494325,70.5521,37.025675,46.175025
28.51005,70.56055,37.046,46.1916
28.5216,70.56785,37.084175,46.22885
28.536825,70.576225,37.110225,46.30985
28.55625,70.590125,37.149125,46.38805
28.595,70.62365,37.1776,46.4018
28.6217,70.655825,37.19315,46.4174
28.63935,70.69275,37.2176,46.453175
28.668025,70.722625,37.254525,46.506125
28.6902,70.753075,37.28175,46.5374
28.706925,70.793775,37.303525,46.56875
28.732225,70.8133,37.32615,46.631925
28.782275,70.84475,37.350425,46.71065
28.80705,70.86045,37.373075,46.76555
28.8562,70.897625,37.399575,46.8077
28.8849,70.929525,37.43875,46.851925
28.92955,70.943325,37.475425,46.882625
28.956425,70.964575,37.509025,46.911825
28.9864,71.006225,37.53595,46.944075
29.006075,71.02135,37.59205,46.9694
29.02345,71.048075,37.614725,47.003075
29.048475,71.0723,37.632725,47.035775
29.061925,71.08235,37.66445,47.116725
29.079275,71.104825,37.716675,47.143825
29.10875,71.141,37.744975,47.165875
29.125325,71.21415,37.7584,47.248125
29.13865,71.258075,37.79125,47.2779
29.158925,71.306625,37.818875,47.299025
29.1798,71.346575,37.87,47.37295
29.201925,71.392375,37.887875,47.398675
29.217675,71.42475,37.902575,47.466475
29.2406,71.460225,37.92615,47.50375
29.2625,71.51845,37.954,47.53
29.281875,71.5353,37.98465,47.561575
29.32375,71.5791,38.03075,47.616675
29.351475,71.5885,38.07035,47.695875
29.3802,71.60545,38.128575,47.7198
29.400525,71.6259,38.166075,47.741075
29.4219,71.645975,38.199675,47.76985
29.475375,71.677375,38.2372,47.7798
29.5307,71.70195,38.25545,47.781225
29.55325,71.799425,38.279325,47.798375
29.59685,71.84625,38.309,47.83355
29.624275,71.8807,38.330725,47.865975
29.6922,71.892625,38.3581,47.889
29.72095,71.90935,38.399,47.911075
29.747725,71.917225,38.4346,47.93905
29.7671,71.9332,38.4602,47.97335
29.7884,71.94235,38.471075,48.0003
29.81655,71.959825,38.502025,48.043325
29.8538,71.9916,38.522525,48.08325
29.879825,72.03775,38.54065,48.13185
29.91955,72.369825,38.552725,48.155375
29.95425,72.409325,38.579475,48.21555
29.98995,72.465775,38.602525,48.24735
30.032875,72.533525,38.63155,48.270775
30.0694,72.596925,38.678925,48.30385
30.11625,72.6749,38.699025,48.34555
30.142125,72.73625,38.7178,48.3772
30.16345,72.783225,38.743525,48.43525
30.1922,72.8503,38.772225,48.4602
30.2334,72.886675,38.809875,48.4961
30.3047,72.930425,38.842725,48.530075
30.332875,72.962375,38.8926,48.551775
30.35625,73.0094,38.93185,48.57805
30.378075,73.042775,38.9725,48.61115
30.400825,73.072,39.00995,48.65635
30.419625,73.093325,39.059725,48.69775
30.436275,73.126225,39.0911,48.733425
30.4593,73.173775,39.1134,48.767675
30.4736,73.2183,39.132325,48.7846
30.489625,73.255725,39.158825,48.7884
30.5009,73.293425,39.184975,48.852725
30.513425,73.320675,39.226625,48.873825
30.533525,73.372875,39.241075,48.921525
30.548825,73.443925,39.25655,48.9707
30.564025,73.4762,39.2835,48.98655
30.58085,73.4908,39.29825,49.009625
30.6052,73.5067,39.3297,49.045375
30.625575,73.517475,39.340625,49.080725
30.7187,73.522825,39.3683,49.166875
30.749875,73.5399,39.4004,49.191725
30.7903,73.553575,39.4275,49.2264
30.8202,73.567025,39.453,49.244125
30.853925,73.58105,39.480975,49.2657
30.8729,73.656075,39.51265,49.314475
30.9132,73.7115,39.527425,49.3408
30.9355,73.76165,39.604225,49.3754
30.97835,73.91195,39.675325,49.45075
31.00145,73.959725,39.70485,49.48645
31.03225,74.0587,39.7354,49.534075
31.05505,74.112525,39.755875,49.581725
31.078825,74.145275,39.774175,49.6637
31.105525,74.2031,39.78925,49.6944
31.1418,74.284125,39.821,49.724175
31.16735,74.323825,39.847975,49.74275
31.206575,74.33865,39.860575,49.813225
31.234725,74.3728,39.886275,49.86625
31.265,74.4103,39.89635,49.868175
31.28845,74.45395,39.927725,49.884925
31.31405,74.509575,39.944175,49.9091
31.3572,74.537575,39.996475,49.9183
31.3939,74.565625,40.006975,49.9461
31.423625,74.60745,40.0269,49.98145
31.46045,74.639975,40.0496,50.021775
31.48155,74.7186,40.11055,50.0932
31.501175,74.765575,40.13875,50.128275
31.536325,74.799925,40.171,50.184025
31.568325,74.896825,40.210825,50.22565
31.6178,74.9361,40.24875,50.267425
31.66705,74.952425,40.279575,50.2906
31.69945,74.964275,40.3004,50.3569
31.734575,74.971575,40.356975,50.379925
31.7729,74.9796,40.3755,50.476925
31.797725,74.98635,40.413925,50.504925
31.818025,75.005875,40.438075,50.556625
31.83635,75.02345,40.450675,50.576275
31.8575,75.039025,40.51405,50.61015
31.881525,75.06485,40.53555,50.67105
31.9098,75.13925,40.550425,50.706275
31.93915,75.19105,40.555375,50.7611
31.97475,75.21435,40.587225,50.795175
31.9907,75.230925,40.608575,50.819825
32.04055,75.2783,40.6366,50.88775
32.07435,75.29745,40.673425,50.910875
32.131625,75.3829,40.680625,51.014175
32.16865,75.41135,40.771575,51.134425
32.2139,75.44185,40.779475,51.208
32.2626,75.4702,40.818125,51.2687
32.29145,75.496025,40.8527,51.3058
32.3205,75.5205,40.8818,51.353775
32.33475,75.540475,40.90405,51.41825
32.34,75.556075,40.94175,51.4437
32.362625,75.57795,40.979425,51.50175
32.384575,75.618875,40.9988,51.5866
32.3996,75.655225,41.0293,51.629875
32.42,75.9507,41.04015,51.665025
32.458575,76.069325,41.07865,51.7307
32.483275,76.146275,41.117325,51.740525
32.50895,76.208625,41.1257,51.758175
32.5403,76.240925,41.168775,51.7966
32.56565,76.27105,41.190525,51.822175
32.600175,76.28825,41.208975,51.856975
32.6506,76.304675,41.2525,51.888925
32.6907,76.31605,41.282225,51.8913
32.740475,76.330675,41.313875,51.9249
32.769975,76.340025,41.350275,51.96055
32.819275,76.357725,41.3664,52.01575
32.891025,76.368625,41.40265,52.042275
32.913625,76.3817,41.4258,52.22185
32.93505,76.446675,41.457975,52.257725
32.971975,76.475,41.490775,52.380375
32.999725,76.506675,41.524725,52.429925
33.021075,76.5522,41.547125,52.4603
