SPK_SPKC01a (excited),SPK_SPKC08b (excited),SPK_SPKC09a (excited),SPK_SPKC11a (no effect)
29.88865,231.767875,15.97165,276.012575
29.907775,231.813025,15.985875,276.0333
29.937175,232.141475,16.0093,276.052
29.96965,232.96775,16.0275,276.073225
30.086275,233.054225,16.041975,276.09475
30.0902,233.3058,16.0784,276.119425
30.1098,233.397875,16.103325,276.139475
30.12195,233.447975,16.128225,276.18685
30.15185,233.510725,16.1509,276.216825
30.2222,233.726575,16.16615,276.2391
30.261875,233.7707,16.18535,276.257025
30.305375,233.827625,16.19745,276.285625
30.3182,234.038525,16.2121,276.30955
30.384125,234.098275,16.227725,276.335675
30.443525,234.2226,16.237925,276.3527
30.45505,234.4267,16.2683,276.422725
30.4691,234.452325,16.285975,276.4411
30.568975,234.505625,16.294775,276.458025
30.761775,235.4175,16.305125,276.480125
30.865575,236.4218,16.319525,276.5056
30.8765,236.509675,16.339775,276.534425
30.8918,236.56375,16.3689,276.562475
30.908925,236.74865,16.416375,276.593175
30.92265,237.630675,16.4363,276.6151
31.014625,237.709875,16.467275,276.6459
31.0543,237.991375,16.483875,276.6717
31.101375,238.291675,16.506625,276.7042
31.1242,238.51325,16.542825,276.7775
31.140825,239.45185,16.568,276.804375
31.18345,240.025725,16.5982,276.845625
31.231875,240.313675,16.615725,276.870775
31.301125,240.35865,16.64625,276.89855
31.353775,240.72725,16.665775,276.93655
31.3657,241.066475,16.684125,276.9601
31.389975,241.3188,16.7007,277.01105
31.4443,241.395075,16.734325,277.034825
31.50165,241.459125,16.752675,277.075825
31.5531,241.475575,16.767425,277.1112
31.597575,242.513825,16.80865,277.1503
31.61365,242.75265,16.839725,277.213375
31.626975,242.90595,16.88775,277.244725
31.67555,243.092925,16.925075,277.327075
31.702875,243.19705,16.95925,277.3646
31.828175,243.28105,16.9883,277.40595
31.913775,243.481525,17.024175,277.436575
31.92595,244.01325,17.050075,277.4799
31.9357,244.041725,17.074525,277.50245
31.952025,244.27685,17.12595,277.551525
32.035625,244.471225,17.149475,277.591625
32.0618,244.603375,17.177,277.65395
32.065875,244.739875,17.2045,277.690125
32.073525,245.177175,17.254825,277.739475
32.107375,245.183725,17.284625,277.801775
32.123875,245.509125,17.30675,277.865575
32.1341,246.623225,17.336775,277.9443
32.151675,246.7151,17.3667,277.998275
32.167425,247.1709,17.3823,278.03335
32.2021,247.34845,17.406725,278.08155
32.258725,247.407475,17.4204,278.14555
32.304625,248.142325,17.433675,278.1891
32.3363,248.27555,17.4617,278.236925
32.3581,248.359275,17.47405,278.2692
32.39515,249.292275,17.49545,278.32585
32.423825,249.6051,17.5291,278.38385
32.4675,250.231425,17.556675,278.441275
32.53935,250.42915,17.59405,278.596625
32.5584,250.9828,17.61505,278.69355
32.770425,251.576275,17.64885,278.768425
32.83855,252.11705,17.668175,279.18185
32.87985,252.308375,17.6806,279.465175
32.91165,253.192975,17.694125,279.50585
32.9884,253.460525,17.711275,279.569225
33.501675,253.541925,17.726075,279.7413
33.539075,254.237575,17.740475,279.789175
33.614425,254.304475,17.754225,279.8751
33.67035,254.6655,17.768625,280.004625
33.681575,254.779325,17.78775,280.04655
33.754475,256.132875,17.805325,280.1378
33.903825,256.845825,17.8309,280.2057
33.961175,257.6279,17.8551,280.247
33.9801,258.571875,17.8753,280.2845
34.094225,258.67465,17.89495,280.3089
34.15835,259.011925,17.9073,280.33485
34.17215,259.356775,17.92325,280.363925
34.22275,260.38735,17.937075,280.3933
34.3253,260.8594,17.9602,280.420825
34.3366,261.671825,18.0235,280.44145
34.357875,262.09825,18.025425,280.458225
34.385225,262.33785,18.066575,280.502275
34.400425,262.3507,18.078875,280.524375
34.404825,262.41695,18.0934,280.5487
34.423175,263.3472,18.10505,280.5719
34.485525,263.4521,18.1151,280.5976
34.604,263.546825,18.12445,280.621275
34.632925,263.844825,18.1332,280.6512
34.6547,263.875075,18.14545,280.67045
34.686125,266.141925,18.155075,280.694175
34.7356,266.69925,18.165875,280.7202
34.824725,266.733725,18.1817,280.75195
34.889325,267.66285,18.19425,280.781275
34.893925,267.8204,18.2236,280.80915
34.912675,268.391575,18.24645,280.839925
34.936175,268.6949,18.265275,280.863975
34.96215,269.19915,18.27395,280.9173
34.985375,269.292925,18.2841,280.948725
35.01095,269.634525,18.299875,280.981975
35.030775,269.983875,18.311825,281.0109
35.0734,270.14335,18.328775,281.038825
35.125475,270.48645,18.3442,281.086375
35.157525,270.56965,18.358675,281.159125
35.1971,270.6348,18.36775,281.1834
35.2231,270.916625,18.37785,281.2103
35.254725,271.640775,18.385425,281.2421
35.2656,271.7655,18.393,281.317175
35.283175,272.161625,18.3992,281.3534
35.298275,272.4889,18.40545,281.377375
35.30525,273.032225,18.4139,281.398975
35.32325,273.292675,18.43245,281.4262
35.336225,273.6582,18.452125,281.4693
35.36435,273.745975,18.47275,281.481075
35.378675,273.7807,18.498775,281.489075
35.42735,273.793325,18.507425,281.528875
35.4502,274.116025,18.5164,281.574225
35.466975,274.129125,18.52855,281.5942
35.489075,274.193425,18.536025,281.6201
35.5662,274.22885,18.545225,281.641475
35.587975,274.308575,18.55125,281.663125
35.6194,274.33535,18.55665,281.6901
35.644725,274.4415,18.564125,281.722875
35.6642,274.4433,18.577825,281.75395
35.674725,274.463475,18.5842,281.7782
35.69045,274.484775,18.592325,281.8057
35.74895,274.593025,18.601125,281.835025
35.765225,274.777475,18.611175,281.888775
35.779575,274.802275,18.620325,281.925875
35.795675,274.860725,18.635,281.9591
35.82765,275.339,18.648,281.992525
35.842675,275.4045,18.654525,282.0231
35.85855,275.4323,18.6653,282.0653
35.860625,275.533,18.678025,282.100475
35.882075,275.587325,18.694575,282.1456
35.9065,275.67635,18.726575,282.184425
35.928,275.702975,18.74395,282.227425
35.953725,275.784925,18.7597,282.262725
35.9599,276.295425,18.79045,282.30195
35.981475,276.750425,18.807175,282.327075
36.001225,277.101075,18.828225,282.36175
36.025925,277.283125,18.843325,282.4017
36.040325,277.3414,18.86665,282.446975
36.06315,277.982075,18.8878,282.47615
36.0807,278.930825,18.90465,282.510325
36.103175,279.001975,18.915525,282.5501
36.123175,279.00505,18.925775,282.5888
36.14855,279.401425,18.9412,282.63055
36.179975,279.657875,18.955075,282.667175
36.20055,279.85165,18.975675,282.7145
36.222675,280.256625,19.000625,282.757875
36.243775,280.37375,19.022725,282.795925
36.29995,280.433225,19.051,282.831675
36.3341,280.502575,19.0754,282.880475
36.3384,280.519375,19.095875,282.957325
36.370675,280.52085,19.11,283.00175
36.38875,280.631575,19.130375,283.033375
36.424775,280.83285,19.14945,283.089425
36.4415,281.07315,19.1673,283.132775
36.457425,281.088125,19.191125,283.237675
36.4943,281.315675,19.2035,283.308925
36.507725,281.865425,19.216175,283.448425
36.519475,282.439975,19.22775,283.602225
36.5494,283.0704,19.24305,283.662625
36.568675,284.5987,19.2587,283.8139
36.581,284.685725,19.28565,284.125075
36.626375,285.0074,19.305,284.219625
36.645975,285.112025,19.317175,284.298325
36.6925,285.29215,19.333725,284.462425
36.72555,285.7757,19.348025,284.532675
36.742725,285.844075,19.370525,284.76215
36.7829,286.140775,19.3818,284.853275
36.79495,286.257625,19.41045,285.13585
36.814575,287.373425,19.4268,285.534625
36.859675,287.7581,19.4396,285.73725
36.8815,287.8243,19.457675,285.7611
36.898875,288.363975,19.474375,285.836825
36.925075,288.673925,19.4895,285.86555
36.95095,288.919,19.500775,285.8965
36.971125,289.047575,19.51985,285.923875
36.996525,289.40855,19.54225,285.950725
37.021925,289.929875,19.557975,285.9827
37.03875,290.3678,19.568175,286.008775
37.0505,291.475425,19.58115,286.042175
37.08505,291.593525,19.59455,286.078725
37.09755,292.793975,19.608625,286.109525
37.129,293.33925,19.624675,286.16635
37.154225,294.08615,19.65035,286.1923
37.180425,294.22445,19.675625,286.214625
37.216425,294.3425,19.69335,286.2509
37.255025,295.456675,19.718975,286.299375
37.265775,297.287025,19.750125,286.335375
37.28475,297.302375,19.7838,286.4073
37.303375,298.3364,19.828475,286.4422
37.350675,298.4016,19.8647,286.472475
37.3584,298.545175,19.888025,286.5139
37.402075,299.445025,19.910175,286.5572
37.44025,299.65025,19.92905,286.59235
37.4833,299.987175,19.954675,286.618975
37.499,300.5892,19.9737,286.6457
37.539725,300.631075,19.990225,286.721625
37.54865,300.92665,20.0047,286.761
37.571625,301.11045,20.025175,286.80595
37.595,301.1194,20.0376,286.853325
37.62705,301.13405,20.05985,286.877975
37.6412,301.222125,20.080375,286.936225
37.764075,301.507025,20.10495,286.97255
37.798775,302.025175,20.1215,287.002275
37.8199,302.585375,20.139125,287.0357
37.90105,303.6233,20.154475,287.07575
37.92635,304.344675,20.188525,287.1121
37.946975,304.812575,20.229475,287.22485
37.974125,305.846375,20.246775,287.255675
38.051575,306.414825,20.268325,287.303875
38.078,306.981825,20.292975,287.38795
38.1367,307.5949,20.322075,287.4267
38.178075,309.185075,20.3449,287.45645
38.293425,309.224725,20.36685,287.493275
38.320225,309.318425,20.3904,287.52355
38.373625,309.653,20.422,287.57445
38.384625,309.731,20.4432,287.612025
38.441,310.0264,20.464825,287.6519
38.47905,310.461025,20.490875,287.689225
38.49485,311.107925,20.5181,287.7616
38.537675,311.76575,20.547475,287.799225
38.5566,312.125175,20.569575,287.8501
38.59595,312.2637,20.59235,287.9312
38.6503,312.331825,20.601975,288.003475
38.6812,312.487325,20.6149,288.054925
38.710725,313.551075,20.63495,288.314375
38.75155,314.085475,20.665575,288.408725
38.7772,314.384475,20.709175,288.469025
38.80015,314.41605,20.747375,288.662575
38.8556,314.491325,20.768825,288.7584
38.87025,314.8706,20.786625,288.825475
38.889925,315.25545,20.79415,289.05625
38.915275,315.716925,20.803025,289.318225
38.941275,315.870325,20.812975,289.51975
38.9658,316.14705,20.8313,289.67115
39.01685,316.412225,20.8422,290.6792
39.07055,316.932275,20.851775,290.75425
39.09065,317.000175,20.872475,290.97085
39.106475,317.432475,20.9057,291.0302
39.155375,317.4434,20.937475,291.222825
39.18615,317.505375,20.95965,291.316575
39.21825,317.777325,20.967675,293.0124
39.23785,317.84155,20.9774,294.05585
39.2789,318.597975,21.002225,308.39215
39.33535,318.605375,21.038925,308.504775
39.3748,318.7952,21.067575,308.968875
39.40425,318.905325,21.079525,309.5621
39.427075,319.950775,21.0894,309.6907
39.44105,320.155675,21.101075,309.7231
39.460075,320.34885,21.129875,309.7517
39.47075,320.514975,21.14775,309.785925
39.4851,321.231125,21.163475,309.831925
39.513375,321.817975,21.172925,309.90625
39.52795,323.48485,21.186625,309.9584
39.54375,323.696825,21.197575,309.997425
39.5585,324.3141,21.20335,310.02725
39.57885,324.627375,21.210025,310.165925
39.59895,324.72445,21.2175,310.26155
39.61625,325.340525,21.227175,310.458725
39.6401,325.42345,21.2367,310.60295
39.666,325.5153,21.268125,310.680675
39.67565,326.184225,21.291875,310.728425
39.691375,327.021025,21.308725,310.858625
39.712475,327.047925,21.332525,310.9436
39.7282,328.053275,21.35925,310.969825
39.73555,328.284575,21.398,310.9903
39.753,328.9329,21.437275,311.031675
39.763625,330.9573,21.461525,311.09625
39.77685,332.4606,21.48225,311.202075
39.7915,333.007075,21.50405,311.362775
39.8139,333.2454,21.5158,311.396325
39.833325,334.165725,21.52625,311.435025
39.8591,334.3251,21.536375,311.5106
39.897525,334.627825,21.54975,311.585825
39.916475,334.89875,21.560425,311.671025
39.93245,335.28605,21.576475,311.7584
39.9468,335.632425,21.5999,311.794925
39.9599,335.72635,21.616475,311.881475
39.9923,336.485525,21.642625,312.289
40.0048,336.770075,21.668275,312.71585
40.0258,336.9844,21.6909,313.029225
40.076475,338.837125,21.7309,314.542225
40.12465,339.1057,21.756675,314.926325
40.1279,339.4065,21.791025,315.010475
40.150725,340.0637,21.814,315.13585
40.17285,340.0833,21.8306,315.2112
40.225275,340.659575,21.860775,315.58735
40.2384,341.45595,21.87695,315.71135
40.253525,344.736375,21.89695,316.18455
40.2793,344.8828,21.91525,316.3412
40.298425,345.3622,21.93015,316.417975
40.322825,345.5031,21.946275,316.5533
40.3298,346.92285,21.973075,316.67635
40.3363,347.157575,21.999925,316.7261
40.346525,347.523075,22.019125,316.78665
40.36325,348.385375,22.03235,316.84495
40.3776,348.66105,22.06105,316.900475
40.38965,349.308825,22.08795,316.995725
40.40665,349.928725,22.1088,317.0888
40.4365,350.005925,22.131525,317.116175
40.4609,350.16415,22.159475,317.149975
40.47485,350.207425,22.186025,317.221675
40.483125,350.3587,22.213025,317.2835
40.493375,350.36775,22.23925,317.3313
40.5105,350.7962,22.2796,317.350975
40.5308,350.8901,22.305075,317.3728
40.566925,350.92665,22.3399,317.4154
40.603175,351.0994,22.353125,317.4403
40.61815,351.538275,22.373625,317.463575
40.659625,351.647675,22.384525,317.481375
40.67115,352.116025,22.40655,317.501
40.70265,352.363375,22.43335,317.50955
40.7242,352.596275,22.469925,317.52725
40.73345,354.198475,22.4965,317.5569
40.743325,354.36915,22.51595,317.57835
40.754225,354.503275,22.54405,317.60275
40.766875,356.691075,22.5749,317.63495
40.806,357.9107,22.59955,317.698675
40.815525,358.31335,22.63875,317.738175
40.8737,359.40475,22.6644,317.76215
40.894125,359.79055,22.681525,317.7819
40.910325,359.841575,22.702525,317.80425
40.923325,359.903825,22.716025,317.82695
40.936675,360.03035,22.73145,317.847025
40.951775,360.703475,22.748125,317.862375
40.97255,361.918525,22.76655,317.872725
40.9847,362.002825,22.784025,317.88895
41.0104,362.65905,22.804025,317.903925
41.065825,362.8213,22.834025,317.917225
41.078425,362.838625,22.8525,317.9537
41.0909,362.882325,22.87485,317.974925
41.123225,364.469075,22.908,318.000025
41.1395,364.4969,22.939975,318.01985
41.14805,365.800825,22.961075,318.0607
41.1672,366.215125,22.983125,318.10445
41.182925,366.3712,23.007225,318.1256
41.193525,366.698325,23.0374,318.1441
41.20945,367.383325,23.0697,318.168225
41.235325,368.2016,23.095725,318.189625
41.239175,368.627525,23.10835,318.227525
41.2604,368.98445,23.128075,318.246275
41.2787,369.21135,23.144725,318.265625
41.29195,369.3247,23.160375,318.28215
41.30525,369.703525,23.17675,318.298725
41.346175,370.4735,23.193625,318.356425
41.383975,370.694125,23.2133,318.3792
41.416225,370.7287,23.227675,318.4008
41.438475,372.007575,23.2445,318.4192
41.462525,375.240375,23.2563,318.4752
41.5351,376.6748,23.2726,318.4942
41.591225,377.147225,23.287275,318.51455
41.614875,377.2563,23.3051,318.55185
41.63965,377.471975,23.317425,318.568725
41.6708,378.152825,23.335,318.618275
41.705125,378.6158,23.354075,318.6376
41.718525,379.056625,23.37115,318.656325
41.73045,379.3935,23.39,318.6734
41.767725,379.535375,23.414175,318.749825
41.798475,379.81395,23.433925,318.7824
41.82285,380.4185,23.447125,318.86135
41.8367,380.4774,23.45565,318.884325
41.8803,381.776525,23.4639,318.907725
41.91375,382.0005,23.47965,318.986725
41.93865,382.5794,23.4903,319.0164
41.9607,383.367375,23.5048,319.0645
41.995975,383.66465,23.514275,319.108525
42.0341,383.855525,23.522575,319.12925
42.05045,384.14565,23.532025,319.176075
42.09855,384.318025,23.53895,319.2284
42.132025,384.3518,23.5514,319.257675
42.183875,384.458925,23.561275,319.2846
42.23835,384.83535,23.570925,319.3375
42.25955,384.97315,23.5771,319.383925
42.296025,385.00835,23.605125,319.408025
42.3251,385.6405,23.621725,319.430775
42.348425,385.742425,23.63895,319.5007
42.4611,387.311575,23.6523,319.527825
42.49305,387.91695,23.671975,319.59115
42.530325,388.228225,23.692175,319.619525
42.591725,388.324075,23.714,319.659175
42.599525,388.4855,23.739475,319.687325
42.627475,389.619375,23.762225,319.76455
42.646275,390.195475,23.788975,319.79635
42.660725,390.26945,23.811,319.949075
42.671425,390.30265,23.824175,320.0372
42.683525,390.383075,23.83845,320.1142
42.702675,,23.848625,320.142425
42.715075,,23.859075,320.2103
42.7341,,23.87325,320.26855
42.753,,23.884825,320.300275
42.77145,,23.90535,320.36875
42.793425,,23.9256,320.4946
42.8098,,23.9416,320.648825
42.829,,23.958425,320.80635
42.85555,,23.971625,320.969925
42.89325,,23.989,321.04535
42.912825,,24.0042,321.231125
42.9312,,24.03895,321.318625
42.94795,,24.0591,322.01795
42.959225,,24.069875,322.1945
42.96555,,24.09935,326.64555
42.986175,,24.1438,326.712275
43.004525,,24.176025,326.768925
43.0194,,24.19085,326.811275
43.029725,,24.196,326.991025
43.0384,,24.209525,327.104425
43.086425,,24.22015,327.23065
43.158075,,24.24315,327.560775
43.189875,,24.271325,350.759175
43.21355,,24.29085,350.8251
43.25325,,24.3049,351.031475
43.260875,,24.33235,351.66205
43.2725,,24.35535,351.749425
43.278825,,24.388625,352.0082
43.29025,,24.411225,352.088525
43.308025,,24.43215,352.418225
43.324,,24.45735,352.58175
43.347275,,24.476975,352.74805
43.389925,,24.50265,352.82385
43.4079,,24.518725,353.097375
43.4203,,24.542375,383.596625
43.4271,,24.569625,383.652475
43.433175,,24.60195,383.82905
43.44335,,24.6265,383.96425
43.4512,,24.649475,384.070525
43.4625,,24.664275,384.24185
43.473275,,24.682,384.29455
43.475825,,24.72525,384.452075
43.485525,,24.764725,384.6595
43.4976,,24.831275,385.4351
43.523325,,24.846375,385.477875
43.5401,,24.87075,385.5024
43.573125,,24.896175,385.59445
43.597025,,24.9271,385.63655
43.62625,,24.943775,385.7453
43.63905,,24.9686,385.795725
43.64855,,24.9824,385.989775
43.6547,,24.995975,386.205
43.6579,,25.0226,388.206725
43.672525,,25.0532,388.363625
43.69105,,25.079825,388.571225
43.702475,,25.112575,388.818275
43.721175,,25.15175,388.87525
43.733675,,25.18475,389.03085
43.744425,,25.206775,389.2647
43.75655,,25.241225,389.360875
43.770025,,25.28455,389.4614
43.784925,,25.315125,389.50595
43.806175,,25.3557,389.571
43.819175,,25.392,389.745725
43.847,,25.393675,389.9851
43.856225,,25.426975,390.267475
43.863575,,25.440475,390.35335
43.900025,,25.456675,390.382025
43.930325,,25.46905,390.43675
43.972175,,25.4863,390.499075
44.0035,,25.49885,
44.015325,,25.528675,
44.030425,,25.5518,
44.04515,,25.567425,
44.05285,,25.580975,
44.0619,,25.5946,
44.06825,,25.6081,
44.076275,,25.628625,
44.096375,,25.651775,
44.131075,,25.668725,
44.143425,,25.683825,
44.160125,,25.70765,
44.176325,,25.7337,
44.189525,,25.7606,
44.223275,,25.796025,
44.2368,,25.820825,
44.29105,,25.836875,
44.306325,,25.8509,
44.33065,,25.873925,
44.349975,,25.893175,
44.365875,,25.922775,
44.38315,,25.95595,
44.4295,,25.9719,
44.448525,,25.99475,
44.469125,,26.02285,
44.501925,,26.048,
44.516125,,26.0768,
44.53595,,26.10155,
