SPK_SPKC02a,SPK_SPKC07a,SPK_SPKC07b,SPK_SPKC10a,SPK_SPKC15a
3719.784225,3712.20235,3824.219825,3723.07415,3712.7435
3719.833825,3712.23495,3824.32005,3723.311575,3712.7675
3719.883925,3712.287075,3824.47305,3723.364925,3712.78575
3719.924075,3712.29,3825.1989,3723.418825,3712.8089
3719.974175,3712.3111,3825.270425,3723.469,3712.8331
3720.009275,3712.34145,3825.3203,3723.503775,3712.870825
3720.060675,3712.397625,3825.829325,3723.534775,3712.9034
3720.114175,3712.407325,3825.84765,3723.63325,3712.9211
3720.214775,3712.424625,3826.1263,3723.683775,3712.946075
3720.252075,3712.479075,3826.59625,3723.71805,3712.973575
3720.37075,3712.530625,3826.669425,3723.884425,3712.9997
3720.4176,3712.572225,3826.68485,3723.967375,3713.0362
3720.502075,3712.62945,3826.702175,3724.004225,3713.092525
3720.576275,3712.66305,3826.752175,3724.03145,3713.14135
3720.628075,3712.71135,3826.88575,3724.06965,3713.170025
3720.676775,3712.7675,3827.028375,3724.12755,3713.212275
3720.72265,3712.78575,3827.058125,3724.235475,3713.241125
3720.75725,3712.8089,3827.2088,3724.383475,3713.2637
3720.796875,3712.870825,3827.609575,3724.443825,3713.296075
3720.872025,3712.88005,3828.101925,3724.47895,3713.322975
3720.909125,3712.903375,3828.926075,3724.519975,3713.35195
3720.9406,3712.9211,3829.413425,3724.57875,3713.388625
3721.081575,3712.94605,3831.006675,3724.64165,3713.43115
3721.1182,3712.967275,3831.058675,3724.678925,3713.46145
3721.14525,3712.97355,3831.177325,3724.72385,3713.49645
3721.185725,3713.036175,3831.29675,3724.770725,3713.5375
3721.2285,3713.092525,3831.447325,3724.897375,3713.56575
3721.264475,3713.14135,3831.47555,3724.9285,3713.622625
3721.307575,3713.170025,3831.7084,3724.974475,3713.665075
3721.346625,3713.21225,3832.1522,3725.048425,3713.68755
3721.38215,3713.241125,3832.60725,3725.270175,3713.716025
3721.45405,3713.2637,3833.535925,3725.3056,3713.737775
3721.500525,3713.29005,3833.5947,3725.377975,3713.757175
3721.542725,3713.322975,3833.6443,3725.4167,3713.791275
3721.5844,3713.351925,3833.744575,3725.4654,3713.82055
3721.679775,3713.388625,3834.161475,3725.513175,3713.85005
3721.71415,3713.431125,3834.511525,3725.62945,3713.87545
3721.7289,3713.461425,3834.640125,3725.66045,3713.923
3721.7533,3713.496425,3835.2891,3725.71,3713.96105
3721.8293,3713.5375,3835.5767,3725.855525,3713.9952
3721.930825,3713.56575,3835.635975,3725.912425,3714.03755
3722.03385,3713.6226,3836.08155,3725.9683,3714.065625
3722.101925,3713.66505,3836.20775,3726.017125,3714.0928
3722.18785,3713.68755,3836.283575,3726.06805,3714.1229
3722.2166,3713.716,3836.33015,3726.11795,3714.158925
3722.259375,3713.737775,3836.598975,3726.1543,3714.1802
3722.302725,3713.757175,3836.841075,3726.21225,3714.2081
3722.34985,3713.791275,3836.923675,3726.256125,3714.23565
3722.41015,3713.82055,3837.0076,3726.30375,3714.259625
3722.467025,3713.850025,3837.39495,3726.372525,3714.280975
3722.561325,3713.922975,3838.0583,3726.42885,3714.31505
3722.668875,3713.950975,3838.23535,3726.542825,3714.3799
3722.722375,3713.96105,3838.463625,3726.577275,3714.411375
3722.8003,3713.9952,3839.046875,3726.622,3714.45005
3722.858225,3714.03755,3839.215325,3726.659725,3714.484725
3722.906075,3714.065625,3840.292425,3726.710325,3714.508725
3722.9455,3714.0928,3840.752575,3726.80115,3714.54415
3722.9825,3714.1229,3840.79485,3726.864275,3714.590525
3723.0288,3714.158925,3841.0599,3727.005175,3714.622425
3723.07415,3714.208075,3842.276475,3727.07135,3714.6567
3723.132,3714.235625,3843.469075,3727.14535,3714.680775
3723.31155,3714.2596,3845.196425,3727.211475,3714.718925
