SPK_SPKC05a (NA),SPK_SPKC08a (inhibited),SPK_SPKC08b (excited),SPK_SPKC12a (NA)
260.04215,23.65495,64.341125,160.15825
260.8056,23.80575,64.4114,160.4272
261.14945,23.838,64.515575,160.61975
261.36855,23.8553,64.6251,160.7541
261.3848,23.8655,64.649925,160.783525
261.467325,23.88905,64.89275,160.828175
261.491775,23.908125,65.099,160.88315
261.62265,23.92205,65.118875,161.051075
262.174325,23.96105,65.18965,161.163275
262.56605,23.974275,65.24915,161.51395
262.6318,23.986675,65.272575,161.629275
262.9549,24.008625,65.38275,161.7159
263.254925,24.026375,65.443375,161.760925
264.02475,24.049775,65.49265,161.799475
264.038275,24.306275,65.521075,161.803475
264.089975,24.326,65.55575,161.992
264.137025,24.339275,65.620925,162.0542
264.191075,24.3569,65.644025,162.221125
264.195475,24.372525,65.72625,162.435075
264.856625,24.39725,65.992975,162.469875
264.896775,24.4144,66.009125,162.814325
264.954325,24.437925,66.076525,162.85735
265.317125,24.449825,66.092575,163.303925
265.3274,24.470725,66.236975,164.0865
265.4454,24.490775,66.272425,164.094325
265.651225,24.50025,66.3926,164.173475
265.788,24.63975,66.547875,164.48655
265.7995,24.6496,66.563825,164.7829
265.99055,24.6815,66.605275,165.009375
266.88655,24.696275,66.705075,165.09405
266.978525,24.732575,66.736575,166.4545
267.375325,24.74545,66.859025,166.8485
267.430175,24.75495,66.967325,167.155275
267.438575,24.7778,67.082275,167.52305
267.57395,24.79845,67.083875,167.54935
268.0926,24.815975,67.1557,167.747675
268.372225,24.8328,67.17875,167.8111
268.425275,24.855675,67.22045,168.015575
268.54935,24.87555,67.249925,168.5521
268.7318,24.88245,67.311875,168.582225
269.011,25.048825,67.3325,168.62015
269.09695,25.080175,67.35745,169.216325
269.328325,25.132075,67.45095,169.5111
269.750825,25.14845,67.52865,169.673125
269.773675,25.1632,67.53125,169.693025
270.30995,25.1842,67.552725,169.731575
270.432375,25.216275,67.652125,170.347525
271.003475,25.227375,67.7012,170.44295
271.31,25.244725,67.834325,170.49915
271.50365,25.27325,68.0006,170.6909
271.63705,25.3045,68.319975,170.713125
272.13515,25.3182,68.5821,171.210175
273.068,25.455025,68.7749,171.321475
273.2787,25.4818,68.793,171.668375
273.88855,25.50275,69.0871,171.979675
273.935775,25.519925,69.265875,171.981375
274.163025,25.53405,69.31065,172.635075
274.202875,25.5652,69.360375,172.74465
274.454475,25.595225,69.430925,172.8449
275.01865,25.614,69.476525,173.107
275.21895,25.6336,69.571925,173.4661
275.7303,25.6576,69.66235,173.70165
276.300325,25.684975,69.783525,174.320375
276.33985,25.694925,69.8313,174.70215
276.414725,25.833325,69.933375,174.735375
276.504625,25.85125,69.984875,175.08785
276.588375,25.8747,70.0089,175.135175
276.724925,25.9268,70.061275,175.146475
277.329775,25.946375,70.062575,175.96855
277.3986,25.9699,70.088825,176.059175
277.7151,25.978025,70.176225,176.55465
277.780775,25.996725,70.326525,177.26915
277.9614,26.180275,70.379375,177.459925
278.045775,26.248125,70.565175,178.482575
278.2921,26.271875,70.628625,178.646525
278.535375,26.29845,70.698975,179.0881
278.671325,26.32915,70.932425,179.113525
278.939575,26.3612,70.94205,179.457525
279.46735,26.386,71.052525,180.272575
279.607175,26.40645,71.121725,180.389475
279.6214,26.425925,71.143375,180.6633
280.224375,26.452325,71.2353,180.66965
280.232425,26.651475,71.2851,180.803925
280.428675,26.676025,71.4422,181.255725
280.520975,26.698525,71.480475,182.000725
281.17405,26.710975,71.550825,183.412425
281.22645,26.726225,71.574525,184.0464
281.5495,26.783875,71.677325,184.983925
281.81405,26.801575,71.699475,185.224925
281.839275,26.820075,71.711875,185.272
281.8424,27.01335,71.872225,185.5516
282.23235,27.0236,72.11675,185.6153
282.26025,27.03195,72.2034,185.83025
282.35925,27.04295,72.29565,186.72975
282.46905,27.0614,72.44365,186.892475
283.15905,27.08735,72.615825,186.93215
283.31025,27.105375,72.689575,187.524025
284.078975,27.13315,72.7982,187.984125
284.5804,27.15,72.886275,187.996475
284.6294,27.18735,72.988775,188.810125
285.08045,27.20585,73.477,188.90595
286.14185,27.241775,73.4942,189.1108
286.178,27.4742,73.698525,189.48075
286.652725,27.512975,73.72895,189.6667
287.154425,27.545375,73.756625,189.79595
287.4462,27.55715,73.78115,191.32355
287.798425,27.566675,74.031925,191.4145
288.066025,27.579575,74.15755,191.45335
288.148225,27.6029,74.233475,191.4688
288.188275,27.606775,74.28255,191.605
288.208125,27.621825,74.302625,191.793475
288.234925,27.64415,74.4389,192.108475
288.40115,27.961925,74.50015,192.484325
288.631275,27.976825,74.629825,192.7751
288.746475,28.0289,74.73325,193.078125
289.175975,28.045925,74.759825,193.2086
289.30375,28.088425,74.8089,193.289275
289.39415,28.1065,74.885425,193.50915
289.6282,28.131425,74.93955,193.777
289.901,28.37765,74.978475,193.98105
290.02915,28.390775,74.99525,194.078175
290.131225,28.39255,75.067625,194.430125
290.15085,28.434575,75.088075,194.705375
290.167625,28.4645,75.110525,195.2528
290.7812,28.487375,75.1129,195.3113
290.926675,28.509,75.162225,195.550625
291.172225,28.54255,75.1884,197.27305
291.559525,28.561225,75.321075,197.652975
292.124275,28.56545,75.3783,197.96565
292.406725,28.7497,75.509175,198.0043
292.588925,28.782975,75.578775,198.0698
293.284825,28.784075,75.61095,198.473075
294.090825,28.799625,75.7118,198.5123
294.65345,28.816275,75.76605,198.901375
295.148825,28.8693,75.767075,198.99465
295.924725,29.017275,75.792125,199.531925
296.382875,29.06135,75.835525,199.547025
296.3881,29.0822,75.926875,199.8396
296.65515,29.1237,75.9666,200.152375
296.967075,29.13875,76.056875,200.254225
297.26725,29.1527,76.07815,200.448225
297.68165,29.159,76.09305,200.53515
297.75235,29.1758,76.13445,200.899425
297.766475,29.21415,76.16265,200.960775
297.83595,29.27775,76.21065,201.04255
298.40575,29.28675,76.2721,201.182625
298.705325,29.317325,76.367,201.338625
299.456,29.43275,76.390525,201.4558
299.4842,29.57645,76.619325,201.5001
299.873075,29.590425,76.630575,201.51665
299.920575,29.632075,76.65405,202.1892
300.041925,29.680775,76.75685,202.352975
300.0802,29.699025,76.816425,203.862175
300.6943,29.71435,76.88255,203.8812
,29.735975,77.022025,204.27035
,29.78795,77.0452,204.294625
,29.855875,77.099025,204.536
,29.911775,77.1276,204.71195
,29.957225,77.1779,204.800475
,29.971375,77.19745,204.9185
,29.994125,77.21035,205.88625
,30.01145,77.324325,206.7241
,30.0278,77.414575,207.017725
,30.040575,77.5868,207.512925
,30.0569,77.660425,208.0437
,30.0764,77.686375,208.459175
,30.08355,77.73555,208.505925
,30.117575,77.884725,211.007725
,30.1375,78.0005,211.048525
,30.156125,78.029,211.055025
,30.205125,78.047275,211.278525
,30.25215,78.090825,211.425675
,30.314375,78.1203,211.989625
,30.481575,78.276875,212.877225
,30.5549,78.485525,213.05735
,30.57085,78.635225,213.1002
,30.581225,78.660125,213.356925
,30.603775,78.74395,213.367225
,30.621725,79.06155,213.397325
,30.632875,79.15475,213.4149
,30.7547,79.22395,213.5445
,30.7678,79.299425,213.871825
,30.8739,79.330925,213.998375
,30.907475,79.38265,215.32255
,30.929925,79.632475,215.6293
,30.962725,79.661075,216.53715
,31.0434,79.702975,217.250475
,31.170475,79.7471,217.4928
,31.198975,79.7736,217.97505
,31.228675,79.86225,220.3625
,31.3212,79.90605,220.883575
,31.34095,79.93305,221.56935
,31.364675,80.03175,221.58125
,31.37585,80.12595,221.604675
,31.40315,80.188625,221.896275
,31.44515,80.276275,222.9349
,31.46705,80.548525,222.949875
,31.575425,80.579275,223.475925
,31.59615,80.6958,223.568475
,31.63195,80.765175,225.19775
,31.646775,80.84225,226.088125
,31.672425,81.11315,226.128575
,31.723275,81.243975,226.4471
,31.833675,81.32505,227.865075
,32.117575,81.3505,228.34955
,32.754825,81.380925,228.736325
,32.919325,81.76895,228.82075
,33.097475,82.0591,231.0091
,33.1174,82.08865,232.2807
,33.133725,82.134475,232.592775
,33.157875,82.279225,232.88665
,33.25715,82.307575,233.09065
,33.265525,82.4465,233.4073
,33.29665,82.531225,233.4803
,33.305025,82.689675,233.681425
,33.3126,82.711975,233.774875
,33.319325,82.867775,234.000975
,33.341275,83.0185,234.020625
,33.43975,83.06475,234.50955
,33.48895,83.291425,235.0744
,33.523325,83.4933,235.1722
,33.5628,83.519775,235.34645
,33.5913,83.531825,236.197125
,33.6283,83.569275,236.4837
,33.68655,83.758625,236.590325
,33.7146,83.944225,237.421325
,33.72885,84.0455,238.262
,33.74535,84.13705,238.7663
,33.75625,84.33785,240.035125
,33.768425,84.3707,240.76475
,33.77575,84.422725,240.91065
,33.7825,84.498775,241.16845
,33.798575,84.554,241.53315
,33.811475,84.662725,241.575975
,33.821,84.695925,241.68555
,33.829175,84.784675,241.96205
,33.83895,84.8097,242.347825
,33.845075,84.95465,243.1997
,33.864,85.0281,243.438675
,33.96815,85.1743,245.70905
,33.985625,85.225425,246.228175
,34.0045,85.314275,246.67425
,34.008925,85.3562,248.2364
,34.019175,85.420375,249.1513
,34.030575,85.458075,251.2308
,34.042725,85.7113,251.311125
,34.04515,85.7678,251.364775
,34.0798,85.85145,251.621
,34.0928,85.9118,252.065925
,34.118375,86.097975,252.093375
,34.1816,86.356275,252.12005
,34.225425,86.459925,252.1543
,34.297725,86.574675,252.428575
,34.3067,86.7072,252.45205
,34.31965,86.874525,252.62615
,34.331425,87.051675,252.6443
,34.349,87.078575,252.72155
,34.352775,87.1151,253.06665
,34.3564,87.1382,253.644925
,34.35815,87.1579,253.803575
,34.6278,87.174525,253.867925
,34.639725,87.20015,254.432775
,34.6453,87.226925,254.539825
,34.664675,87.2558,254.863825
,34.670525,87.312075,255.60395
,34.674725,87.43125,256.9239
,34.691475,87.45775,257.170475
,34.7235,87.69635,257.48665
,34.72915,87.71925,257.503225
,34.733475,87.773,258.251225
,34.739675,87.8294,258.2935
,34.8417,87.8802,258.57165
,34.86215,88.026975,259.285375
,34.87615,88.085675,260.103275
,34.893925,88.325725,260.225575
,34.902475,88.4017,260.508375
,34.952225,88.645075,260.944325
,35.0276,88.729075,261.58465
,35.046575,88.742725,261.9407
,35.052675,88.788575,263.1371
,35.0872,88.84255,266.2442
,35.1002,88.8868,267.273575
,35.1141,88.922675,267.291725
,35.1172,88.945875,267.611825
,35.1401,89.16805,267.881425
,35.16885,89.172525,268.6256
,35.192725,89.40745,270.3533
,35.212,89.478775,270.670675
,35.2981,89.601225,270.704425
,35.459775,89.621425,270.742825
,35.478275,89.677175,271.4344
,35.494925,89.7412,271.761925
,35.5078,89.868025,272.2609
,35.519525,89.951725,273.06855
,35.526525,90.057875,273.460225
,35.546825,90.15825,273.9908
,35.5541,90.1802,274.951725
,35.579675,90.3661,277.9443
,35.5993,90.41785,280.0693
,35.610575,90.443825,280.167
,35.6444,90.461875,280.417875
,35.659725,90.6174,280.806775
,35.66225,90.63415,281.80055
,35.702525,90.6833,281.850375
,35.7493,90.710025,282.49695
,35.7608,90.767925,282.590625
,35.809,90.7784,282.898175
,35.845825,90.8365,283.319825
,35.8574,90.85995,283.626425
,35.902825,90.9296,284.231075
,35.91135,90.967925,284.29015
,35.9229,91.08065,284.309075
,35.93435,91.331775,284.360875
,35.941925,91.401975,284.93475
,35.9529,91.46885,285.04875
,35.966125,91.50775,285.51035
,35.9757,91.607625,285.568725
,35.98765,91.729275,287.744525
,35.99675,91.746075,289.1593
,36.0083,91.791125,290.4822
,36.017925,91.81195,291.55975
,36.0372,91.91125,292.106475
,36.0444,91.934125,293.953925
,36.051225,91.95945,294.070175
,36.0598,92.0671,294.56695
,36.065625,92.268075,295.02125
,36.10005,92.35145,295.996925
,36.11035,92.442375,297.1187
,36.12305,92.457375,298.0569
,36.15155,92.50525,299.48325
,36.16055,92.535725,
,36.189125,92.576725,
,36.2029,92.641575,
,36.213525,92.7123,
,36.23125,92.72685,
,36.243775,92.979775,
,36.2557,93.11345,
,36.32805,93.144625,
,36.3412,93.2616,
,36.3704,93.28105,
,36.394325,93.49915,
,36.3994,93.531925,
,36.416175,93.5581,
,36.431325,93.60735,
,36.44425,93.7356,
,36.452,93.7879,
,36.466,93.838175,
,36.475,93.87255,
,36.48715,93.971575,
,36.495625,94.027375,
,36.5124,94.080375,
,36.52115,94.13175,
,36.535875,94.145725,
,36.552375,94.150325,
,36.566525,94.191475,
,36.571625,94.2405,
,36.5854,94.246825,
,36.706025,94.291025,
,36.722,94.324,
,36.7904,94.3468,
,36.8236,94.481575,
,36.837975,94.501325,
,36.84565,94.5242,
,36.8552,94.571775,
,36.909425,94.626025,
,36.925475,94.63385,
,36.937475,94.644325,
,36.9657,94.669225,
,36.9812,94.746425,
,36.9901,94.767,
,37.069625,94.81565,
,37.217975,94.976425,
,37.230525,95.02105,
,37.24565,95.090575,
,37.259075,95.105875,
,37.277925,95.209725,
,37.294625,95.36535,
,37.306825,95.4008,
,37.31725,95.440625,
,37.327075,95.529625,
,37.337025,95.57745,
,37.354575,95.761325,
,37.363675,95.8402,
,37.3733,95.86835,
,37.387975,95.92435,
,37.39625,95.95055,
,37.4219,96.001375,
,37.5126,96.043775,
,37.529325,96.069025,
,37.54755,96.2052,
,37.561925,96.29575,
,37.580925,96.428125,
,37.595475,96.58305,
,37.6056,96.6079,
,37.6115,96.757625,
,37.6247,96.827,
,37.6361,96.921075,
,37.6488,97.070675,
,37.681725,97.223275,
,37.7961,97.30025,
,37.83145,97.43205,
,37.85235,97.448,
,37.86245,97.4799,
,37.87315,97.71015,
,37.884525,97.731825,
,37.89655,97.76695,
,37.9168,97.8433,
,37.925625,97.899075,
,37.946975,97.968425,
,37.9639,98.008425,
,37.97635,98.078225,
,37.992375,98.149825,
,38.016275,98.1531,
,38.196575,98.181425,
,38.2038,98.1956,
,38.23425,98.2743,
,38.244925,98.468075,
,38.2525,98.4881,
,38.267325,98.552525,
,38.29905,98.668775,
,38.3168,98.6787,
,38.330475,98.700075,
,38.336925,98.722425,
,38.343325,98.756175,
,38.356225,98.860225,
,38.36605,98.9735,
,38.379625,98.98885,
,38.411025,99.302575,
,38.416275,99.392525,
,38.427,99.4625,
,38.444625,99.5968,
,38.453625,99.651375,
,38.464025,99.694775,
,38.4777,99.7286,
,38.50305,99.848275,
,38.6025,99.880175,
,38.6579,99.9354,
,38.708925,100.09415,
,38.768275,100.4796,
,38.7986,100.56195,
,38.839725,100.6916,
,38.85865,100.759525,
,38.86515,100.852925,
,38.88775,100.88405,
,38.892025,100.928825,
,38.904725,100.9495,
,38.9107,101.0744,
,38.924925,101.1288,
,38.942525,101.1855,
,38.95885,101.21845,
,38.978025,101.400725,
,38.989425,101.761925,
,39.00345,101.791975,
,39.013775,101.911375,
,39.0269,101.973475,
,39.051075,101.9977,
,39.052375,102.0603,
,39.1684,102.143475,
,39.195275,102.2298,
,39.202425,102.5153,
,39.217575,102.533175,
,39.24375,102.5733,
,39.29325,102.6738,
,39.355075,102.7557,
,39.36795,102.8019,
,39.382475,102.850375,
,39.39315,102.87995,
,39.40135,102.914475,
,39.421325,103.01245,
,39.436925,103.10165,
,39.449875,103.12235,
,39.459825,103.20345,
,39.473575,103.32535,
,39.47905,103.359075,
,39.49985,103.393525,
,39.53705,103.415725,
,39.71295,103.510225,
,39.81535,103.6816,
,39.82415,103.73115,
,39.858175,103.761475,
,39.87695,103.864725,
,39.8911,104.086525,
,39.910025,104.169075,
,39.937325,104.25375,
,39.956625,104.277425,
,39.969325,104.344425,
,39.986425,104.57425,
,39.99405,104.709525,
,40.00075,104.77155,
,40.0685,104.79685,
,40.088025,104.835375,
,40.1128,104.957325,
,40.171525,105.1218,
,40.206425,105.290325,
,40.22315,105.329125,
,40.249325,105.346525,
,40.260025,105.3659,
,40.277,105.4303,
,40.3022,105.4344,
,40.3148,105.4516,
,40.34255,105.5353,
,40.356575,105.684975,
,40.3645,105.697675,
,40.38925,105.864225,
,40.520475,105.961175,
,40.5471,106.1831,
,40.558675,106.2104,
,40.57075,106.2637,
,40.584425,106.28835,
,40.600075,106.31565,
,40.6198,106.3533,
,40.634425,106.462075,
,40.650025,106.506925,
,40.899975,106.6013,
,40.9286,106.74895,
,40.965825,106.909825,
,40.99795,106.960475,
,41.0524,107.070925,
,41.09945,107.166325,
,41.31385,107.194975,
,41.331375,107.232775,
,41.3541,107.3379,
,41.374375,107.368725,
,41.39675,107.407725,
,41.4104,107.42875,
,41.41815,107.49025,
,41.4426,107.5137,
,41.46685,107.57865,
,41.482475,107.62565,
,41.5534,107.6815,
,41.60425,107.7021,
,41.609375,107.761375,
,41.633925,107.78185,
,41.666875,107.94295,
,41.6818,108.01235,
,41.6955,108.016225,
,41.709625,108.094075,
,41.725125,108.0974,
,41.8016,108.256625,
,41.812075,108.389325,
,41.836075,108.638175,
,41.842775,108.77305,
,41.858625,108.89635,
,41.878125,109.004325,
,41.89545,109.234675,
,41.913225,109.332475,
,41.998475,109.36115,
,42.13525,109.502525,
,42.14595,109.533525,
,42.153525,109.55685,
,42.17025,109.6637,
,42.188725,109.7526,
,42.20315,109.907525,
,42.2199,110.0639,
,42.234525,110.126425,
,42.242425,110.160625,
,42.26025,110.207175,
,42.274875,110.283375,
,42.307775,110.32375,
,42.310475,110.347625,
,42.441625,110.44795,
,42.4629,110.506625,
,42.468575,110.6643,
,42.4777,110.7498,
,42.497725,110.78955,
,42.525975,110.896125,
,42.5418,110.9264,
,42.5535,110.95625,
,42.575175,111.038,
,42.58705,111.054975,
,42.60585,111.110025,
,42.713125,111.1625,
,42.73185,111.2084,
,42.767875,111.23175,
,42.77915,111.2532,
,42.788275,111.289975,
,42.804725,111.366,
,42.850075,111.4931,
,42.86815,111.54505,
,42.8864,111.717325,
,42.897425,111.7234,
,42.97265,111.749675,
,43.0112,111.7746,
,43.062225,112.0405,
,43.07475,112.162475,
,43.086975,112.350875,
,43.10185,112.374925,
,43.197625,112.46025,
,43.232025,112.48615,
,43.259525,112.503375,
,43.29015,112.564375,
,43.29825,112.621875,
,43.3197,112.7161,
,43.347825,113.002975,
,43.381325,113.068475,
,43.615,113.101625,
,43.667075,113.1712,
,43.69025,113.297575,
,43.702125,113.33205,
,43.724875,113.35265,
,43.740625,113.3918,
,43.761525,113.449675,
,43.869375,113.47945,
,43.876325,113.5092,
,43.8977,113.528975,
,43.918575,113.546475,
,43.9309,113.5811,
,43.940875,113.6516,
,43.971175,113.791175,
,44.1484,113.878825,
,44.155975,114.03355,
,44.167275,114.06435,
,44.18695,114.092575,
,44.213875,114.138725,
,44.223725,114.1986,
,44.247025,114.262325,
,44.255775,114.2928,
,44.2709,114.32545,
,44.36925,114.41665,
,44.409975,114.58605,
,44.415225,114.64555,
,44.428725,114.672975,
,44.443025,114.716575,
,44.4576,114.735075,
,44.4726,114.78245,
,44.4824,114.8044,
,44.497525,114.921225,
,44.50595,115.005875,
,44.52055,115.0661,
,44.56285,115.186475,
,44.575225,115.30755,
,44.594475,115.45385,
