SPK_SPKC01a (no effect),SPK_SPKC03a (no effect),SPK_SPKC12a (no effect),SPK_SPKC13a (no effect)
198.781225,30.8373,16.41065,116.55335
198.93605,30.8476,16.429425,116.58575
198.95435,30.8826,16.458725,116.7159
198.976525,30.9084,16.478575,116.77405
199.35615,30.91715,16.502225,116.80955
199.37135,30.945575,16.54045,117.069225
199.38895,31.0279,16.542975,117.15615
199.855575,31.04985,16.5875,117.24475
200.49095,31.070025,16.643775,117.448875
200.623875,31.12145,16.655225,117.512975
200.9575,31.140175,16.677075,117.587775
201.153275,31.16755,16.691475,117.80865
201.703275,31.208425,16.702675,118.181675
201.7075,31.24035,16.70835,118.317025
201.8049,31.26385,16.712025,118.33005
202.35025,31.3443,16.719325,118.382475
202.383925,31.444925,16.767375,118.96205
202.7023,31.537325,16.772125,119.071625
202.896825,31.55985,16.802375,119.1856
203.83755,31.595,16.8134,119.257525
203.9692,31.61515,16.8295,119.414225
204.0159,31.64645,16.835725,119.682175
204.568175,31.761675,16.861325,119.7188
205.073575,31.82075,16.8813,119.7692
205.27735,31.8721,16.888975,119.909
205.387275,31.90975,16.903275,120.1104
205.613325,31.992625,16.916875,120.252525
205.93525,32.01275,16.947475,120.49685
207.378375,32.0346,16.965,120.5289
207.49265,32.08815,16.97825,120.57905
207.59035,32.137925,16.994325,121.449175
207.696875,32.196325,17.0108,121.506625
207.829225,32.216875,17.023325,121.600425
207.860425,32.24695,17.0356,121.73615
208.387325,32.2708,17.049375,121.819975
208.451,32.304975,17.060675,121.8865
208.45655,32.378375,17.07975,121.93045
208.510525,32.443175,17.12595,122.294825
208.6075,32.526525,17.146775,122.36425
208.83865,32.57665,17.189575,122.519425
208.9785,32.636575,17.250725,122.576225
209.493975,32.874725,17.3027,122.623525
210.216575,32.891275,17.3273,122.62635
210.63555,33.0172,17.339575,122.69495
210.799575,33.052575,17.3523,122.728225
211.604375,33.069775,17.3986,122.74015
211.614925,33.092475,17.434825,122.84525
211.6293,33.17135,17.458675,122.923125
211.6415,33.270275,17.486925,122.931225
212.93955,33.29435,17.507925,123.05985
213.074275,33.33155,17.5337,123.18875
213.3665,33.376,17.571525,123.220475
213.384,33.442,17.588,123.3465
213.40335,33.4501,17.63785,123.36705
213.41545,33.51235,17.664125,123.410325
213.88435,33.563075,17.683925,123.509575
213.92655,33.658275,17.7039,123.553625
214.053075,33.69125,17.758175,123.72545
214.64245,33.7054,17.761025,123.755775
215.039125,33.78535,17.777925,124.116475
215.549925,33.8133,17.810675,124.15615
216.191125,33.8305,17.84195,124.22745
217.28195,33.857325,17.86515,124.386325
217.863925,33.91,17.8817,124.63205
218.593075,34.05735,17.918475,124.8627
218.99515,34.11035,17.92115,125.3503
219.324725,34.208675,17.93235,125.985025
219.437125,34.3358,17.93835,126.11725
219.515525,34.34755,17.96555,126.43105
219.6428,34.356125,17.982525,126.6765
220.48555,34.401375,18.0036,126.7475
220.536,34.48165,18.0355,126.833575
220.694875,34.5007,18.050325,127.00225
220.929425,34.528275,18.0738,127.166375
220.99715,34.56315,18.101875,127.181475
221.075,34.568625,18.132575,127.52285
221.12305,34.57145,18.1564,127.908775
222.230275,34.61525,18.182125,128.365975
223.2288,34.6266,18.22895,128.66265
223.24435,34.718675,18.251975,129.85365
223.324825,34.748475,18.2591,129.99465
223.608675,34.853875,18.2673,130.248325
223.62405,34.885475,18.2768,130.6938
223.713075,34.957725,18.280825,130.790375
225.216175,35.01745,18.293025,130.902725
225.225825,35.0696,18.300625,130.913975
225.934875,35.094,18.303325,131.05545
226.125925,35.121275,18.3172,132.441325
226.135575,35.22175,18.32345,133.4727
226.148025,35.256425,18.33315,133.5785
226.27955,35.29125,18.35045,134.22245
226.303075,35.3265,18.369025,134.390725
226.6796,35.342975,18.3909,134.442725
226.84455,35.365075,18.39845,134.883475
227.5719,35.38185,18.410275,135.64155
227.70705,35.3958,18.418725,136.499
227.80785,35.402625,18.441,136.865025
228.75035,35.41735,18.451375,136.9308
228.985275,35.453725,18.482275,137.6471
229.169575,35.4687,18.49095,137.746775
229.371525,35.483075,18.5093,139.2225
229.48825,35.49945,18.5151,139.2919
230.069975,35.515675,18.5244,139.543475
230.61955,35.534525,18.5487,139.8942
230.644025,35.5668,18.554925,139.9299
230.6581,35.6303,18.556,141.334475
230.6651,35.86195,18.5755,141.3404
231.084375,35.89045,18.61235,141.410425
231.0935,35.931775,18.62155,141.6364
231.101425,35.96845,18.623875,141.950925
231.119975,36.0373,18.644575,141.986875
231.1254,36.1222,18.669775,142.346125
231.127425,36.1456,18.676275,142.393125
231.584925,36.14975,18.683025,142.425375
232.58195,36.201125,18.745275,142.580825
232.99765,36.2299,18.754475,142.592275
233.007625,36.23175,18.767225,143.425775
233.583025,36.249825,18.77575,143.507125
233.7193,36.312375,18.786625,145.3766
233.745375,36.34895,18.79635,146.062575
233.759425,36.3619,18.8236,146.0716
233.77395,36.40095,18.833475,146.080475
233.784925,36.41865,18.853225,146.73265
234.27055,36.452875,18.8987,146.843
234.51685,36.476725,18.93,147.13535
235.384825,36.534825,18.9713,147.140875
235.424525,36.551775,18.98515,147.20285
235.718725,36.5658,19.00365,147.296525
236.6073,36.58695,19.023175,147.566825
237.018025,36.597875,19.062825,148.22765
237.29375,36.614975,19.084425,148.268
238.26625,36.67335,19.1127,148.32095
238.62085,36.688925,19.13745,149.1979
238.64285,36.750525,19.1627,149.226325
238.69495,36.90425,19.198575,149.433575
238.805375,36.9919,19.22645,149.437525
238.809975,37.083125,19.26,149.449475
239.089825,37.096675,19.27335,149.457525
239.3259,37.198175,19.339125,149.623975
239.623,37.24755,19.362275,149.63135
239.6463,37.281275,19.403625,149.6463
240.631925,37.320325,19.46585,149.737125
241.902675,37.3466,19.491775,149.85625
242.694075,37.3614,19.5059,150.225175
243.03795,37.37825,19.5189,150.343725
243.057775,37.3947,19.566775,150.5428
243.0746,37.428175,19.583975,150.584375
243.17425,37.449675,19.60615,150.900525
243.237175,37.472875,19.61895,151.427725
243.260125,37.5029,19.6452,151.4563
243.288925,37.570925,19.6917,151.526975
243.317925,37.61185,19.716875,151.596625
243.378575,37.63805,19.73675,152.0103
243.505325,37.639775,19.768025,152.07375
243.70425,37.6743,19.83305,152.23465
244.0992,37.69835,19.8533,152.3469
244.29905,37.7491,19.878425,153.914825
244.305575,37.785475,19.91505,154.1242
244.314725,37.86445,19.921475,154.310425
245.2093,37.91975,19.958275,154.6704
245.397675,37.985425,19.998525,154.967675
245.443425,38.051875,20.0264,155.124875
246.049625,38.08725,20.039925,155.3548
246.339625,38.1032,20.052475,155.37
246.918975,38.1793,20.0619,155.58555
247.023375,38.243775,20.072775,155.6418
247.137,38.2683,20.086625,155.8585
247.221,38.285775,20.192625,155.93965
247.258775,38.366475,20.215275,156.0757
247.4481,38.4702,20.263325,156.082775
247.529025,38.494025,20.26995,156.226625
249.19195,38.545525,20.2735,156.356675
249.31145,38.64855,20.296325,156.7771
249.317075,38.688075,20.302675,156.9214
249.474275,38.75815,20.324,157.011425
249.5694,38.926,20.33825,157.376775
249.58415,38.97265,20.355625,157.499
249.83815,39.007075,20.3884,157.714275
249.89455,39.079475,20.470025,158.03525
249.985,39.1977,20.53795,158.9825
250.1033,39.2568,20.56075,159.0422
250.4535,39.321975,20.5873,159.14715
250.596175,39.35665,20.610075,159.191425
252.158225,39.378825,20.63485,159.4266
252.205225,39.3961,20.67005,160.3386
253.963925,39.407575,20.6922,160.7202
253.975775,39.42155,20.7141,160.7369
253.9837,39.453375,20.76175,160.78905
254.00805,39.4801,20.77685,160.821225
254.166075,39.527875,20.830675,160.852075
254.7224,39.54255,20.8658,160.862525
254.74445,39.58485,20.875,160.911925
254.886975,39.615125,20.93965,160.9414
254.974425,39.630375,20.96975,161.459825
255.637025,39.645375,20.9862,161.632275
255.77865,39.733825,21.021075,161.7197
255.972075,39.7446,21.03085,162.988625
256.511575,39.755225,21.0633,163.321325
256.526925,39.767375,21.078725,164.046925
256.5478,39.798975,21.091175,164.357825
256.654225,39.8274,21.1087,164.66635
257.502575,39.837175,21.118525,164.76335
257.7806,39.8447,21.1293,164.8009
258.410025,39.859,21.132775,164.863675
258.42135,39.886425,21.1408,165.14535
258.42955,39.9915,21.14455,165.394375
258.436775,40.034825,21.153325,165.822825
258.728525,40.062375,21.15575,167.05145
258.74865,40.106625,21.1716,167.5045
259.317325,40.118275,21.20185,167.57825
259.5668,40.143925,21.20535,167.6001
259.6212,40.202925,21.217725,167.8991
259.7597,40.21655,21.23735,168.410475
259.781275,40.26,21.265775,168.5198
259.932975,40.2808,21.27765,168.5303
260.3717,40.292975,21.282425,168.790375
260.402175,40.30555,21.2882,168.806525
260.414,40.32005,21.3217,168.954675
260.4535,40.34005,21.338775,168.981325
261.759425,40.3621,21.398,169.10485
261.766625,40.372375,21.4281,169.139075
261.775475,40.39425,21.44105,169.186675
261.78215,40.51995,21.481175,169.24515
262.124525,40.544625,21.50735,169.473475
262.670575,40.581825,21.554075,170.168075
262.710225,40.6203,21.56715,170.3152
262.929225,40.64935,21.62855,170.40845
262.9642,40.675525,21.645275,170.48585
262.99325,40.70975,21.672525,170.49625
263.135775,40.733725,21.693625,170.591425
263.690125,40.76165,21.714325,170.908125
264.462,40.969775,21.746775,171.08815
264.716775,41.0005,21.7682,171.091975
264.73675,41.111,21.785825,171.2205
264.885,41.203625,21.798425,171.607075
264.9972,41.2683,21.80685,171.671
265.261675,41.27555,21.823325,171.675475
265.27375,41.28455,21.86715,171.6821
265.288625,41.310125,21.921075,171.7298
265.501075,41.31805,21.964325,172.043825
265.663675,41.406975,21.978175,172.49435
265.89225,41.483575,21.994075,172.5694
267.0784,41.501625,22.003875,172.63645
267.6412,41.518475,22.0143,172.92495
267.85925,41.541125,22.021775,173.041225
268.418825,41.597075,22.052675,173.06755
268.426175,41.62345,22.108875,173.627625
268.437825,41.65965,22.12345,173.983475
268.4477,41.75165,22.14985,173.992375
268.474575,41.84285,22.158475,174.017625
268.972775,41.86165,22.1674,174.039325
269.068675,41.862925,22.1782,174.0591
269.426475,41.870825,22.194975,174.0956
270.3325,41.908575,22.20155,174.87765
270.3453,41.9235,22.211025,174.951775
270.3653,41.9388,22.215425,175.082125
270.64585,41.954975,22.22685,175.358875
270.784475,41.9617,22.2782,176.119375
271.084125,41.967375,22.294225,176.159375
271.252375,41.981275,22.318775,176.1679
271.402125,42.03115,22.332625,176.2436
271.52505,42.037675,22.345275,176.406125
271.702325,42.04245,22.371175,176.497425
271.923325,42.085025,22.3748,176.668
273.037025,42.092225,22.3795,176.801875
273.05685,42.107125,22.397125,176.92405
273.08965,42.12945,22.417325,177.177375
273.10405,42.15555,22.42335,177.189425
273.12125,42.183275,22.441275,177.311425
273.145375,42.1952,22.4634,177.35685
273.207475,42.218425,22.512075,177.414425
273.46235,42.339775,22.5166,177.469925
274.0356,42.41845,22.52165,177.7251
274.320125,42.427175,22.52825,177.8023
275.848375,42.527325,22.570275,178.91525
275.91885,42.55385,22.595,178.97845
275.965125,42.691625,22.644225,179.028875
276.076475,42.7427,22.66045,179.2363
276.1977,42.767125,22.6715,179.278275
277.82485,42.825625,22.6854,179.42655
278.0896,42.831175,22.7104,179.470675
278.10015,42.91385,22.72835,179.9033
278.11045,43.06185,22.7671,181.00015
278.21705,43.103875,22.78185,181.1413
278.6877,43.108275,22.81975,181.307125
279.0198,43.12775,22.835775,182.42545
279.56565,43.1656,22.86415,182.61635
280.0318,43.219625,22.880475,182.7527
280.1913,43.248275,22.904125,182.924475
281.006175,43.36695,22.909275,183.0228
281.065575,43.38525,22.945525,183.054375
281.19365,43.437275,22.956025,183.403075
281.92605,43.55545,23.00705,183.7745
282.30125,43.59155,23.018775,184.01195
282.472625,43.601825,23.044175,184.57
283.0404,43.62345,23.053975,184.691425
283.372925,43.644875,23.0845,184.813125
283.416175,43.65575,23.11995,184.826375
283.615225,43.722975,23.1475,184.9295
284.08555,43.736925,23.186325,185.2654
284.14295,43.7535,23.20825,185.317125
284.594625,43.78555,23.228775,185.33745
284.611875,43.81155,23.2814,185.3392
284.8493,43.9483,23.316075,185.35215
285.2206,43.99355,23.328675,185.52065
285.423725,44.016625,23.352125,185.526125
285.43835,44.0435,23.37115,185.678475
285.461225,44.068475,23.3977,185.68645
285.481525,44.163575,23.4489,186.0145
285.5217,44.194225,23.5083,186.076775
285.532125,44.210975,23.528975,186.261075
285.61835,44.318225,23.548175,186.5865
285.70485,44.365475,23.56445,186.750925
285.86885,44.42635,23.57965,187.414325
286.208675,44.456925,23.6087,187.504975
286.22145,44.487775,23.638625,188.168325
286.28685,44.5928,23.674225,188.3915
286.45685,44.623375,23.766925,188.405575
286.5729,44.647275,23.826575,188.41675
286.7644,44.67135,23.8377,188.544925
286.78885,44.77715,23.848225,188.579125
286.809775,44.82455,23.859125,188.60985
288.16415,44.85945,23.871,189.23665
288.578525,44.896025,23.87995,189.307325
288.807725,44.942475,23.890975,189.58245
289.0152,44.96335,23.907775,189.7204
289.16445,45.0269,23.9174,189.9261
289.391925,45.051925,23.967075,190.030125
289.56745,45.108025,23.987925,190.1484
290.236775,45.121775,24.0123,190.668325
290.246075,45.175225,24.020425,191.549025
290.256475,45.24945,24.02965,191.903375
291.3342,45.257825,24.046125,192.121775
292.117925,45.29265,24.103,192.564275
292.27855,45.317425,24.170275,192.6278
292.4196,45.3884,24.1953,192.705275
292.754775,45.429175,24.237,192.8004
293.2484,45.458475,24.261675,192.86755
293.2994,45.478625,24.26995,193.24865
293.36575,45.524125,24.28555,193.36405
293.85495,45.557625,24.318825,194.466775
294.07205,45.591275,24.33645,194.626125
294.13515,45.6975,24.3459,194.7809
294.165525,45.77925,24.35675,195.716575
294.262025,45.807625,24.362075,195.736275
294.38355,45.85475,24.38695,196.23525
294.453625,45.90765,24.39905,196.2544
294.6973,45.92865,24.402575,196.315125
294.975475,45.94635,24.414875,196.86335
295.1677,46.007075,24.43635,197.1462
295.178875,46.043425,24.52415,197.37555
295.2257,46.13635,24.545075,197.80675
295.36525,46.159175,24.558575,199.269425
295.524675,46.1929,24.58145,199.437575
295.6506,46.23395,24.5953,199.5737
295.660175,46.2567,24.61615,199.60745
295.69815,46.426125,24.6349,199.691625
296.200175,46.4395,24.648675,199.70585
296.42895,46.5877,24.6625,199.79335
296.812625,46.601975,24.6769,199.8415
297.254275,46.6316,24.694875,200.22655
297.308175,46.665925,24.701025,200.33545
297.317975,46.6835,24.7053,200.47265
297.32535,46.74095,24.740875,200.65045
297.34105,46.851175,24.756725,200.7576
297.360825,46.9942,24.770925,200.79355
297.4729,47.024125,24.822425,201.54715
297.6374,47.06785,24.844825,201.57665
298.044375,47.077775,24.8464,201.9861
299.125925,47.125425,24.85295,202.668275
299.2545,47.1489,24.8652,202.76695
299.909275,47.178125,24.871775,202.867075
300.1555,47.237175,24.89905,203.22365
300.245425,47.3254,24.913625,203.468625
300.33865,47.509875,24.91945,203.798275
300.350725,47.514825,24.9206,205.081525
300.509675,47.54405,24.93105,205.234225
300.5442,47.55615,24.952425,205.238875
300.57905,47.586975,24.97325,205.39725
300.646225,47.617025,24.975875,205.701575
300.717225,47.619825,24.980525,205.80085
300.961675,47.657875,24.98305,205.91935
300.971925,47.697325,25.012525,206.10115
300.985225,47.7006,25.01735,206.157475
300.995175,47.707425,25.033775,206.432325
301.20855,47.711125,25.05505,206.66675
301.56385,47.726025,25.0975,207.185625
301.764325,47.955425,25.105225,207.65295
301.8466,47.97415,25.1128,207.987775
301.9824,48.0284,25.12985,207.99955
302.364975,48.28215,25.131375,208.150975
302.62465,48.302175,25.1501,208.328575
302.743075,48.34015,25.16465,208.4062
302.76345,48.357375,25.191125,208.40935
302.7781,48.3649,25.25985,208.650675
302.82785,48.436925,25.34165,208.729025
304.130125,48.4574,25.36505,209.4906
304.17445,48.53265,25.4155,209.55505
304.714025,48.560925,25.428625,209.602
304.725525,48.571625,25.46575,210.116075
305.32305,48.579725,25.4758,210.606575
305.47845,48.7351,25.49095,210.9781
306.5824,48.795725,25.526375,210.998
306.596825,48.97295,25.53855,211.033025
306.608625,48.990825,25.55865,211.2788
306.8617,49.013875,25.573125,211.442125
307.444625,49.026475,25.608575,211.523575
307.466875,49.055325,25.634425,211.8644
307.67965,49.123525,25.6603,213.90785
308.49515,49.136475,25.67635,214.487925
308.82335,49.159975,25.698625,214.527125
309.3061,49.176025,25.725175,214.545025
309.526425,49.19555,25.744175,214.637875
309.851875,49.216,25.7672,214.648775
309.98425,49.235,25.786475,214.748925
310.119525,49.2465,25.820475,215.66415
310.33725,49.273825,25.8796,216.004075
310.43425,49.30415,25.906975,217.397675
310.491325,49.351775,25.970075,218.313325
310.609625,49.36705,26.0229,218.39425
311.0839,49.388375,26.07005,218.69715
311.60205,49.412175,26.120975,218.7113
311.676325,49.435125,26.13945,218.91105
311.70455,49.4421,26.214925,218.93395
311.861175,49.4761,26.236325,219.035975
312.11655,49.52895,26.28155,219.07185
312.612275,49.537775,26.317275,219.1234
312.6254,49.559975,26.36115,219.29105
312.885525,49.60005,26.394225,219.471275
313.1601,49.64605,26.40615,219.84595
313.47875,49.678725,26.427475,219.998975
313.95645,49.697425,26.4581,220.222225
314.48935,49.790075,26.482275,220.383325
314.7659,49.813425,26.494325,220.405125
314.78655,49.8706,26.514675,221.7289
314.803,49.908625,26.5439,222.091375
314.815925,49.9729,26.573325,222.166325
314.904025,50.037125,26.59835,222.178
314.998875,50.08955,26.601875,222.18075
315.13375,50.1205,26.6145,222.189975
315.15195,50.147225,26.62775,222.192825
315.17005,50.16075,26.657975,222.26525
315.409475,50.170525,26.682125,222.3378
315.70285,50.184575,26.801175,222.345
316.23825,50.1926,26.812675,223.2903
316.838575,50.4078,26.82705,223.629975
316.875825,50.42615,26.8484,223.633425
316.9382,50.439725,26.8631,223.64485
316.986125,50.502675,26.87425,223.693325
317.14295,50.636775,26.885025,223.723225
317.190225,50.6496,26.896,223.83415
317.303875,50.668325,26.91175,223.838825
317.3349,50.6735,26.924925,223.86345
318.01445,50.70375,26.9608,223.94185
318.355925,50.794075,27.038425,224.107025
318.5597,50.80195,27.10445,225.542275
319.03825,50.8232,27.106675,226.0957
319.362075,50.83355,27.126325,226.1291
319.5547,50.847425,27.136775,226.16515
320.356075,50.873525,27.152475,226.364425
320.493025,50.92165,27.16525,226.4317
320.8345,50.968875,27.1755,226.446825
320.8512,51.019175,27.201425,226.68175
320.869075,51.06535,27.21405,227.037325
323.33305,51.092025,27.2246,227.071975
324.094875,51.1693,27.23595,227.257375
324.438125,51.24815,27.246825,227.781525
325.1579,51.2965,27.269575,228.694375
325.354775,51.376325,27.2764,228.793625
325.514075,51.39815,27.28315,228.83305
325.72805,51.454125,27.3073,228.83525
325.737975,51.478475,27.323875,228.98905
325.7544,51.536825,27.3436,230.197875
325.77175,51.578975,27.3505,230.72615
326.1479,51.7385,27.36035,230.91945
326.15245,51.7665,27.381425,230.9616
326.184175,51.790175,27.4108,231.55635
326.4748,51.8214,27.42555,231.756575
326.577225,51.881775,27.435025,232.1315
327.846,51.924075,27.44735,232.90695
327.9728,52.065725,27.47915,233.007025
