SPK_SPKC07a (inh/exc),SPK_SPKC09b (no resonse),SPK_SPKC10a (exc),SPK_SPKC13a (inh)
,174.8562,153.454725,142.93265
,174.905725,153.4851,142.955625
,174.945175,153.49725,142.975
,174.988425,153.508025,142.99
,175.012525,153.512725,143.013925
,175.046125,153.518825,143.0383
,175.0751,153.52595,143.04505
,175.092,153.527125,143.05345
,175.141075,153.533175,143.0802
,175.143125,153.542775,143.112125
,175.153425,153.575275,143.12735
,175.16355,153.5819,143.142825
,175.1766,153.59285,143.160275
,175.193625,153.626125,143.183775
,175.22465,153.640975,143.20145
,175.250025,153.6603,143.221
,175.275475,153.6804,143.24035
,175.33465,153.73135,143.26515
,175.36165,153.75115,143.288875
,175.428875,153.77695,143.3055
,175.45965,153.791375,143.3294
,175.4877,153.812375,143.3618
,175.5363,153.836825,143.388775
,175.543825,153.87355,143.419025
,175.5573,153.9,143.460025
,175.561125,153.91755,143.4805
,175.565925,153.95765,143.533025
,175.568725,153.979825,143.5584
,175.5699,154.01485,143.614575
,175.57705,154.0466,143.641625
,175.5818,154.07575,143.657125
,175.596125,154.117925,143.671325
,175.60535,154.145325,143.683775
,175.6154,154.17705,143.706675
,175.6216,154.205475,143.722825
,175.679725,154.22885,143.737925
,175.742625,154.2424,143.75075
,175.7754,154.25155,143.761075
,175.922025,154.267375,143.783325
,175.96055,154.28175,143.815625
,175.999175,154.2918,143.845725
,176.023675,154.308075,143.869325
,176.058475,154.3286,143.889225
,176.112225,154.3496,143.916975
,176.171075,154.3697,143.947725
,176.188075,154.40945,143.976475
,176.2086,154.428725,144.005075
,176.261725,154.4452,144.028525
,176.2916,154.460375,144.057325
,176.332025,154.4808,144.091925
,176.3438,154.5078,144.122175
,176.36825,154.534775,144.1484
,176.374325,154.559575,144.172925
,176.382375,154.59245,144.1923
,176.399725,154.622125,144.202675
,176.42955,154.647475,144.22015
,176.445725,154.6773,144.22975
,176.469,154.711725,144.238025
,176.49155,154.739,144.246375
,176.523825,154.764075,144.256875
,176.56535,154.80645,144.266675
,176.6275,154.824275,144.2766
,176.65965,154.83755,144.287675
,176.6911,154.85915,144.296025
,176.70905,154.88005,144.307325
,176.7256,154.90595,144.318175
,176.747525,154.9312,144.3202
,176.758975,154.95485,144.327825
,176.763325,154.981325,144.357525
,176.771225,155.017825,144.375525
,176.808025,155.04385,144.387375
,176.828475,155.0765,144.4015
,176.843575,155.1012,144.4224
,176.853425,155.131775,144.43845
,176.876875,155.16935,144.45965
,176.88735,155.191225,144.519575
,176.9037,155.217825,144.54655
,176.9301,155.2548,144.5733
,176.939975,155.28865,144.6209
,176.9824,155.311675,144.6629
,176.997225,155.35165,144.75025
,177.03265,155.39645,144.784325
,177.06345,155.423225,144.826675
,177.0759,155.46395,144.850125
,177.1117,155.4902,144.8799
,177.137675,155.521875,144.9257
,177.173525,155.5485,144.966375
,177.2039,155.567675,145.0005
,177.282675,155.584475,145.042075
,177.323575,155.597175,145.07845
,177.391625,155.6143,145.1298
,177.42425,155.626525,145.16285
,177.45505,155.63735,145.2181
,177.50505,155.661425,145.266425
,177.5366,155.68075,145.35245
,177.594325,155.692275,145.387925
,177.6434,155.708675,145.4205
,177.6928,155.722225,145.45485
,177.739625,155.747675,145.490975
,177.79655,155.8568,145.501325
,177.871075,155.887425,145.513575
,177.890125,155.92355,145.558925
,177.8986,155.958025,145.578125
,177.90635,155.983275,145.59685
,177.92055,156.022875,145.63575
,177.921775,156.05905,145.666225
,177.928375,156.0766,145.688325
,177.94035,156.10205,145.721875
,177.9517,156.11935,145.7553
,177.9532,156.160575,145.790025
,177.9633,156.17695,145.815225
,177.982075,156.19745,145.847675
,177.99455,156.216925,145.906275
,178.0083,156.2396,145.946025
,178.020375,156.2693,145.95135
,178.0364,156.29735,145.956275
,178.06105,156.322725,145.961
,178.1588,156.35115,145.976825
,178.204275,156.372625,145.981525
,178.2434,156.4019,145.99855
,178.286,156.435675,146.0365
,178.30735,156.454275,146.061
,178.329825,156.476925,146.0732
,178.3373,156.49885,146.0844
,178.346875,156.54255,146.1012
,178.3654,156.571225,146.113675
,178.386975,156.601275,146.155
,178.3949,156.634975,146.170925
,178.449275,156.70085,146.200875
,178.4631,156.733825,146.2582
,178.481425,156.7814,146.303425
,178.485375,156.832325,146.31385
,178.5771,156.852925,146.3271
,178.63665,156.871475,146.339175
,178.6669,156.882925,146.3463
,178.738975,156.89525,146.3571
,178.785775,156.9065,146.372625
,178.806275,156.9195,146.38155
,178.85755,156.935775,146.3972
,178.938575,156.95255,146.405675
,178.98235,156.97455,146.4129
,179.011225,156.985975,146.422875
,179.0705,157.003025,146.43345
,179.10725,157.023325,146.44435
,179.1974,157.074025,146.453325
,179.252825,157.136025,146.48035
,179.299725,157.19825,146.4924
,179.338875,157.23955,146.5041
,179.43115,157.2856,146.525175
,179.4659,157.319325,146.556175
,179.49485,157.3538,146.578875
,179.508975,157.397275,146.62535
,179.5199,157.4403,146.6478
,179.5602,157.47815,146.6713
,179.5677,157.50935,146.695875
,179.580225,157.52985,146.729425
,179.60075,157.54845,146.766725
,179.611575,157.568825,146.791775
,179.637725,157.614875,146.81715
,179.67295,157.6487,146.842975
,179.726025,157.682375,146.876
,179.761525,157.719775,146.886875
,179.804925,157.750175,146.8979
,179.84145,157.784325,146.926375
,179.85325,157.82145,146.944375
,179.891975,157.856325,146.970375
,179.927275,157.888125,147.0203
,180.001325,157.93785,147.052025
,180.026075,157.9698,147.0918
,180.096975,158.051825,147.13605
,180.1626,158.0657,147.1531
,180.2113,158.07775,147.160425
,180.276425,158.09575,147.170975
,180.390275,158.106925,147.1752
,180.412725,158.12125,147.1882
,180.43275,158.1342,147.19525
,180.444525,158.14795,147.20735
,180.45665,158.16395,147.216025
,180.4669,158.174325,147.226575
,180.4782,158.190275,147.248425
,180.485375,158.21365,147.2757
,180.5026,158.232675,147.2916
,180.5117,158.2544,147.30775
,180.525975,158.280575,147.333425
,180.536975,158.312875,147.349725
,180.5474,158.335725,147.40515
,180.556775,158.359425,147.429
,180.5639,158.37675,147.473825
,180.5765,158.42985,147.54275
,180.587775,158.454925,147.587225
,180.62025,158.471,147.649175
,180.6441,158.4977,147.6747
,180.670425,158.52055,147.698375
,180.690325,158.541975,147.730375
,180.72755,158.56495,147.81265
,180.75175,158.600825,147.8414
,180.781575,158.679125,147.93775
,180.8025,158.69885,147.965475
,180.818925,158.724275,147.985375
,180.8305,158.769825,148.0039
,180.8365,158.801675,148.0328
,180.842425,158.8394,148.057025
,180.847025,158.86825,148.1008
,180.85275,158.8965,148.13
,180.858125,158.9091,148.1573
,180.868175,158.922425,148.20925
,180.87555,158.9366,148.24935
,180.8898,158.953125,148.289675
,180.896925,158.972675,148.33625
,180.9126,158.98645,148.367975
,180.9179,159.0029,148.394575
,180.953175,159.013775,148.409475
,180.973275,159.031575,148.435825
,180.99265,159.04015,148.445375
,181.00375,159.05185,148.4548
,181.01315,159.068925,148.4653
,181.0276,159.0951,148.48025
,181.0476,159.114525,148.494825
,181.066875,159.1453,148.532925
,181.10475,159.1733,148.560375
,181.1174,159.191925,148.604925
,181.134,159.2152,148.647475
,181.147875,159.239325,148.674675
,181.1635,159.2667,148.7063
,181.1939,159.2869,148.737375
,181.239375,159.313775,148.766875
,181.287325,159.33445,148.874125
,181.3031,159.3956,148.888225
,181.3346,159.436075,148.90245
,181.370625,159.47155,148.931825
,181.384125,159.50495,148.95205
,181.420825,159.536075,148.972675
,181.4301,159.563575,148.994925
,181.4461,159.59565,149.01165
,181.468575,159.627825,149.0188
,181.48555,159.661675,149.051225
,181.5047,159.690125,149.0847
,181.5186,159.7225,149.11905
,181.5309,159.750475,149.1605
,181.540175,159.764625,149.183125
,181.56295,159.7971,149.216875
,181.573725,159.82705,149.255025
,181.6034,159.870975,149.293975
,181.612425,159.904325,149.3136
,181.62535,159.940175,149.3455
,181.636325,159.970425,149.381875
,181.66,160.00815,149.40305
,181.676,160.0424,149.430675
,181.692225,160.0982,149.4596
,181.7143,160.12595,149.481175
,181.756625,160.161725,149.57735
,181.774025,160.190475,149.6179
,181.809375,160.215775,149.647525
,181.88205,160.2394,149.682375
,181.9357,160.295175,149.685675
,181.961875,160.32135,149.72145
,181.984,160.358525,149.75615
,182.0083,160.38565,149.8033
,182.0358,160.43005,149.832175
,182.046675,160.46735,149.853775
,182.05975,160.502775,149.891925
,182.115675,160.53745,149.926475
,182.13125,160.578,149.9556
,182.160225,160.5966,149.97275
,182.193775,160.6128,149.99315
,182.30135,160.625225,150.0389
,182.323075,160.64115,150.069275
,182.355675,160.655075,150.09065
,182.398125,160.664775,150.096125
,182.420375,160.677575,150.115675
,182.42975,160.697675,150.126875
,182.43895,160.714675,150.141
,182.4666,160.738075,150.151275
,182.477825,160.765,150.1624
,182.487875,160.79685,150.17615
,182.498225,160.8238,150.186275
,182.532125,160.849075,150.20215
,182.54435,160.888725,150.2058
,182.5572,160.915425,150.2294
,182.59185,160.940325,150.25685
,182.6035,160.96885,150.268575
,182.62285,160.98515,150.288425
,182.64315,161.007375,150.32685
,182.664125,161.0415,150.369175
,182.685325,161.05955,150.39285
,182.77695,161.0851,150.42105
,182.829675,161.10595,150.463525
,182.859825,161.1309,150.485875
,182.894775,161.15105,150.508125
,182.927875,161.162725,150.5326
,182.954025,161.18925,150.5622
,182.9856,161.219225,150.584825
,182.999675,161.252475,150.607925
,183.00925,161.28415,150.616875
,183.01625,161.31175,150.625925
,183.0225,161.337975,150.6355
,183.034875,161.376725,150.638625
,183.04795,161.4194,150.642125
,183.05445,161.4505,150.64645
,183.092575,161.475125,150.6542
,183.102075,161.5192,150.663625
,183.112075,161.541075,150.669975
,183.122275,161.572725,150.67515
,183.133,161.5949,150.6883
,183.150275,161.624,150.693575
,183.1642,161.649275,150.710025
,183.176725,161.686725,150.72075
,183.188375,161.724425,150.73175
,183.205925,161.745225,150.750825
,183.221825,161.77445,150.797225
,183.2294,161.78975,150.80625
,183.2576,161.800675,150.826625
,183.338575,161.814025,150.838475
,183.359525,161.8271,150.86105
,183.394525,161.837775,150.88325
,183.428875,161.849825,150.891925
,183.4613,161.86295,150.914025
,183.494625,161.895625,150.95695
,183.533825,161.91435,150.965325
,183.55645,161.937,150.9762
,183.582975,161.990075,150.9879
,183.60605,162.01965,151.00085
,183.6311,162.0443,151.0137
,183.647075,162.062725,151.0287
,183.70785,162.10605,151.050225
,183.794625,162.1333,151.105
,183.821675,162.1596,151.13975
,183.84525,162.195625,151.15205
,183.869175,162.2269,151.179475
,183.9074,162.26655,151.207225
,183.951125,162.2926,151.23495
,183.9815,162.32005,151.262225
,184.02995,162.35735,151.281675
,184.084875,162.395025,151.3004
,184.1058,162.4326,151.323175
,184.162775,162.4676,151.342475
,184.204475,162.489725,151.366925
,184.220225,162.529025,151.38335
,184.232925,162.560075,151.4349
,184.245625,162.58125,151.46535
,184.262225,162.60625,151.491925
,184.268175,162.6149,151.508725
,184.26995,162.630125,151.529775
,184.2775,162.64185,151.5824
,184.286625,162.656325,151.585475
,184.311625,162.66645,151.60685
,184.31595,162.701625,151.630975
,184.32625,162.7211,151.692575
,184.3379,162.7809,151.7181
,184.3737,162.81215,151.762625
,184.441175,162.8363,151.775175
,184.477075,162.868775,151.808675
,184.514275,162.900675,151.831575
,184.54605,162.944025,151.840275
,184.6126,162.969825,151.847375
,184.63325,163.006875,151.85285
,184.66235,163.04825,151.85865
,184.674925,163.092725,151.89385
,184.691925,163.1169,151.904975
,184.699075,163.146025,151.924125
,184.7071,163.196225,151.9347
,184.8307,163.2351,151.94595
,184.86355,163.277925,151.98865
,184.908775,163.324825,152.013175
,184.937525,163.3541,152.071675
,185.00105,163.373925,152.09995
,185.030625,163.3897,152.126525
,185.0477,163.40325,152.1819
,185.056525,163.413575,152.21115
,185.067275,163.4238,152.241275
,185.0766,163.434575,152.269625
,185.084625,163.45285,152.307575
,185.094125,163.461925,152.334525
,185.10075,163.47335,152.352225
,185.10855,163.492125,152.377325
,185.12705,163.506325,152.39995
,185.1419,163.5237,152.4273
,185.151475,163.537975,152.463125
,185.1672,163.553675,152.4981
,185.18695,163.560225,152.5417
,185.2579,163.578525,152.574275
,185.2885,163.59305,152.621675
,185.3235,163.625525,152.67685
,185.372425,163.668375,152.71495
,185.413825,163.695775,152.7355
,185.442375,163.7225,152.7468
,185.468575,163.742125,152.784425
,185.501225,163.7669,152.81235
,185.5443,163.787375,152.87035
,185.559025,163.814075,152.90675
,185.571725,163.842175,152.932925
,185.584175,163.870825,152.99775
,185.598825,163.899,153.0442
,185.616775,163.968425,153.0599
,185.632975,164.005775,153.08635
,185.64455,164.03195,153.093475
,185.6772,164.067825,153.117925
,185.6919,164.090725,153.1476
,185.70975,164.137475,153.188975
,185.725075,164.160175,153.207525
,185.749475,164.20125,153.216275
,185.77695,164.233225,153.248625
,185.822,164.251475,153.2892
,185.886125,164.2724,153.3477
,185.90215,164.289825,153.390325
,185.93325,164.2982,153.42765
,185.956075,164.3364,153.44915
,185.972875,164.3597,153.470375
,186.008,164.376175,153.492
,186.023,164.3959,153.49945
,186.064725,164.4377,153.503925
,186.092725,164.478275,153.511075
,186.134975,164.512025,153.525125
,186.174325,164.550475,153.52965
,186.20485,164.5854,153.533275
,186.2498,164.635,153.539575
,186.279125,164.674175,153.546575
,186.3107,164.695925,153.55245
,186.337075,164.73445,153.55795
,186.3693,164.757675,153.564025
,186.41035,164.807,153.5703
,186.4303,164.835925,153.587975
,186.4481,164.873925,153.60695
,186.4715,164.9086,153.61605
,186.518675,164.936325,153.6335
,186.5506,164.9759,153.664625
,186.57855,165.0101,153.69425
,186.642875,165.04615,153.747025
,186.676275,165.0839,153.7658
,186.7067,165.102175,153.785525
,186.746275,165.1185,153.80095
,186.780325,165.149025,153.82125
,186.827475,165.1584,153.859825
,186.841625,165.165825,153.883625
,186.854275,165.174975,153.909325
,186.87165,165.181475,153.935425
,186.89175,165.185675,153.959875
,186.905525,165.1971,153.987675
,186.926725,165.232525,154.0079
,186.950175,165.2509,154.034475
,186.957875,165.267125,154.080625
,186.977,165.3157,154.113825
,186.9876,165.337575,154.147225
,187.004025,165.36855,154.17155
,187.061225,165.401375,154.213025
,187.0858,165.445325,154.221075
,187.106375,165.482925,154.230725
,187.1242,165.5163,154.239825
,187.153225,165.564975,154.24845
,187.16125,165.6095,154.2543
,187.194525,165.651,154.259975
,187.2337,165.68705,154.268025
,187.26215,165.7191,154.279775
,187.300925,165.7479,154.286825
,187.3389,165.784125,154.294875
,187.374875,165.82525,154.301925
,187.41095,165.85525,154.3103
,187.4279,165.8951,154.331575
,187.4653,165.93055,154.3483
,187.527175,165.988825,154.360125
,187.5454,166.033975,154.369125
,187.577225,166.0494,154.382075
,187.60495,166.06405,154.396375
,187.632,166.07725,154.413425
,187.648175,166.0933,154.4287
,187.659,166.107125,154.455725
,187.6671,166.131075,154.467375
,187.673375,166.146475,154.48115
,187.678575,166.15945,154.494775
,187.700425,166.1844,154.511175
,187.706925,166.221075,154.5251
,187.736675,166.25665,154.542575
,187.743325,166.31745,154.5665
,187.769525,166.344075,154.6157
,187.79245,166.376,154.647825
,187.81525,166.413825,154.6677
,187.83605,166.445125,154.6935
,187.8607,166.48175,154.7162
,187.892025,166.5255,154.780025
,187.920975,166.57575,154.817125
,187.9441,166.590975,154.827175
,187.975975,166.602575,154.83545
,188.00415,166.62405,154.84775
,188.0357,166.642975,154.854375
,188.06555,166.6624,154.883575
,188.1038,166.68645,154.9059
,188.147925,166.708225,154.91705
,188.19565,166.7196,154.928625
,188.2759,166.7413,154.95035
,188.299625,166.7719,154.984475
,188.324175,166.802825,155.0507
,188.3529,166.831,155.073675
,188.391825,166.858775,155.103675
,188.427025,166.89415,155.134725
,188.448775,166.949175,155.18275
,188.464475,166.99005,155.2184
,188.47765,167.057925,155.24315
,188.4802,167.097775,155.30065
,188.4967,167.12795,155.352725
,188.50285,167.164425,155.3578
,188.507825,167.1947,155.384375
,188.510475,167.229575,155.4115
,188.526875,167.2798,155.445425
,188.532625,167.3046,155.466825
,188.53795,167.333175,155.49965
,188.550675,167.381075,155.52575
,188.56825,167.4122,155.547875
,188.584325,167.449375,155.56085
,188.5997,167.48105,155.5719
,188.607625,167.5246,155.580125
,188.637475,167.567725,155.586225
,188.648725,167.634975,155.594325
,188.6841,167.660875,155.605475
,188.726525,167.703875,155.652725
,188.7526,167.736975,155.664925
,188.8113,167.75915,155.67525
,188.827525,167.8068,155.687625
,188.84565,167.819175,155.689225
,188.85645,167.8291,155.710575
,188.868625,167.84645,155.72245
,188.89495,167.8585,155.7366
,188.903625,167.89975,155.74815
,188.942825,167.919075,155.766725
,188.952775,167.935825,155.785525
,188.96805,167.961625,155.804325
,188.988225,167.9787,155.845725
,189.000025,168.00945,155.87315
,189.018925,168.03315,155.90345
,189.032375,168.060475,155.931875
,189.046075,168.10425,155.9558
,189.063625,168.1603,155.974175
,189.09345,168.1854,155.993725
,189.13595,168.2057,156.0231
,189.157475,168.2957,156.03775
,189.1828,168.3262,156.05835
,189.213675,168.365025,156.073225
,189.245125,168.379825,156.088
,189.2905,168.39175,156.102475
,189.319575,168.401775,156.1263
,189.339175,168.409125,156.139525
,189.365925,168.419975,156.15285
,189.392725,168.453775,156.16155
,189.4471,168.468275,156.174875
,189.470225,168.48135,156.19155
,189.5154,168.48895,156.21885
,189.576325,168.498825,156.254325
,189.612025,168.5085,156.286325
,189.6504,168.523475,156.2994
,189.67825,168.53515,156.3173
,189.71945,168.5476,156.336075
,189.747625,168.558925,156.3677
,189.783275,168.569375,156.390875
,189.81275,168.578625,156.42135
,189.84635,168.5872,156.454225
,189.886275,168.6003,156.491875
,189.90595,168.610525,156.571975
,189.908225,168.6213,156.599675
,189.9417,168.6422,156.6658
,189.9527,168.653125,156.682325
,189.9648,168.66615,156.69145
,190.0078,168.682725,156.73585
,190.0385,168.6931,156.767175
,190.1129,168.708,156.79345
,190.2061,168.7136,156.820425
,190.245175,168.7242,156.846875
,190.332375,168.73725,156.86885
,190.3621,168.748475,156.8754
,190.377,168.761175,156.8835
,190.396,168.787775,156.89055
,190.410025,168.80835,156.895975
,190.424525,168.8282,156.9027
,190.534275,168.847425,156.929325
,190.61515,168.884625,156.940375
,190.66845,168.9064,156.963025
,190.712375,168.929225,156.974925
,190.744975,168.964,156.98395
,190.777725,169.00375,156.995325
,190.809025,169.037,157.00425
,190.821925,169.073075,157.0134
,190.8608,169.110525,157.0288
,190.887275,169.1248,157.041775
,190.900175,169.144825,157.08195
,190.907675,169.1584,157.103925
,190.909925,169.169,157.128125
,190.920325,169.186375,157.196775
,190.932875,169.20035,157.229525
,190.935425,169.217875,157.251675
,190.948825,169.23215,157.283425
,190.9597,169.263575,157.3074
,190.969025,169.2771,157.3258
,190.989175,169.2973,157.344275
,191.0105,169.311,157.372675
,191.019775,169.38595,157.374125
,191.0337,169.40705,157.413975
,191.041375,169.428175,157.450225
,191.048675,169.457475,157.487175
,191.050225,169.491725,157.501275
,191.0602,169.520325,157.5286
,191.069475,169.545175,157.53845
,191.080075,169.561675,157.55375
,191.098525,169.575425,157.56985
,191.1075,169.584925,157.596625
,191.11825,169.59665,157.61765
,191.13345,169.60805,157.6448
,191.14775,169.62285,157.685675
,191.15905,169.6337,157.755675
,191.17375,169.644325,157.791175
,191.1905,169.6679,157.82195
,191.211,169.6903,157.855625
,191.23625,169.7101,157.886775
,191.24495,169.742175,157.937225
,191.2507,169.778675,157.969475
,191.307475,169.827825,157.997475
,191.338875,169.861375,158.035675
,191.36655,169.89645,158.06125
,191.3775,169.920225,158.068325
,191.387925,169.965375,158.075525
,191.3999,169.99415,158.082325
,191.4276,170.02,158.092825
,191.44535,170.0491,158.097725
,191.505075,170.093775,158.102
,191.5422,170.119475,158.109625
,191.6033,170.16315,158.12095
,191.672625,170.226025,158.134275
,191.700475,170.2619,158.14315
,191.712875,170.31995,158.1506
,191.732175,170.3511,158.161625
,191.740775,170.392975,158.1699
,191.762325,170.4198,158.198375
,191.771075,170.45555,158.207575
,191.780875,170.47745,158.2167
,191.788875,170.5505,158.242975
,191.79575,170.5753,158.259125
,191.806175,170.605325,158.279725
,191.826525,170.642,158.318375
,191.923425,170.6814,158.33385
,191.947575,170.734425,158.345525
,192.009325,170.773425,158.35995
,192.0312,170.81835,158.3776
,192.088875,170.843625,158.392375
,192.1238,170.877175,158.406725
,192.155125,170.9207,158.427725
,192.1842,170.952775,158.439325
,192.2004,170.968,158.452675
,192.2185,170.98775,158.463575
,192.231075,171.0144,158.5195
,192.281025,171.032175,158.537075
,192.2959,171.058875,158.572125
,192.335475,171.0874,158.589625
,192.337125,171.10695,158.615425
,192.353425,171.143475,158.636975
,192.37045,171.171475,158.6613
,192.38465,171.21625,158.689825
,192.413975,171.254,158.70875
,192.445125,171.3038,158.743175
,192.475375,171.342825,158.78975
,192.509925,171.386925,158.814075
,192.53865,171.4331,158.83915
,192.6206,171.461675,158.842075
,192.656025,171.51085,158.87615
,192.681175,171.5345,158.895175
,192.71255,171.5717,158.9049
,192.74745,171.63595,158.9223
,192.782825,171.68915,158.9319
,192.8234,171.7391,158.93935
,192.83655,171.773075,158.954325
,192.852225,171.81475,158.964875
,192.8625,171.84385,158.98445
,192.90185,171.860825,158.99145
,192.959925,171.8707,159.0116
,193.000675,171.87575,159.02045
,193.03845,171.884,159.0408
,193.066475,171.896175,159.051825
,193.104675,171.90825,159.063825
,193.147225,171.92985,159.097125
,193.1812,171.9593,159.107275
,193.236825,171.983375,159.120325
,193.264675,172.013425,159.14075
,193.28315,172.0473,159.15735
,193.3139,172.106225,159.17375
,193.3204,172.154625,159.19035
,193.32645,172.196225,159.2102
,193.331625,172.2286,159.2277
,193.337275,172.239725,159.2437
,193.342125,172.248475,159.2703
,193.357125,172.261675,159.283075
,193.358925,172.2783,159.302125
,193.365175,172.288925,159.345125
,193.37815,172.29945,159.436725
,193.41955,172.318775,159.468325
,193.45275,172.33445,159.501175
,193.4978,172.35435,159.5335
,193.591825,172.368575,159.562325
,193.692175,172.386325,159.592925
,193.7356,172.405025,159.6271
,193.75865,172.425275,159.6506
,193.787775,172.438175,159.663675
,193.822725,172.457675,159.686175
,193.909375,172.490925,159.70765
,193.9332,172.507675,159.719475
,193.946025,172.527175,159.735475
,193.96455,172.540575,159.804925
,194.002925,172.554325,159.8471
,194.02365,172.587625,159.86745
,194.05185,172.611225,159.899375
,194.080375,172.631525,159.929775
,194.1149,172.653975,159.954275
,194.136925,172.707575,159.978775
,194.170275,172.748575,160.008275
,194.2608,172.772,160.035475
,194.290575,172.79685,160.0738
,194.2921,172.828775,160.1413
,194.2976,172.8518,160.16835
,194.3153,172.88,160.181125
,194.349725,172.914025,160.2338
,194.37185,172.963525,160.254275
,194.384625,173.0228,160.277925
,194.4002,173.03845,160.325625
,194.414225,173.0555,160.358775
,194.430875,173.068575,160.38025
,194.44795,173.0817,160.401775
,194.501275,173.096275,160.430325
,194.5371,173.113525,160.467225
,194.5749,173.1332,160.49555
,194.612875,173.15515,160.5335
,194.6471,173.172625,160.55855
,194.677625,173.210625,160.577575
,194.719425,173.2423,160.586875
,194.73805,173.2732,160.60455
,194.7621,173.30735,160.62225
,194.80755,173.336175,160.6281
,194.82785,173.36285,160.6382
,194.8492,173.3893,160.648625
,194.876875,173.42395,160.6567
,194.914775,173.4631,160.666225
,194.94475,173.4879,160.68555
,194.976475,173.51655,160.6971
,195.019775,173.5365,160.70915
,195.114125,173.56,160.728575
,195.1344,173.59715,160.74605
,195.1617,173.6498,160.767575
,195.201675,173.694325,160.791775
,195.217775,173.734425,160.824325
,195.3119,173.7934,160.89235
,195.352175,173.824975,160.93485
,195.377525,173.8723,160.9616
,195.410175,173.904975,160.9858
,195.463275,173.93395,161.0029
,195.504375,173.95705,161.028725
,195.5434,173.971725,161.048625
,195.5956,173.98315,161.0654
,195.622075,173.99475,161.0819
,195.637425,174.00495,161.110925
,195.6608,174.017375,161.1291
,195.668,174.02605,161.17035
,195.6754,174.0368,161.210925
,195.680325,174.047225,161.23555
,195.69285,174.059775,161.325075
,195.698,174.074725,161.351475
,195.7045,174.092475,161.383225
,195.736275,174.10145,161.410525
,195.743375,174.1378,161.4345
,195.8241,174.168975,161.46565
,195.841225,174.1914,161.471275
,195.902775,174.2031,161.498525
,195.939025,174.22195,161.5295
,195.9815,174.2457,161.567925
,196.01085,174.269125,161.606575
,196.0511,174.28675,161.642975
,196.08055,174.3095,161.70395
,196.086925,174.331175,161.72795
,196.164075,174.354075,161.7523
,196.192775,174.3798,161.764275
,196.255925,174.40915,161.775175
,196.268525,174.43285,161.7801
,196.29005,174.464725,161.7819
,196.321225,174.496625,161.79695
,196.37175,174.523275,161.803025
,196.40575,174.55995,161.814575
,196.451725,174.58845,161.81995
,196.481725,174.609575,161.8234
,196.4998,174.6455,161.82805
,196.507575,174.67715,161.835675
,196.51455,174.70265,161.84355
,196.52775,174.730725,161.852525
,196.52945,174.77155,161.86
,196.533525,174.78535,161.882625
,196.55525,174.792675,161.90955
,196.611,174.83585,161.917075
,196.700925,174.866525,161.9378
,196.72165,174.89585,161.958625
,196.776075,174.939325,161.97915
,196.8453,174.97585,162.003975
,196.8707,175.0057,162.05165
,196.9026,175.056325,162.11345
,196.923375,175.0755,162.1386
,196.950475,175.10165,162.1637
,197.026075,175.124525,162.2317
,197.0678,175.1454,162.261125
,197.09505,175.167175,162.302875
,197.12335,175.191425,162.329575
,197.156175,175.22125,162.358525
,197.212075,175.24365,162.382225
,197.258275,175.283725,162.41555
,197.291075,175.317775,162.466725
,197.3233,175.34925,162.49565
,197.35395,175.381725,162.5612
,197.41035,175.402625,162.58935
,197.503425,175.4386,162.604825
,197.543775,175.465725,162.61285
,197.57725,175.503525,162.619
,197.622225,175.527625,162.6268
,197.654475,175.542975,162.634825
,197.6953,175.558575,162.646775
,197.713675,175.5715,162.65725
,197.7149,175.580375,162.664425
,197.738225,175.596175,162.6757
,197.746125,175.605725,162.695
,197.75615,175.619275,162.7032
,197.774875,175.647275,162.725675
,197.786675,175.670575,162.74405
,197.795325,175.687975,162.749575
,197.80485,175.7242,162.762325
,197.8153,175.75245,162.782175
,197.846175,175.7752,162.804375
,197.856525,175.798725,162.8267
,197.93075,175.829275,162.844775
,197.99365,175.868875,162.88525
,198.031975,175.900475,162.940125
,198.0708,175.937075,162.983875
,198.099125,175.9774,162.993525
,198.112475,176.009975,163.034175
,198.134,176.0586,163.0649
,198.147525,176.097625,163.09145
,198.16295,176.12895,163.12135
,198.176,176.15885,163.1457
,198.2049,176.177275,163.182025
,198.212275,176.226875,163.2138
,198.223125,176.27085,163.250375
,198.238825,176.3,163.29315
,198.252025,176.322075,163.3244
,198.327075,176.3427,163.347675
,198.3626,176.35455,163.35825
,198.395525,176.3633,163.371425
,198.504875,176.373475,163.377875
,198.604175,176.39285,163.4034
,198.646275,176.406225,163.410025
,198.75185,176.425275,163.418025
,198.78915,176.446375,163.4251
,198.840425,176.46435,163.432625
,198.873225,176.51045,163.441175
,198.88845,176.54115,163.459825
,198.905625,176.570475,163.4729
,198.935575,176.6011,163.49285
,198.9534,176.63645,163.50005
,198.963075,176.656525,163.532325
,198.9711,176.69965,163.553425
,198.9814,176.73595,163.56615
,198.98855,176.754725,163.598575
,198.9994,176.7572,163.628425
,199.02255,176.763675,163.640925
,199.05165,176.781625,163.6606
,199.0738,176.787875,163.694825
,199.101875,176.795225,163.71555
,199.1688,176.8093,163.734275
,199.22745,176.81805,163.773175
,199.26435,176.8372,163.7983
,199.2954,176.8677,163.821225
,199.3241,176.879625,163.860425
,199.351175,176.89535,163.899625
,199.36235,176.913025,163.92685
,199.380625,176.930625,163.9545
,199.464175,176.945425,163.980325
,199.48855,176.9556,164.063125
,199.51365,176.9699,164.0942
