SPK_SPKC01a (inhi),SPK_SPKC04a (inhi),"SPK_SPKC05a (sharp exc, maybe artef)",SPK_SPKC10a (inhi)
178.1113,,,
178.1335,,,
178.177775,,,
178.191225,,,
178.209425,,,
178.252975,,,
178.358875,,,
178.40535,,,
178.423875,,,
178.4329,,,
178.4409,,,
178.57765,,,
178.621875,,,
178.67915,,,
178.701675,,,
178.8845,,,
178.89455,,,
178.908775,,,
178.920825,,,
178.93435,,,
178.9435,,,
178.9702,,,
179.020075,,,
179.26895,,,
179.301725,,,
179.33435,,,
179.365825,,,
179.3779,,,
179.418725,,,
179.452175,,,
179.4806,,,
179.543925,,,
179.718825,,,
179.84705,,,
179.857825,,,
179.871425,,,
179.8872,,,
179.978,,,
180.037125,,,
180.06955,,,
180.088825,,,
180.10505,,,
180.123975,,,
180.142775,,,
180.151725,,,
180.206625,,,
180.255925,,,
180.29615,,,
180.314375,,,
180.359875,,,
180.370875,,,
180.3836,,,
180.451,,,
180.55535,,,
180.567875,,,
180.6004,,,
180.6203,,,
180.639025,,,
180.6962,,,
180.75055,,,
180.7877,,,
180.816675,,,
180.826075,,,
180.837225,,,
180.9565,,,
181.0016,,,
181.07095,,,
181.088325,,,
181.1058,,,
181.122725,,,
181.15775,,,
181.1747,,,
181.202275,,,
181.241475,,,
181.261825,,,
181.2873,,,
181.3674,,,
181.45095,,,
181.4672,,,
181.47315,,,
181.52925,,,
181.6151,,,
181.722125,,,
181.741775,,,
181.79355,,,
181.841425,,,
181.858075,,,
181.930725,,,
181.951575,,,
181.955225,,,
182.0236,,,
182.059525,,,
182.07285,,,
182.108925,,,
182.1302,,,
182.1798,,,
182.216075,,,
182.279625,,,
182.32105,,,
182.3299,,,
182.3329,,,
182.36075,,,
182.365625,,,
182.36735,,,
182.42355,,,
182.54375,,,
182.568975,,,
182.607925,,,
182.749,,,
182.763675,,,
182.77945,,,
182.789975,,,
182.8112,,,
182.831825,,,
182.929,,,
182.940825,,,
182.971775,,,
182.986725,,,
183.028275,,,
183.0675,,,
183.1685,,,
183.2399,,,
183.2442,,,
183.31095,,,
183.312175,,,
183.348925,,,
183.459225,,,
183.487225,,,
183.555525,,,
183.5866,,,
183.63725,,,
183.651675,,,
183.6636,,,
183.693875,,,
183.7094,,,
183.7745,,,
183.834925,,,
183.906125,,,
183.91255,,,
183.962775,,,
184.109475,,,
184.15745,,,
184.2055,,,
184.2452,,,
184.263225,,,
184.28125,,,
184.310875,,,
184.3536,,,
184.447575,,,
184.518125,,,
184.54235,,,
184.563275,,,
184.567075,,,
184.6812,,,
184.692975,,,
184.735775,,,
184.746475,,,
184.79865,,,
184.8421,,,
184.858675,,,
184.91265,,,
184.946925,,,
184.985675,,,
185.014025,,,
185.04495,,,
185.0634,,,
185.065825,,,
185.07865,,,
185.14655,,,
185.183975,,,
185.229275,,,
185.29585,,,
185.3099,,,
185.32605,,,
185.351825,,,
185.3719,,,
185.479425,,,
185.502475,,,
185.577525,,,
185.623125,,,
185.65325,,,
185.74385,,,
185.77465,,,
185.793225,,,
185.896775,,,
185.936925,,,
185.963625,,,
186.041825,,,
186.059475,,,
186.09445,,,
186.114525,,,
186.25065,,,
186.303625,,,
186.32425,,,
186.3309,,,
186.34265,,,
186.34935,,,
186.3759,,,
186.410125,,,
186.4279,,,
186.44585,,,
186.5212,,,
186.5537,,,
186.622525,,,
186.709225,,,
186.7462,,,
186.806175,,,
186.843625,,,
186.87505,,,
186.98815,,,
187.042325,,,
187.053025,,,
187.15635,,,
187.231,,,
187.25135,,,
187.34915,,,
187.43895,,,
187.4604,,,
187.49695,,,
187.5026,,,
187.518875,,,
187.52685,,,
187.534,,,
187.54975,,,
187.5909,,,
187.62225,,,
187.689275,,,
187.73845,,,
187.7594,,,
187.76395,,,
187.774475,,,
187.8231,,,
187.84935,,,
187.8703,,,
187.924575,,,
187.94885,,,
187.95955,,,
187.9624,,,
187.984675,,,
188.0893,,,
188.0942,,,
188.204275,,,
188.22445,,,
188.241175,,,
188.259825,,,
188.328575,,,
188.374925,,,
188.398925,,,
188.4433,,,
188.4933,,,
188.5253,,,
188.54725,,,
188.550925,,,
188.5677,,,
188.6491,,,
188.6725,,,
188.699325,,,
188.70555,,,
188.7497,,,
188.75515,,,
188.76655,,,
188.768425,,,
188.77745,,,
188.84725,,,
188.9805,,,
189.004925,,,
189.025275,,,
189.047825,,,
189.0741,,,
189.1343,,,
189.192475,,,
189.277525,,,
189.2799,,,
189.34205,,,
189.35845,,,
189.38885,,,
189.40545,,,
189.408425,,,
189.451475,,,
189.470475,,,
189.501925,,,
189.536775,,,
189.5481,,,
189.57565,,,
189.579125,,,
189.63635,,,
189.64425,,,
189.658425,,,
189.6725,,,
189.7334,,,
189.80985,,,
189.85835,,,
189.895375,,,
189.994175,,,
190.00295,,,
190.0393,,,
190.124875,,,
190.146125,,,
190.160325,,,
190.212575,,,
190.306625,,,
190.321025,,,
190.3408,,,
190.3864,,,
190.4176,,,
190.4482,,,
190.492275,,,
190.5153,,,
190.548725,,,
190.554075,,,
190.59685,,,
190.60385,,,
190.6301,,,
190.65405,,,
190.713475,,,
190.728875,,,
190.88305,,,
190.92435,,,
190.995975,,,
191.02735,,,
191.0337,,,
191.071875,,,
191.111975,,,
191.13845,,,
191.18215,,,
191.260425,,,
191.291575,,,
191.29535,,,
191.367875,,,
191.407325,,,
191.4202,,,
191.430875,,,
191.506475,,,
191.561775,,,
191.574425,,,
191.596225,,,
191.645875,,,
191.720525,,,
191.7456,,,
191.764975,,,
191.810375,,,
191.839675,,,
191.849625,,,
191.86315,,,
191.878175,,,
191.890475,,,
191.899,,,
191.910775,,,
191.92055,,,
191.9489,,,
192.055425,,,
192.110425,,,
192.167425,,,
192.17205,,,
192.23235,,,
192.2606,,,
192.314625,,,
192.39905,,,
192.402,,,
192.40415,,,
192.426125,,,
192.492575,,,
192.550225,,,
192.5852,,,
192.662275,,,
192.6846,,,
192.763725,,,
192.8247,,,
192.82615,,,
192.85975,,,
192.890575,,,
192.957675,,,
193.0196,,,
193.0369,,,
193.049275,,,
193.061125,,,
193.11255,,,
193.138175,,,
193.1988,,,
193.21805,,,
193.3142,,,
193.351825,,,
193.367375,,,
193.37695,,,
193.472625,,,
193.487575,,,
193.50525,,,
193.5273,,,
193.5658,,,
193.596125,,,
193.624725,,,
193.6461,,,
193.679125,,,
193.700925,,,
193.753725,,,
193.82025,,,
193.95515,,,
193.958775,,,
193.982825,,,
194.03205,,,
194.08675,,,
194.10005,,,
194.111875,,,
194.125525,,,
194.1773,,,
194.1917,,,
194.240025,,,
194.348375,,,
194.4384,,,
194.4991,,,
194.56085,,,
194.675625,,,
194.69455,,,
194.714075,,,
194.73575,,,
194.7589,,,
194.774125,,,
194.7801,,,
194.837075,,,
194.8676,,,
194.90845,,,
194.987025,,,
194.996175,,,
195.021925,,,
195.11435,,,
195.1424,,,
195.187325,,,
195.2392,,,
195.29,,,
195.37985,,,
195.409125,,,
195.545575,,,
195.64905,,,
195.689625,,,
195.767525,,,
195.848225,,,
195.940075,,,
196.04685,,,
196.0559,,,
196.21845,,,
196.263325,,,
196.27735,,,
196.284775,,,
196.324125,,,
196.364575,,,
196.412475,,,
196.4504,,,
196.47015,,,
196.49425,,,
196.5345,,,
196.562825,,,
196.726375,,,
196.7444,,,
196.760875,,,
196.784225,,,
196.802075,,,
196.852125,,,
196.882125,,,
196.937325,,,
197.0292,,,
197.066025,,,
197.08725,,,
197.11155,,,
197.122975,,,
197.131925,,,
197.160975,,,
197.196,,,
197.207975,,,
197.259775,,,
197.286275,,,
197.363575,,,
197.374425,,,
197.383775,,,
197.407675,,,
197.41605,,,
197.446675,,,
197.464,,,
197.634175,,,
197.67195,,,
197.69515,,,
197.7019,,,
197.739325,,,
197.8062,,,
197.841075,,,
197.853775,,,
197.886725,,,
197.90735,,,
197.91445,,,
197.92655,,,
197.949325,,,
198.025025,,,
198.09105,,,
198.11385,,,
198.13225,,,
198.1562,,,
198.2267,,,
198.34415,,,
198.402825,,,
198.460575,,,
198.473975,,,
198.497475,,,
198.524075,,,
198.615,,,
198.638325,,,
198.646925,,,
198.6862,,,
198.698925,,,
198.814375,,,
198.825825,,,
198.837225,,,
198.8476,,,
198.867625,,,
199.02635,,,
199.09665,,,
199.113275,,,
199.128625,,,
199.16515,,,
199.219475,,,
199.259925,,,
199.2845,,,
199.314275,,,
199.38325,,,
199.39655,,,
199.4207,,,
199.43125,,,
199.563675,,,
199.61355,,,
199.661575,,,
199.684575,,,
199.71475,,,
199.7917,,,
199.82615,,,
199.92495,,,
