SPK_SPKC05a (inhibited),SPK_SPKC08a (excited),SPK_SPKC10a (no effect),SPK_SPKC12a (excitation + inhibition),SPK_SPKC12b (inhibited),SPK_SPKC14a (excited)
11.3334,18.8754,58.2708,27.3268,10.140825,38.20865
11.34875,18.905025,58.356625,27.372375,10.164425,38.22145
11.3554,18.9294,58.39755,27.39535,10.195775,38.2673
11.37035,18.9861,58.4978,27.4472,10.227775,38.33215
11.393775,19.165,58.5188,27.49555,10.264275,38.3576
11.40785,19.1968,58.596425,27.6018,10.276625,38.43985
11.431075,19.25155,58.61505,27.665375,10.2885,38.48075
11.449275,19.276325,58.635125,27.691775,10.307725,38.5005
11.467,19.304925,58.767125,27.711175,10.32665,38.526975
11.4734,19.349975,58.84585,27.7309,10.337375,38.539725
11.4863,19.421375,58.9203,27.74455,10.34725,38.573075
11.49885,19.461975,58.949275,27.793025,10.37605,38.593725
11.505625,19.530375,58.965125,27.821575,10.415575,38.618475
11.515475,19.57435,59.1276,27.875425,10.433175,38.62065
11.5285,19.691875,59.268475,27.91465,10.4829,38.667275
11.54635,19.807875,59.341825,27.99915,10.515575,38.71415
11.560225,19.9002,59.38175,28.025225,10.527325,38.87585
11.575375,19.95045,59.412275,28.093375,10.546525,38.91765
11.61295,19.97915,59.438125,28.13405,10.56485,39.445725
11.619675,20.0269,59.466825,28.19325,10.57675,39.682825
11.658425,20.054925,59.513475,28.2315,10.595625,39.73935
11.681525,20.108425,59.557175,28.31105,10.607075,39.96825
11.68885,20.236625,59.6337,28.355475,10.6208,39.98665
11.6966,20.3264,59.681675,28.442325,10.659625,40.09245
11.717875,20.378275,59.749525,28.502875,10.6749,40.111725
11.736675,20.4397,59.8137,28.5287,10.689025,40.13055
11.76655,20.459775,59.910175,28.584825,10.701825,40.1443
11.79375,20.500925,59.948575,28.6368,10.7229,40.156825
11.824275,20.5498,60.051125,28.68095,10.74265,40.160975
11.8479,20.579325,60.0911,28.7549,10.7631,40.235275
11.88675,20.6611,60.1204,28.813175,10.777325,40.30475
11.9899,20.70315,60.15,28.849,10.8177,40.398275
12.002675,20.742325,60.18085,28.910525,10.8331,40.737675
12.026875,20.756675,60.219875,28.950975,10.843475,40.86535
12.050125,20.810625,60.2532,28.979125,10.866025,41.01025
12.0749,20.84775,60.314025,29.05855,10.8776,41.051325
12.13175,20.863125,60.335675,29.106575,10.911275,41.128025
12.165425,20.869225,60.365525,29.1414,10.927,41.1522
12.2485,20.973425,60.40865,29.17325,10.939,41.1604
12.288075,21.058125,60.46125,29.216925,10.959125,41.266425
12.3079,21.129175,60.486525,29.222925,11.00055,41.3196
12.316775,21.1898,60.528825,29.242625,11.013075,41.350125
12.330525,21.222075,60.575775,29.265425,11.041725,41.461075
12.3399,21.358075,60.60345,29.294975,11.0712,41.4866
12.3572,21.38535,60.62575,29.3135,11.0876,41.5134
12.371675,21.429025,60.69115,29.393325,11.122275,41.555725
12.402075,21.4967,60.718725,29.434175,11.153375,41.8521
12.419425,21.54665,60.83255,29.4485,11.17235,41.966375
12.473625,21.5903,60.934425,29.490525,11.1859,41.96735
12.50035,21.6278,60.9575,29.528075,11.2041,41.988125
12.526225,21.6593,61.0763,29.56315,11.2237,42.00625
12.545025,21.69725,61.108275,29.77605,11.237875,42.267225
12.58225,21.781725,61.132675,29.8218,11.247925,42.48995
12.595125,21.838575,61.2749,29.87055,11.2786,42.496525
12.60965,21.92055,61.31865,30.037025,11.294475,42.65735
12.621075,21.967975,61.3532,30.074225,11.309675,42.811025
12.643575,21.97895,61.385975,30.149125,11.3302,42.9769
12.661125,22.068225,61.42045,30.185075,11.353725,43.18625
12.6679,22.12835,61.473975,30.220225,11.364975,43.20965
12.6896,22.1832,61.569425,30.283425,11.3817,43.22855
12.69805,22.223775,61.602025,30.478425,11.394025,43.2435
12.7106,22.31795,61.6059,30.616025,11.40695,43.258675
12.7247,22.3438,61.6354,30.662525,11.42445,43.275625
12.7402,22.378625,61.652175,30.7005,11.44455,43.295925
12.754675,22.4141,61.679125,30.75135,11.476275,43.310875
12.779375,22.498025,61.700275,30.814625,11.489975,43.315225
12.797925,22.551725,61.7512,30.8963,11.499875,43.3326
12.832025,22.5929,61.795875,31.02635,11.5542,43.34875
12.85545,22.61615,61.945875,31.05375,11.584575,43.352675
12.86505,22.6443,61.9657,31.073325,11.63875,43.43235
12.8833,22.737725,62.025325,31.1039,11.662875,43.581875
12.904825,22.81065,62.054925,31.16555,11.679025,43.606325
12.9193,22.853575,62.06535,31.20855,11.69195,43.665825
12.9598,22.91175,62.098975,31.249025,11.7143,43.897975
12.972475,22.958375,62.267075,31.281,11.76165,43.923725
13.0143,22.9698,62.292475,31.32745,11.78695,43.931025
13.046425,22.986525,62.32225,31.368575,11.810625,43.944575
13.0838,23.016125,62.3536,31.40365,11.8275,43.96655
13.1063,23.073,62.41975,31.439775,11.8446,43.981975
13.137575,23.109125,62.455925,31.47345,11.86665,43.985175
13.1625,23.1527,62.511075,31.52785,11.890125,43.9967
13.182425,23.229275,62.544975,31.5548,11.9146,44.01785
13.225175,23.389675,62.5488,31.651825,11.95305,44.04595
13.2547,23.424775,62.55665,31.732825,11.965475,44.065575
13.294575,23.461325,62.691625,31.80585,11.97615,44.0896
13.313075,23.492,62.721625,31.8348,11.98765,44.123325
13.366375,23.583025,62.811625,31.87375,12.01035,44.171575
13.407525,23.64485,62.8331,31.91915,12.042575,44.203525
13.4386,23.685425,62.883275,31.992075,12.0802,44.249575
13.4585,23.71035,62.935275,32.0637,12.09465,44.299175
13.4814,23.75055,63.038725,32.13065,12.107475,44.32135
13.5021,23.80045,63.090625,32.1736,12.12645,44.336925
13.56505,23.836775,63.12215,32.196225,12.1566,44.355875
13.59035,23.87875,63.158525,32.237475,12.182725,44.361675
13.622125,23.8943,63.28255,32.33065,12.199375,44.381225
13.6524,23.917825,63.2971,32.35355,12.21155,44.4244
13.674975,23.94215,63.30975,32.3795,12.22725,44.4532
13.714875,23.980975,63.357875,32.397925,12.241775,44.52835
13.75625,24.024675,63.393275,32.471425,12.2545,44.5433
13.7764,24.1393,63.460525,32.64005,12.301875,44.5702
13.7918,24.178875,63.49445,32.666625,12.311525,44.591375
13.815875,24.1934,63.576375,32.727,12.320825,44.867925
13.8258,24.243375,63.60205,32.8125,12.32635,44.901925
13.87345,24.2822,63.63525,32.824375,12.33705,44.904425
13.8961,24.4051,63.7717,32.840125,12.348725,44.9401
13.90905,24.4337,63.7969,32.859475,12.375225,44.962175
13.938925,24.471325,63.856875,32.886175,12.39045,45.023375
13.9706,24.500375,63.873425,32.91175,12.426575,45.133525
13.978425,24.5324,63.914875,32.965225,12.445675,45.213475
13.98755,24.554875,63.9879,33.02145,12.46765,45.2713
13.99575,24.5722,64.0785,33.122825,12.483375,45.594975
14.015,24.592875,64.1264,33.16835,12.52205,45.628925
14.03185,24.603675,64.196875,33.191125,12.547075,45.64845
14.05425,24.62695,64.4031,33.2277,12.564175,45.930125
14.09225,24.659275,64.4514,33.2811,12.579725,45.948425
14.137475,24.696625,64.575875,33.321225,12.590975,46.2002
14.16295,24.9113,64.61575,33.354875,12.606825,46.321675
14.19165,24.9403,64.662775,33.4067,12.61765,46.340125
14.228375,24.98175,64.7118,33.472875,12.6358,46.416625
14.236675,25.0034,64.7531,33.548875,12.64555,46.475675
14.262975,25.030825,64.8103,33.588275,12.6514,46.527725
14.279075,25.065075,64.8554,33.626925,12.655025,46.532675
14.292025,25.095925,64.867975,33.685575,12.675375,46.653
14.316025,25.1344,64.92095,33.7218,12.69125,46.67505
14.333425,25.1785,64.956875,33.75885,12.7092,46.692925
14.389475,25.2144,65.0811,33.8006,12.7218,46.7128
14.405475,25.246975,65.0838,33.8451,12.762675,46.750325
14.419125,25.292625,65.1349,33.865,12.777975,46.7783
14.43075,25.333975,65.16525,33.891475,12.785475,46.811125
14.4451,25.36985,65.194175,33.9246,12.804175,46.87175
14.4577,25.3911,65.25495,33.962925,12.824525,47.21375
14.4765,25.4047,65.424475,34.0075,12.843875,47.22325
14.490875,25.432875,65.459425,34.042725,12.85895,47.2451
14.51195,25.471175,65.500675,34.072975,12.925225,47.2486
14.52715,25.563175,65.600725,34.1002,12.939625,47.2724
14.5388,25.6359,65.631875,34.116025,12.9511,47.304475
14.56245,25.657275,65.668675,34.1597,12.970875,47.3571
14.5916,25.71355,65.7083,34.20245,12.99585,47.39775
14.606875,25.7273,65.7356,34.24645,13.015175,47.519625
14.649725,25.796225,65.82155,34.2989,13.034725,47.80105
14.675,25.935175,65.87345,34.34065,13.0535,47.895075
14.716775,26.00465,65.900275,34.3796,13.071225,48.016875
14.744875,26.038425,65.9348,34.421375,13.098175,48.5552
14.77185,26.08105,65.966925,34.44735,13.1107,48.7527
14.820875,26.1293,66.08415,34.4905,13.131275,48.77365
14.832975,26.161475,66.096675,34.538125,13.1426,48.79685
14.8582,26.2248,66.111725,34.5767,13.160725,48.948025
14.87375,26.261475,66.172775,34.618,13.1765,49.07445
14.93825,26.408825,66.2082,34.679775,13.188075,49.1125
14.9907,26.472975,66.235525,34.75735,13.2095,49.1298
15.015525,26.51445,66.2858,34.80195,13.221025,49.22745
15.04405,26.539225,66.326025,34.8522,13.23015,49.470825
15.062675,26.567,66.363925,34.89105,13.239525,49.495175
15.087475,26.5869,66.4279,34.931425,13.26265,49.52
15.110725,26.599325,66.595075,34.966625,13.27895,49.5749
15.12605,26.611125,66.62565,35.0213,13.292125,49.6069
15.1284,26.6458,66.66175,35.06545,13.3029,49.72775
15.1878,26.663225,66.688725,35.080525,13.3216,49.76335
15.218325,26.69925,66.73395,35.12535,13.3407,49.812075
15.242575,26.78165,66.8298,35.158425,13.3598,49.98505
15.256425,26.81395,66.90655,35.19645,13.37655,50.03535
15.28935,26.846025,66.915825,35.247225,13.409875,50.03905
15.29345,26.90005,66.955775,35.2837,13.431375,50.07275
15.313625,26.9331,67.098875,35.325825,13.446175,50.25385
15.33845,27.0039,67.1308,35.38165,13.457725,50.80695
15.361925,27.02635,67.20345,35.4775,13.483175,50.80885
15.390775,27.054675,67.29995,35.492875,13.501875,50.84335
15.4129,27.0884,67.390925,35.528525,13.5141,50.8611
15.4405,27.090175,67.424,35.56,13.5468,50.9482
15.4865,27.115075,67.47585,35.580675,13.562225,50.96945
15.4984,27.16175,67.5271,35.6349,13.580975,51.0719
15.531725,27.206775,67.569625,35.69215,13.593425,51.112
15.5658,27.295175,67.63615,35.745575,13.6051,51.12415
15.58555,27.3428,67.65635,35.768875,13.6176,51.150425
15.62695,27.38525,67.719425,35.8106,13.640475,51.207375
15.643875,27.408825,67.781075,35.893225,13.690775,51.2178
15.698175,27.432125,67.810175,35.9447,13.700525,51.2203
15.7292,27.45805,67.8239,35.9762,13.7245,51.23965
15.7641,27.49435,67.886125,36.1086,13.737725,51.25955
15.777375,27.543925,67.971225,36.177775,13.751625,51.293425
15.8022,27.5831,67.9963,36.21085,13.7843,51.306625
15.804275,27.59515,68.019575,36.2299,13.802225,51.3429
15.838,27.619025,68.05295,36.309675,13.822025,51.359775
15.8634,27.68635,68.071575,36.3409,13.892925,51.372125
15.893925,27.7664,68.0941,36.398625,13.913725,51.394675
15.92135,27.836325,68.1269,36.438625,13.9217,51.421875
15.9365,27.859975,68.158125,36.49245,13.93775,51.463425
15.960525,27.89335,68.196625,36.530325,13.948025,51.488425
16.00825,27.98105,68.22845,36.557625,13.9598,51.515525
16.077325,28.035575,68.253175,36.5956,13.977175,51.543425
16.117725,28.222575,68.271825,36.62345,13.989025,51.618125
16.168675,28.257925,68.29165,36.649775,13.99225,51.6669
16.2307,28.2833,68.37375,36.744675,14.0249,51.685025
16.251975,28.314375,68.3955,36.8111,14.03965,51.709975
16.280875,28.330825,68.414375,36.873775,14.1074,51.7374
16.3728,28.37805,68.4214,36.9299,14.12455,51.759875
16.414925,28.431875,68.4293,36.962075,14.181275,51.780825
16.450425,28.468975,68.455525,37.00055,14.21285,51.806475
16.509775,28.51465,68.476075,37.026125,14.216925,51.81995
16.533575,28.69075,68.52585,37.045425,14.23515,51.9342
16.563475,28.794825,68.692075,37.0753,14.272125,52.004075
16.5785,28.828875,68.716425,37.121125,14.28835,52.15785
16.613975,28.8655,68.743625,37.1526,14.309775,52.169175
16.641825,28.882325,68.834225,37.18675,14.31395,52.19715
16.66235,28.922375,68.84505,37.223725,14.3556,52.5323
16.6819,28.9697,68.86055,37.24505,14.37955,52.594
16.6913,28.99815,68.881275,37.2828,14.3901,52.84815
16.707975,29.022025,68.895875,37.392475,14.40255,52.883225
16.742125,29.15385,68.91245,37.447225,14.418175,52.942325
16.769125,29.19595,68.937825,37.47835,14.434775,53.312225
16.776875,29.239375,69.016175,37.568775,14.448875,53.452075
16.79315,29.31225,69.064225,37.60895,14.46145,53.5568
16.805125,29.337125,69.101475,37.63475,14.47675,53.8751
16.8366,29.4305,69.317875,37.65435,14.490625,53.89705
16.84915,29.446775,69.35665,37.684475,14.519125,53.936425
16.859125,29.448275,69.391975,37.721075,14.553375,53.9812
16.882675,29.48865,69.445625,37.75485,14.57675,54.005225
16.89465,29.5218,69.4964,37.7972,14.61515,54.03335
16.914875,29.547225,69.5115,37.846525,14.6347,54.07675
16.960775,29.576625,69.538325,37.955425,14.65255,54.13405
16.973625,29.622875,69.614375,38.002475,14.6763,54.169
16.978375,29.6841,69.650775,38.028475,14.6946,54.20415
16.992675,29.71475,69.680375,38.164075,14.7159,54.22465
17.01375,29.75045,69.70245,38.189075,14.731375,54.2449
17.03375,29.7821,69.8919,38.23355,14.7533,54.26465
17.054275,29.832075,69.966675,38.257225,14.7644,54.294175
17.076225,29.89445,70.001425,38.296075,14.79485,54.33015
17.106725,29.9094,70.046075,38.3644,14.811425,54.42275
17.1404,29.9827,70.149425,38.433975,14.83125,54.521
17.15385,30.0407,70.167325,38.467625,14.845,54.71675
17.181425,30.1392,70.26965,38.522675,14.8594,54.751325
17.195725,30.2326,70.36565,38.567175,14.883375,54.781925
17.22375,30.25425,70.3931,38.6175,14.9178,54.8084
17.235025,30.285575,70.4163,38.6407,14.932525,54.90855
17.2495,30.329625,70.49205,38.65505,14.946,54.974725
17.2689,30.439,70.5386,38.6937,14.9594,55.09805
17.28425,30.468925,70.567125,38.7866,14.992275,55.12825
17.295075,30.50875,70.613475,38.88385,15.0052,55.1772
17.31155,30.557575,70.6301,38.926475,15.018025,55.271275
17.34725,30.60205,70.659125,38.9701,15.036,55.374
17.36725,30.6905,70.700325,39.010825,15.0542,55.420425
17.3954,30.7212,70.8106,39.0929,15.065225,55.4966
17.416425,30.73935,70.821325,39.12455,15.08305,55.5339
17.445175,30.7579,70.881075,39.155175,15.110425,55.550275
17.462925,30.84435,70.926875,39.213775,15.123425,55.55245
17.498325,30.887625,70.948525,39.25035,15.148475,55.563975
17.5334,30.933725,71.008275,39.345975,15.18565,55.58935
17.58255,30.99945,71.083375,39.39585,15.21655,55.625425
17.604525,31.03835,71.11125,39.5037,15.2629,55.8359
17.66885,31.0764,71.12725,39.55255,15.29655,55.887725
17.696925,31.120375,71.182975,39.61785,15.3322,56.14255
17.73135,31.172275,71.2206,39.63425,15.355225,56.940975
17.7994,31.21615,71.3114,39.65835,15.37565,57.1039
17.8205,31.29175,71.350525,39.671625,15.413125,57.113875
17.8777,31.332325,71.387925,39.69315,15.4334,57.143425
17.9494,31.36745,71.442375,39.715625,15.46205,57.169175
17.96195,31.419875,71.536,39.731925,15.481375,57.187525
17.9923,31.453575,71.685475,39.7416,15.49765,57.25735
18.019575,31.604725,71.758025,39.83005,15.5231,57.2796
18.069425,31.726775,71.967925,39.879175,15.5387,57.331675
18.082975,31.74425,72.033475,39.9004,15.564875,57.35555
18.118275,31.749725,72.052225,39.92225,15.5858,57.401425
18.1333,31.76695,72.2023,39.9399,15.60275,57.4934
18.154575,31.82005,72.2643,39.98345,15.620875,57.495075
18.180975,31.85275,72.30825,39.998925,15.67025,57.545125
18.243375,31.925225,72.355925,40.013075,15.6957,57.571275
18.2927,32.056725,72.49815,40.042975,15.721325,57.58435
18.308325,32.111625,72.5598,40.112,15.7453,57.611275
18.3452,32.135575,72.598275,40.15835,15.758,57.649575
18.368625,32.16125,72.6543,40.180325,15.7855,57.6831
18.385525,32.190625,72.671375,40.225975,15.804825,57.8983
18.4041,32.222125,72.71055,40.2815,15.816875,58.1102
18.4322,32.263875,72.728175,40.333075,15.83205,58.154025
18.4549,32.300625,72.7693,40.450675,15.87365,58.221725
18.47045,32.3798,72.78875,40.57255,15.953075,58.4985
18.486525,32.413975,72.8622,40.632725,15.976875,59.042275
18.5164,32.505775,72.897625,40.676025,16.002475,59.1213
18.5617,32.614175,72.933275,40.784025,16.032675,59.341675
18.607,32.652725,72.982275,40.808675,16.046825,59.3442
18.62785,32.6903,73.007125,40.850425,16.069025,59.346975
18.66045,32.748925,73.050275,40.927325,16.082825,59.362725
18.7117,32.7916,73.13895,40.9538,16.0977,59.38315
18.750575,32.82075,73.183925,41.003975,16.111025,59.39185
18.80475,32.8426,73.224775,41.099,16.134275,59.3975
18.834475,32.860825,73.3079,41.12555,16.14755,59.4135
18.856825,32.893825,73.335475,41.14615,16.17055,59.435675
18.8714,32.936475,73.35485,41.15975,16.20105,59.4594
18.897625,32.98525,73.38305,41.201025,16.219475,59.470625
18.9717,33.025425,73.4141,41.254325,16.237975,59.48605
19.01165,33.0861,73.43735,41.2965,16.27325,59.507875
19.062825,33.154125,73.466775,41.3031,16.312725,59.528825
19.089275,33.257675,73.48995,41.32265,16.3264,59.5544
19.105025,33.319675,73.70115,41.3559,16.34895,59.597375
19.167125,33.38295,73.85185,41.407775,16.369175,59.6467
19.176375,33.4114,73.907975,41.4349,16.392775,59.673125
19.19215,33.466725,73.91805,41.497125,16.41835,59.6811
19.1935,33.607825,73.9722,41.5594,16.44115,59.706775
19.217575,33.6597,74.106625,41.622275,16.45325,59.74485
19.226175,33.688325,74.186775,41.692925,16.46915,59.828025
19.251825,33.71155,74.204125,42.0538,16.51265,59.94285
19.2621,33.748175,74.2204,42.22605,16.52805,59.9612
19.27365,33.7912,74.2972,42.2498,16.544925,59.97605
19.288275,33.83735,74.34615,42.2692,16.556475,59.991575
19.304325,33.883275,74.428875,42.282925,16.5667,60.011725
19.318925,33.916925,74.48585,42.39185,16.5758,60.0376
19.33325,33.945375,74.525325,42.422225,16.588975,60.070025
19.36365,33.9731,74.59115,42.49435,16.6017,60.13695
19.377075,34.016525,74.612325,42.52695,16.6222,60.2381
19.3881,34.0813,74.64735,42.5542,16.63355,60.25945
19.40675,34.154175,74.657375,42.657325,16.648625,60.275575
19.428625,34.189075,74.66185,42.6798,16.661275,60.289625
19.4403,34.218925,74.690575,42.734625,16.678975,60.31165
19.4467,34.282175,74.7154,42.7913,16.6908,60.357675
19.45165,34.327875,74.752675,42.8616,16.7017,60.48155
19.46195,34.389675,74.7592,42.928125,16.71775,60.526
19.472425,34.4349,74.78695,42.971475,16.755375,60.576475
19.48405,34.475575,74.814,43.038125,16.768525,60.73555
19.4968,34.57665,74.844525,43.057825,16.7982,60.756025
19.508775,34.65595,74.875925,43.0803,16.818025,60.758925
19.52195,34.72,74.917575,43.107625,16.829625,60.7712
19.539675,34.744575,74.94025,43.17025,16.846575,60.788525
19.555975,34.835925,74.9656,43.18945,16.868,60.821175
19.5685,34.912975,74.982225,43.214225,16.881125,60.844675
19.5928,34.966975,74.989425,43.2375,16.8984,60.856175
19.602075,35.01015,75.051175,43.258575,16.921025,60.860375
19.618225,35.06325,75.086175,43.29135,16.9482,60.976825
19.635,35.195,75.16,43.315675,16.9654,61.000175
19.6557,35.214075,75.1948,43.33575,16.99425,61.024425
19.67075,35.255,75.2191,43.363625,17.0113,61.041
19.67965,35.40185,75.284675,43.39345,17.022675,61.05495
19.69195,35.407225,75.333,43.439,17.06325,61.1105
19.706475,35.4701,75.41025,43.497325,17.081275,61.365175
19.721375,35.482675,75.45415,43.52695,17.09935,61.4299
19.73775,35.50615,75.502475,43.5676,17.128675,61.442175
19.751575,35.53055,75.533575,43.6071,17.149325,61.67075
19.77615,35.55705,75.568825,43.66205,17.160575,61.76165
19.790325,35.606175,75.610875,43.6963,17.177175,61.887275
19.811025,35.63545,75.6679,43.734725,17.2139,62.0563
19.89875,35.67535,75.691775,43.76925,17.22705,62.0947
19.9143,35.709925,75.719725,43.8064,17.26095,62.112525
19.951325,35.7428,75.769375,43.8725,17.2736,62.171075
19.96255,35.7835,75.774525,43.8987,17.290025,62.348975
19.980675,35.807425,75.85615,43.9183,17.3044,62.4371
20.015075,35.849825,75.873975,43.9392,17.3246,62.66555
20.03135,35.896125,75.9105,44.0097,17.33865,62.68535
20.057325,35.91255,75.959625,44.05225,17.357525,62.7314
20.085725,35.9394,75.995875,44.065925,17.380025,62.73895
20.11535,35.970525,76.026075,44.16625,17.433775,62.75385
20.141125,36.011425,76.0612,44.217525,17.487575,62.77235
20.15645,36.068525,76.10005,44.282875,17.5032,62.77695
20.1668,36.138125,76.169875,44.4064,17.515425,62.794425
20.1934,36.159075,76.219825,44.45695,17.527625,62.8113
20.204725,36.198775,76.2401,44.47355,17.5632,62.82375
20.209525,36.21245,76.2534,44.48855,17.597325,62.8447
20.228175,36.2396,76.30185,44.5403,17.6231,62.865475
20.242475,36.27785,76.328525,44.581525,17.641875,62.9286
20.263425,36.318725,76.332125,44.68655,17.657075,62.97045
20.276825,36.459525,76.344225,44.72795,17.671675,62.995825
20.291575,36.499775,76.369025,44.840225,17.6945,63.023
20.30185,36.53835,76.404175,44.87515,17.7327,63.3643
20.32565,36.599475,76.4437,44.926775,17.74915,63.434025
20.34715,36.654175,76.5166,44.957825,17.760975,63.6386
20.395175,36.682775,76.53155,44.9977,17.78945,63.661475
20.408975,36.69085,76.54735,45.05485,17.8115,63.692975
20.424725,36.7061,76.6406,45.144575,17.8294,64.026825
20.4367,36.743875,76.667275,45.151475,17.855025,64.373975
