SPK_SPKC02a (inhibited),SPK_SPKC02b (excited),SPK_SPKC06a (no effect),SPK_SPKC15a (NA)
35.3052,23.309625,17.201575,16.641425
35.431425,23.34295,17.2138,16.6569
35.512875,23.40145,17.2234,16.679225
35.56115,23.421725,17.239075,16.712225
35.599425,23.454,17.267725,16.7213
35.767575,23.477325,17.310175,16.73025
35.876575,23.5031,17.336975,16.731525
35.953975,23.6016,17.356475,16.737775
36.0705,23.6385,17.3881,16.7431
36.101275,23.6896,17.399225,16.749125
36.156425,23.755225,17.413675,16.76015
36.1753,23.780875,17.42465,16.7666
36.20405,23.816875,17.446975,16.772875
36.2566,23.8534,17.481825,16.781875
36.349975,23.87865,17.495225,16.788925
36.38715,23.922425,17.5099,16.7977
36.412325,23.957525,17.5201,16.803425
36.4357,24.019075,17.53475,16.811075
36.440525,24.052875,17.556775,16.8164
36.454575,24.0803,17.56935,16.8211
36.47585,24.09425,17.595625,16.827125
36.49825,24.123025,17.613575,16.837125
36.5663,24.147675,17.63105,16.857925
36.65095,24.166675,17.65215,16.87625
36.68225,24.19005,17.705275,16.892575
36.692025,24.2124,17.7264,16.91695
36.70145,24.2302,17.757325,16.93305
36.723775,24.254275,17.791425,16.97025
36.7468,24.29105,17.817925,17.004525
36.756425,24.3524,17.83225,17.0475
36.83775,24.398225,17.846,17.0863
36.8599,24.429575,17.86755,17.121025
36.9746,24.452475,17.8827,17.134225
37.02675,24.48495,17.901525,17.160725
37.1132,24.508825,17.91935,17.1702
37.162425,24.557425,17.957525,17.185
37.203425,24.616275,17.9715,17.201325
37.253425,24.624525,17.985125,17.21955
37.3252,24.650875,17.9978,17.22935
37.383925,24.653225,18.01895,17.254925
37.451225,24.71845,18.03205,17.279
37.491875,24.74905,18.045,17.307275
37.6185,24.779125,18.06775,17.326675
37.716575,24.808,18.096,17.347925
37.876175,24.856175,18.1139,17.36415
37.974275,24.9119,18.1363,17.3771
38.0201,24.94605,18.1538,17.402825
38.0591,24.978025,18.1847,17.42245
38.129725,25.0057,18.222725,17.4372
38.1762,25.046375,18.2382,17.4521
38.226825,25.0935,18.268675,17.466275
38.27615,25.098525,18.289775,17.48065
38.299725,25.12105,18.3225,17.492325
38.3201,25.163325,18.3383,17.5102
38.32165,25.2169,18.3702,17.523925
38.345525,25.271875,18.38855,17.53955
38.3489,25.3014,18.418575,17.557325
38.3897,25.325175,18.44325,17.569425
38.527275,25.365025,18.4691,17.57585
38.561825,25.3844,18.488375,17.58475
38.628225,25.443875,18.51325,17.5934
38.68785,25.47995,18.54895,17.601925
38.8422,25.4992,18.587725,17.63165
38.864675,25.5296,18.607075,17.640075
38.9142,25.552825,18.62545,17.65195
38.91555,25.57885,18.655125,17.6662
38.956675,25.589,18.682575,17.69275
38.992075,25.60625,18.70585,17.702575
39.024775,25.631125,18.7204,17.717625
39.0574,25.6457,18.74315,17.766475
39.123875,25.67835,18.7557,17.7912
39.31895,25.71315,18.772225,17.81045
39.404425,25.7397,18.7983,17.83175
39.418125,25.751,18.801675,17.8383
39.48785,25.7816,18.82175,17.850525
39.6498,25.79875,18.8419,17.854375
39.81125,25.80865,18.843175,17.871225
39.844525,25.820275,18.9033,17.881075
39.88355,25.8444,18.941675,17.89035
39.919675,25.867725,18.986925,17.89725
40.046025,25.9324,19.021825,17.9167
40.155775,25.956975,19.0515,17.932625
40.2425,26.048925,19.068525,17.9402
40.319525,26.0745,19.1049,17.963675
40.405925,26.11485,19.13925,17.975275
40.4553,26.15305,19.15385,17.988525
40.54315,26.189325,19.167375,18.000775
40.621525,26.2256,19.18315,18.025675
40.7019,26.2554,19.2015,18.033975
40.83755,26.30575,19.2187,18.05795
40.87545,26.3591,19.253125,18.068025
40.914225,26.377575,19.27825,18.0792
41.015325,26.405825,19.298575,18.09625
41.1712,26.45465,19.32845,18.1113
41.18655,26.497825,19.35975,18.145575
41.2185,26.527425,19.410475,18.160775
41.238425,26.5542,19.458175,18.18355
41.366025,26.56745,19.51215,18.202475
41.44925,26.587125,19.5492,18.246425
41.5068,26.619825,19.5983,18.24835
41.638525,26.651825,19.6117,18.2854
41.733875,26.733525,19.64895,18.312975
41.780325,26.768575,19.676725,18.331525
41.8024,26.802875,19.699875,18.372525
41.887975,26.81705,19.715025,18.3979
41.91335,26.84145,19.734625,18.419225
41.92915,26.864475,19.75785,18.475175
41.97145,26.888875,19.78135,18.5165
41.99745,26.918725,19.86695,18.552875
42.0581,26.9422,19.900325,18.587125
42.2084,26.97,19.94645,18.6205
42.290375,26.99615,19.9494,18.670525
42.345525,27.049575,19.970875,18.707025
42.4219,27.08035,19.9829,18.7382
42.536,27.123275,19.998325,18.7708
42.56595,27.153925,20.025175,18.813575
42.60655,27.1983,20.04925,18.860625
42.792725,27.25225,20.071925,18.89315
42.88205,27.289925,20.094525,18.926475
42.926,27.332225,20.11035,18.938125
43.119725,27.3862,20.125025,18.992775
43.156225,27.42165,20.140825,19.0479
43.2305,27.473975,20.15355,19.0776
43.276275,27.51075,20.175025,19.11315
43.3125,27.54735,20.189375,19.201075
43.35865,27.586125,20.2346,19.237425
43.470275,27.610475,20.2615,19.3518
43.54865,27.645025,20.273625,19.385775
43.597325,27.686975,20.2883,19.414525
43.6559,27.722825,20.29895,19.4466
43.657325,27.74705,20.3169,19.47275
43.690225,27.789675,20.3344,19.566475
43.74485,27.79285,20.367525,19.603925
43.74855,27.8229,20.392375,19.63495
43.98765,27.869525,20.47115,19.657425
44.03095,27.915875,20.504175,19.68125
44.154375,27.93155,20.547275,19.741575
44.250275,27.958275,20.553475,19.762725
44.316125,27.978875,20.5603,19.79535
44.379625,28.001225,20.56845,19.82195
44.452,28.03655,20.579925,19.83905
44.50455,28.069275,20.59495,19.904425
44.583625,28.110625,20.60855,19.931175
44.627125,28.16055,20.622275,19.95555
44.6315,28.198875,20.63635,19.985825
44.639925,28.200175,20.65555,19.9998
44.6503,28.2204,20.68895,20.0081
44.695025,28.241975,20.7057,20.036025
44.707375,28.24375,20.736775,20.06755
44.727875,28.28175,20.771075,20.120525
44.758525,28.3232,20.7929,20.163
44.785325,28.35135,20.81385,20.198275
44.80595,28.3911,20.82835,20.23765
44.82695,28.4142,20.847825,20.31095
44.87695,28.448675,20.8665,20.3319
44.946125,28.5028,20.89105,20.364225
44.962125,28.529575,20.905125,20.3822
45.03165,28.5306,20.923625,20.4132
45.077075,28.55735,20.973875,20.434525
45.119825,28.608175,20.989075,20.526525
45.16,28.6369,21.0068,20.5474
45.1922,28.660325,21.040075,20.5705
45.21485,28.688875,21.056525,20.584175
45.237575,28.697425,21.07505,20.593225
45.3445,28.7111,21.1019,20.602675
45.380725,28.718925,21.12625,20.61145
45.400075,28.782925,21.155925,20.618725
45.424075,28.807825,21.16765,20.6266
45.4481,28.850125,21.183075,20.635525
45.4561,28.85915,21.234,20.650275
45.484075,28.883625,21.262,20.6703
45.5182,28.885475,21.285775,20.70655
45.580825,28.9071,21.356375,20.722375
45.675625,28.92335,21.384925,20.76645
45.739625,28.934525,21.411225,20.79265
45.779175,28.958,21.421725,20.9042
45.9777,28.979675,21.4292,20.9734
46.0648,29.007225,21.435275,21.020125
46.135875,29.019425,21.4417,21.0586
46.3095,29.041725,21.4486,21.092075
46.3665,29.067725,21.482375,21.126525
46.406525,29.07275,21.4877,21.16285
46.44185,29.1,21.53785,21.234125
46.487925,29.12,21.54865,21.3169
46.6993,29.137575,21.577125,21.38065
46.753775,29.204525,21.5888,21.4068
46.8072,29.233975,21.629825,21.445875
46.865575,29.249225,21.68865,21.502025
46.99595,29.29035,21.711925,21.53315
47.0497,29.30545,21.774075,21.577475
47.09595,29.312875,21.809,21.624225
47.258875,29.355825,21.818,21.6588
47.3065,29.398125,21.833575,21.6929
47.4471,29.426975,21.8421,21.72215
47.4987,29.4501,21.848025,21.744425
47.52005,29.48455,21.85495,21.793975
47.54825,29.503325,21.857775,21.8277
47.59745,29.5195,21.86085,21.9381
47.638175,29.544325,21.86815,21.976025
47.66405,29.570475,21.876675,22.000925
47.736225,29.623875,21.88475,22.01375
47.7802,29.65935,21.891575,22.024275
47.795025,29.686475,21.8936,22.035325
47.85055,29.714525,21.90065,22.04435
47.886175,29.75295,21.912075,22.0525
48.02055,29.790025,21.9316,22.06935
48.052625,29.807575,21.941225,22.10405
48.141175,29.8258,21.982075,22.13715
48.22475,29.855325,22.001275,22.156475
48.2806,29.890825,22.06115,22.1934
48.328475,29.89925,22.1285,22.2209
48.359275,29.935425,22.129775,22.2469
48.39975,29.990075,22.218275,22.263725
48.65425,30.014825,22.23865,22.293225
49.05115,30.04845,22.25915,22.341375
49.075625,30.106875,22.260625,22.35685
49.125625,30.124625,22.29125,22.3699
49.147475,30.141325,22.312925,22.372925
49.19365,30.195625,22.35165,22.381775
49.228025,30.25565,22.3534,22.42425
49.435975,30.2657,22.374125,22.47335
49.498,30.294075,22.392975,22.511325
49.53795,30.311175,22.408775,22.546525
49.6187,30.332675,22.446325,22.563725
49.6491,30.40435,22.458725,22.591025
49.742375,30.43555,22.548875,22.604725
49.897525,30.474225,22.589825,22.637475
49.9622,30.499,22.6058,22.6808
50.0636,30.5417,22.6278,22.734825
50.108225,30.576425,22.64085,22.8112
50.153025,30.6223,22.6558,22.8631
50.237375,30.668225,22.690925,22.909675
50.273675,30.6839,22.726375,22.93995
50.313675,30.7151,22.742525,22.97995
50.402625,30.74905,22.772275,23.011275
50.430375,30.7674,22.7936,23.05445
50.5006,30.900875,22.80845,23.06925
50.5217,30.935425,22.82435,23.107075
50.5575,31.0208,22.835175,23.14675
50.59315,31.0817,22.8724,23.2005
50.699975,31.13375,22.88375,23.207
50.743225,31.1819,22.911725,23.2208
50.91355,31.232475,22.96155,23.225075
50.9496,31.2746,22.97795,23.230125
50.971075,31.276875,22.9957,23.233925
51.052775,31.30005,23.01625,23.23775
51.106025,31.372075,23.04195,23.242325
51.1413,31.428375,23.05525,23.2472
51.1884,31.4652,23.068925,23.254225
51.2505,31.491475,23.072675,23.262475
51.320225,31.495325,23.0797,23.276225
51.38305,31.544325,23.091825,23.287975
51.435075,31.591225,23.10375,23.30465
51.4601,31.621175,23.138575,23.33285
51.54385,31.6254,23.183925,23.3615
51.624,31.6408,23.192125,23.38725
51.662825,31.67015,23.20015,23.416175
51.757575,31.711925,23.2063,23.432375
51.8276,31.761775,23.2701,23.443325
51.9236,31.776775,23.29485,23.454175
51.987975,31.82025,23.309925,23.462775
52.039475,31.8745,23.3302,23.4717
52.08705,31.912725,23.3567,23.477625
52.174275,31.936575,23.392175,23.4982
52.4299,31.9538,23.417225,23.515975
52.519025,32.0432,23.4305,23.538775
52.558,32.077325,23.4425,23.5515
52.5974,32.0825,23.45545,23.564175
52.642525,32.12435,23.469725,23.589075
52.677825,32.158225,23.524175,23.63715
52.699375,32.189775,23.539775,23.671875
52.7619,32.2197,23.565025,23.7088
52.838325,32.24185,23.590975,23.7534
52.89015,32.25625,23.6182,23.801625
52.9142,32.290325,23.637875,23.846525
52.9722,32.314725,23.65735,23.87195
53.02255,32.331825,23.68185,23.9228
53.052125,32.348875,23.704975,23.953975
53.223975,32.37955,23.728775,23.98675
53.2633,32.41265,23.769975,24.010475
53.2865,32.4532,23.79245,24.0845
53.390175,32.577475,23.80725,24.117975
53.468975,32.63115,23.8654,24.1454
53.550625,32.6854,23.878025,24.168875
53.6065,32.7325,23.8949,24.193
53.63145,32.781225,23.90645,24.247175
53.68525,32.82145,23.91895,24.2676
53.72405,32.85605,23.936,24.280825
53.776,32.8938,23.95035,24.304025
53.793925,32.938925,23.9694,24.3412
53.84235,32.969075,23.9894,24.3557
53.877775,33.01475,24.00985,24.3721
53.9124,33.0946,24.1215,24.4091
53.930975,33.139025,24.147325,24.489875
53.955725,33.153625,24.171475,24.6035
54.057725,33.21295,24.23375,24.63465
54.1175,33.260925,24.26385,24.67255
54.1642,33.262725,24.2865,24.698525
54.31545,33.360025,24.308425,24.720875
54.37835,33.4269,24.313275,24.74325
54.437375,33.464825,24.349675,24.765025
54.52195,33.48965,24.400825,24.784275
54.541475,33.49395,24.419475,24.811175
54.56165,33.508875,24.477975,24.85875
54.577125,33.538775,24.501825,24.88855
54.59325,33.56635,24.54215,24.96865
54.611375,33.594525,24.565125,25.035975
54.714375,33.6598,24.583,25.06665
54.752225,33.70295,24.59695,25.086575
54.772575,33.710325,24.610875,25.126875
54.8167,33.74205,24.615475,25.200525
54.835825,33.746125,24.639525,25.258975
54.86125,33.770025,24.6545,25.31325
54.88035,33.790975,24.656,25.349
54.914625,33.808375,24.6692,25.362875
55.034175,33.855925,24.70715,25.37545
55.067675,33.88935,24.768575,25.3858
55.158,33.922425,24.860825,25.417475
55.2069,33.9605,24.90335,25.44195
55.2266,33.986525,24.969175,25.4692
55.229725,34.03005,24.9908,25.47705
55.241775,34.0636,25.01795,25.489875
55.2681,34.105125,25.0559,25.5063
55.29985,34.144325,25.141125,25.528425
55.350275,34.156025,25.15475,25.541425
55.39185,34.1791,25.168975,25.5536
55.481825,34.243375,25.188675,25.563025
55.532325,34.2691,25.205325,25.571275
55.583625,34.313075,25.292375,25.576975
55.62755,34.34755,25.30595,25.5814
55.676025,34.37215,25.322475,25.5866
55.703825,34.422025,25.341025,25.609225
55.824025,34.47455,25.37685,25.6153
55.8735,34.49925,25.395325,25.622825
55.91585,34.5503,25.42175,25.632325
55.98315,34.5975,25.448125,25.638525
55.986375,34.632475,25.466525,25.650825
56.01495,34.676625,25.4789,25.6934
56.040125,34.690975,25.4812,25.72255
56.07965,34.700275,25.516275,25.74335
56.10825,34.715725,25.531075,25.766625
56.1492,34.73815,25.54555,25.79765
56.208075,34.751675,25.5719,25.8306
56.246325,34.78075,25.614525,25.8497
56.2909,34.818775,25.629175,25.864925
56.306575,34.9008,25.6395,25.884125
56.3222,34.9288,25.641775,25.890525
56.33615,34.985175,25.673975,25.898575
56.3545,35.020375,25.689275,25.909
56.37475,35.046275,25.715275,25.922425
56.432325,35.078275,25.72565,25.94115
56.506675,35.113475,25.735225,25.992575
56.551425,35.141475,25.761,26.0274
56.573,35.16295,25.803625,26.0823
56.603425,35.197775,25.82595,26.119175
56.650725,35.228125,25.836825,26.172225
56.923575,35.252525,25.848,26.2239
56.96965,35.272125,25.8576,26.2506
57.041375,35.333575,25.874525,26.2862
57.1241,35.372925,25.88525,26.338125
57.1837,35.394125,25.912425,26.36045
57.382175,35.42055,25.938975,26.401875
57.39335,35.44935,25.97955,26.44235
57.44335,35.47715,26.035675,26.478
57.486975,35.511425,26.0551,26.5136
57.588375,35.5463,26.07825,26.5555
57.615325,35.6289,26.104,26.57655
57.636625,35.65655,26.128875,26.592425
57.6757,35.66895,26.151175,26.606
57.707475,35.710625,26.1781,26.632325
57.747025,35.7509,26.221175,26.65515
57.813325,35.82355,26.25515,26.66345
57.899625,35.8488,26.294225,26.683775
57.939125,35.892225,26.3359,26.693675
57.9732,35.91635,26.385125,26.720775
58.01205,35.929175,26.403675,26.758575
58.05625,36.000225,26.4364,26.800575
58.147125,36.02955,26.481525,26.839875
58.235625,36.05905,26.497725,26.842
58.3159,36.10395,26.53945,26.860425
58.453425,36.154425,26.563875,26.879525
58.5311,36.20875,26.575475,26.91185
58.62545,36.223625,26.588675,26.9251
58.756225,36.2414,26.607275,26.949
58.8263,36.317425,26.63085,26.9608
58.93045,36.322325,26.656575,26.9693
58.9978,36.366275,26.673525,26.975625
59.04065,36.3913,26.706925,26.99115
59.068075,36.407925,26.73635,27.011225
59.151,36.425,26.78905,27.02485
59.23595,36.480025,26.8083,27.046375
59.272875,36.51795,26.8379,27.068625
59.3869,36.532075,26.871575,27.087825
59.431425,36.56245,26.89345,27.11495
59.5545,36.603175,26.907425,27.146775
59.641075,36.6423,26.92735,27.191625
59.77995,36.66855,26.9504,27.225025
59.785125,36.7401,26.976075,27.2581
59.836675,36.768825,27.04465,27.288075
59.89475,36.77375,27.124275,27.32165
59.940075,36.781425,27.152575,27.354875
59.9988,36.800525,27.16435,27.377
60.055925,36.83565,27.17345,27.39505
60.094025,36.874975,27.1948,27.4086
60.14345,36.92585,27.22085,27.438375
60.205875,36.971775,27.262525,27.474175
60.2076,37.034425,27.296225,27.49295
60.3612,37.0708,27.330825,27.5092
60.4057,37.1048,27.364425,27.5424
60.59595,37.1418,27.444375,27.5919
60.631425,37.148775,27.5823,27.609125
60.676,37.177275,27.625075,27.625525
60.7053,37.206275,27.635725,27.652175
60.7965,37.25445,27.648325,27.682875
60.94795,37.2917,27.656725,27.690425
61.0421,37.296725,27.665,27.70055
61.1084,37.332375,27.674075,27.7064
61.1192,37.39185,27.686375,27.711975
61.157025,37.435525,27.695,27.7163
61.22405,37.463925,27.7045,27.722175
61.277025,37.513175,27.71525,27.726675
61.359425,37.565825,27.719775,27.732875
61.388675,37.59365,27.748975,27.7422
61.4373,37.6213,27.779275,27.750175
61.5947,37.668125,27.795725,27.7576
61.62515,37.6986,27.8204,27.7658
61.651575,37.75355,27.829475,27.7692
61.713775,37.7767,27.847175,27.773425
61.779075,37.818725,27.8652,27.7894
61.81635,37.89175,27.878575,27.79555
61.8187,37.918225,27.89975,27.804475
61.853675,37.939225,27.9119,27.811975
61.928725,37.99325,27.922525,27.8181
61.99295,38.023775,27.936925,27.832775
62.058625,38.095075,27.954275,27.84025
62.1003,38.132175,27.96855,27.845525
62.138875,38.16335,27.984625,27.852
62.163925,38.1996,27.99435,27.8589
62.282825,38.21305,28.0419,27.872825
62.389775,38.256825,28.04315,27.880425
62.43885,38.28505,28.0545,27.912325
62.5607,38.3177,28.074325,27.928275
62.57645,38.39405,28.0992,27.93825
62.6013,38.42585,28.1166,27.95415
62.62295,38.430875,28.121925,27.975125
62.656425,38.449575,28.125825,27.979275
62.679075,38.4719,28.156725,27.983975
62.699025,38.4764,28.200775,27.996975
62.736325,38.49295,28.25645,28.032175
62.7806,38.5351,28.298325,28.0499
62.82665,38.5637,28.328075,28.061825
62.911375,38.61585,28.349425,28.07355
62.9494,38.659125,28.37495,28.08815
62.974825,38.69215,28.39505,28.1012
62.9841,38.7241,28.426375,28.120025
63.003725,38.748625,28.455875,28.143625
63.094675,38.76155,28.484125,28.1655
63.1634,38.77855,28.500175,28.2193
63.21925,38.79755,28.51145,28.2543
63.29455,38.810325,28.5389,28.2941
63.351975,38.817275,28.563,28.308225
63.366275,38.843675,28.575425,28.345825
63.42935,38.891025,28.5874,28.360725
63.47435,38.9424,28.60045,28.403625
63.52875,38.967625,28.63635,28.4382
63.586875,39.01195,28.664225,28.457625
63.616025,39.054775,28.69095,28.47385
63.672925,39.09065,28.70515,28.495725
63.863425,39.115225,28.729725,28.514025
63.9088,39.13225,28.732825,28.522775
64.194375,39.167125,28.7544,28.547225
64.252025,39.19115,28.765525,28.551775
64.31545,39.22985,28.777825,28.5565
64.346,39.271375,28.78565,28.564025
64.3929,39.306525,28.794275,28.56955
64.42705,39.342925,28.80085,28.5745
64.547575,39.361575,28.806675,28.57925
64.57805,39.396625,28.813725,28.583175
64.604625,39.442725,28.824425,28.593025
64.627325,39.478825,28.8325,28.5992
64.6554,39.530575,28.8448,28.604675
64.67615,39.580325,28.872975,28.63475
64.689475,39.62345,28.894425,28.639625
64.72145,39.659825,28.9196,28.647425
64.744425,39.709325,28.9237,28.65615
64.77495,39.7657,28.9331,28.688575
64.7917,39.7981,28.945725,28.7154
64.816275,39.834725,28.95825,28.739475
64.8434,39.8632,29.017525,28.766375
64.88955,39.895475,29.038025,28.785775
64.906125,39.9447,29.054825,28.809575
64.9359,40.007925,29.093075,28.824975
64.95745,40.040575,29.101525,28.836425
64.984625,40.06775,29.103475,28.847975
65.0253,40.105625,29.118575,28.867075
65.117175,40.13505,29.14555,28.8774
65.15415,40.151225,29.1482,28.8967
65.159875,40.17675,29.193375,28.9145
65.20675,40.207425,29.238675,28.9254
65.315325,40.236625,29.26965,28.955
65.345775,40.270025,29.3028,28.966375
65.347225,40.3006,29.32655,28.99095
65.378875,40.333625,29.3561,29.005225
65.43565,40.364625,29.37375,29.04845
65.522925,40.398875,29.392025,29.078575
65.5505,40.440375,29.456925,29.09105
65.56335,40.4796,29.46945,29.0963
65.60045,40.530875,29.494775,29.1071
65.6501,40.643425,29.50845,29.118325
65.686725,40.6829,29.526975,29.119575
65.79905,40.710725,29.544675,29.13715
65.830375,40.747675,29.5795,29.1479
65.850475,40.80525,29.60475,29.16965
65.86655,40.8395,29.6513,29.18655
65.926175,40.8824,29.6853,29.214875
65.9846,40.93815,29.7041,29.260425
66.05265,40.977225,29.72695,29.2662
66.08145,41.000025,29.7651,29.332725
66.1059,41.02535,29.79225,29.368975
66.3764,41.0659,29.824275,29.4454
66.387025,41.094625,29.858475,29.4948
66.39935,41.112825,29.880325,29.536675
66.43035,41.134925,29.906475,29.552475
66.446775,41.142475,29.93625,29.568525
66.477925,41.190575,29.953925,29.60255
66.510925,41.2352,30.00305,29.62665
66.5876,41.272475,30.013075,29.6706
66.638025,41.295675,30.0451,29.714175
66.71725,41.31155,30.068575,29.7549
66.808025,41.35535,30.12225,29.78355
66.9975,41.375675,30.1708,29.810075
