SPK_SPKC01a (NA),SPK_SPKC01b (weak inhibition),SPK_SPKC03a (no effect),SPK_SPKC07a (excited),SPK_SPKC09a (excited),SPK_SPKC12a (no effect),SPK_SPKC13a (inhibited),SPK_SPKC16a (inhibited)
16.2985,69.215625,106.3027,17.4897,15.0648,42.1286,7.944675,45.997425
16.398775,69.95825,106.3255,17.557775,15.116625,42.132225,7.96305,46.16975
16.472425,70.04275,106.566725,17.610875,15.160025,42.143325,7.974525,46.180575
16.532875,70.34475,106.78625,17.6768,15.186025,42.155675,7.988175,46.256225
16.6081,70.4003,106.8055,17.72025,15.2181,42.182325,8.0072,46.26455
16.746525,70.5197,107.009975,17.776675,15.26145,42.213475,8.032425,46.451375
16.799425,70.670275,107.164625,17.82545,15.32215,42.281175,8.045925,46.539225
16.84115,70.7809,107.207075,17.91735,15.358725,42.3862,8.103425,46.592575
16.9216,70.8517,107.23335,17.953975,15.4368,42.49455,8.174175,46.687125
16.93515,71.246825,107.380775,18.004825,15.45755,42.5234,8.270625,46.74465
16.97245,71.67865,107.4956,18.065475,15.57715,42.5331,8.278,46.803275
17.011775,71.696425,107.543925,18.111525,15.6006,42.56095,8.31145,46.948975
17.045925,71.774075,107.892075,18.259725,15.612375,42.644925,8.341575,47.069725
17.05545,71.80765,107.94975,18.3016,15.6334,42.70455,8.350425,47.085475
17.1064,71.92195,107.986825,18.34525,15.63945,42.7742,8.366325,47.123775
17.14255,72.1266,108.04525,18.3722,15.661425,42.830275,8.38,47.276575
17.1676,72.404725,108.06835,18.490425,15.6891,42.922075,8.38635,47.297375
17.2269,72.4339,108.412925,18.522375,15.7041,42.9494,8.41215,47.755075
17.387375,72.510775,108.414925,18.562775,15.714625,43.1214,8.41475,48.01645
17.41265,72.8857,108.4373,18.6072,15.79715,43.149225,8.4288,48.175325
17.505675,72.904725,108.488325,18.652275,15.818825,43.174675,8.444325,48.2653
17.5544,73.2009,108.5111,18.68905,15.930225,43.235825,8.470525,48.479475
17.57965,73.3294,108.526225,18.733675,15.960225,43.260775,8.4777,48.5052
17.63265,73.434725,108.55105,18.784625,15.98995,43.28405,8.501425,48.564875
17.643375,73.4689,108.8071,18.81705,16.019475,43.324,8.507175,48.58795
17.67445,73.6357,109.067725,18.8481,16.047975,43.3533,8.5204,48.67685
17.748475,73.7672,109.27595,18.890375,16.050675,43.385475,8.530025,48.69675
17.830525,74.045325,109.289225,18.93205,16.0924,43.4118,8.53265,48.8196
17.9216,74.366475,109.35545,18.970475,16.1022,43.4544,8.5512,48.8889
17.98185,74.370925,109.455975,19.001025,16.1258,43.468275,8.626725,48.974725
18.018525,74.873,109.62985,19.036275,16.155275,43.581425,8.728175,49.01155
18.065725,75.251875,109.7269,19.10415,16.1862,43.601975,8.80755,49.084675
18.153275,75.53555,109.754775,19.1386,16.2007,43.690575,8.81665,49.1411
18.23255,78.8451,109.773275,19.179325,16.22745,43.8428,8.8287,49.16135
18.2815,79.057725,109.87055,19.2125,16.24455,43.879525,8.8333,49.19825
18.331225,79.658725,110.03305,19.25865,16.3119,43.9136,8.839975,49.2107
18.4088,79.8637,110.211575,19.29515,16.338475,43.942075,8.846125,49.30485
18.518375,79.96065,110.225125,19.38845,16.48255,43.98755,8.866075,49.3472
18.573,80.8693,110.2461,19.429175,16.518975,44.02955,8.874975,49.566575
18.6049,80.8866,110.320725,19.46065,16.552775,44.047125,8.891875,49.61595
18.636325,80.91685,110.378925,19.51775,16.57565,44.207325,8.92345,49.6471
18.674275,81.631875,110.552875,19.559775,16.60565,44.239325,8.927275,49.904775
18.69345,82.02705,110.630275,19.602525,16.630675,44.278025,8.944275,49.9285
18.788075,82.28355,110.7267,19.64075,16.6666,44.3208,8.960275,50.18305
18.839,82.44345,111.01875,19.718475,16.6991,44.34475,8.97145,50.254175
18.902875,82.83555,111.0236,19.744825,16.80465,44.3675,8.991275,50.430675
18.940325,82.843675,111.195675,19.79265,16.864625,44.3855,9.030675,50.43505
19.003075,82.989175,111.2968,19.84365,16.922975,44.4476,9.1063,50.455825
19.0534,83.2492,111.569975,19.9079,16.972675,44.449175,9.189375,50.464125
19.106425,83.900725,111.597225,19.9679,16.9892,44.484525,9.25675,50.547125
19.150025,83.996175,111.63915,20.01215,17.0105,44.5452,9.2875,50.591525
19.232125,84.25055,111.8257,20.054925,17.012125,44.60645,9.3063,50.6818
19.287025,84.413375,111.8438,20.09055,17.067075,44.627825,9.3121,50.714225
19.36435,84.611125,111.931575,20.12065,17.0701,44.67795,9.3163,50.7479
19.407075,85.153225,112.10935,20.15955,17.084675,44.7262,9.330125,50.797325
19.45775,85.677575,112.2601,20.19,17.17245,44.743175,9.350575,50.840925
19.50245,85.8216,112.676325,20.235625,17.2031,44.754,9.371775,51.082575
19.5528,85.98685,112.7267,20.2579,17.24215,44.802025,9.394525,51.091775
19.59135,86.378475,112.736725,20.287875,17.275675,44.8961,9.401225,51.145075
19.644675,86.55185,112.7639,20.310275,17.36655,44.939225,9.412475,51.44875
19.680375,86.735075,112.8802,20.341125,17.381675,44.986125,9.44065,51.603775
19.72285,87.15905,113.0117,20.3854,17.450475,45.190475,9.491625,51.716775
19.760125,87.211975,113.098675,20.43465,17.51715,45.254025,9.53425,51.761475
19.784125,87.711625,113.1576,20.469575,17.560625,45.30835,9.623625,51.8256
19.8513,88.493075,113.289925,20.552525,17.66175,45.3954,9.70965,51.9028
19.89775,88.812875,113.3122,20.6025,17.72775,45.424525,9.728825,51.94265
20.001225,88.962875,113.341075,20.64675,17.846125,45.490575,9.747975,52.20275
20.071375,90.080625,113.51335,20.681025,17.8774,45.50795,9.7647,52.3018
20.1255,90.29635,113.522525,20.7109,17.918225,45.609075,9.778425,52.39465
20.16955,90.392125,113.97875,20.80655,18.00155,45.6654,9.798625,52.5023
20.216425,90.7978,114.012725,20.934375,18.06255,45.7007,9.82985,52.545075
20.245925,91.25955,114.094925,21.054725,18.102825,45.710775,9.874325,52.871
20.268925,91.85595,114.20235,21.14805,18.197275,45.718975,9.90115,52.94795
20.323075,92.435575,114.213875,21.211225,18.20015,45.74605,9.939575,53.020475
20.342825,92.60785,114.421975,21.25775,18.23545,45.788275,9.94955,53.054875
20.37845,93.2814,114.4528,21.293975,18.335175,45.819675,9.99015,53.267175
20.418175,93.715625,114.4962,21.426525,18.36785,45.863225,10.016975,53.277975
20.4624,93.7913,114.548775,21.52625,18.43045,45.947525,10.049225,53.29475
20.492925,94.208125,114.95595,21.56255,18.462775,46.160025,10.08145,53.395
20.549475,95.0713,115.195025,21.61685,18.492975,46.17395,10.1075,53.6147
20.58775,95.247525,115.207325,21.645725,18.56275,46.196525,10.13745,53.855225
20.640425,95.351925,115.25,21.681025,18.640675,46.2059,10.2292,53.87295
20.69035,96.289825,115.450675,21.716425,18.667,46.237975,10.24795,53.876375
20.7079,96.663675,115.7212,21.75735,18.7388,46.283975,10.2696,53.8866
20.729225,96.6841,116.07775,21.7915,18.790275,46.31095,10.2802,53.919625
20.75355,97.06095,116.102025,21.82865,18.825425,46.350275,10.291225,53.938975
20.80215,97.16375,116.337925,21.870125,18.917475,46.381475,10.2944,54.219725
20.9214,97.39815,116.389525,21.912475,18.953,46.383175,10.327525,54.278625
20.98305,97.6055,116.711725,21.981925,19.021125,46.396725,10.35315,54.40915
21.013825,98.0417,116.741675,22.00775,19.041575,46.463925,10.385175,54.53015
21.047775,98.39275,116.90485,22.040625,19.064025,46.50755,10.429175,54.6813
21.070675,98.506625,116.97955,22.06935,19.1176,46.5209,10.475275,54.744625
21.111175,98.5922,117.0904,22.09865,19.1589,46.55325,10.511925,54.8455
21.155675,99.1497,117.118225,22.12865,19.19895,46.56115,10.516175,54.9205
21.221975,99.46745,117.4166,22.14955,19.24385,46.7047,10.5322,54.9443
21.2557,99.70335,117.4452,22.1935,19.27715,46.767425,10.564975,54.99245
21.2877,99.885075,117.8616,22.226675,19.319975,46.811,10.5945,55.190125
21.316175,100.02535,118.12235,22.2615,19.34535,46.851525,10.614575,55.34055
21.363225,100.397525,118.2233,22.341125,19.3884,46.97925,10.6415,55.384675
21.436375,100.967925,118.3052,22.4137,19.398775,47.10855,10.732725,55.462025
21.4913,101.040475,118.4762,22.447125,19.441575,47.19675,10.78745,55.475375
21.519625,101.257775,118.727075,22.4997,19.459075,47.21475,10.846425,55.510825
21.5702,101.32705,118.7305,22.564,19.543725,47.219475,10.8693,55.79595
21.609975,101.48215,118.7522,22.604775,19.5755,47.36485,10.88075,55.80265
21.657125,102.013475,118.8185,22.686225,19.606375,47.3777,10.9075,55.872625
21.6961,102.601275,118.838925,22.7297,19.674875,47.380725,10.9107,56.11515
21.722,103.381175,119.110375,22.775075,19.68775,47.398225,10.927025,56.13725
21.749575,103.7538,119.122825,22.816675,19.7346,47.423025,10.951,56.218325
21.7689,104.1796,119.2751,22.865,19.787125,47.466425,10.97075,56.4572
21.815625,104.270525,119.337475,23.040625,19.79975,47.483625,10.978825,56.848125
21.8665,104.312925,119.371575,23.118525,19.8783,47.620225,10.9918,56.8721
21.883275,104.67395,119.555625,23.15995,19.90885,47.68905,11.0077,56.905725
21.938875,104.776325,119.673225,23.204475,19.934425,47.6973,11.015825,56.9692
21.97685,104.82385,119.76135,23.251875,19.94065,47.7055,11.025975,57.05625
22.037275,105.42475,119.833725,23.300875,20.017875,47.717525,11.041575,57.073375
22.0864,105.907875,119.86005,23.337725,20.070025,47.738875,11.070725,57.100775
22.1571,105.93255,119.9482,23.369575,20.0914,47.74785,11.13225,57.176325
22.226425,106.105675,119.958475,23.411375,20.123625,47.756525,11.168525,57.325275
22.277225,106.188475,119.960325,23.51895,20.157075,47.788625,11.177475,57.37145
22.3353,106.96745,119.969225,23.55775,20.2049,47.883175,11.2227,57.399775
22.350175,107.1963,120.060575,23.579375,20.2289,47.90715,11.238675,57.4989
22.38515,107.459325,120.09535,23.63775,20.37855,47.955925,11.2455,57.5195
22.42005,107.626725,120.20025,23.72965,20.4176,47.97655,11.256725,57.58355
22.45525,107.639475,120.3665,23.7779,20.4588,48.0416,11.273875,57.609175
22.49885,108.3772,120.3782,23.800775,20.4874,48.043025,11.28225,57.6186
22.522525,108.6713,120.3839,23.825625,20.5197,48.09,11.2906,57.654225
22.55475,109.170175,120.650425,23.884825,20.55245,48.11275,11.31275,57.692425
22.576375,109.214525,120.6862,23.924425,20.5811,48.1643,11.341875,57.716025
22.621225,109.517675,120.707975,23.954625,20.5967,48.224025,11.36925,57.833175
22.6687,110.309075,120.875125,24.03065,20.63315,48.252825,11.414225,58.0546
22.723575,110.34205,120.996775,24.091625,20.680975,48.31145,11.46545,58.109075
22.805025,110.60115,121.023525,24.118975,20.6874,48.337175,11.549825,58.22525
22.858675,111.00715,121.080725,24.1447,20.7128,48.383725,11.554525,58.2889
22.8915,111.1196,121.316275,24.1771,20.731375,48.449675,11.57655,58.320475
22.9472,111.373125,121.4058,24.212875,20.7765,48.55275,11.584425,58.350975
22.96725,111.628675,121.48155,24.251525,20.811375,48.6122,11.591725,58.374775
23.01175,112.047075,121.6515,24.287125,20.865975,48.634625,11.60285,58.400925
23.051175,112.7411,121.659575,24.3132,20.8931,48.651025,11.609925,58.629425
23.1312,112.98045,121.8014,24.352075,20.9131,48.6604,11.616025,58.7473
23.1949,113.131675,121.82745,24.389,20.93435,48.6656,11.633775,58.771775
23.21915,113.176025,121.88715,24.41545,20.9787,48.684025,11.65195,58.851775
23.247675,113.2232,121.9899,24.433825,21.026925,48.697,11.6692,58.915925
23.318675,114.070775,121.998875,24.50235,21.10095,48.7096,11.679975,59.007625
23.359975,114.558525,122.096225,24.541525,21.12755,48.720375,11.714225,59.02995
23.44755,114.57015,122.145975,24.650675,21.20065,48.734475,11.7239,59.11735
23.512975,115.1468,122.1711,24.7307,21.22755,48.752075,11.73765,59.119075
23.5552,115.4318,122.177875,24.77295,21.251475,48.806575,11.7736,59.19755
23.598075,115.66205,122.2512,24.811775,21.277875,48.832175,11.8993,59.25805
23.6439,115.973425,122.360825,24.85345,21.3024,48.8375,11.9721,59.2884
23.677775,117.35945,122.3698,24.87625,21.3194,48.855625,11.97955,59.4822
23.7372,119.9132,122.42615,24.906525,21.3983,48.867475,11.98575,59.588725
23.8,119.962625,122.53295,24.987675,21.422925,48.87435,12.002725,59.59145
23.83135,120.7702,122.592225,25.0521,21.467675,48.890475,12.008075,59.60215
23.84805,121.280675,122.600475,25.134075,21.541075,49.01235,12.0461,59.66765
23.906,121.4504,122.6032,25.190775,21.569175,49.10315,12.065475,59.682375
23.931175,121.497125,122.651525,25.268925,21.581375,49.1085,12.080925,59.801725
23.9662,121.518325,122.7607,25.33105,21.6182,49.12595,12.095975,59.803075
24.0245,121.7434,122.832775,25.35625,21.645225,49.14095,12.115975,59.855575
24.06675,122.04085,122.895025,25.48085,21.6576,49.15525,12.1733,59.8979
24.133825,122.079425,122.978825,25.52885,21.680775,49.178925,12.232975,60.00365
24.197875,122.572425,123.204275,25.644725,21.7084,49.285575,12.283475,60.135075
24.22785,122.9622,123.231125,25.7068,21.7164,49.4907,12.3402,60.17735
24.27965,123.0814,123.275475,25.77465,21.732175,49.508575,12.365475,60.210425
24.332725,123.682175,123.3119,25.8365,21.829725,49.526975,12.381775,60.27265
24.358275,123.942025,123.377825,25.9033,21.8506,49.54275,12.391525,60.3306
24.403025,124.475775,123.560425,25.9456,21.895475,49.566875,12.41515,60.5305
24.4329,124.519575,123.721425,26.010975,21.985575,49.580825,12.425525,60.566325
24.4441,124.575125,123.805975,26.0649,22.006775,49.583675,12.4339,60.624425
24.476875,124.606225,123.83375,26.123275,22.034575,49.599925,12.442275,60.6473
24.4999,124.711525,123.84075,26.16785,22.07365,49.647775,12.4666,60.677375
24.56865,125.47885,123.935825,26.206525,22.09995,49.693675,12.492675,60.757925
24.638275,125.5428,123.959,26.23795,22.115075,49.798925,12.508575,60.83845
24.720175,126.045875,124.19085,26.276825,22.134975,49.8981,12.527725,60.88655
24.734075,126.06195,124.2396,26.326925,22.172375,49.90225,12.555425,61.049425
24.78525,126.879825,124.617475,26.367625,22.193425,49.9508,12.599975,61.0598
24.83405,127.2455,124.6923,26.4109,22.1986,49.955875,12.74245,61.421575
24.866775,127.6218,124.7115,26.46325,22.199675,49.980475,12.77355,61.449575
24.9021,127.629425,124.86065,26.5518,22.245725,50.00575,12.789975,61.558875
24.949325,127.676925,124.909125,26.576325,22.325425,50.0536,12.797675,61.5903
24.976525,127.830925,125.01335,26.6044,22.456075,50.077075,12.812825,61.892975
25.005475,127.934325,125.08805,26.629275,22.4996,50.109025,12.825575,61.9093
25.04565,128.919075,125.11645,26.691375,22.528025,50.117825,12.834725,61.98745
25.0891,129.434225,125.160175,26.744475,22.554125,50.389675,12.8441,62.0919
25.117,129.965925,125.173625,26.8,22.588475,50.4118,12.848525,62.14795
25.179875,129.9958,125.1903,26.8407,22.64805,50.41445,12.854025,62.211275
25.295275,130.2449,125.233075,26.87095,22.666975,50.444,12.857325,62.2403
25.31965,133.418775,125.55165,26.904975,22.6882,50.464025,12.867175,62.26175
25.3423,133.64995,125.7518,26.9472,22.7174,50.47425,12.89485,62.3151
25.3679,134.308525,125.847175,26.98455,22.729575,50.490175,12.920675,62.421425
25.421075,134.353575,125.874275,27.0836,22.74815,50.536075,12.942,62.572
25.466675,135.30255,125.893025,27.1318,22.876275,50.6741,12.970625,62.615125
25.4859,135.7075,125.934325,27.158725,22.893825,50.74825,12.99185,62.752475
25.513575,136.6532,126.002425,27.19465,22.932375,50.79765,13.007775,62.83525
25.538775,136.6699,126.012025,27.228525,22.940475,50.815025,13.087,62.883725
25.5655,137.53315,126.02555,27.28435,22.9615,50.853,13.155475,63.0294
25.5949,137.728425,126.0704,27.32705,22.980975,50.90905,13.169125,63.0796
25.626125,137.98595,126.0775,27.44035,23.087175,50.942025,13.19125,63.122225
25.65125,139.316425,126.120225,27.508575,23.169275,50.99785,13.22035,63.162875
25.672525,139.33345,126.2301,27.563475,23.199825,51.03385,13.2384,63.22935
25.717225,139.6385,126.299125,27.651,23.230575,51.057125,13.26575,63.247925
25.7743,141.02925,126.311625,27.71505,23.266375,51.0639,13.2923,63.2783
25.815675,141.3974,126.4358,27.771775,23.3439,51.082375,13.34385,63.4231
25.847,141.598075,126.46,27.806975,23.44165,51.0951,13.36575,63.51085
25.8607,141.7485,126.47415,27.81265,23.52615,51.109175,13.385475,63.5595
25.9262,141.90295,126.499475,27.82985,23.5514,51.1503,13.421375,63.6167
25.948925,141.95475,126.53825,27.86375,23.6152,51.163975,13.444575,63.7145
25.993625,141.97735,126.609725,27.92905,23.6331,51.175075,13.461525,63.8308
26.02975,142.052325,126.664675,27.9551,23.6438,51.18935,13.47195,64.3056
26.0654,142.46725,126.768875,28.0056,23.66875,51.226975,13.5151,64.307725
26.120175,143.108075,126.7926,28.0409,23.7116,51.233825,13.5402,64.373025
26.1496,143.2094,126.809825,28.12685,23.745575,51.280325,13.569625,64.6861
26.176775,143.264525,126.86345,28.161425,23.842375,51.39435,13.594325,64.8928
26.191225,143.4067,126.8934,28.199525,23.876775,51.47625,13.6457,64.991725
26.23705,143.6019,127.083825,28.241225,23.898175,51.491175,13.78315,65.008825
26.296225,143.662325,127.19255,28.307625,23.9293,51.5514,13.7962,65.0242
26.3363,144.626475,127.236725,28.34905,23.95015,51.5685,13.8022,65.0327
26.385275,144.75335,127.240775,28.386375,23.99915,51.6577,13.82485,65.049275
26.425825,144.893225,127.34785,28.406025,24.070225,51.69625,13.828225,65.05605
26.450525,144.9503,127.4253,28.4335,24.09595,51.78855,13.843325,65.09745
26.478325,145.064175,127.426775,28.483325,24.1175,51.8434,13.8569,65.121625
26.5113,145.0841,127.4381,28.51205,24.118825,51.883875,13.888325,65.35095
26.553275,145.247375,127.515125,28.5521,24.13475,51.90205,13.914025,65.4434
26.597825,145.48335,127.5301,28.570425,24.14455,51.91735,13.935125,65.470375
26.626425,145.861275,127.5478,28.582825,24.24595,51.9489,13.94015,65.5003
26.668875,145.862675,127.568825,28.675,24.331775,51.98105,13.9641,65.5518
26.7291,145.997675,127.5912,28.749875,24.370275,52.151425,13.973375,65.780675
26.7632,146.267675,127.641425,28.79085,24.398875,52.215575,14.002675,65.94625
26.8176,146.56565,127.673675,28.81935,24.40515,52.219125,14.032575,65.9701
26.85375,147.7053,127.715775,28.86035,24.418175,52.307675,14.05135,66.0982
26.888775,147.713625,127.722675,28.911525,24.479275,52.336925,14.069475,66.1364
26.951875,147.744625,127.735875,28.93765,24.4954,52.3589,14.116075,66.234575
26.987225,148.530225,127.8082,28.963825,24.551775,52.3904,14.177925,66.3109
27.009275,149.4997,127.8471,29.00165,24.5682,52.41755,14.210075,66.357625
27.0324,150.64995,128.133925,29.03175,24.588475,52.554625,14.251625,66.37305
27.0473,150.722075,128.2084,29.06505,24.6076,52.6644,14.27105,66.394125
27.096575,150.8216,128.305925,29.10495,24.627275,52.67285,14.277825,66.5048
27.116725,151.01135,128.327525,29.171,24.640325,52.697475,14.2886,66.659125
27.1611,151.27585,128.333325,29.267975,24.675675,52.707075,14.314275,66.70255
27.20515,152.185475,128.37445,29.355875,24.726775,52.74365,14.33535,66.82025
27.243725,152.723675,128.39365,29.390425,24.76985,52.758725,14.359575,66.9623
27.291625,152.88545,128.427225,29.496425,24.786575,52.765,14.3957,66.977475
27.325425,154.46295,128.4527,29.5523,24.80485,52.79045,14.44175,67.045325
27.347975,154.71345,128.63295,29.597175,24.8274,52.904825,14.4813,67.07985
27.370375,155.10565,128.677325,29.713875,24.8397,52.923525,14.523175,67.29195
27.42965,155.177875,128.68455,29.76025,24.8647,53.016325,14.538075,67.32375
27.468825,155.230475,128.70865,29.860425,24.907275,53.167325,14.556275,67.33505
27.49525,155.56485,128.779575,29.89595,24.9778,53.204,14.570375,67.442225
27.556325,155.974775,128.824575,29.926825,25.017475,53.21515,14.596725,67.499975
27.597525,156.486425,128.94375,29.976775,25.06965,53.22065,14.634175,67.536125
27.63525,157.055825,129.082175,30.0693,25.1327,53.22705,14.665025,67.58975
27.654225,157.076875,129.171125,30.1098,25.1493,53.2475,14.682225,67.59835
27.687925,157.9071,129.223625,30.155275,25.186175,53.27825,14.701025,67.645775
27.757125,158.0327,129.236375,30.17645,25.2689,53.282275,14.719925,67.703875
27.78495,158.35985,129.2827,30.2262,25.330925,53.294225,14.732325,67.765075
27.79885,160.108,129.2948,30.31165,25.345825,53.302225,14.748425,67.8012
27.8443,160.5568,129.396275,30.345,25.356175,53.30615,14.756025,67.812675
27.8868,160.763375,129.732725,30.39645,25.365425,53.326825,14.7646,68.0491
27.921975,161.44005,130.029225,30.484175,25.38655,53.337675,14.800225,68.154675
27.960925,161.531225,130.086275,30.523125,25.4469,53.377525,14.864375,68.36155
27.98715,161.671475,130.123725,30.61695,25.474675,53.428,14.892575,68.5673
28.060825,161.678625,130.127125,30.661125,25.48075,53.45195,14.9131,68.6454
28.123875,161.771025,130.204875,30.749275,25.509425,53.492825,14.927975,68.658775
28.188775,161.9942,130.6342,30.79755,25.570025,53.54235,14.955,68.69085
28.198775,162.46785,130.641425,30.837775,25.600325,53.6841,14.96605,68.760175
28.235625,162.6117,130.6869,30.8847,25.608375,53.762525,15.002425,68.8373
28.261075,162.878675,130.761025,30.912275,25.6272,53.7843,15.034675,68.8676
28.297275,163.123875,130.85975,30.93385,25.643325,53.79355,15.06785,68.97335
28.34835,163.4286,130.87385,30.962075,25.681625,53.81825,15.087925,69.020375
28.38175,163.73245,130.93825,31.0099,25.695725,53.908925,15.12675,69.067575
28.410275,163.749625,131.0552,31.06295,25.738475,53.994,15.14445,69.18185
28.426175,163.8701,131.101925,31.12185,25.774625,54.0086,15.175125,69.21855
28.46165,163.914825,131.1618,31.161875,25.775725,54.0511,15.184375,69.30675
28.52365,165.6004,131.227775,31.178175,25.787725,54.0826,15.1871,69.3274
