SPK_SPKC01a,SPK_SPKC05a,SPK_SPKC07a,SPK_SPKC07b,SPK_SPKC10a
218.9367,245.3746,222.867175,208.35055,235.4923
218.9513,245.671,222.8787,208.37495,235.714225
219.0088,245.75305,222.902975,208.392475,235.7155
219.058375,245.8564,222.941575,208.41545,235.843675
219.0619,245.90245,222.9861,208.4336,235.885875
219.120075,246.00165,223.0008,208.447175,236.0432
219.135,246.4205,223.035475,208.467175,236.116525
219.188,246.4599,223.04825,208.48725,236.1855
219.191025,246.75455,223.19115,208.503025,236.307875
219.235775,246.804975,223.252825,208.526325,236.3368
219.34575,246.816425,223.27565,208.542625,236.379625
219.3685,246.84395,223.3108,208.5807,236.531275
219.391325,246.879475,223.4126,208.639275,236.722225
219.4042,247.116075,223.444725,208.673675,236.88935
219.421375,247.3905,223.459125,208.685275,236.908275
219.4303,247.397725,223.471525,208.708025,236.94335
219.45545,247.425575,223.61505,208.725875,236.9609
219.47975,247.5206,223.70055,208.7433,237.0127
219.514125,247.753725,223.7233,208.75485,237.1469
219.530575,247.787925,223.843425,208.7637,237.163825
219.55295,248.14365,223.852825,208.772225,237.4414
219.58085,248.21535,223.8875,208.784975,237.685575
219.6051,248.25345,224.0269,208.79695,237.708875
219.65725,248.521775,224.29715,208.829575,237.7288
219.716425,248.560875,224.47355,208.850925,237.796375
219.73735,248.5624,224.672925,208.925,237.8304
219.7549,248.765275,224.8343,208.945725,237.901275
219.7858,248.948625,224.855325,208.9909,237.951625
219.81905,249.16115,224.8621,209.0025,238.072975
219.862975,249.287875,224.8889,209.0234,238.104525
219.888925,249.38305,224.913675,209.090575,238.135
219.927,249.3929,225.14175,209.109,238.16205
220.033,249.600225,225.150875,209.124825,238.192875
220.11715,249.615425,225.445575,209.156025,238.259325
220.23565,249.64445,225.476375,209.170825,238.271225
220.256475,249.652275,225.513825,209.202575,238.3102
220.29995,249.6708,225.701575,209.2242,238.389125
220.361675,249.67605,225.7556,209.25045,238.410225
220.53255,249.846525,225.851575,209.26095,238.463625
220.67855,250.113975,225.89915,209.273675,238.5737
220.7237,250.289075,226.04345,209.292275,238.672
220.774725,250.40205,226.1169,209.308825,238.695025
220.86045,250.524,226.141775,209.323575,238.70825
220.97745,250.561175,226.259475,209.334375,238.7311
221.0183,250.6887,226.282325,209.35725,238.79495
221.046,250.7541,226.43265,209.3902,238.8596
221.12695,250.912975,226.606075,209.405,238.873575
221.18445,251.163975,226.635325,209.413175,238.894025
221.253875,251.2076,226.670175,209.42615,238.987
221.30485,251.475,226.8188,209.51385,239.06165
221.321875,251.481275,226.907775,209.54585,239.095275
221.338575,251.658475,226.933075,209.584275,239.140725
221.39525,252.0412,226.9409,209.616925,239.247975
221.444825,252.304075,227.063875,209.63445,239.3187
221.47905,252.32695,227.163025,209.653925,239.329175
221.515625,252.3887,227.1756,209.678625,239.340625
221.51845,252.446325,227.2694,209.694975,239.3534
221.594175,252.62765,227.437625,209.7057,239.36365
221.61055,252.691675,227.5246,209.718675,239.3793
221.62055,252.755,227.618425,209.7342,239.433425
221.6665,252.78525,227.631175,209.7735,239.449375
221.70065,252.877,227.704075,209.787725,239.507
221.71715,252.89625,227.71815,209.8194,239.56175
