SPK_SPKC12a,SPK_SPKC13b
512.49575,526.0434
512.515875,526.084725
512.53795,526.11985
512.561575,526.16235
512.591,526.2584
512.64115,526.2759
512.67255,526.334575
512.6977,526.362925
512.722525,526.379825
512.74005,526.3844
512.759,526.395575
512.77675,526.42025
512.816125,526.504525
512.837575,526.6249
512.8504,526.653125
512.8741,526.680375
512.89805,526.689725
512.92625,526.7513
512.941,526.8022
512.9479,526.825525
512.962225,526.849375
512.98585,526.89695
512.997825,527.0001
513.021525,527.0257
513.048,527.028975
513.07205,527.052025
513.094725,527.0803
513.111525,527.102475
513.1404,527.1335
513.157375,527.236125
513.182,527.2516
513.206825,527.265075
513.223675,527.28265
513.2448,527.320925
513.2663,527.3255
513.310725,527.33825
513.322075,527.3426
513.3385,527.419325
513.340325,527.42085
513.3683,527.45325
513.39415,527.534125
513.4068,527.551225
513.43195,527.559575
513.449225,527.64015
513.465975,527.64915
513.478925,527.70895
513.510675,527.7474
513.603275,527.7934
513.6213,527.824275
513.66355,527.841975
513.693525,527.86675
513.7136,527.919
513.7325,527.951875
513.75605,527.970825
513.772575,527.999075
513.787825,528.059025
513.80655,528.0639
513.82385,528.22195
513.850875,528.295775
513.86245,528.32315
513.88015,528.433275
513.939675,528.464225
513.9631,528.4798
514.024125,528.5063
514.03765,528.6622
514.070375,528.689425
514.0852,528.701225
514.097375,528.727425
514.125175,528.782225
514.12985,528.8238
514.14315,528.87415
514.165075,529.11445
514.17875,529.11895
514.2128,529.14075
514.2272,529.149225
514.242675,529.15795
514.2514,529.176625
514.25985,529.235725
514.295325,529.256125
514.303975,529.275325
514.31545,529.334725
514.324,529.34775
514.3456,529.3931
514.35665,529.4059
514.370225,529.470725
514.38455,529.4768
514.3946,529.54445
514.410175,529.679
514.421525,529.712625
514.43545,529.789525
514.45155,529.8404
514.48475,529.9028
514.512925,529.9231
514.535875,530.00965
514.551675,530.020325
514.5669,530.10215
514.5793,530.1471
514.599025,530.1496
514.61415,530.163175
514.656925,530.190475
514.669525,530.19315
514.69995,530.2157
514.71465,530.225
514.745575,530.27245
514.764075,530.294625
514.78155,530.313025
514.795175,530.329075
514.81385,530.422625
514.83055,530.514
514.877325,530.517475
514.905625,530.52155
514.92985,530.53545
514.951975,530.5382
514.966,530.564825
514.98495,530.57205
514.9976,530.59015
515.0111,530.64355
515.0273,530.674375
515.052575,530.7081
515.059775,530.88135
515.07085,530.92115
515.077675,531.06135
515.086525,531.267825
515.095125,531.27185
515.1049,531.2896
515.11465,531.3025
515.12565,531.346575
515.132575,531.36545
515.1426,531.400175
515.1545,531.4841
515.1801,531.509875
515.2007,531.5206
515.211925,531.567625
515.231675,531.590675
515.245275,531.644075
515.25945,531.766125
515.2751,531.790725
515.284875,531.804325
515.293025,531.846775
515.305625,532.008525
515.314225,532.075725
515.321625,532.08485
515.330075,532.1074
515.337425,532.198925
515.343475,532.20575
515.348525,532.254625
515.3551,532.2908
515.361475,532.432125
515.36595,532.4697
515.375725,532.4836
515.382625,532.5286
515.3919,532.5433
515.4208,532.576325
515.424925,532.584825
515.429225,532.596975
515.4407,532.6049
515.449125,532.6156
515.461575,532.6238
515.474475,532.641225
515.504675,532.719525
515.514525,532.7594
515.528625,532.765125
515.535975,532.769575
515.5634,532.796025
515.570125,532.8767
515.576525,532.938575
515.585425,532.9611
515.601775,533.0597
515.606,533.103325
515.61125,533.1262
515.61675,533.171
515.623325,533.184975
515.6346,533.229875
515.64375,533.270275
515.65885,533.3061
515.6672,533.315875
515.68165,533.3425
515.6924,533.41025
515.704575,533.418875
515.72385,533.4387
515.73465,533.4604
515.7514,533.5141
515.76155,533.52415
515.76455,533.549425
515.774325,533.5796
515.785175,533.616025
515.7905,533.6308
515.797075,533.691675
515.80115,533.7282
515.806375,533.7419
515.8177,533.873525
515.82465,533.931175
515.828325,533.9443
515.830875,533.9915
515.837575,534.02425
515.842625,534.025875
515.862225,534.0632
515.8773,534.083525
515.8871,534.0867
515.89925,534.115325
515.91095,534.133525
515.92945,534.196825
515.939575,534.2059
515.9515,534.24995
515.9581,534.251125
515.9726,534.265075
515.991725,534.3195
516.004825,534.3354
516.01065,534.347825
516.019675,534.391675
516.02575,534.404825
516.03075,534.4824
516.040825,534.483775
516.04785,534.496725
516.057525,534.514675
516.063925,534.561275
