SPK_SPKC04a,SPK_SPKC05b,SPK_SPKC10a
426.533075,460.903,440.1748
426.56,461.2105,440.221675
426.582375,461.296275,440.3084
426.60755,461.760525,440.415175
426.6358,461.7681,440.540275
426.662,461.84005,440.589575
426.694475,461.9167,440.8264
426.724875,462.054375,440.932425
426.75265,462.14615,440.993525
426.78725,462.2246,441.04065
426.8202,462.27525,441.0716
426.879225,462.391,441.0997
426.924075,462.41595,441.175625
426.9847,462.464425,441.2152
427.063325,462.61205,441.312625
427.1058,462.713,441.390075
427.1517,462.8553,441.488475
427.18825,462.947675,441.5262
427.22505,463.01395,441.638975
427.2581,463.10015,441.70305
427.279475,463.16175,441.74955
427.303175,463.2412,441.7902
427.336275,463.385425,441.8092
427.361925,463.387325,441.8289
427.377525,463.413075,441.85885
427.394025,463.486175,441.94365
427.414825,463.5551,442.032575
427.43525,463.675125,442.076425
427.462175,463.7583,442.130125
427.4829,463.917775,442.160975
427.499,464.004275,442.20325
427.52285,464.0874,442.297725
427.582525,464.1563,442.3573
427.663925,464.301025,442.39445
427.714575,464.467975,442.432475
427.76635,464.5283,442.4992
427.825675,464.900325,442.5375
427.837875,464.927525,442.567225
427.854125,465.027575,442.6146
427.906375,465.1174,442.661075
427.9472,465.195875,442.7771
428.00145,465.240975,442.813
428.0507,465.3554,442.854625
428.09375,465.4111,442.88555
428.12675,465.52625,442.9288
428.158875,465.575425,442.9637
428.209475,465.726975,443.0297
428.253425,465.78555,443.066225
428.335975,465.83305,443.0934
428.38265,466.021875,443.124675
428.455725,466.25945,443.17575
428.5218,466.33835,443.221925
428.568675,466.405975,443.2446
428.586775,466.5624,443.444275
428.602825,466.63295,443.486025
428.62395,466.718,443.53085
428.666225,466.781375,443.670925
428.692475,466.84275,443.769
428.77625,466.955225,443.797325
428.844575,467.041975,443.885725
428.879425,467.094,443.914675
428.90185,467.301475,443.956425
428.920475,467.4378,444.01625
428.9349,467.5023,444.10885
428.9539,467.72995,444.16605
428.978225,467.783875,444.21905
429.0105,467.972475,444.30875
429.072775,468.12625,444.415875
429.1914,468.24915,444.4966
429.239,468.366525,444.559925
429.25985,468.49865,444.595175
429.279825,468.5606,444.638725
429.299875,468.622475,444.67405
429.329375,468.685925,444.719175
429.374925,468.852875,444.85765
429.41405,468.93835,444.91855
429.4788,468.9986,444.968125
429.533225,469.029525,445.005325
429.5942,469.058125,445.127375
429.65895,469.288375,445.196575
429.6927,469.3641,445.27165
429.7322,470.00115,445.402675
429.780275,470.068075,445.521075
429.997225,470.1469,445.548875
430.0486,470.356375,445.66485
430.068575,470.935425,445.7301
430.089625,471.090125,445.89485
430.120625,471.2645,446.013125
430.156275,471.394075,446.1258
430.194225,471.50745,446.173
430.3107,471.556525,446.199525
430.3765,471.65635,446.2451
430.398725,471.790025,446.335675
430.431925,471.92645,446.56315
430.457475,472.109925,446.614125
430.480775,472.21375,446.69405
430.510925,472.315675,446.76245
430.582025,472.435775,446.835325
430.704525,472.55355,446.8991
430.814275,472.754875,447.023575
430.9043,472.865125,447.117675
430.92645,472.993,447.184125
430.9604,473.101,447.25745
430.991425,473.27385,447.3827
431.03395,473.37055,447.4491
431.06595,473.4381,447.472425
431.2362,473.454725,447.5232
431.3285,473.638425,447.580575
431.34605,473.730175,447.674525
431.372475,473.987,447.7275
431.40105,474.08665,447.79275
431.426325,474.150575,447.8804
431.452925,474.22885,447.944025
431.523225,474.51705,447.986875
431.710675,474.598125,448.032025
431.744825,474.646,448.0941
431.7674,474.677125,448.155775
431.7885,474.988375,448.25665
431.802425,475.05385,448.34605
431.820575,475.145125,448.392075
431.83835,475.535525,448.458575
431.8655,475.81035,448.47575
431.898975,475.926125,448.52015
431.931675,476.083225,448.58045
431.9572,476.2415,448.784325
431.997675,476.367875,448.8718
432.03235,476.460075,448.960075
432.063475,476.5347,449.0275
432.152725,476.601025,449.099525
432.2245,476.933675,449.166225
432.238325,477.00875,449.22165
432.2431,477.089975,449.287525
432.24925,477.119675,449.407275
432.2543,477.36395,449.46805
432.262375,477.707325,449.570275
432.271675,477.843375,449.69385
432.286625,478.020425,449.8454
432.305075,478.1186,449.941225
432.316375,478.174575,450.0005
432.3589,478.242,450.088325
432.3872,478.290925,450.15895
432.443725,478.4598,450.2034
432.471725,478.4802,450.25995
432.53605,478.6351,450.31055
432.7135,478.813475,450.37845
432.7569,478.92405,450.415775
432.777425,479.155825,450.49305
432.79915,479.233775,450.646175
432.818775,479.35375,450.870025
432.82985,479.447125,450.95345
432.852725,479.470975,451.0744
432.88135,479.61525,451.147075
432.923575,479.726575,451.2773
432.947725,479.826225,451.37285
432.98215,479.886575,451.563375
433.019375,480.050275,451.68495
433.070575,480.271725,451.77175
433.1237,480.352025,451.87175
433.2942,480.414625,451.94275
433.35,480.48565,452.016025
433.3774,480.73635,452.066625
433.3955,480.81695,452.179075
433.431975,480.8445,452.239975
433.45375,480.88215,452.3032
433.480625,481.037575,452.37245
433.526075,481.19635,452.42755
433.5725,481.243075,452.503625
433.692775,481.349375,452.65145
433.745175,481.52055,452.7249
433.792,481.564675,452.843375
433.80855,481.600375,452.951975
433.831075,481.66595,453.086275
433.844325,481.861325,453.148125
433.8586,481.901375,453.25935
433.90765,482.159675,453.34975
433.92675,482.207325,453.43485
433.967275,482.226325,453.673175
433.999575,482.2766,453.784175
434.026075,482.30965,453.912925
434.05515,482.423975,453.9526
434.083625,482.5087,453.968575
434.10795,482.5744,454.021275
434.15815,482.763975,454.04975
434.192275,483.0151,454.101625
434.232575,483.16885,454.138975
434.268225,483.359425,454.159275
434.30705,483.461175,454.214825
434.347425,483.694625,454.2549
434.407575,483.86695,454.277325
434.4556,483.95895,454.33955
434.50035,484.1754,454.4114
434.537525,484.30335,454.58335
434.592175,484.38375,454.722875
434.61905,484.503125,454.75755
434.641,484.532125,454.785825
434.6672,484.598575,454.858875
434.6917,484.6787,455.198425
434.714275,484.7511,455.296525
434.7357,484.837225,455.5823
434.7551,485.034575,455.692075
434.7786,485.374325,455.81025
434.80095,485.571025,455.853625
434.8396,485.673175,455.9133
434.863175,485.86775,455.9681
434.887675,485.930175,455.99755
434.91115,486.2649,456.022425
434.93585,486.34225,456.0644
434.9778,486.53295,456.2255
435.0008,486.66495,456.28295
435.0382,486.769325,456.385025
435.072,486.94735,456.433675
435.21925,487.1006,456.5044
435.2866,487.190425,456.630925
435.303925,487.29765,456.9069
435.325925,487.376875,456.97755
435.338875,487.43395,457.081175
435.35335,487.4762,457.13755
435.3685,487.571325,457.1681
435.390775,487.6158,457.306725
435.406825,487.753825,457.4295
435.43935,487.804975,457.538925
435.464425,487.994975,457.803175
435.511625,488.064625,457.904925
435.55855,488.151575,458.0423
435.59075,488.169625,458.197225
435.647525,488.230075,458.2902
435.6865,488.344125,458.329525
435.72145,488.490375,458.4228
435.75275,488.57365,458.46135
435.7972,488.63015,458.609975
435.868775,488.700275,458.79405
435.9473,488.7577,458.960175
435.972125,488.836675,459.0139
436.001325,488.926125,459.066925
436.033275,489.00235,459.108075
436.08675,489.101075,459.181875
436.150625,489.117825,459.267
436.187425,489.22425,459.3367
436.246,489.287275,459.382825
436.33115,489.3918,459.55655
436.5057,489.4613,459.6666
436.544325,489.495775,459.693025
436.593,489.54895,459.7447
436.651625,489.5708,459.782675
436.6862,489.674475,459.816125
436.7235,489.8258,459.876425
436.762125,490.17895,459.902125
436.798525,490.24735,459.935475
436.8215,490.398325,460.082425
436.8458,490.509825,460.105675
436.866975,490.6137,460.169925
436.886175,490.7694,460.28775
436.900475,490.82895,460.33545
436.92585,490.90915,460.3667
436.9539,491.01265,460.40005
436.9915,491.167525,460.444275
437.0223,491.2385,460.535375
437.0683,491.339975,460.6294
437.087975,491.5738,460.7207
437.110475,491.62695,460.8069
437.141975,491.683675,460.90495
437.163,491.76685,460.984025
437.18275,491.9105,461.0232
437.204,492.0123,461.075025
437.233075,492.019525,461.19665
437.2558,492.0988,461.23335
437.27345,492.148675,461.2844
437.286175,492.203725,461.319225
437.305325,492.305525,461.397875
437.318725,492.37475,461.4652
437.34185,492.6832,461.532825
437.361175,492.75675,461.594125
437.3862,492.818025,461.62935
437.404,492.9732,461.731
437.424525,493.0559,461.774575
437.4592,493.161625,461.84385
437.483125,493.224725,461.894125
437.51785,493.36355,461.950325
437.55055,493.64575,462.03275
437.5781,493.680425,462.11525
437.604225,493.7517,462.166475
