SPK_SPKC01a (no effect),SPK_SPKC05a (inhibited),SPK_SPKC08a (inhibited),SPK_SPKC09a (no effect),SPK_SPKC12a (excited),SPK_SPKC13a (excited)
31.797375,23.125475,8.72795,17.096425,115.033625,12.489225
32.009475,23.1364,8.768625,17.127525,115.15155,12.50855
32.6562,23.147275,8.7915,17.24425,115.61765,12.5407
32.902125,23.164175,8.8233,17.28965,115.83525,12.56655
33.0194,23.1841,8.838325,17.330975,116.259625,12.59535
33.107025,23.186275,8.85365,17.39375,116.4939,12.623125
33.214325,23.20625,8.86825,17.399,116.5085,12.651675
33.494975,23.21955,8.880325,17.41085,116.8814,12.674025
33.6796,23.224175,8.891175,17.46635,117.311925,12.7035
33.7952,23.29185,8.91345,17.511125,117.583325,12.730575
33.816825,23.31875,8.9301,17.5788,117.839,12.7496
33.8415,23.339,8.95815,17.60735,118.2873,12.785925
33.87185,23.371175,8.984925,17.67725,118.361725,12.808
33.9748,23.419925,9.00435,17.820725,118.636875,12.86665
34.0075,23.4536,9.025325,17.895275,118.718975,12.93115
34.13595,23.49815,9.0557,17.961475,118.787775,12.97035
34.2556,23.545125,9.072425,17.963175,119.00085,12.991075
34.4517,23.563975,9.0846,18.025275,119.057625,13.02485
34.5097,23.58705,9.085975,18.059625,119.2301,13.1685
34.6146,23.633275,9.10325,18.087075,119.416525,13.200775
34.699175,23.65375,9.118475,18.10565,119.4197,13.224625
34.702675,23.669825,9.13535,18.142275,119.542625,13.2497
34.750675,23.7125,9.171575,18.193525,119.75435,13.2934
34.78245,23.76335,9.194625,18.275275,120.186825,13.34335
34.82585,23.7702,9.2211,18.405525,120.2371,13.376475
34.9055,23.88625,9.238675,18.4205,120.351525,13.4069
34.930225,23.9097,9.2559,18.47,120.56015,13.421625
34.97395,23.93255,9.27595,18.51625,120.689375,13.436975
35.081825,23.957,9.3007,18.57905,121.10575,13.451375
35.119875,23.979225,9.323925,18.6181,121.224475,13.46955
35.21755,24.00335,9.35075,18.7047,121.353175,13.523175
35.3422,24.047,9.3725,18.8268,121.3843,13.5369
35.420125,24.089875,9.39425,18.856875,121.48415,13.554525
35.52435,24.11875,9.409375,18.885625,121.5331,13.734175
35.559975,24.148325,9.43085,19.023475,121.57705,13.754025
35.5859,24.183,9.453675,19.10975,121.656975,13.7969
35.58755,24.25765,9.472175,19.1581,122.071975,13.838275
35.7738,24.301,9.50445,19.202875,122.14715,13.8687
35.90545,24.329025,9.5279,19.222625,122.258,13.894175
35.951175,24.4082,9.54355,19.2595,122.949375,13.9196
36.022875,24.4879,9.560475,19.285675,123.131775,13.948425
36.05655,24.521625,9.572,19.299175,123.264625,13.98275
36.213575,24.53315,9.5884,19.31215,123.39175,14.003
36.263075,24.548925,9.60245,19.36905,123.7124,14.064825
36.45465,24.570125,9.61395,19.39415,124.595875,14.09115
36.476925,24.595125,9.62785,19.41615,124.616575,14.2166
36.529025,24.6171,9.643875,19.459425,124.974975,14.2953
36.546825,24.68605,9.673075,19.473675,125.434075,14.314975
36.5532,24.716675,9.68755,19.5104,125.510625,14.399925
36.5901,24.76175,9.7023,19.53045,125.555225,14.558625
36.648425,24.78985,9.731225,19.54805,125.5665,14.5868
36.656875,24.8202,9.749025,19.5829,125.7708,14.6134
36.69125,24.834525,9.764925,19.60905,126.137225,14.6412
36.72035,24.89465,9.77755,19.628575,126.18635,14.661525
36.74745,24.9378,9.78945,19.722625,126.37395,14.67955
36.77335,24.939675,9.80535,19.739275,126.93005,14.702775
36.797475,24.9531,9.81415,19.750325,126.959825,14.76225
36.81605,24.96525,9.825225,19.818125,127.484525,14.8876
36.8374,24.999275,9.84595,19.842125,127.5281,14.907275
36.889975,25.07525,9.864525,19.855575,127.8029,14.9259
36.90345,25.0923,9.8795,19.893025,127.941225,14.939425
36.9374,25.105725,9.892025,19.91125,128.125275,14.953325
36.9578,25.321125,9.919125,19.960875,128.147625,14.968025
37.0174,25.42625,9.931775,19.981375,128.3289,14.9888
37.04245,25.51265,9.953725,20.009525,128.787175,15.00245
37.061375,25.631425,9.97225,20.041325,128.809625,15.016525
37.099425,25.837925,9.986925,20.078825,128.9517,15.11615
37.121925,25.854925,10.0032,20.10195,128.96585,15.225075
37.1843,25.9018,10.01635,20.14365,128.973975,15.272775
37.2163,25.915525,10.03205,20.168725,128.98405,15.30005
37.31675,25.9648,10.042,20.28235,128.987225,15.323925
37.3527,25.978725,10.056975,20.312625,128.990625,15.3435
37.429525,26.0317,10.0747,20.39015,129.44665,15.37355
37.461325,26.145725,10.09405,20.49085,129.449925,15.39435
37.551175,26.2268,10.1054,20.520275,129.46085,15.414275
37.603175,26.28295,10.116525,20.53545,129.46445,15.430425
37.6468,26.332,10.123975,20.591875,129.68335,15.441475
37.68645,26.460175,10.1394,20.6105,129.716775,15.453425
37.773,26.548675,10.15155,20.696125,129.735725,15.493175
37.812175,26.5945,10.1732,20.717175,130.029325,15.517075
37.831525,26.63495,10.19995,20.819625,130.129175,15.53395
37.855875,26.7807,10.22895,20.958725,130.244075,15.56855
37.889075,26.86365,10.251225,20.994625,130.398325,15.62055
37.910075,26.905725,10.2769,21.021775,130.4034,15.6332
37.93225,27.099875,10.293125,21.061775,130.639475,15.649425
37.952075,27.137,10.31415,21.083,130.698375,15.660375
37.979375,27.157875,10.33265,21.10225,130.8715,15.6723
38.11915,27.182125,10.3596,21.133925,131.46505,15.685775
38.164075,27.249775,10.409675,21.2414,131.71765,15.6991
38.190675,27.496325,10.433975,21.345575,132.20325,15.715725
38.328575,27.52995,10.456175,21.3706,132.444325,15.73755
38.361475,27.5615,10.48545,21.421075,132.708425,15.7785
38.52525,27.6072,10.50505,21.48355,133.10445,15.799425
38.6028,27.6397,10.523475,21.519525,133.318775,15.823775
38.746375,27.7362,10.5319,21.535425,133.703275,15.8901
38.94205,27.761875,10.554875,21.552425,133.769775,15.915425
39.0233,27.855025,10.5723,21.58695,134.031275,15.9315
39.899125,28.05655,10.586275,21.6021,134.042625,16.01845
40.067275,28.138,10.591175,21.6831,134.098625,16.120825
40.363125,28.21475,10.598525,21.92575,134.153775,16.165625
40.492325,28.2631,10.615825,22.058925,134.42385,16.1868
40.558675,28.30485,10.637075,22.092325,134.45845,16.207425
40.612325,28.365175,10.6631,22.161775,134.57605,16.228375
40.74375,28.4215,10.678675,22.213375,134.59505,16.3415
41.095675,28.441725,10.70275,22.228775,134.66155,16.37005
41.110675,28.461625,10.7233,22.296675,134.727,16.40375
41.272675,28.516925,10.7555,22.323875,134.8293,16.4268
41.39665,28.54555,10.7764,22.402925,135.046075,16.4415
41.519825,28.586275,10.79325,22.414675,135.0571,16.46275
41.66045,28.6516,10.81595,22.572,135.131025,16.493175
41.710575,28.691625,10.8397,22.597425,135.448375,16.516275
41.984525,28.731275,10.863875,22.614875,135.5706,16.537875
42.040125,28.745625,10.87195,22.639375,136.346625,16.573925
42.07175,28.761575,10.87445,22.7146,136.482175,16.59545
42.228825,28.778775,10.877675,22.731725,136.576075,16.671675
42.441275,28.794975,10.880825,22.7563,136.6428,16.704525
42.527775,28.80305,10.88625,22.776225,136.669125,16.7269
42.5549,28.81345,10.892025,22.855525,136.943775,16.756375
42.61195,28.8398,10.900775,22.889725,137.29075,16.76665
42.74565,28.852975,10.910075,22.902025,137.615175,16.777975
42.80275,28.880375,10.914375,22.9045,137.779125,16.801625
42.859175,28.89105,10.9225,22.95095,137.930775,16.815325
43.0322,28.907875,10.9282,22.963425,137.995575,16.836525
43.1451,28.9172,10.940425,22.985925,138.29685,16.848925
43.16775,28.937575,10.947,23,138.3614,16.864375
43.461125,28.95355,10.9551,23.045025,138.400275,16.8761
43.58325,28.983475,10.960075,23.0619,138.5018,16.888825
43.65555,28.996075,10.97105,23.1106,138.513225,16.90535
43.695525,29.01005,10.9777,23.1271,138.733925,16.9251
43.7364,29.023275,10.99765,23.1288,138.89255,16.951375
43.75925,29.038475,11.002475,23.13415,140.428425,17.002925
43.907975,29.060775,11.01195,23.158425,141.017425,17.0238
43.9632,29.077425,11.0173,23.166875,141.838125,17.03755
44.045225,29.12395,11.025175,23.180125,141.966725,17.053025
44.068625,29.2002,11.0374,23.18355,142.717975,17.0675
44.20835,29.2393,11.042225,23.2042,142.816975,17.092875
44.27075,29.27535,11.049375,23.215175,143.25805,17.121575
44.317575,29.289275,11.058975,23.249425,143.28435,17.1351
44.346125,29.3012,11.067625,23.333525,143.3987,17.152775
44.37555,29.3138,11.0748,23.34005,143.417825,17.17815
44.431225,29.3348,11.080975,23.418175,143.615,17.20655
44.4695,29.3551,11.0882,23.43925,143.660625,17.231275
44.52015,29.381875,11.095325,23.45285,143.8681,17.25565
44.654125,29.391625,11.106025,23.490825,143.932875,17.27585
44.66215,29.442925,11.11335,23.500025,144.0817,17.29055
44.949775,29.51095,11.122025,23.514,144.3651,17.304775
45.471075,29.5269,11.13015,23.551925,145.215775,17.3109
45.762125,29.5447,11.15635,23.608325,145.3954,17.31915
45.79205,29.546625,11.167,23.62455,145.881225,17.338125
45.8806,29.56295,11.1797,23.65045,145.90515,17.348825
46.06745,29.589175,11.186375,23.65365,146.097225,17.360525
46.1244,29.612725,11.1959,23.6582,146.543675,17.37375
46.3518,29.6417,11.209725,23.6607,146.73565,17.386375
46.402425,29.6615,11.221775,23.69115,147.10705,17.40035
46.45085,29.6724,11.23295,23.7263,148.761,17.447825
46.48615,29.710825,11.24265,23.74365,149.9462,17.4693
46.56805,29.71395,11.254675,23.8011,150.129475,17.484625
46.637075,29.74015,11.26535,23.8783,150.2269,17.50335
46.6724,29.778525,11.275375,23.88785,150.631875,17.519475
46.7007,29.8261,11.37015,23.932875,150.6925,17.5364
46.75405,29.849875,11.3979,23.97305,150.777425,17.5578
46.77785,29.880475,11.423375,23.982525,150.79405,17.578125
46.793775,29.895275,11.445275,23.996925,151.158675,17.59115
46.9344,29.909175,11.47135,23.99965,151.177975,17.6077
47.010725,29.956625,11.49515,24.060625,151.184175,17.64785
47.02675,29.975775,11.506375,24.0817,151.259475,17.669975
47.055225,29.998025,11.523275,24.0975,151.288025,17.689475
47.09195,30.01185,11.5393,24.15885,151.31275,17.705375
47.13015,30.031925,11.556025,24.178425,151.321675,17.7281
47.164225,30.053075,11.56855,24.18755,152.434675,17.742575
47.289625,30.0778,11.578075,24.195925,152.797825,17.792525
47.312925,30.1132,11.608875,24.216325,152.81135,17.808475
47.344975,30.125375,11.628425,24.2263,153.029925,17.8287
47.362575,30.1373,11.6452,24.26465,153.2412,17.84785
47.3753,30.17315,11.666675,24.339975,153.2526,17.87255
47.391225,30.2215,11.6856,24.396075,153.498425,17.891825
47.420175,30.25645,11.70745,24.4235,153.56615,17.948575
47.659325,30.270175,11.737875,24.459325,153.615225,17.967375
47.69415,30.28415,11.7709,24.489975,153.870175,18.026975
47.7253,30.29105,11.7878,24.510275,153.985675,18.05125
47.75145,30.308575,11.817775,24.546725,154.30995,18.123475
47.786575,30.332925,11.843,24.552825,154.625475,18.15775
47.801825,30.383475,11.85975,24.561675,154.81465,18.335825
47.832675,30.39975,11.8718,24.569075,154.9581,18.357075
47.94635,30.46655,11.88465,24.6018,155.0307,18.380675
48.002725,30.516275,11.896325,24.60965,155.2988,18.405175
48.05185,30.703675,11.91135,24.6192,155.45685,18.4212
48.0548,30.8682,11.9642,24.637,156.4658,18.4509
48.075925,30.995625,11.976825,24.64745,156.6023,18.47345
48.0945,31.111125,11.9902,24.704925,156.9089,18.496325
48.11675,31.310275,12.009525,24.713975,156.933275,18.564075
48.182625,31.38125,12.0184,24.750025,157.1368,18.66615
48.1932,31.410975,12.033175,24.83415,157.2958,18.690175
48.20985,31.433375,12.056275,24.8541,157.730425,18.756775
48.2212,31.51845,12.06155,24.8771,159.124025,18.7811
48.235075,31.54735,12.0698,24.890175,159.9689,18.8049
48.25,31.65085,12.0758,24.916475,160.117175,18.851775
48.265275,31.6891,12.084525,24.951625,160.2368,18.961975
48.328425,31.7726,12.094275,25.03645,160.392225,19.023975
48.33245,31.791,12.11055,25.06435,162.32735,19.047525
48.352625,31.8234,12.123775,25.073825,162.414525,19.10595
48.37495,32.004475,12.145,25.082975,163.42245,19.134125
48.405725,32.045675,12.193425,25.092475,163.459725,19.173525
48.427325,32.071175,12.207725,25.103025,163.897,19.197075
48.434325,32.120925,12.23085,25.1517,164.655275,19.214725
48.4453,32.257825,12.2492,25.1975,164.6976,19.23455
48.47825,32.3296,12.262575,25.26655,164.810575,19.251325
48.50525,32.368775,12.2753,25.315125,164.967025,19.272525
48.5334,32.4269,12.310875,25.3915,165.602575,19.311375
48.55535,32.527475,12.324625,25.421325,165.607675,19.32815
48.575575,32.573225,12.335125,25.450725,165.62355,19.39505
48.5939,32.659675,12.348975,25.477875,165.696325,19.416475
48.621625,32.7334,12.3671,25.509775,166.055,19.4537
48.62995,32.76245,12.392775,25.531875,166.09395,19.5131
48.638225,32.826525,12.410775,25.558125,166.427175,19.57865
48.695375,32.89005,12.4292,25.60255,166.466875,19.617325
48.710925,32.998,12.4471,25.622275,166.5318,19.66425
48.7184,33.01795,12.46655,25.642625,166.545725,19.734325
48.784775,33.035575,12.484825,25.672225,166.550975,19.779775
48.834375,33.0879,12.507725,25.72975,166.5639,19.8177
48.861975,33.1567,12.531075,25.7946,166.9264,19.848825
48.873425,33.23655,12.563125,25.8206,167.045475,19.883625
48.876025,33.3026,12.577,25.837675,167.0825,19.91475
48.8902,33.343,12.59255,25.8498,167.342825,19.928725
48.916425,33.45975,12.63205,25.863525,167.381825,19.93175
48.946,33.499075,12.64435,25.875175,167.395625,19.950525
48.975925,33.544475,12.6584,25.9123,167.40675,19.9756
49.007175,33.59575,12.671275,25.953825,167.43305,20.0289
49.009525,33.627575,12.68775,25.970175,167.595925,20.169925
49.04895,33.64975,12.699925,25.9968,167.74365,20.190525
49.0752,33.666275,12.719425,26.027175,167.75145,20.21235
49.126175,33.692,12.7358,26.137175,167.790025,20.2318
49.1978,33.81905,12.75345,26.198675,167.8039,20.250325
49.243375,33.85085,12.76955,26.2286,168.062675,20.2843
49.2959,33.9295,12.784025,26.269475,168.31835,20.309025
49.320775,33.982525,12.794175,26.2892,168.41585,20.342175
49.348575,34.011075,12.811175,26.317575,168.54755,20.36015
49.3976,34.059775,12.81945,26.370175,169.171725,20.423725
49.4234,34.14015,12.836425,26.38595,169.24095,20.454425
49.4268,34.167725,12.85545,26.45655,169.30275,20.50225
49.4453,34.21025,12.89225,26.47265,170.254625,20.597125
49.46115,34.25705,12.916475,26.632875,170.29545,20.61215
49.488525,34.364425,12.933075,26.660075,170.513425,20.63035
49.52315,34.3817,12.944775,26.673725,170.93195,20.673125
49.560825,34.4135,12.964475,26.704925,171.000925,20.70055
49.5913,34.441625,12.98325,26.706275,171.06435,20.762725
49.61235,34.6702,13.041675,26.726275,171.155925,20.8044
49.6312,34.69835,13.062075,26.757225,171.19315,20.823775
49.6709,34.719375,13.1007,26.7915,171.437825,20.872725
49.707675,34.757475,13.1314,26.8051,171.47475,20.91995
49.72985,34.775675,13.1468,26.9393,171.607525,21.067975
49.775975,34.7914,13.172275,26.953975,171.724725,21.08455
49.7939,34.79905,13.259075,26.973475,171.886125,21.1032
49.96635,34.8346,13.277825,26.987675,172.075925,21.137675
50.1265,34.901325,13.293825,27.037175,172.160475,21.1553
50.17105,35.007025,13.316125,27.05175,172.187625,21.349525
50.1978,35.0406,13.318425,27.0914,172.949925,21.36515
50.212375,35.1104,13.3307,27.131075,173.0273,21.4092
50.23375,35.286175,13.3493,27.140975,173.168375,21.469525
50.24825,35.315125,13.3576,27.1556,173.4421,21.4936
50.26805,35.374025,13.38105,27.17105,173.625825,21.509725
50.298075,35.416075,13.402475,27.19975,174.050775,21.539
50.3481,35.52225,13.421225,27.324725,174.415,21.568825
50.371275,35.542775,13.435525,27.3407,174.7672,21.596975
50.39175,35.569825,13.464175,27.4132,174.866625,21.6264
50.4156,35.612075,13.486875,27.42945,174.965825,21.644425
50.4336,35.666225,13.513075,27.47885,175.155975,21.657675
50.453,35.67925,13.531975,27.531,175.15895,21.668725
50.492625,35.76595,13.5508,27.56225,175.30195,21.6825
50.51565,35.828375,13.59345,27.58385,175.36415,21.70635
50.5324,35.9243,13.6049,27.759225,175.59595,21.7194
50.571225,35.938925,13.62485,27.800325,175.671525,21.735075
50.610025,35.9958,13.65475,27.945825,175.9533,21.782075
50.633775,36.0082,13.68465,27.993675,176.027075,21.843725
50.688425,36.0239,13.7025,28.052925,176.201175,21.861825
50.722825,36.038225,13.7233,28.113875,176.295025,21.909
50.76585,36.1277,13.74195,28.13,176.3573,21.956725
50.797875,36.179825,13.7548,28.189825,176.41705,21.97235
50.82215,36.1924,13.789825,28.217175,176.61505,21.989075
50.884275,36.202475,13.80175,28.26165,176.63795,22.009275
50.9146,36.2373,13.833425,28.29235,176.775725,22.02615
50.933275,36.264175,13.850625,28.31225,176.876925,22.04935
50.9605,36.322625,13.86315,28.366725,176.916175,22.08875
50.998525,36.325875,13.8782,28.382525,177.00095,22.152425
51.0271,36.371775,13.8999,28.39685,177.0762,22.169075
51.0421,36.40725,13.9206,28.440525,177.17515,22.22615
51.1075,36.455225,13.94385,28.51905,177.231925,22.24245
51.1581,36.4864,13.967875,28.584975,177.424125,22.342275
51.177525,36.503175,13.986025,28.653475,177.596275,22.35745
51.1933,36.504125,14.0007,28.710475,177.67005,22.38425
51.208225,36.528875,14.015425,28.76,177.953725,22.412
51.224975,36.5757,14.035925,28.8052,178.243175,22.44945
51.29795,36.651575,14.0596,28.812375,178.25405,22.46995
51.3293,36.660325,14.076225,28.895175,178.3181,22.48265
51.348125,36.66375,14.097475,28.923925,178.762075,22.5042
51.38855,36.670125,14.1124,28.95335,178.96655,22.548925
51.404775,36.68645,14.137925,28.984775,179.293525,22.612175
51.450975,36.72895,14.172825,29.015125,179.316,22.62685
51.470525,36.742975,14.217975,29.0684,179.407325,22.64145
51.479975,36.754575,14.253075,29.073225,179.483525,22.6536
51.491325,36.76185,14.274575,29.082625,179.68215,22.79625
51.508175,36.764125,14.300025,29.096775,179.7078,22.8218
51.52675,36.780225,14.316125,29.117525,179.7241,22.840125
51.558675,36.805475,14.34935,29.1493,179.752975,22.857025
51.588325,36.817375,14.368,29.333875,179.9125,22.9237
51.6106,36.82475,14.389375,29.391925,179.955525,22.94015
51.6814,36.84465,14.416525,29.40005,180.432925,22.95415
51.68745,36.861,14.43905,29.441425,180.756225,22.9724
51.71295,36.894675,14.4678,29.449925,181.156225,22.97785
51.731925,36.90885,14.508575,29.460225,181.282375,22.984875
51.777425,36.9328,14.529925,29.468675,181.3701,22.995525
51.84025,36.94905,14.553625,29.476675,181.707875,23.003925
51.9023,37.0299,14.5707,29.488425,181.7203,23.00665
51.9473,37.061075,14.58115,29.515325,181.750375,23.02055
51.970375,37.081675,14.606425,29.5262,181.763975,23.0356
51.978175,37.15095,14.619075,29.5283,181.80845,23.043625
51.995325,37.214625,14.63525,29.566175,182.378075,23.054525
52.022875,37.217975,14.657075,29.57855,182.389725,23.06475
52.03945,37.256725,14.672825,29.61795,182.4051,23.09645
52.111825,37.291725,14.7046,29.62905,182.425275,23.13375
52.143325,37.3262,14.739425,29.688225,183.500725,23.14465
52.167025,37.353475,14.756525,29.722325,183.529475,23.18275
52.238275,37.416875,14.782525,29.754775,183.5413,23.2065
52.2634,37.438325,14.795225,29.825925,185.164775,23.216425
52.272325,37.4979,14.822975,29.84545,185.275575,23.25205
52.30295,37.552475,14.836125,29.9601,185.434125,23.274225
52.33275,37.5761,14.8543,30.0342,185.5317,23.295225
52.351625,37.5998,14.872725,30.03885,185.59915,23.32885
52.364975,37.62365,14.900225,30.0519,185.620875,23.3412
52.390275,37.663375,14.921025,30.06535,185.80655,23.3536
52.40905,37.703025,14.94055,30.1118,185.9871,23.3791
52.469275,37.720525,14.95875,30.185,186.395575,23.393175
52.488225,37.75485,14.97905,30.2291,186.486675,23.4041
52.50105,37.8094,14.994625,30.257225,186.5063,23.415325
52.5164,37.897,15.009125,30.267525,186.54255,23.4257
52.5175,37.97585,15.024875,30.28805,187.120975,23.437175
52.538275,37.995225,15.04715,30.3561,187.1773,23.455425
52.5521,38.01545,15.0711,30.403975,187.828775,23.467775
52.6009,38.0411,15.0891,30.421875,187.9958,23.520525
52.615225,38.058275,15.117225,30.435375,188.11685,23.53595
52.636625,38.096525,15.129,30.484225,188.14935,23.54875
52.68345,38.1207,15.1416,30.563825,188.18445,23.562975
52.715575,38.13035,15.152425,30.5792,188.209225,23.58045
52.745925,38.16575,15.1647,30.594225,188.65415,23.615525
52.760425,38.20575,15.17555,30.665875,188.74295,23.635975
52.781875,38.2122,15.182625,30.678775,188.755625,23.6509
52.7956,38.242475,15.1986,30.7191,188.938425,23.6659
52.798575,38.260875,15.212025,30.741225,189.19395,23.67745
52.84545,38.2721,15.220925,30.842025,189.26495,23.686575
52.90905,38.3008,15.231975,30.9599,189.33235,23.69745
52.923925,38.3396,15.245,30.977825,189.407625,23.708125
52.93785,38.473575,15.25615,30.998275,190.10045,23.70955
52.94845,38.576275,15.26775,31.05015,190.517125,23.7174
52.96745,38.634325,15.276325,31.110675,190.597725,23.7295
52.998775,38.676525,15.28785,31.1596,190.7788,23.7414
53.01,38.8733,15.29975,31.18335,190.79965,23.753275
53.039475,39.1724,15.311675,31.1954,190.940575,23.7657
53.065825,39.26995,15.32705,31.219675,191.250875,23.774775
53.08585,39.35805,15.344125,31.29285,191.2984,23.784525
53.162325,39.581175,15.3592,31.303075,191.4197,23.810325
