SPK_SPKC04a (no effect),SPK_SPKC05a (excited),SPK_SPKC06a (no effect),SPK_SPKC08a (NA)
178.850925,,,241.810875
178.94325,,,241.948475
179.018175,,,242.085175
179.0548,,,242.3076
179.0895,,,242.380425
179.1134,,,242.567675
179.15365,,,242.646625
179.172425,,,242.689
179.216625,,,242.6981
179.260725,,,242.763075
179.278125,,,242.898525
179.30885,,,242.93455
179.31585,,,243.013225
179.353075,,,243.088225
179.382925,,,243.14115
179.43075,,,243.24745
179.5056,,,243.283475
179.5478,,,243.462925
179.574175,,,243.551775
179.621325,,,243.562775
179.663975,,,243.637775
179.684,,,243.64035
179.719725,,,243.662775
179.74045,,,243.682525
179.791925,,,243.7132
179.8774,,,243.741225
179.894425,,,243.81655
179.934575,,,244.1682
180.0313,,,244.3528
180.07195,,,244.494575
180.136775,,,244.51955
180.153125,,,244.5737
180.176875,,,244.73455
180.222625,,,245.011575
180.253575,,,245.086325
180.3263,,,245.221625
180.3715,,,245.276675
180.4201,,,245.39575
180.4699,,,245.568825
180.510325,,,245.7004
180.531825,,,245.912675
180.577375,,,246.091875
180.6119,,,246.15975
180.65015,,,246.316875
180.7092,,,246.5009
180.760425,,,246.8279
180.8233,,,246.919075
180.90315,,,246.925925
180.951575,,,247.026575
180.9881,,,247.12945
181.024325,,,247.18595
181.049625,,,247.2241
181.08025,,,247.4032
181.1127,,,247.455275
181.147375,,,247.532675
181.2679,,,247.692575
181.33825,,,247.8323
181.382125,,,248.018775
181.41825,,,248.073025
181.4489,,,248.23095
181.5412,,,248.4361
181.58435,,,248.589225
181.6126,,,248.743225
181.68215,,,248.887375
181.720525,,,248.99505
181.809975,,,249.2125
181.88595,,,249.2694
181.9141,,,249.33155
181.98095,,,249.5301
182.122275,,,249.562725
182.258775,,,249.6963
182.279575,,,249.7695
182.3632,,,249.860325
182.384475,,,249.89815
182.456225,,,249.996075
182.52905,,,250.006
182.568675,,,250.05495
182.594875,,,250.280725
182.648375,,,250.354175
182.7568,,,250.44865
182.809975,,,250.4776
182.8516,,,250.479925
182.891725,,,250.63345
182.968475,,,250.729125
183.0015,,,251.0515
183.0296,,,251.294875
183.10015,,,251.451925
183.18215,,,251.562475
183.262975,,,251.6223
183.3473,,,251.6624
183.379575,,,251.791675
183.4369,,,251.897825
183.55945,,,251.96335
183.61575,,,252.109725
183.660025,,,252.24905
183.6945,,,252.31585
183.754375,,,252.459725
183.79855,,,252.5772
183.87335,,,252.760375
184.00625,,,252.813675
184.169275,,,252.971
184.23255,,,253.032525
184.37025,,,253.09065
184.488525,,,253.153975
184.49755,,,253.31085
184.56905,,,253.344
184.683,,,253.468425
184.7897,,,253.57165
184.8686,,,253.593675
185.0526,,,253.864775
185.164325,,,254.016675
185.215275,,,254.138
185.27995,,,254.166775
185.32435,,,254.316525
185.356125,,,254.394625
185.3772,,,254.522325
185.55185,,,254.660225
185.69355,,,254.7286
185.85805,,,254.90075
185.96885,,,254.984525
186.014,,,255.171375
186.0968,,,255.229625
186.22455,,,255.28605
186.3384,,,255.3089
186.36765,,,255.481725
186.463075,,,255.724175
186.5364,,,255.935525
186.66835,,,255.96595
186.770675,,,255.976525
186.860825,,,256.1219
186.9634,,,256.189175
187.0545,,,256.296325
187.092475,,,256.5132
187.121425,,,256.558725
187.165975,,,256.677275
187.233075,,,256.811025
187.31635,,,256.8623
187.38865,,,256.918225
187.504425,,,257.015225
187.570775,,,257.0835
187.65065,,,257.132875
187.6948,,,257.217825
187.82265,,,257.324075
187.9307,,,257.39375
187.9996,,,257.56255
188.204775,,,257.6194
188.3276,,,257.884475
188.428625,,,257.9432
188.480525,,,258.015925
188.537175,,,258.28995
188.637025,,,258.348425
188.685775,,,258.38305
188.7392,,,258.4572
188.863425,,,258.5132
188.94475,,,258.53685
189.093425,,,258.600225
189.141975,,,258.695175
189.264175,,,258.78405
189.365725,,,258.9023
189.52795,,,259.02615
189.5952,,,259.119725
189.694275,,,259.1997
189.891875,,,259.487675
189.977075,,,259.673425
190.06705,,,259.764375
190.152775,,,259.8974
190.26505,,,260.10045
190.3379,,,260.172275
190.516925,,,260.265275
190.60045,,,260.429175
190.76305,,,260.4915
190.9,,,260.5543
191.06305,,,260.625025
191.1349,,,260.8421
191.252175,,,260.93625
191.302775,,,261.032575
191.563425,,,261.308275
191.7293,,,261.6287
191.784525,,,261.85245
191.9395,,,261.889075
192.064375,,,261.9404
192.34165,,,262.0251
192.443675,,,262.09895
192.582575,,,262.177125
192.68895,,,262.3307
192.856175,,,262.502075
192.9443,,,262.573175
193.0778,,,262.76045
193.150775,,,262.903475
193.1818,,,263.47435
193.2493,,,263.764675
193.2869,,,263.84085
193.41285,,,263.950375
193.498425,,,264.0523
193.5848,,,264.1194
193.723225,,,264.212875
193.7852,,,264.291475
193.88655,,,264.4149
193.9832,,,264.461675
194.13355,,,264.541725
194.35535,,,264.63155
194.4598,,,264.686975
194.582425,,,264.80685
194.795775,,,264.90695
194.91965,,,265.00815
195.085825,,,265.085975
195.479775,,,265.207775
195.540025,,,265.251075
195.605975,,,265.444425
195.752875,,,265.637075
195.879025,,,266.1735
196.01225,,,266.369825
196.1741,,,266.416625
196.271475,,,266.610225
196.350275,,,266.7176
196.48555,,,266.87815
196.5288,,,267.16955
196.725625,,,267.317675
196.794775,,,267.476625
196.982125,,,267.577775
197.258,,,267.684725
197.6669,,,267.870875
197.892075,,,268.1135
197.93975,,,268.248875
198.005475,,,268.54415
198.091175,,,268.65355
198.285025,,,268.7493
198.383825,,,268.80915
198.5559,,,268.875775
198.683575,,,268.959175
198.806125,,,269.02235
199.000025,,,269.0902
199.2072,,,269.320575
199.291275,,,269.441275
199.38295,,,269.531925
199.653925,,,269.61735
199.777325,,,269.826
199.918075,,,270.15785
200.038175,,,270.173425
200.178225,,,270.28155
200.23595,,,270.3785
200.319675,,,270.5123
200.346475,,,270.55325
200.395425,,,270.60915
200.498975,,,270.6583
200.594525,,,270.7337
200.64775,,,270.879425
200.80195,,,270.942975
200.834725,,,271.009375
200.94035,,,271.1026
200.98155,,,271.242775
201.0972,,,271.31655
201.212875,,,271.43155
201.2531,,,271.5146
201.4491,,,271.57645
201.543625,,,271.603125
201.71875,,,271.729125
201.8829,,,271.73495
201.988075,,,271.78275
202.065625,,,272.046975
202.16755,,,272.121075
202.343475,,,272.18795
202.377825,,,272.203325
202.4373,,,272.252225
202.468825,,,272.294925
202.5603,,,272.32785
202.645475,,,272.354725
202.7015,,,272.508525
202.770875,,,272.57775
202.827625,,,272.67725
202.861075,,,272.7148
202.90495,,,272.7446
202.9246,,,272.832025
203.02335,,,273.1095
203.064625,,,273.2672
203.108775,,,273.31005
203.1275,,,273.353325
203.2087,,,273.3799
203.250625,,,273.5003
203.310875,,,273.544425
203.36675,,,273.604825
203.384525,,,273.6132
203.422575,,,273.70885
203.4733,,,273.85285
203.526375,,,273.8853
203.574825,,,274.08175
203.618175,,,274.125825
203.754475,,,274.16785
203.78665,,,274.1803
204.036525,,,274.33015
204.1052,,,274.48685
204.21065,,,274.56905
204.2791,,,274.625325
204.35995,,,274.6579
204.52825,,,274.7911
204.599975,,,274.963225
204.683125,,,274.9884
204.819075,,,275.1343
204.9839,,,275.209425
205.051025,,,275.242875
205.15835,,,275.390825
205.3349,,,275.45665
205.393225,,,275.495375
205.51145,,,275.53495
205.5666,,,275.7826
205.732075,,,275.95835
205.809775,,,276.10235
205.869425,,,276.144775
205.964825,,,276.19515
206.096525,,,276.266075
206.2384,,,276.3063
206.29145,,,276.370675
206.335975,,,276.473725
206.4114,,,276.621375
206.514025,,,276.7781
206.756975,,,276.93525
206.9295,,,277.03645
207.05745,,,277.133375
207.2683,,,277.1414
207.43005,,,277.153775
207.518675,,,277.185375
207.746125,,,277.192575
207.7859,,,277.35425
207.917425,,,277.599325
208.200275,,,277.614725
208.249875,,,277.6755
208.414375,,,277.832325
208.56935,,,277.95595
208.870975,,,277.9956
209.238525,,,278.09455
209.427025,,,278.14365
209.665725,,,278.17775
209.772925,,,278.2291
209.81275,,,278.279075
209.941325,,,278.3222
210.04195,,,278.39555
210.14845,,,278.9577
210.26205,,,279.00485
210.389125,,,279.0718
210.4772,,,279.161175
210.5776,,,279.195175
210.7364,,,279.348525
210.861225,,,279.39075
211.179625,,,279.5345
211.31605,,,279.62045
211.506075,,,279.6667
211.6127,,,279.698875
211.713975,,,280.066125
211.90745,,,280.124525
212.204925,,,280.211775
212.467175,,,280.261375
212.67145,,,280.293175
212.70145,,,280.400425
212.783775,,,280.44695
212.82485,,,280.55415
212.868725,,,280.629975
212.90985,,,280.712725
212.9486,,,280.773575
212.973175,,,280.87085
213.006325,,,280.901125
213.0497,,,281.014525
213.120025,,,281.044775
213.263925,,,281.1006
213.338,,,281.1211
213.422425,,,281.211825
213.471425,,,281.302725
213.531025,,,281.344575
213.538275,,,281.41155
213.625425,,,281.55225
213.6677,,,281.63685
213.7331,,,281.7445
213.84055,,,281.810625
213.9673,,,281.860575
214.01985,,,281.93535
214.2016,,,282.0491
214.6145,,,282.1538
214.8454,,,282.2247
215.077075,,,282.268275
215.231175,,,282.3168
215.5666,,,282.3925
215.6702,,,282.450975
215.9288,,,282.5598
216.048375,,,282.59765
216.1339,,,282.683425
216.254575,,,282.8388
216.320175,,,282.9255
216.42455,,,283.0116
216.623175,,,283.2179
216.668,,,283.302175
216.768675,,,283.454175
216.847225,,,283.5269
216.93735,,,283.550375
217.136525,,,283.65635
217.27035,,,283.717825
217.40935,,,283.814425
217.58425,,,283.932075
217.806925,,,284.007675
217.89915,,,284.0638
218.090575,,,284.10035
218.14635,,,284.2615
218.222775,,,284.3524
218.288225,,,284.513925
218.401175,,,284.559775
218.534275,,,284.706625
218.64125,,,284.7657
218.956625,,,284.8412
219.02865,,,284.8945
219.096375,,,284.954125
219.22185,,,285.0239
219.29545,,,285.1407
219.34015,,,285.257725
219.5003,,,285.329425
219.614725,,,285.4384
219.74095,,,285.4918
219.917675,,,285.544125
220.23645,,,285.6253
220.34505,,,285.86445
220.450975,,,285.903875
220.736775,,,286.003
220.853425,,,286.0469
221.06955,,,286.10995
221.2673,,,286.2185
221.3875,,,286.3081
221.528725,,,286.3912
221.646775,,,286.459575
221.77125,,,286.7052
221.8315,,,286.838175
221.9425,,,286.952225
221.996525,,,287.175525
222.056475,,,287.28985
222.120675,,,287.3547
222.175125,,,287.69945
222.23295,,,287.938775
222.289275,,,288.0449
222.422225,,,288.19285
222.490775,,,288.2813
222.51365,,,288.5134
222.55425,,,288.7138
222.6228,,,288.80865
222.7753,,,288.92695
222.822525,,,289.044425
223.036475,,,289.12415
223.145175,,,289.144925
223.257775,,,289.1956
223.708125,,,289.23605
223.88285,,,289.3109
224.259625,,,289.4175
224.419925,,,289.484375
224.744575,,,289.55205
224.8395,,,289.64385
224.9739,,,289.8756
225.034725,,,289.986025
225.20885,,,290.025775
225.36175,,,290.059025
225.670275,,,290.068675
225.772925,,,290.17155
225.8463,,,290.350425
225.91375,,,290.52805
226.06345,,,290.648175
226.13775,,,290.759725
226.272825,,,290.87
226.3696,,,291.060275
226.465475,,,291.21975
226.553975,,,291.34085
226.865375,,,291.486525
226.9828,,,291.567475
227.053875,,,291.641425
227.235075,,,291.764875
227.383625,,,291.919275
227.614725,,,292.0083
227.667175,,,292.089275
227.970775,,,292.162975
228.05695,,,292.23005
228.142325,,,292.285575
228.313,,,292.324425
228.4838,,,292.426125
228.570925,,,292.5026
228.7066,,,292.895025
228.78275,,,292.959875
228.881775,,,293.083725
229.001725,,,293.16255
229.06875,,,293.209225
229.21145,,,293.30185
229.3008,,,293.362
229.3571,,,293.417
229.365875,,,293.543825
229.386925,,,293.5742
229.419675,,,293.66545
229.46985,,,293.753
229.582275,,,293.8252
229.64145,,,293.853575
229.702275,,,294.1843
229.78945,,,294.404975
229.96115,,,294.469575
230.144425,,,294.589425
230.18585,,,294.769075
230.21425,,,294.956875
230.222875,,,295.0726
230.336225,,,295.2086
230.39415,,,295.2323
230.4294,,,295.4096
230.504125,,,295.5425
230.527525,,,295.62855
230.566625,,,295.6659
230.607625,,,295.84875
230.634075,,,295.90415
230.6614,,,296.002925
230.6906,,,296.01785
230.754725,,,296.1414
230.778775,,,296.229675
230.7942,,,296.40595
230.8506,,,296.520225
230.891825,,,296.640775
230.94235,,,296.712575
231.005875,,,296.89725
231.032875,,,297.1847
231.19585,,,297.2495
231.3084,,,297.318275
231.3444,,,297.460575
231.39455,,,297.5295
231.44205,,,297.6225
231.5239,,,297.92335
231.616625,,,298.005625
231.660175,,,298.167875
231.773475,,,298.245875
231.87395,,,298.325825
231.9114,,,298.415875
231.937625,,,298.481175
231.972225,,,298.588125
232.03805,,,298.786225
232.1231,,,299.058375
232.235525,,,299.213875
232.374575,,,299.231925
232.483725,,,299.379675
232.53785,,,299.434175
232.60485,,,299.53325
232.6852,,,299.630925
232.784475,,,299.768475
232.823025,,,299.859
232.954675,,,299.989975
233.0208,,,300.02715
233.0589,,,300.206375
233.1587,,,300.321325
233.1966,,,300.416025
233.239225,,,300.487625
233.26895,,,300.590225
233.316675,,,300.65015
233.3966,,,300.752875
233.509625,,,300.91345
233.55205,,,300.98105
233.686875,,,301.123975
233.7351,,,301.189525
233.772375,,,301.24555
233.831125,,,
233.853075,,,
233.897475,,,
233.9575,,,
233.9891,,,
234.07365,,,
234.106875,,,
234.1688,,,
234.221325,,,
234.256075,,,
234.29845,,,
234.324775,,,
234.371125,,,
234.415375,,,
234.453275,,,
234.502925,,,
234.547225,,,
234.599025,,,
234.64085,,,
234.72055,,,
234.830325,,,
234.84605,,,
234.885725,,,
234.9485,,,
234.97205,,,
235.0177,,,
235.0622,,,
235.10795,,,
235.13785,,,
235.162775,,,
235.183175,,,
235.2355,,,
235.2871,,,
235.362225,,,
235.377925,,,
235.408775,,,
235.432825,,,
235.490625,,,
235.533175,,,
235.5686,,,
235.626775,,,
235.67645,,,
235.70775,,,
235.735025,,,
235.757475,,,
235.825025,,,
235.87005,,,
235.89635,,,
235.930675,,,
235.980225,,,
236.027,,,
236.039125,,,
236.069325,,,
236.12325,,,
236.14765,,,
236.177225,,,
236.251325,,,
236.290875,,,
236.348,,,
236.406225,,,
236.452825,,,
236.469325,,,
236.524225,,,
236.569325,,,
236.597725,,,
236.6359,,,
236.664175,,,
236.720875,,,
236.746225,,,
236.81615,,,
236.846575,,,
236.874025,,,
236.92525,,,
237.033875,,,
237.10445,,,
237.131275,,,
237.227175,,,
237.32145,,,
237.3763,,,
237.396175,,,
237.432975,,,
237.5035,,,
237.522075,,,
237.57725,,,
237.619925,,,
237.670775,,,
237.74035,,,
237.79815,,,
237.825525,,,
237.91785,,,
237.945775,,,
237.970525,,,
238.02255,,,
238.12285,,,
238.18235,,,
238.2152,,,
238.251675,,,
238.2837,,,
238.3702,,,
238.423875,,,
238.545125,,,
238.586925,,,
238.62995,,,
238.67025,,,
238.710425,,,
238.75365,,,
238.8367,,,
238.871475,,,
238.9081,,,
238.984825,,,
239.03645,,,
239.06775,,,
239.135225,,,
239.2056,,,
239.271,,,
239.351725,,,
239.432,,,
239.45845,,,
239.54775,,,
239.6186,,,
239.654275,,,
239.737825,,,
239.8583,,,
239.971925,,,
240.027875,,,
240.0786,,,
240.1825,,,
240.263575,,,
240.303325,,,
240.491025,,,
240.6042,,,
240.670575,,,
240.83845,,,
240.951,,,
241.022725,,,
241.067575,,,
241.078125,,,
241.1399,,,
241.153875,,,
241.190525,,,
241.22545,,,
241.270975,,,
241.314525,,,
241.396425,,,
241.471725,,,
241.516025,,,
241.568275,,,
241.62075,,,
241.708575,,,
241.769875,,,
241.85025,,,
241.909625,,,
241.929825,,,
241.95955,,,
241.997025,,,
242.09825,,,
242.169825,,,
242.2869,,,
242.322675,,,
242.402125,,,
242.465975,,,
242.6447,,,
242.752825,,,
242.8239,,,
242.925825,,,
242.990775,,,
243.02925,,,
243.09585,,,
243.119375,,,
243.14965,,,
243.1935,,,
243.238675,,,
243.3811,,,
243.516625,,,
243.5848,,,
243.668075,,,
243.726825,,,
243.76205,,,
243.8423,,,
243.9224,,,
243.97585,,,
244.068625,,,
244.142025,,,
244.187825,,,
244.25865,,,
244.351725,,,
244.459075,,,
244.574625,,,
244.67985,,,
244.7449,,,
244.8484,,,
244.95105,,,
245.155625,,,
245.2332,,,
245.30815,,,
245.4371,,,
245.501625,,,
245.5875,,,
245.722975,,,
245.814175,,,
245.90215,,,
245.995775,,,
246.0767,,,
246.19365,,,
246.27775,,,
246.409525,,,
246.5353,,,
246.624075,,,
246.69975,,,
246.905025,,,
246.980325,,,
247.016525,,,
247.095325,,,
247.204725,,,
247.27635,,,
247.35035,,,
247.434125,,,
247.545575,,,
247.6705,,,
247.813875,,,
247.953425,,,
248.02925,,,
248.134575,,,
248.2298,,,
248.334525,,,
248.544075,,,
248.7161,,,
248.7904,,,
248.858075,,,
248.91335,,,
248.99665,,,
249.024425,,,
249.071675,,,
249.174975,,,
249.206475,,,
249.39195,,,
249.522075,,,
249.73925,,,
249.805375,,,
249.855725,,,
250.0733,,,
250.130575,,,
250.3695,,,
250.52055,,,
250.75045,,,
250.8389,,,
251.06185,,,
251.27625,,,
251.4237,,,
251.4614,,,
251.4879,,,
251.54815,,,
251.5655,,,
251.612475,,,
251.8124,,,
251.8402,,,
251.870325,,,
251.96505,,,
252.024075,,,
252.159225,,,
252.26395,,,
252.317775,,,
252.366975,,,
252.48465,,,
252.527425,,,
252.575975,,,
252.82305,,,
252.854025,,,
252.918375,,,
253.0046,,,
253.157525,,,
253.20775,,,
253.30385,,,
253.462225,,,
253.54125,,,
253.825875,,,
254.009725,,,
254.194975,,,
254.609425,,,
254.688625,,,
254.896475,,,
254.99075,,,
255.037025,,,
255.062,,,
255.09995,,,
255.31185,,,
255.3668,,,
255.399175,,,
255.54865,,,
255.627875,,,
255.674725,,,
255.754025,,,
255.791675,,,
255.819275,,,
255.877175,,,
255.901125,,,
255.9399,,,
256.020475,,,
256.093375,,,
256.138475,,,
256.168825,,,
256.239775,,,
256.295725,,,
256.589725,,,
256.645725,,,
256.7067,,,
256.820825,,,
256.9955,,,
257.0989,,,
257.16955,,,
257.27485,,,
257.292425,,,
257.374575,,,
257.436475,,,
257.5237,,,
257.6201,,,
257.723625,,,
257.771,,,
257.8969,,,
258.00575,,,
258.135475,,,
258.14495,,,
258.212925,,,
258.3087,,,
258.386375,,,
258.461575,,,
258.600425,,,
258.6818,,,
258.790975,,,
258.83775,,,
259.021825,,,
259.07755,,,
259.130625,,,
259.283725,,,
259.40625,,,
259.504325,,,
259.63715,,,
259.830425,,,
259.859225,,,
260.154175,,,
260.21555,,,
260.38735,,,
260.466625,,,
260.540175,,,
260.832425,,,
261.19005,,,
261.460975,,,
261.553225,,,
261.797425,,,
262.07955,,,
262.287275,,,
262.36005,,,
263.058975,,,
263.275725,,,
263.39065,,,
263.66325,,,
264.4874,,,
264.561925,,,
264.6657,,,
264.681225,,,
264.99775,,,
265.088,,,
265.234925,,,
265.40945,,,
265.64395,,,
266.03195,,,
266.10685,,,
266.172775,,,
266.3141,,,
266.449725,,,
266.876675,,,
267.12905,,,
267.2046,,,
267.29385,,,
267.492075,,,
267.692425,,,
267.980625,,,
268.07065,,,
268.180275,,,
268.29925,,,
268.3639,,,
268.597275,,,
268.80195,,,
268.96875,,,
269.0121,,,
269.083075,,,
269.1446,,,
269.17975,,,
269.22025,,,
269.3404,,,
269.4281,,,
269.484725,,,
269.5175,,,
269.54965,,,
269.826625,,,
270.03615,,,
270.149225,,,
270.4541,,,
270.59735,,,
270.631125,,,
270.674225,,,
270.703075,,,
270.730375,,,
270.8173,,,
270.9596,,,
271.174025,,,
271.2369,,,
271.288625,,,
271.3847,,,
271.473125,,,
271.503575,,,
271.57475,,,
271.686,,,
271.774525,,,
271.90575,,,
271.9857,,,
272.02345,,,
272.094025,,,
272.163975,,,
272.2702,,,
272.307,,,
272.3648,,,
272.450075,,,
272.502525,,,
272.634575,,,
272.71445,,,
272.774775,,,
272.843525,,,
272.928375,,,
272.977375,,,
273.0051,,,
273.051225,,,
273.119575,,,
273.1644,,,
273.2125,,,
273.2231,,,
273.273725,,,
273.29285,,,
273.33,,,
273.3669,,,
273.3822,,,
273.3994,,,
273.428875,,,
273.4733,,,
273.485,,,
273.524225,,,
273.5914,,,
273.612875,,,
273.65875,,,
273.670425,,,
273.699225,,,
273.76345,,,
273.835025,,,
273.85525,,,
273.8849,,,
273.930225,,,
273.99005,,,
273.998575,,,
274.0194,,,
274.0826,,,
274.108625,,,
274.145575,,,
274.238575,,,
274.287075,,,
274.351875,,,
274.40265,,,
274.439825,,,
274.457275,,,
274.503075,,,
274.538275,,,
274.5833,,,
274.612225,,,
274.647375,,,
274.683325,,,
274.6942,,,
274.7632,,,
274.776775,,,
274.8139,,,
274.85655,,,
274.9059,,,
274.927825,,,
274.954125,,,
274.98625,,,
275.0377,,,
275.068175,,,
275.082,,,
275.13585,,,
275.167975,,,
275.2086,,,
275.246675,,,
275.25895,,,
275.3082,,,
275.331425,,,
275.36205,,,
275.41285,,,
275.461825,,,
275.512525,,,
275.5447,,,
275.567325,,,
275.608475,,,
275.652725,,,
275.6849,,,
275.7145,,,
275.75125,,,
275.771225,,,
275.8539,,,
275.868225,,,
275.894125,,,
275.90575,,,
275.935575,,,
275.978475,,,
276.0314,,,
276.0665,,,
276.10385,,,
276.1388,,,
276.160775,,,
276.18305,,,
276.242225,,,
276.291925,,,
276.345375,,,
276.37925,,,
276.3928,,,
276.417225,,,
276.443075,,,
276.5163,,,
276.55175,,,
276.576525,,,
276.628475,,,
276.654375,,,
276.67655,,,
276.717475,,,
276.797625,,,
276.8212,,,
276.83845,,,
276.904975,,,
276.9916,,,
277.015325,,,
277.037575,,,
277.0614,,,
277.07745,,,
277.120275,,,
277.143375,,,
277.158025,,,
277.19305,,,
277.246575,,,
277.283525,,,
277.321175,,,
277.382675,,,
277.457425,,,
277.470625,,,
277.54685,,,
277.59205,,,
277.61965,,,
277.659625,,,
277.71045,,,
277.76605,,,
277.818225,,,
277.876725,,,
277.921725,,,
277.96675,,,
278.02635,,,
278.081875,,,
278.10085,,,
278.1644,,,
278.198925,,,
278.2351,,,
278.27295,,,
278.31615,,,
278.36185,,,
278.40355,,,
278.455925,,,
278.487825,,,
278.543775,,,
278.586,,,
278.61985,,,
278.663525,,,
278.693475,,,
278.705275,,,
278.724975,,,
278.7946,,,
278.8442,,,
278.8852,,,
278.956325,,,
279.0077,,,
279.085925,,,
279.11245,,,
279.13255,,,
279.18435,,,
279.220275,,,
279.270175,,,
279.295425,,,
279.3737,,,
279.445625,,,
279.502325,,,
279.553125,,,
279.56825,,,
279.604625,,,
279.63475,,,
279.686825,,,
279.695475,,,
279.740225,,,
279.76745,,,
279.821825,,,
279.858625,,,
279.936825,,,
279.960225,,,
279.987275,,,
280.0594,,,
280.1002,,,
280.14885,,,
280.179275,,,
280.219225,,,
280.245725,,,
280.32595,,,
280.395725,,,
280.4799,,,
280.54315,,,
280.617125,,,
280.652525,,,
280.670475,,,
280.70485,,,
280.761925,,,
280.789225,,,
280.825175,,,
280.945525,,,
280.981125,,,
281.055475,,,
281.101875,,,
281.1483,,,
281.186475,,,
281.2306,,,
281.2741,,,
281.3176,,,
281.33515,,,
281.38005,,,
281.400175,,,
281.44675,,,
281.46275,,,
281.510525,,,
281.565975,,,
281.60035,,,
281.6386,,,
281.687425,,,
281.760025,,,
281.789,,,
281.8476,,,
281.92185,,,
281.9519,,,
281.99265,,,
282.044525,,,
282.058,,,
282.069425,,,
282.127725,,,
282.16285,,,
282.2003,,,
282.2361,,,
282.2892,,,
282.32245,,,
282.379825,,,
282.396225,,,
282.430125,,,
282.488825,,,
282.51295,,,
282.5513,,,
282.58185,,,
282.645625,,,
282.6695,,,
282.72245,,,
282.741325,,,
282.79295,,,
282.84485,,,
282.87995,,,
282.9174,,,
282.949725,,,
282.992725,,,
283.022925,,,
283.058025,,,
283.12215,,,
283.158925,,,
283.183475,,,
283.22895,,,
283.28105,,,
283.34325,,,
283.4946,,,
283.534725,,,
283.58295,,,
283.63985,,,
283.702175,,,
283.750175,,,
283.820275,,,
283.871425,,,
283.908775,,,
283.975625,,,
284.0505,,,
284.0686,,,
284.106075,,,
284.183075,,,
284.218075,,,
284.3077,,,
284.339075,,,
284.49515,,,
284.5786,,,
284.6217,,,
284.666725,,,
284.688075,,,
284.7313,,,
284.751025,,,
284.786625,,,
284.831825,,,
284.93395,,,
284.985025,,,
285.041525,,,
285.08795,,,
285.132525,,,
285.1662,,,
285.201875,,,
285.263175,,,
285.3119,,,
285.3221,,,
285.350775,,,
285.38675,,,
285.453075,,,
285.492175,,,
285.590525,,,
285.6233,,,
285.67515,,,
285.709625,,,
285.7359,,,
285.796175,,,
285.8572,,,
285.915075,,,
285.942825,,,
286.00345,,,
286.057075,,,
286.147625,,,
286.190925,,,
286.222375,,,
286.299425,,,
286.373125,,,
286.48565,,,
286.53255,,,
286.57685,,,
286.639,,,
286.664625,,,
286.7071,,,
286.733575,,,
286.77295,,,
286.831275,,,
286.9001,,,
286.970875,,,
287.0255,,,
287.11885,,,
287.261375,,,
287.283375,,,
287.3422,,,
287.38355,,,
287.443975,,,
287.523825,,,
287.5588,,,
287.63625,,,
287.718675,,,
287.815325,,,
287.894825,,,
287.936225,,,
288.007175,,,
288.0616,,,
288.142175,,,
288.281525,,,
288.348725,,,
288.401525,,,
288.544975,,,
288.57875,,,
288.70735,,,
288.817675,,,
288.876725,,,
288.978875,,,
289.0511,,,
289.147025,,,
289.297325,,,
289.400425,,,
289.446425,,,
289.49535,,,
289.525775,,,
289.550725,,,
289.68925,,,
289.78055,,,
289.83775,,,
289.9185,,,
290.0169,,,
290.0899,,,
290.158125,,,
290.210975,,,
290.253175,,,
290.283125,,,
290.351675,,,
290.510225,,,
290.58565,,,
290.6609,,,
290.706075,,,
290.738725,,,
290.8269,,,
290.861275,,,
290.878775,,,
290.9354,,,
290.9713,,,
291.01705,,,
291.07315,,,
291.20665,,,
291.29365,,,
291.320525,,,
291.3738,,,
291.430125,,,
291.516975,,,
291.67175,,,
291.893025,,,
291.932175,,,
291.963975,,,
292.0121,,,
292.043025,,,
292.10225,,,
292.259425,,,
292.335575,,,
292.4313,,,
292.49705,,,
292.553575,,,
292.62075,,,
292.664775,,,
292.726825,,,
292.740125,,,
292.807125,,,
292.88015,,,
292.924275,,,
293.00985,,,
293.067825,,,
293.1677,,,
293.23455,,,
293.285575,,,
293.355625,,,
293.445425,,,
293.54875,,,
293.59725,,,
293.745175,,,
293.81885,,,
293.95305,,,
294.039625,,,
294.1593,,,
294.23215,,,
294.31025,,,
294.48015,,,
294.583375,,,
294.664875,,,
294.7486,,,
294.803875,,,
294.94355,,,
294.999475,,,
295.033025,,,
295.138525,,,
295.22425,,,
295.3007,,,
295.430925,,,
295.494075,,,
295.527875,,,
295.5794,,,
295.613125,,,
295.6696,,,
295.711025,,,
295.933975,,,
296.028875,,,
296.33815,,,
296.3995,,,
296.450875,,,
296.573025,,,
296.761725,,,
296.820025,,,
296.8921,,,
296.989025,,,
297.1055,,,
297.19085,,,
297.38815,,,
297.483475,,,
297.581675,,,
297.609875,,,
297.662925,,,
297.710075,,,
297.771125,,,
297.9151,,,
298.0939,,,
298.15535,,,
298.20535,,,
298.263,,,
298.4288,,,
298.5262,,,
298.63915,,,
298.73005,,,
298.792825,,,
298.8927,,,
298.9622,,,
299.063125,,,
299.265525,,,
299.4943,,,
299.537525,,,
299.654875,,,
299.7128,,,
299.786925,,,
299.89495,,,
300.064275,,,
300.167775,,,
300.22365,,,
300.469775,,,
300.51795,,,
300.5631,,,
300.7558,,,
300.8467,,,
300.917925,,,
301.02695,,,
301.15085,,,
