SPK_SPKC03a,SPK_SPKC08a,SPK_SPKC09a,SPK_SPKC09b
13.928425,64.572675,102.47665,10.179625
13.9475,64.630725,102.530475,10.19375
13.967625,64.70665,102.5458,10.207325
13.983825,64.7309,102.58605,10.2166
14.016675,64.741575,102.72775,10.226275
14.03805,64.926475,102.836375,10.239075
14.05645,64.971225,102.8504,10.245175
14.0804,65.168375,102.888025,10.259225
14.09685,65.239775,103.040675,10.271125
14.111125,65.2928,103.063875,10.2867
14.131425,65.3074,103.18835,10.297125
14.15075,65.4975,103.38795,10.3119
14.16605,65.55175,103.42535,10.3199
14.195475,65.6257,103.643975,10.326725
14.209725,65.65495,103.8045,10.3382
14.220575,65.67895,103.826775,10.351225
14.226025,65.69385,103.891825,10.3703
14.238125,65.794475,103.941475,10.37825
14.243225,65.924175,103.959825,10.390775
14.2893,66.004525,103.985325,10.41585
14.316425,66.18825,104.1079,10.425425
14.323925,66.24445,104.2084,10.4502
14.333675,66.282925,104.240075,10.46965
14.3935,66.360125,104.308425,10.48865
14.42375,66.642175,104.363175,10.502625
14.4355,66.687275,104.71335,10.547825
14.4727,66.731425,104.727725,10.56
14.489,66.768,104.746225,10.583175
14.50655,66.887825,104.759675,10.600025
14.557175,67.00975,104.76955,10.6155
14.5754,67.287025,105.012375,10.62795
14.5982,67.3663,105.074925,10.66885
14.616175,67.5925,105.151775,10.67605
14.6378,67.67445,105.191975,10.687175
14.655425,67.749325,105.225425,10.695725
14.679275,67.816775,105.3756,10.705225
14.70645,68.113775,105.522225,10.713475
