SPK_SPKC06a (no effect),SPK_SPKC09a (excited),SPK_SPKC11a (no effect),SPK_SPKC11b (excited),SPK_SPKC13a (no effect),SPK_SPKC14a (no effect),SPK_SPKC15a (excited)
,330.5869,299.16875,,316.2053,226.1999,
,330.6093,299.185175,,316.24635,226.26565,
,330.720625,299.1929,,316.28385,226.348575,
,330.734475,299.203775,,316.301925,226.409975,
,330.7718,299.295225,,316.3432,226.424,
,330.78045,299.31765,,316.39225,226.4334,
,330.81985,299.32915,,316.430075,226.445725,
,330.862325,299.348475,,316.477075,226.44745,
,330.91155,299.381225,,316.498,226.47715,
,330.983425,299.398025,,316.51795,226.54225,
,330.9979,299.40875,,316.58705,226.6049,
,331.066775,299.433,,316.6437,226.643975,
,331.143175,299.447025,,316.664475,226.6816,
,331.190325,299.481875,,316.68545,226.7165,
,331.205425,299.5117,,316.723575,226.735575,
,331.2605,299.532675,,316.748725,226.75155,
,331.290775,299.55765,,316.762575,226.7889,
,331.3174,299.578875,,316.777125,226.808075,
,331.369525,299.61685,,316.7916,226.834125,
,331.3728,299.649475,,316.808575,226.8862,
,331.4239,299.669475,,316.8212,226.917925,
,331.498975,299.6934,,316.82875,226.96555,
,331.513425,299.71265,,316.842625,226.98875,
,331.5298,299.756175,,316.870725,227.038175,
,331.563425,299.7776,,316.90155,227.073825,
,331.7217,299.8023,,316.9173,227.1159,
,331.7774,299.8332,,316.954875,227.135525,
,331.819325,300.07305,,316.9852,227.168125,
,331.8358,300.230975,,317.004775,227.1896,
,331.8473,300.264825,,317.033175,227.22375,
,331.879125,300.2744,,317.067475,227.289475,
,331.894575,300.299025,,317.12225,227.3086,
,331.910375,300.316625,,317.14105,227.324825,
,331.915825,300.333425,,317.172225,227.336725,
,331.95,300.355625,,317.2215,227.416575,
,332.013625,300.52715,,317.251725,227.454725,
,332.068325,300.5865,,317.375325,227.500525,
,332.09,300.6281,,317.434825,227.54955,
,332.134925,300.669425,,317.45075,227.58145,
,332.1516,300.7156,,317.464175,227.602525,
,332.1687,300.734225,,317.4772,227.624325,
,332.1896,300.777975,,317.48615,227.668125,
,332.20705,300.860725,,317.4928,227.69505,
,332.22595,300.99565,,317.537625,227.741925,
,332.230175,301.05605,,317.549175,227.77505,
,332.2399,301.0739,,317.564775,227.8036,
,332.253825,301.0898,,317.581,227.841,
,332.279,301.1008,,317.6006,227.887225,
,332.3108,301.1469,,317.61465,227.926575,
,332.331275,301.31585,,317.6373,227.974225,
,332.363525,301.389975,,317.6483,228.0029,
,332.407425,301.409,,317.66125,228.0296,
,332.413525,301.4418,,317.684425,228.0552,
,332.43025,301.45635,,317.700425,228.0881,
,332.443675,301.5325,,317.754125,228.1166,
,332.464925,301.59495,,317.77425,228.1519,
,332.492775,301.62745,,317.80115,228.220525,
,332.5749,301.668,,317.887975,228.2573,
,332.695425,301.69285,,317.941675,228.32345,
,332.75915,301.7639,,318.01015,228.352125,
,332.771425,301.78975,,318.05285,228.384475,
,332.784,301.799675,,318.159025,228.399575,
,332.809125,301.818725,,318.207775,228.4087,
,332.8475,301.867975,,318.23705,228.4247,
,332.89485,301.8964,,318.263875,228.44955,
,332.906475,301.934475,,318.29875,228.474075,
,332.97925,301.956875,,318.31895,228.4969,
,333.02745,301.9722,,318.34615,228.50995,
,333.02885,302.00075,,318.366525,228.521725,
,333.0697,302.001875,,318.392725,228.5703,
,333.0958,302.0159,,318.432425,228.60205,
,333.1149,302.045425,,318.450625,228.62325,
,333.14095,302.10215,,318.51095,228.689025,
,333.186075,302.137625,,318.5296,228.704975,
,333.257025,302.16035,,318.575025,228.7541,
,333.2657,302.187225,,318.618,228.775725,
,333.3125,302.213925,,318.642375,228.800225,
,333.379975,302.2599,,318.653725,228.8303,
,333.4242,302.281725,,318.6644,228.8469,
,333.439525,302.3006,,318.6996,228.870775,
,333.440675,302.33575,,318.778225,228.8974,
,333.459075,302.3534,,318.846625,228.937125,
,333.48035,302.4314,,318.8844,228.957,
,333.482075,302.4528,,318.926425,228.99375,
,333.487475,302.493475,,318.9539,229.012725,
,333.559775,302.51295,,318.9672,229.03455,
,333.58125,302.550875,,318.984875,229.07385,
,333.609475,302.576925,,319.0037,229.105825,
,333.66375,302.589275,,319.017875,229.202575,
,333.67855,302.612,,319.035575,229.241175,
,333.71295,302.657125,,319.0612,229.2702,
,333.737025,302.685125,,319.0811,229.2994,
,333.8093,302.723725,,319.10765,229.338475,
,333.87605,302.7592,,319.13375,229.420275,
,333.98265,302.772125,,319.172575,229.456275,
,334.005475,302.78705,,319.186225,229.4851,
,334.021675,302.823125,,319.21105,229.570925,
,334.050775,302.878575,,319.2246,229.599975,
,334.0673,302.9016,,319.239875,229.604275,
,334.07845,302.96445,,319.267125,229.638075,
,334.125175,303.043825,,319.302275,229.674925,
,334.1547,303.082325,,319.328625,229.716675,
,334.214625,303.149725,,319.3615,229.7459,
,334.254175,303.21535,,319.3765,229.791375,
,334.307175,303.235075,,319.393975,229.8266,
,334.3374,303.24405,,319.4152,229.863475,
,334.364725,303.256575,,319.43215,229.922,
,334.387475,303.2701,,319.437825,229.969175,
,334.4127,303.346675,,319.4574,229.986675,
,334.452325,303.435525,,319.483775,230.057825,
,334.47215,303.468075,,319.497425,230.087775,
,334.49765,303.479475,,319.519425,230.115025,
,334.52455,303.496375,,319.554625,230.13435,
,334.54755,303.515725,,319.619875,230.157425,
,334.617175,303.569475,,319.6401,230.192325,
,334.670875,303.592025,,319.66165,230.22535,
,334.766625,303.619625,,319.6903,230.265,
,334.815675,303.6974,,319.7111,230.306075,
,334.828,303.711825,,319.734525,230.3475,
,334.888975,303.7317,,319.7579,230.37655,
,334.906375,303.77235,,319.79835,230.41415,
,334.9579,303.8011,,319.82565,230.520825,
,334.9847,303.8212,,319.86595,230.547275,
,335.0006,303.851875,,319.906725,230.566725,
,335.027125,303.86565,,319.940775,230.598925,
,335.106625,303.9076,,319.968475,230.671725,
,335.11485,303.99725,,320.01505,230.683525,
,335.1824,304.0509,,320.052425,230.715575,
,335.198775,304.0866,,320.088525,230.755925,
,335.232875,304.123475,,320.11005,230.79925,
,335.24695,304.28735,,320.13375,230.88045,
,335.306325,304.30735,,320.190775,230.919525,
,335.322025,304.3309,,320.21805,230.9506,
,335.376975,304.41415,,320.27335,230.983975,
,335.380775,304.443375,,320.287825,230.99615,
,335.390775,304.460775,,320.317975,231.0381,
,335.402275,304.49805,,320.343675,231.0672,
,335.451725,304.518675,,320.37425,231.102175,
,335.506475,304.545325,,320.4205,231.1938,
,335.52965,304.56925,,320.44785,231.2288,
,335.556375,304.588075,,320.476775,231.272575,
,335.5634,304.65795,,320.532975,231.345475,
,335.607375,304.720325,,320.563925,231.39215,
,335.6102,304.747325,,320.594725,231.444275,
,335.66265,304.779975,,320.622675,231.456675,
,335.6896,304.7919,,320.65775,231.474375,
,335.73585,304.806675,,320.683525,231.5144,
,335.759275,304.818625,,320.723225,231.5486,
,335.8147,304.844225,,320.80225,231.579325,
,335.824425,304.854325,,320.8681,231.607175,
,335.860475,304.86485,,320.895075,231.630425,
,335.894825,304.8818,,320.913775,231.68385,
,335.949875,304.93595,,320.9204,231.716025,
,335.989675,304.960325,,320.929125,231.78585,
,336.054075,304.998225,,320.935625,231.8348,
,336.0786,305.03195,,320.944425,231.85415,
,336.10285,305.085875,,320.9521,231.876625,
,336.179175,305.101975,,320.963075,231.8985,
,336.23535,305.13305,,321.049575,231.937225,
,336.270425,305.17485,,321.073225,231.9685,
,336.332625,305.198275,,321.083375,231.98465,
,336.346775,305.23855,,321.099825,232.0123,
,336.364375,305.2636,,321.118275,232.03395,
,336.389575,305.284975,,321.218625,232.089875,
,336.412875,305.323225,,321.255975,232.1287,
,336.42925,305.357525,,321.27055,232.161525,
,336.47835,305.374,,321.2918,232.182175,
,336.5213,305.402575,,321.312675,232.202625,
,336.576425,305.416625,,321.33465,232.22775,
,336.711475,305.4323,,321.37505,232.245275,
,336.75075,305.4472,,321.426275,232.285875,
,336.824875,305.458125,,321.44955,232.322075,
,336.862475,305.481725,,321.46415,232.349625,
,336.888375,305.49485,,321.47465,232.370075,
,336.996175,305.517725,,321.48655,232.420825,
,337.0247,305.53475,,321.50435,232.440825,
,337.0432,305.54865,,321.521775,232.51075,
,337.08605,305.564475,,321.533925,232.52955,
,337.111675,305.606375,,321.573025,232.54795,
,337.143325,305.62685,,321.63065,232.57465,
,337.20795,305.651075,,321.661175,232.60845,
,337.230175,305.66575,,321.681425,232.6255,
,337.246575,305.6866,,321.712175,232.637,
,337.338925,305.714225,,321.72805,232.663675,
,337.398525,305.749075,,321.753675,232.684475,
,337.4002,305.788425,,321.779525,232.744825,
,337.408,305.902475,,321.80115,232.8007,
,337.496925,305.94315,,321.8803,232.80255,
,337.51155,305.961025,,321.908275,232.818925,
,337.548,305.974225,,321.9416,232.8362,
,337.6043,306.0003,,321.9568,232.856875,
,337.614975,306.01225,,321.976325,232.893675,
,337.638625,306.031175,,321.98855,232.918075,
,337.722175,306.10665,,322.0013,232.960775,
,337.831625,306.181025,,322.011425,233.002225,
,337.935275,306.2532,,322.02225,233.0267,
,337.952725,306.274125,,322.036825,233.0526,
,337.986825,306.329875,,322.052775,233.069875,
,338.01285,306.3532,,322.08455,233.103975,
,338.035925,306.403025,,322.096625,233.116875,
,338.055,306.49905,,322.117325,233.133575,
,338.078975,306.519625,,322.130975,233.171575,
,338.119225,306.556325,,322.152925,233.192375,
,338.144575,306.568425,,322.171125,233.21065,
,338.162525,306.604625,,322.1873,233.2349,
,338.251075,306.694125,,322.198875,233.262975,
,338.259975,306.74025,,322.21355,233.2802,
,338.2652,306.77575,,322.24715,233.304825,
,338.272875,306.8435,,322.28125,233.32965,
,338.285375,306.887775,,322.296275,233.346,
,338.373925,307.134625,,322.316525,233.388875,
,338.3789,307.15245,,322.3605,233.396025,
,338.400125,307.167,,322.398275,233.4036,
,338.433375,307.186875,,322.431675,233.413775,
,338.53925,307.2089,,322.46405,233.451975,
,338.57325,307.440725,,322.50255,233.468075,
,338.58565,307.466925,,322.52185,233.491,
,338.604075,307.501725,,322.542225,233.5417,
,338.618075,307.534275,,322.575775,233.57585,
,338.636975,307.587425,,322.6019,233.613575,
,338.64205,307.762975,,322.634625,233.6806,
,338.65295,307.811175,,322.659975,233.69455,
,338.682825,307.8268,,322.6885,233.72985,
,338.711,307.83955,,322.737325,233.765125,
,338.755075,307.877,,322.813925,233.8359,
,338.76765,307.89645,,322.84785,233.903825,
,338.776075,307.9232,,322.862025,233.91825,
,338.821375,307.94145,,322.86865,233.945525,
,338.861425,307.956675,,322.9061,233.968575,
,338.908075,307.979975,,322.93065,233.995325,
,338.94805,308.02295,,322.962325,234.024175,
,338.98735,308.03995,,323.00475,234.04805,
,339.130325,308.102275,,323.077625,234.110225,
,339.1433,308.1184,,323.11535,234.132675,
,339.1548,308.138125,,323.16175,234.171775,
,339.170225,308.1769,,323.188125,234.215575,
,339.1884,308.2125,,323.217425,234.266725,
,339.216475,308.22405,,323.24025,234.28335,
,339.242,308.2534,,323.266225,234.3143,
,339.278925,308.28395,,323.302525,234.3641,
,339.301775,308.30495,,323.39335,234.394775,
,339.307925,308.32375,,323.4304,234.430575,
,339.340175,308.3441,,323.460975,234.483675,
,339.39575,308.37795,,323.476375,234.50445,
,339.429025,308.398925,,323.497525,234.560375,
,339.474975,308.467675,,323.529175,234.6025,
,339.51785,308.516675,,323.57085,234.643575,
,339.5536,308.536025,,323.607,234.75195,
,339.5738,308.576325,,323.699625,234.788575,
,339.612675,308.6232,,323.7799,234.820425,
,339.634675,308.6533,,323.8045,234.84855,
,339.673175,308.680475,,323.8135,234.90665,
,339.746775,308.709175,,323.821125,234.943625,
,339.756125,308.71985,,323.83,235.01615,
,339.788275,308.747,,323.83775,235.050475,
,339.792775,308.77395,,323.845175,235.09765,
,339.830925,308.8046,,323.8536,235.1476,
,339.90025,308.832925,,323.857675,235.1854,
,339.9301,308.87165,,323.86765,235.27155,
,340.01145,308.895075,,323.9042,235.3207,
,340.05625,308.918325,,323.960525,235.382725,
,340.067225,308.93765,,323.978075,235.42315,
,340.080525,308.996575,,323.997225,235.47915,
,340.111,309.022975,,324.009275,235.53665,
,340.13095,309.074925,,324.0413,235.609075,
,340.13325,309.1155,,324.0573,235.63685,
,340.166775,309.12795,,324.069025,235.673225,
,340.20405,309.148075,,324.0789,235.709175,
,340.386575,309.178825,,324.085275,235.734,
,340.449975,309.211325,,324.0944,235.765425,
,340.49,309.238375,,324.11505,235.79245,
,340.519175,309.26265,,324.120775,235.81205,
,340.572825,309.330175,,324.122375,235.84605,
,340.6284,309.352125,,324.154775,235.87795,
,340.6503,309.381725,,324.172025,235.908575,
,340.7896,309.400825,,324.1882,235.9376,
,340.8348,309.4114,,324.2178,235.950675,
,340.855875,309.42035,,324.24185,235.970725,
,340.87225,309.4468,,324.29215,235.9989,
,340.9286,309.46055,,324.3242,236.03505,
,341.0027,309.4916,,324.3694,236.071575,
,341.05255,309.53645,,324.383225,236.137825,
,341.084175,309.549575,,324.412025,236.17775,
,341.11755,309.572975,,324.436625,236.2226,
,341.155,309.590525,,324.47205,236.249825,
,341.1641,309.613825,,324.530275,236.253975,
,341.2342,309.6542,,324.599275,236.30795,
,341.343075,309.66655,,324.6358,236.321325,
,341.356325,309.681925,,324.66455,236.33255,
,341.430775,309.901125,,324.6767,236.343475,
,341.4426,309.93855,,324.689825,236.357575,
,341.4831,309.9562,,324.7184,236.368725,
,341.50415,309.9934,,324.73015,236.389425,
,341.520125,310.03525,,324.7587,236.4151,
,341.5264,310.059525,,324.780725,236.43205,
,341.534975,310.082675,,324.800025,236.4558,
,341.545575,310.15065,,324.81085,236.5053,
,341.5642,310.22425,,324.898625,236.51645,
,341.569725,310.248275,,324.9345,236.526325,
,341.609725,310.265775,,324.978975,236.53755,
,341.6595,310.29925,,325.012925,236.597175,
,341.696425,310.315525,,325.078,236.621475,
,341.7938,310.331,,325.102475,236.64245,
,341.85445,310.35145,,325.1251,236.660775,
,341.870675,310.381175,,325.14725,236.718175,
,341.959675,310.454775,,325.16775,236.7604,
,342.0052,310.500425,,325.1873,236.78255,
,342.04535,310.53865,,325.2174,236.791275,
,342.093625,310.552675,,325.245625,236.82775,
,342.1643,310.562525,,325.275275,236.8676,
,342.18275,310.58545,,325.296375,236.88415,
,342.222575,310.5977,,325.31045,236.909825,
,342.242875,310.60905,,325.3926,236.940975,
,342.271275,310.620525,,325.42185,236.95555,
,342.3147,310.66955,,325.459575,236.977725,
,342.350575,310.7156,,325.486125,237.02305,
,342.36805,310.737525,,325.505,237.0693,
,342.371275,310.7576,,325.542875,237.08905,
,342.385475,310.773475,,325.562775,237.096275,
,342.440375,310.790125,,325.605125,237.119425,
,342.4882,310.812475,,325.689025,237.15295,
,342.548925,310.829125,,325.76455,237.1646,
,342.593125,310.848025,,325.869075,237.17635,
,342.6073,310.85505,,325.881675,237.1834,
,342.60845,310.861425,,325.8898,237.201275,
,342.6534,310.882175,,325.903,237.227225,
,342.6953,310.908125,,325.917425,237.24045,
,342.76955,310.9234,,325.93565,237.263275,
,342.804525,310.955675,,325.9692,237.3264,
,342.814325,310.965075,,326.002625,237.34555,
,342.827625,310.975825,,326.0534,237.374725,
,342.866975,310.9864,,326.0786,237.394825,
,342.879275,311.006125,,326.093425,237.4164,
,342.892575,311.0374,,326.12735,237.4498,
,342.899625,311.050175,,326.1514,237.48005,
,342.90755,311.058125,,326.192,237.48565,
,342.917,311.069275,,326.214125,237.501825,
,342.9232,311.0791,,326.25325,237.525675,
,342.9765,311.127525,,326.2854,237.565425,
,342.9963,311.153325,,326.32765,237.58515,
,342.99965,311.177025,,326.34505,237.611325,
,343.0116,311.199825,,326.379425,237.655,
,343.016975,311.211625,,326.419975,237.714075,
,343.172225,311.2243,,326.4726,237.778475,
,343.180225,311.247425,,326.540725,237.80745,
,343.2214,311.261325,,326.60475,237.83735,
,343.2516,311.318525,,326.638275,237.877775,
,343.319175,311.34835,,326.6558,237.909425,
,343.417175,311.42255,,326.6688,237.911675,
,343.450875,311.4635,,326.704875,237.952075,
,343.472775,311.583825,,326.719425,238.014525,
,343.502,311.619775,,326.72105,238.075775,
,343.550625,311.66575,,326.73055,238.144575,
,343.571125,311.695975,,326.746225,238.16215,
,343.617525,311.750275,,326.753125,238.1891,
,343.6293,311.8125,,326.768825,238.2015,
,343.66195,311.83325,,326.77955,238.227625,
,343.74475,311.8487,,326.81335,238.237125,
,343.768825,311.886225,,326.83375,238.27845,
,343.770125,311.923175,,326.851025,238.293825,
,343.80065,311.9849,,326.87315,238.3082,
,343.805225,312.09175,,326.90415,238.32475,
,343.919475,312.1178,,326.91565,238.344775,
,343.9374,312.1366,,326.9377,238.3626,
,343.964925,312.1511,,326.951175,238.4076,
,343.99735,312.16205,,326.961725,238.44395,
,344.0253,312.18365,,326.994325,238.471275,
,344.047425,312.20195,,327.013275,238.509575,
,344.0707,312.227175,,327.024475,238.535225,
,344.078675,312.262875,,327.046475,238.5612,
,344.09235,312.30315,,327.06215,238.59055,
,344.104325,312.3168,,327.07645,238.60235,
,344.139075,312.334125,,327.15185,238.615675,
,344.1621,312.370825,,327.17685,238.646225,
,344.1851,312.391575,,327.231825,238.707025,
,344.201525,312.405425,,327.27095,238.7349,
,344.235375,312.42785,,327.293175,238.7854,
,344.281675,312.47715,,327.3576,238.82215,
,344.335825,312.531575,,327.391875,238.835075,
,344.363325,312.635775,,327.42165,238.8573,
,344.3861,312.675925,,327.457975,238.880325,
,344.4178,312.7099,,327.5457,239.03255,
,344.421175,312.742375,,327.57745,239.0697,
,344.4557,312.785875,,327.595125,239.085675,
,344.461275,312.847825,,327.621475,239.097475,
,344.46915,312.863025,,327.65875,239.1187,
,344.5097,312.8989,,327.709925,239.131425,
,344.518825,312.937575,,327.742425,239.17645,
,344.521925,313.034575,,327.776825,239.288025,
,344.5401,313.067475,,327.7973,239.326025,
,344.563675,313.09615,,327.8185,239.362625,
,344.58495,313.1297,,327.864925,239.4143,
,344.613225,313.1735,,327.894525,239.46635,
,344.6203,313.23435,,327.906775,239.509075,
,344.62485,313.258225,,327.919925,239.51995,
,344.629675,313.2859,,327.9506,239.5431,
,344.645825,313.3158,,327.977125,239.61385,
,344.6481,313.3316,,328.02605,239.645675,
,344.704525,313.355175,,328.060075,239.71215,
,344.712,313.38575,,328.111225,239.731525,
,344.7216,313.402125,,328.145625,239.746475,
,344.7607,313.42385,,328.1631,239.7739,
,344.776025,313.438925,,328.1847,239.802375,
,344.782575,313.4498,,328.18975,239.83955,
,344.815275,313.46625,,328.22375,239.861675,
,344.818175,313.477525,,328.27455,239.8882,
,344.82995,313.509925,,328.3168,239.916475,
,344.8677,313.7252,,328.358475,239.97995,
,344.885525,313.751075,,328.38985,240.0075,
,344.9049,313.76195,,328.417675,240.046525,
,344.945725,313.782325,,328.4448,240.0736,
,345.010275,313.7954,,328.469175,240.10065,
,345.027125,313.813775,,328.4957,240.14745,
,345.050125,313.837325,,328.535375,240.1708,
,345.071075,313.853875,,328.5537,240.200675,
,345.1093,313.8852,,328.60995,240.238225,
,345.203975,313.917025,,328.635025,240.263025,
,345.2341,313.939725,,328.65315,240.288025,
,345.2835,313.959125,,328.67335,240.380475,
,345.319075,313.9774,,328.689875,240.389925,
,345.353175,314.001625,,328.698725,240.4045,
,345.44605,314.029975,,328.713675,240.406275,
,345.470025,314.051075,,328.731,240.42405,
,345.4969,314.081775,,328.754525,240.464375,
,345.51245,314.1171,,328.77185,240.4746,
,345.5357,314.15195,,328.789675,240.494875,
,345.5736,314.168675,,328.805825,240.534125,
,345.616525,314.208325,,328.8114,240.556075,
,345.631775,314.25395,,328.829775,240.565225,
,345.652675,314.2805,,328.8518,240.599575,
,345.657075,314.313475,,328.871675,240.655475,
,345.739925,314.3377,,328.882725,240.688375,
,345.771175,314.38095,,328.896825,240.700675,
,345.8116,314.401925,,328.9257,240.731525,
,345.8385,314.430575,,328.933575,240.759825,
,345.84865,314.47765,,328.940175,240.78675,
,345.89265,314.5213,,328.957375,240.834425,
,345.922075,314.577775,,328.971525,240.875275,
,345.931725,314.6465,,328.9905,240.947475,
,346.058975,314.689325,,328.99175,240.9709,
,346.084775,314.708575,,329.022675,241.0202,
,346.10995,314.723975,,329.037075,241.0339,
,346.132675,314.78195,,329.0483,241.049075,
,346.18685,314.807775,,329.0727,241.073625,
,346.21355,314.845575,,329.09315,241.101025,
,346.266425,314.877775,,329.121175,241.1185,
,346.296475,314.9471,,329.20215,241.153025,
,346.372875,314.99085,,329.21715,241.19715,
,346.400925,315.0211,,329.292,241.32265,
,346.442475,315.0491,,329.309875,241.351575,
,346.47905,315.06055,,329.34015,241.393175,
,346.51905,315.074475,,329.371775,241.45865,
,346.54,315.08755,,329.41465,241.497,
,346.587025,315.1064,,329.53375,241.521825,
,346.61735,315.154575,,329.57845,241.5354,
,346.72505,315.21225,,329.6677,241.575075,
,346.786025,315.30715,,329.68495,241.6015,
,346.842775,315.3313,,329.691875,241.628925,
,346.89445,315.348675,,329.7015,241.66475,
,346.927075,315.385775,,329.706225,241.67825,
,346.93125,315.40095,,329.715,241.716475,
,346.9725,315.410825,,329.744775,241.7366,
,346.99765,315.415425,,329.80495,241.73875,
,347.059775,315.422,,329.90935,241.755125,
,347.104625,315.428725,,329.94765,241.76715,
,347.186225,315.43535,,330.006325,241.804325,
,347.225425,315.445,,330.047225,241.845975,
,347.256025,315.47315,,330.05245,241.875675,
,347.3043,315.5047,,330.056825,241.88815,
,347.353425,315.516925,,330.06155,241.911975,
,347.3762,315.527375,,330.067975,241.93315,
,347.40035,315.535425,,330.07995,241.944625,
,347.439325,315.54385,,330.0935,242.022575,
,347.44795,315.5583,,330.100325,242.05545,
,347.492525,315.57235,,330.115975,242.115,
,347.50705,315.586975,,330.142,242.16335,
,347.529425,315.5982,,330.163925,242.185075,
,347.629925,315.608925,,330.1825,242.27505,
,347.633025,315.638725,,330.22485,242.278525,
,347.66345,315.650675,,330.23695,242.290775,
,347.6851,315.6604,,330.246,242.300975,
,347.712775,315.677375,,330.267125,242.32515,
,347.7753,315.722,,330.271725,242.33815,
,347.7842,315.7397,,330.2808,242.341225,
,347.81715,315.758875,,330.301725,242.3546,
,347.82695,315.778225,,330.33395,242.390825,
,347.833825,315.797575,,330.347775,242.41295,
,347.87,315.825775,,330.37955,242.416025,
,347.9089,315.85855,,330.39145,242.43785,
,347.934675,315.889675,,330.42435,242.469325,
,347.959,315.922375,,330.471775,242.493975,
,347.96985,315.94975,,330.492725,242.511425,
,347.9786,316.0464,,330.548,242.56505,
,347.9877,316.0937,,330.57085,242.599875,
,347.9918,316.1142,,330.61315,242.677425,
,348.00815,316.13875,,330.634125,242.69775,
,348.023025,316.2647,,330.6552,242.734575,
,348.039675,316.295925,,330.6884,242.759275,
,348.046675,316.3287,,330.729,242.786175,
,348.0531,316.4842,,330.769675,242.81125,
,348.064225,316.52445,,330.8215,242.8257,
,348.083775,316.573925,,330.8621,242.85035,
,348.091425,316.61785,,330.8977,242.88175,
,348.110025,316.657125,,330.918175,242.88695,
,348.120575,316.68025,,330.936975,242.908725,
,348.25625,316.73025,,330.97045,242.9461,
,348.266675,316.746475,,330.993075,242.981375,
,348.2851,316.765225,,331.0099,243.0262,
,348.287375,316.778575,,331.033675,243.040075,
,348.297575,316.79775,,331.055,243.058075,
,348.3354,316.8152,,331.107325,243.0724,
,348.3431,316.823825,,331.165175,243.1025,
,348.369,316.84185,,331.219075,243.1464,
,348.3797,316.85295,,331.25715,243.21025,
,348.385025,316.87335,,331.274225,243.349875,
,348.3995,316.8862,,331.29255,243.3672,
,348.432875,316.906175,,331.3117,243.374025,
,348.45155,316.9447,,331.35265,243.398425,
,348.483375,316.973725,,331.38565,243.43735,
,348.52015,317.016325,,331.4054,243.451675,
,348.526875,317.066875,,331.420825,243.480225,
,348.55875,317.1051,,331.457325,243.507125,
,348.580075,317.13645,,331.47845,243.5249,
,348.5935,317.1698,,331.51825,243.5519,
,348.62805,317.227325,,331.548225,243.5621,
,348.6301,317.264325,,331.638225,243.5905,
,348.6509,317.312675,,331.668725,243.612325,
,348.667475,317.441775,,331.689,243.6513,
,348.72555,317.4582,,331.721925,243.659275,
,348.72805,317.474025,,331.763575,243.7131,
,348.816325,317.4933,,331.811375,243.7356,
,348.835,317.51195,,331.885425,243.76095,
,348.961675,317.546,,331.9003,243.775125,
,349.0189,317.5608,,331.915525,243.7938,
,349.07715,317.592,,331.95705,243.814975,
,349.11295,317.61665,,331.98145,243.8451,
,349.140475,317.637825,,331.99485,243.88525,
,349.199625,317.65015,,332.0146,243.917575,
,349.23135,317.66595,,332.0336,243.941775,
,349.23475,317.687225,,332.049425,243.964775,
,349.25105,317.708175,,332.069175,243.986375,
,349.253875,317.732875,,332.08865,244.01795,
,349.27015,317.7773,,332.1063,244.0381,
,349.320675,317.88015,,332.120125,244.053275,
,349.34875,317.9318,,332.13695,244.083325,
,349.36435,317.968675,,332.192175,244.09665,
,349.38735,317.99775,,332.21075,244.108825,
,349.48075,318.032975,,332.2261,244.16785,
,349.508125,318.132,,332.24005,244.17765,
,349.527025,318.19445,,332.272,244.211325,
,349.543125,318.232225,,332.298875,244.227275,
,349.58035,318.2705,,332.316175,244.252825,
,349.61965,318.2858,,332.368025,244.34825,
,349.6683,318.314,,332.41535,244.405625,
,349.715625,318.329775,,332.430375,244.436325,
,349.745575,318.3584,,332.467875,244.45535,
,349.828575,318.376025,,332.50375,244.510675,
,349.8382,318.40985,,332.53685,244.5374,
,349.842725,318.438375,,332.567675,244.62405,
,349.876625,318.454225,,332.617925,244.667275,
,349.96275,318.522675,,332.6644,244.6836,
,349.995825,318.549525,,332.739575,244.718375,
,350.010875,318.57815,,332.7654,244.737875,
,350.0485,318.606775,,332.778375,244.7638,
,350.156425,318.619625,,332.792375,244.78325,
,350.172825,318.637425,,332.810075,244.820175,
,350.2779,318.649375,,332.830825,244.852225,
,350.3561,318.66595,,332.849025,244.86445,
,350.370125,318.713375,,332.865775,244.91255,
,350.403075,318.758925,,332.89325,244.95265,
,350.40965,318.840775,,332.917875,245.01655,
,350.415875,318.8818,,332.95075,245.052075,
,350.419875,318.917975,,332.9949,245.1609,
,350.4304,318.950775,,333.0225,245.1774,
,350.4429,318.96685,,333.05065,245.195225,
,350.510525,318.979525,,333.072325,245.224575,
,350.54805,319.014025,,333.10145,245.2566,
,350.616975,319.05615,,333.122625,245.282575,
,350.686675,319.083325,,333.153325,245.3072,
,350.721625,319.17895,,333.212925,245.351925,
,350.722625,319.196325,,333.26035,245.373025,
,350.7402,319.214,,333.296525,245.39025,
,350.76015,319.22465,,333.419375,245.403025,
,350.769325,319.239475,,333.432025,245.44855,
,350.778925,319.25175,,333.442425,245.458525,
,350.7837,319.307,,333.4458,245.48655,
,350.796825,319.33275,,333.4531,245.499275,
,350.80565,319.3662,,333.4567,245.51805,
,350.871925,319.382675,,333.46155,245.568125,
,350.918175,319.3957,,333.474875,245.589575,
,350.987975,319.447625,,333.47825,245.64445,
,351.0234,319.459825,,333.48425,245.674925,
,351.050025,319.47935,,333.5215,245.697625,
,351.075,319.50985,,333.569075,245.716825,
,351.080675,319.526625,,333.59945,245.727275,
,351.089325,319.597,,333.625425,245.74775,
,351.123175,319.615125,,333.6535,245.761725,
,351.12985,319.63035,,333.70475,245.78765,
,351.166575,319.64765,,333.714525,245.8135,
,351.201325,319.66295,,333.7262,245.8461,
,351.2427,319.711575,,333.742725,245.86705,
,351.281875,319.7582,,333.761525,245.89695,
,351.34335,319.865225,,333.780775,245.918725,
,351.376225,319.9504,,333.795625,245.938,
,351.3851,319.9827,,333.810875,245.9551,
,351.388575,320.008775,,333.824175,245.9826,
,351.42525,320.1277,,333.844375,246.00445,
