SPK_SPKC06a (no effect),SPK_SPKC09a (excited),SPK_SPKC11a (no effect),SPK_SPKC11b (excited),SPK_SPKC13a (no effect),SPK_SPKC14a (no effect),SPK_SPKC15a (excited)
289.465775,138.309225,101.61395,147.590525,116.6771,60.324175,227.345675
289.82475,138.322975,101.6216,147.666975,116.707375,60.35365,227.3498
290.0656,138.350075,101.639525,147.6997,116.7377,60.3694,227.363625
290.360425,138.370325,101.7301,147.75145,116.758575,60.395125,227.39555
290.43455,138.392225,101.74765,147.805625,116.790475,60.4302,227.448575
290.468225,138.42065,101.77065,147.852625,116.844025,60.460175,227.530125
290.483725,138.453375,101.777875,147.893525,116.874425,60.4842,227.6415
290.650675,138.474275,101.793275,148.092,116.9204,60.50315,227.7632
290.74305,138.500325,101.849725,148.2243,116.976575,60.518475,227.845275
290.8932,138.52335,101.873125,148.2735,117.01085,60.5605,227.86325
290.979425,138.543825,101.883,148.29935,117.024725,60.578375,227.91135
291.411125,138.5541,101.916725,148.60435,117.035525,60.61465,228.01195
291.50345,138.565125,102.0064,148.81245,117.052875,60.647225,228.026125
291.524075,138.586725,102.049925,148.851,117.0785,60.681975,228.147025
292.248675,138.61895,102.147975,148.8846,117.097025,60.714275,228.164
292.4363,138.659675,102.173475,148.90915,117.14425,60.757825,228.173275
292.504575,138.7524,102.19685,148.96575,117.188825,60.78325,228.2174
292.60665,138.7747,102.25715,149.04545,117.2033,60.8047,228.2332
292.9799,138.804625,102.352575,149.103725,117.294925,60.82,228.2403
293.099675,138.8281,102.380175,149.1913,117.314225,60.8434,228.277775
293.2546,138.881375,102.408125,149.2332,117.33315,60.8612,228.318225
293.315875,138.90435,102.429575,149.284025,117.365075,60.875525,228.34045
293.3509,138.949225,102.4404,149.307,117.3762,60.896675,228.391825
293.360075,138.997225,102.46005,149.3318,117.392975,60.91395,228.4386
293.421,139.015775,102.539975,149.401875,117.40105,60.9366,228.4734
293.58255,139.035325,102.596275,149.471875,117.4376,60.96005,228.47755
293.62835,139.047125,102.638625,149.5079,117.455175,60.9732,228.496125
293.693475,139.064075,102.657575,149.55345,117.49625,61.00225,228.608525
293.746025,139.11,102.676075,149.599475,117.579675,61.028875,228.715975
293.7996,139.13295,102.688325,149.63335,117.603125,61.0479,228.730775
293.832875,139.179025,102.710875,149.67845,117.64105,61.065725,228.828
293.861875,139.201775,102.712525,149.8969,117.6516,61.083225,228.912025
293.868525,139.20465,102.726575,150.023825,117.7383,61.114875,228.996125
294.0872,139.235175,102.748925,150.102425,117.7484,61.16175,229.086075
294.167925,139.260375,102.79995,150.3029,117.781575,61.184275,229.152975
294.19715,139.314225,102.857825,150.390375,117.8052,61.201575,229.173025
294.2817,139.3414,102.88975,150.4477,117.851775,61.2582,229.187825
294.37775,139.3637,102.90345,150.4859,117.87445,61.2667,229.417175
294.466525,139.380475,102.937275,150.522775,117.930825,61.284325,229.43715
294.689325,139.4337,102.95935,150.5604,117.95585,61.297475,229.490625
294.750275,139.4597,102.968825,150.607575,117.9704,61.325025,229.508375
295.01635,139.487475,102.9724,150.732625,117.978275,61.34735,229.5407
295.22905,139.530725,102.98975,150.7475,118.00195,61.36915,229.607225
295.445225,139.5706,103.0072,150.802275,118.032625,61.38925,229.657325
295.53115,139.63555,103.01465,150.866175,118.080625,61.398925,229.684875
295.5468,139.703925,103.036475,150.8941,118.093475,61.41835,229.782675
295.7055,139.735925,103.0487,150.918925,118.11045,61.46075,229.805625
295.74125,139.78715,103.0728,150.946625,118.126475,61.477875,229.840075
295.8613,139.80025,103.08455,150.96655,118.1594,61.497775,229.8591
295.867975,139.8433,103.16755,150.994175,118.175525,61.5201,229.88085
295.982425,139.8692,103.1799,151.007225,118.2266,61.541,229.995925
296.07915,139.905975,103.205275,151.08555,118.271675,61.550875,230.053975
296.21445,139.9323,103.2358,151.195775,118.296225,61.570675,230.091625
296.502675,140.016225,103.26355,151.39275,118.356125,61.5807,230.2006
296.576125,140.0589,103.361775,151.427475,118.37255,61.609925,230.25335
296.64065,140.079675,103.411575,151.476975,118.3881,61.621225,230.2937
296.6994,140.1066,103.43895,151.552025,118.43635,61.65875,230.304775
296.799675,140.12485,103.453025,151.615,118.4631,61.666725,230.330575
296.892275,140.15455,103.47805,151.672625,118.517875,61.672125,230.401375
297.004225,140.1945,103.514975,151.835825,118.538725,61.682175,230.4671
297.290725,140.211975,103.52695,151.9357,118.564425,61.70115,230.60345
297.3646,140.234175,103.5421,151.9759,118.608575,61.7122,230.629475
297.493075,140.251675,103.571175,152.033475,118.631575,61.72225,230.64695
297.708375,140.26175,103.58195,152.0644,118.6856,61.757725,230.6601
297.769475,140.276125,103.5886,152.093325,118.708575,61.776475,230.713825
297.837,140.288275,103.62315,152.2255,118.7209,61.7905,230.72715
297.889025,140.305725,103.645675,152.3805,118.7725,61.79925,230.785075
297.91625,140.375575,103.647175,152.422475,118.792125,61.809975,230.818125
297.9433,140.400775,103.67005,152.44155,118.80945,61.83705,230.830325
297.9491,140.42865,103.68315,152.479275,118.852525,61.8634,230.8538
298.005725,140.461025,103.687425,152.63455,118.872025,61.895475,230.88725
298.06605,140.479225,103.70685,152.775825,118.901,61.917225,231.00415
298.0923,140.506525,103.72665,152.817,118.921475,61.94105,231.060975
298.10675,140.51085,103.731625,152.961475,118.971725,61.96785,231.1628
298.1735,140.526325,103.78675,153.11535,118.98845,61.99535,231.17475
298.328,140.554375,103.8245,153.150425,119.0226,62.00315,231.228775
298.640475,140.58475,103.845575,153.208725,119.056925,62.0099,231.25125
298.65785,140.62325,103.84985,153.24085,119.11005,62.020225,231.26355
299.062425,140.65235,103.874225,153.31745,119.112275,62.069125,231.30125
299.25175,140.665175,103.908775,153.370125,119.152425,62.077425,231.3776
299.30605,140.6805,103.93015,153.58025,119.155225,62.102475,231.40405
299.397475,140.706925,103.965475,153.597525,119.16395,62.120175,231.41455
299.588,140.742925,103.9705,153.608675,119.194225,62.1454,231.458475
299.60255,140.749725,103.98715,153.61625,119.200225,62.160075,231.4696
299.667075,140.771025,104.0003,153.647625,119.2332,62.17525,231.49025
299.68155,140.7835,104.009575,153.7093,119.241675,62.195025,231.541625
300.0759,140.818175,104.011875,153.75975,119.246725,62.21525,231.602025
300.297925,140.843625,104.0285,153.80475,119.267175,62.2515,231.643625
300.5019,140.8586,104.046475,153.8342,119.4398,62.2719,231.673325
300.708425,140.88105,104.056725,153.9127,119.4458,62.28795,231.7031
300.892875,140.899475,104.060725,154.072175,119.464425,62.303175,231.7304
300.977125,140.91925,104.1067,154.09055,119.48155,62.31805,231.740575
301.114325,140.95745,104.125375,154.0961,119.50405,62.335175,231.746225
301.278875,140.998875,104.1615,154.108925,119.5351,62.3562,231.7551
301.5051,141.01775,104.221875,154.112875,119.548675,62.380625,231.782525
301.60635,141.048825,104.270425,154.121675,119.5958,62.399425,231.798825
301.6224,141.0685,104.296925,154.23345,119.6105,62.42545,231.8137
301.649225,141.071475,104.30865,154.254275,119.62635,62.446375,231.825725
301.920425,141.084775,104.378925,154.362425,119.631525,62.457975,231.844275
301.927975,141.104925,104.431225,154.48315,119.664,62.48395,231.851425
302.061075,141.1152,104.4336,154.617025,119.68515,62.503375,231.896775
302.161625,141.130375,104.4405,154.6372,119.70835,62.533825,231.9435
302.507275,141.147575,104.4642,154.658325,119.721725,62.56615,231.97595
302.70675,141.160675,104.485575,154.6802,119.74355,62.58415,232.0013
302.832475,141.18075,104.4957,154.705575,119.7846,62.602925,232.018675
302.94415,141.19085,104.50795,154.81715,119.818725,62.6261,232.0585
302.982225,141.21405,104.543175,154.83165,119.87335,62.6547,232.084675
303.084075,141.228375,104.569225,154.870875,119.9041,62.6777,232.13375
303.557075,141.24635,104.59245,154.9286,119.930525,62.7894,232.156625
303.852675,141.267175,104.6143,154.93905,119.933575,62.813525,232.1781
304.4472,141.311,104.638125,155.0103,119.9689,62.8369,232.2507
304.898175,141.333075,104.667025,155.092575,120.026525,62.8575,232.259725
304.970825,141.34125,104.709175,155.1691,120.049225,62.876625,232.38275
304.996,141.353725,104.71495,155.21165,120.13125,62.894775,232.4475
305.03145,141.37345,104.73865,155.24305,120.226875,62.94265,232.4601
305.191975,141.37775,104.777525,155.29515,120.252625,62.96535,232.475225
305.208175,141.39165,104.79915,155.324425,120.264025,62.9832,232.48315
305.22835,141.407375,104.80555,155.3758,120.293975,63.0016,232.488675
305.2711,141.418325,104.851225,155.423025,120.314675,63.0213,232.497825
305.277175,141.428925,104.865725,155.552275,120.3336,63.0474,232.509225
305.281975,141.44665,104.891275,155.617825,120.342525,63.068175,232.515625
305.5215,141.465025,104.909175,155.72165,120.366,63.09645,232.52045
305.5375,141.472325,104.9187,155.7555,120.371425,63.144525,232.5459
305.5634,141.483,104.96485,155.787325,120.40225,63.16,232.610225
305.6034,141.5005,104.973375,155.818225,120.434425,63.172825,232.6702
305.62975,141.557675,104.98735,155.83355,120.511525,63.188075,232.709125
305.764425,141.5747,105.001925,155.84885,120.53595,63.2105,232.823525
305.800575,141.62075,105.061725,155.89255,120.565675,63.244625,232.87565
305.8255,141.6346,105.12725,155.940925,120.5842,63.2641,232.931075
305.93905,141.659675,105.140225,156.0876,120.65215,63.28635,233.01035
305.97275,141.670875,105.1731,156.145225,120.674475,63.31575,233.03625
306.037175,141.695025,105.1741,156.1984,120.699675,63.3349,233.05975
306.089325,141.79015,105.1858,156.226025,120.776075,63.358075,233.08125
306.2239,141.831375,105.209925,156.394625,120.807075,63.3792,233.094775
306.30075,141.86175,105.2855,156.4726,120.82065,63.43775,233.1483
306.5102,141.876125,105.299575,156.51465,120.829425,63.4445,233.1517
306.597475,141.889575,105.30195,156.529675,120.8539,63.466725,233.211425
306.636375,141.898425,105.310025,156.55085,120.880275,63.480775,233.216825
306.689975,141.910725,105.343275,156.60745,120.940575,63.547525,233.21825
306.791375,141.923725,105.4244,156.636775,120.97665,63.567125,233.28905
306.98275,142.001575,105.44335,156.89,121.0123,63.582775,233.36545
307.7624,142.024825,105.4593,156.9371,121.026075,63.5961,233.478975
308.12255,142.03195,105.4649,156.97495,121.043675,63.619775,233.5814
308.168125,142.08535,105.47095,157.0154,121.1733,63.63175,233.598725
308.245825,142.10475,105.48115,157.0607,121.274675,63.67205,233.65515
308.314,142.1206,105.484025,157.141075,121.2928,63.68185,233.679725
308.457825,142.150775,105.50755,157.185675,121.314425,63.68895,233.689225
308.561675,142.16585,105.525125,157.2867,121.3262,63.705625,233.81525
308.673175,142.186725,105.556475,157.336525,121.34475,63.715725,233.847725
308.825525,142.211625,105.575975,157.39615,121.36435,63.7235,233.854075
308.932675,142.223825,105.5805,157.45875,121.416625,63.73135,233.89025
309.03065,142.2448,105.603525,157.615025,121.4794,63.748925,233.8995
309.16555,142.338,105.609475,157.732525,121.518075,63.756975,233.905825
309.350325,142.361575,105.62005,157.78435,121.540225,63.766025,234.017125
309.701825,142.3949,105.64835,157.884225,121.565275,63.77835,234.024975
309.710475,142.4066,105.6585,157.8919,121.59645,63.792625,234.153425
309.717875,142.4266,105.6642,157.94765,121.6224,63.799475,234.17185
309.7233,142.4536,105.670525,158.029575,121.6543,63.8132,234.18015
309.728675,142.475725,105.681475,158.086375,121.692625,63.8518,234.27135
309.7736,142.4968,105.69755,158.1916,121.712475,63.86915,234.400075
309.85335,142.51835,105.70275,158.28025,121.77075,63.8925,234.41105
310.143725,142.54365,105.75105,158.335525,121.818425,63.912475,234.42235
310.1558,142.5467,105.824025,158.35295,121.853175,63.932825,234.51685
310.32375,142.552525,105.828875,158.440625,121.913875,63.9501,234.52565
310.64885,142.56065,105.8992,158.541675,121.919,63.9766,234.55095
310.976,142.5664,105.93045,158.670575,121.973975,63.99125,234.68005
311.30755,142.57435,105.988625,158.683525,122.0131,64.03625,234.740325
311.5189,142.581975,105.992375,158.714775,122.042775,64.05475,234.899525
311.619725,142.593175,106.0184,158.834475,122.0663,64.069475,234.908375
311.805275,142.60285,106.024975,158.8523,122.0833,64.0838,234.93325
311.87715,142.626175,106.0553,158.883625,122.09225,64.09875,234.9485
311.9079,142.644425,106.11755,159.08125,122.0994,64.1236,234.996025
312.103775,142.698425,106.127375,159.270525,122.106675,64.1399,235.151775
312.12025,142.71225,106.187375,159.298025,122.11495,64.161175,235.2308
312.238875,142.728175,106.23765,159.425975,122.1457,64.1806,235.246225
312.364275,142.748225,106.277475,159.5207,122.1638,64.21755,235.27485
312.46215,142.8126,106.2952,159.5958,122.199875,64.247175,235.376675
312.6043,142.87585,106.340975,159.675475,122.20315,64.259225,235.418475
312.7993,142.907775,106.356775,159.707825,122.272375,64.280675,235.46495
312.862425,142.94815,106.402675,159.761575,122.28215,64.2996,235.592125
313.682175,142.9756,106.421675,159.853675,122.307575,64.31685,235.60485
314.25565,143.041975,106.4339,159.8991,122.317125,64.332925,235.667775
314.341125,143.103,106.45235,159.937675,122.337775,64.349275,235.7066
314.6408,143.15405,106.465375,160.0265,122.345425,64.37325,235.73305
314.727625,143.19525,106.4687,160.10305,122.357575,64.39115,235.746
314.788975,143.218425,106.487125,160.129525,122.452225,64.4092,235.797775
314.967575,143.24895,106.525475,160.415925,122.459475,64.422325,235.817425
315.28645,143.260575,106.57645,160.418575,122.500625,64.440825,235.884025
315.488025,143.29355,106.62675,160.600575,122.535,64.4672,235.9488
315.5759,143.360175,106.632375,160.643475,122.550625,64.485875,235.975775
315.63075,143.39915,106.641975,160.68675,122.5739,64.506675,236.123675
315.78915,143.4306,106.6571,160.8086,122.594175,64.528875,236.153825
316.30115,143.45905,106.695175,160.82595,122.6036,64.56105,236.191625
316.5396,143.472125,106.7014,160.9845,122.630625,64.5816,236.207525
316.64095,143.47375,106.7223,161.17005,122.6609,64.605825,236.26525
316.65995,143.498875,106.7329,161.246225,122.6881,64.63615,236.273325
317.064425,143.515525,106.77095,161.36465,122.69955,64.6647,236.28815
317.2745,143.5278,106.775375,161.42315,122.7443,64.699425,236.336025
317.4907,143.5748,106.8005,161.430425,122.811225,64.7288,236.348925
317.596925,143.600275,106.8096,161.51685,122.84645,64.7516,236.360325
317.668625,143.620125,106.814375,161.555875,122.8649,64.78155,236.38945
317.817,143.652,106.867275,161.590975,122.919475,64.8081,236.39165
317.98575,143.6876,106.91075,161.602725,122.942725,64.8373,236.395075
318.1615,143.720125,106.953875,161.691775,122.954925,64.86385,236.399925
318.463625,143.733775,107.0217,161.713525,122.963875,64.88045,236.526975
318.61815,143.7554,107.0285,161.749625,122.97085,64.907875,236.55885
318.632025,143.78055,107.03455,161.9272,122.98915,64.926475,236.600975
318.684875,143.80325,107.051075,162.01995,123.001875,64.953725,236.62035
318.69165,143.830925,107.0602,162.1442,123.0435,64.970175,236.66025
319.551975,143.845675,107.110925,162.246075,123.079125,64.99005,236.712
319.79095,143.856375,107.128675,162.27145,123.115225,65.0104,236.857375
320.0107,143.885325,107.167675,162.362875,123.172375,65.028275,236.889775
320.27645,143.924,107.19015,162.469425,123.189525,65.067225,236.922625
320.458275,144.023125,107.20805,162.531725,123.209475,65.119125,237.066575
320.544175,144.055025,107.23615,162.7519,123.3293,65.14305,237.2556
320.84505,144.084175,107.250875,162.81335,123.357525,65.1661,237.30845
321.31685,144.088925,107.254025,162.835975,123.417475,65.1933,237.32075
321.655775,144.10635,107.2659,162.8593,123.450625,65.217025,237.3587
321.781725,144.1103,107.26785,162.87025,123.471125,65.23735,237.507275
321.784975,144.14955,107.278375,162.88355,123.52085,65.287025,237.5395
322.149925,144.18065,107.296725,163.00785,123.6071,65.3265,237.643075
322.2661,144.195175,107.3597,163.079925,123.625525,65.383075,237.65615
322.330775,144.255075,107.378725,163.103525,123.711875,65.4161,237.6777
322.395675,144.2887,107.3813,163.1156,123.7292,65.4316,237.7152
322.450425,144.3197,107.406525,163.140525,123.750075,65.476,237.758125
322.501475,144.346825,107.40985,163.215975,123.827975,65.5162,237.87535
322.60805,144.381775,107.4442,163.244025,123.84775,65.562725,237.897125
322.655525,144.3929,107.464275,163.299975,123.868975,65.5828,237.911675
322.6644,144.417225,107.48135,163.45115,123.891275,65.66105,237.9539
322.76385,144.44105,107.54605,163.506175,123.932,65.692975,237.97535
322.82275,144.4971,107.55285,163.655825,123.946225,65.718925,237.995125
322.831075,144.5059,107.575575,163.749175,123.969925,65.748325,238.117625
322.835475,144.51245,107.603425,163.776625,124.020375,65.77495,238.138425
322.8554,144.555975,107.6188,163.818575,124.06565,65.800175,238.17355
323.1576,144.58395,107.633,163.829,124.098475,65.8367,238.188125
323.3241,144.6081,107.63875,163.8998,124.1191,65.9273,238.23485
323.53355,144.638475,107.6882,163.9686,124.13745,65.954675,238.25315
