SPK_SPKC01a,SPK_SPKC01b,SPK_SPKC02a,SPK_SPKC03a,SPK_SPKC04a,SPK_SPKC05b,SPK_SPKC06a,SPK_SPKC06b,SPK_SPKC06c,SPK_SPKC08a,SPK_SPKC08b,SPK_SPKC09c,SPK_SPKC11b,SPK_SPKC11c,SPK_SPKC02c
101.48865,11.744075,74.49815,36.613425,5.572675,64.147625,3.990975,4.068025,7.25535,26.386225,9.566725,15.302475,10.29325,21.641075,7.369875
102.268825,11.795875,75.131325,36.7267,5.61305,64.171125,4.0539,4.106325,7.42625,26.4699,9.610975,15.34785,10.351825,21.683625,7.393725
102.356025,11.8471,75.580525,37.1274,5.628575,64.177375,4.091925,4.162975,7.481,26.6127,9.7374,15.3856,10.40125,21.783675,7.433825
102.968675,11.85415,76.79025,37.171075,5.669625,64.42305,4.13435,4.190175,7.534725,26.7217,9.771325,15.433625,10.42575,21.9153,7.489075
103.32685,11.8909,76.816075,37.474825,5.677175,64.484825,4.1611,4.201625,7.6042,26.7555,9.8391,15.522,10.4754,22.126175,7.509875
103.4714,11.904525,77.95065,37.5414,5.7225,65.479625,4.17665,4.248075,7.62385,26.9551,9.871425,15.810975,10.49835,22.205025,7.534475
104.257625,11.912125,78.098675,38.151225,5.7317,65.8801,4.1959,4.281275,7.724325,26.9858,9.9115,16.021575,10.6135,22.255025,7.651025
104.452075,11.942825,78.535625,38.248675,5.747225,66.04315,4.221075,4.317475,7.744725,27.07955,9.934375,16.1122,10.645975,22.370025,7.749225
104.59555,11.98775,78.84305,38.426075,5.7543,66.109475,4.2601,4.356675,7.7849,27.17715,9.967075,16.246325,10.686575,22.473325,7.815225
104.942075,12.0071,78.9244,38.47615,5.77025,66.130325,4.30975,4.395675,7.879025,27.3331,9.999175,16.284425,10.7004,22.49695,7.895825
105.608325,12.1266,78.994975,38.6673,5.780525,66.27755,4.365025,4.42985,7.9049,27.3882,10.023875,16.327775,10.79285,22.57975,8.02415
105.8875,12.338475,79.027475,38.71135,5.78935,66.737475,4.4017,4.44505,7.9277,27.4505,10.05685,16.4358,10.8122,22.663175,8.037375
106.32125,12.394475,79.32485,38.76275,5.839575,67.9285,4.5035,4.486475,8.072675,27.5105,10.104625,16.52565,10.82945,22.85055,8.052225
106.516625,12.41925,79.9096,38.772475,5.847025,68.2684,4.541125,4.50975,8.09065,27.568925,10.17105,16.530825,10.8507,23.0523,8.087275
107.243475,12.495575,80.0618,38.84885,5.857475,68.5476,4.576075,4.568125,8.1724,27.805625,10.208275,16.599425,10.902475,23.09065,8.2175
107.71985,12.527575,80.29315,38.952125,5.88725,68.80745,4.594575,4.6292,8.2405,27.8701,10.235875,16.7854,10.9469,23.283175,8.3869
107.8938,12.54065,80.403075,39.3008,5.905875,69.253775,4.618325,4.6833,8.264475,27.960675,10.275825,16.865425,10.9955,23.4948,8.488575
108.8361,12.58035,80.667175,39.324175,5.912575,69.4003,4.63365,4.7308,8.2977,28.094525,10.29955,16.97035,11.03045,23.59945,8.677375
108.880175,12.59785,80.87525,39.36155,5.94595,69.414525,4.67465,4.782425,8.31585,28.435575,10.327975,17.039325,11.0625,23.95335,8.6859
109.085675,12.620075,81.000425,39.434725,5.96635,69.589275,4.706925,4.79545,8.3658,29.206525,10.37235,17.13355,11.0869,24.084725,8.71415
109.2751,12.665325,81.11955,39.53185,6.01005,70.399825,4.746725,4.799925,8.3884,29.25665,10.454175,17.24085,11.09765,24.136225,8.814275
109.415225,12.687525,81.225225,39.781825,6.020425,70.87,4.938125,4.8942,8.446325,29.6097,10.4792,17.383875,11.109875,24.1557,8.84045
109.5108,12.705425,81.390125,39.961,6.040575,71.283925,4.953,4.918525,8.49515,29.627675,10.50985,17.525,11.125575,24.2118,8.851475
109.5971,12.761575,81.90925,40.0521,6.050925,71.4338,4.990625,4.948725,8.5147,29.705475,10.623925,17.553175,11.183125,24.24125,8.899275
110.034825,12.771575,82.131475,40.24305,6.07825,71.87575,5.0298,4.9854,8.54295,29.9329,10.7119,17.593025,11.203625,24.33445,8.9466
110.221625,12.798225,82.23235,40.343125,6.158725,72.039975,5.032275,5.007,8.566775,29.966875,10.75405,17.6352,11.232625,24.655425,8.99295
110.40095,12.81345,82.60515,40.437225,6.178825,72.419225,5.041125,5.01805,8.596325,30.052275,10.790125,17.683825,11.2639,24.790675,8.995725
111.092775,12.842475,83.2495,40.715825,6.262,72.467675,5.05515,5.024175,8.6186,30.14105,10.899025,17.71475,11.268725,24.806125,9.04185
111.670275,12.8561,83.393,40.798075,6.2868,72.7212,5.090125,5.0361,8.633575,30.16105,10.9355,17.7668,11.302375,24.884975,9.08465
111.718,12.9476,83.500225,41.013425,6.325375,72.869775,5.1518,5.05655,8.666925,30.444975,10.9656,17.803125,11.344975,25.046875,9.136975
112.346925,12.99955,83.803075,41.39365,6.39575,73.029925,5.175275,5.074125,8.70865,30.6666,10.998525,17.886425,11.383775,25.44195,9.148625
112.7489,13.02565,84.109125,41.724575,6.4036,73.48035,5.214175,5.07735,8.726275,30.728375,11.036475,17.938475,11.41245,25.460825,9.207575
113.49565,13.054775,84.358325,41.825275,6.418325,73.51385,5.2288,5.108725,8.758975,30.748325,11.075925,17.974525,11.465325,25.534875,9.25205
113.634475,13.071675,84.59785,41.828875,6.43505,73.754825,5.245375,5.13045,8.780225,30.8616,11.11755,17.99675,11.5022,25.58435,9.273725
113.710125,13.152925,84.7947,41.906625,6.4796,73.857525,5.267975,5.148175,8.799175,30.997475,11.137225,18.0231,11.5489,25.705275,9.30895
113.9371,13.1862,84.966225,42.082925,6.487275,73.86365,5.309625,5.16185,8.894325,31.0438,11.186375,18.057775,11.5804,25.94485,9.360325
114.22855,13.19925,85.08745,42.284575,6.5242,74.371425,5.3219,5.1724,8.9567,31.473875,11.250325,18.0941,11.62185,26.18025,9.45485
114.374925,13.288475,85.302025,42.326125,6.53925,74.394925,5.333975,5.18815,8.969275,31.668475,11.29225,18.123025,11.74585,26.212925,9.46875
114.4273,13.33805,85.72025,42.511625,6.54825,75.166175,5.3676,5.210375,8.98645,31.8155,11.3267,18.15435,11.896525,26.2856,9.492475
116.041325,13.39755,86.0629,42.61285,6.55605,75.2394,5.3931,5.239975,9.026575,32.173025,11.37715,18.1919,11.931725,26.314575,9.512975
116.311,13.434275,86.182475,42.798375,6.564225,75.64275,5.4095,5.26355,9.057925,32.251375,11.40295,18.224825,12.1133,26.37335,9.5781
116.410825,13.48045,86.244075,42.888575,6.60675,75.795625,5.4243,5.296475,9.07275,32.2886,11.5494,18.269825,12.1454,26.652025,9.6518
116.864375,13.48915,86.51905,42.978225,6.614625,75.848625,5.435625,5.32885,9.120775,32.504475,11.5699,18.29605,12.186725,26.8035,9.66295
117.088875,13.5782,86.56695,43.16755,6.621725,75.942375,5.45195,5.35185,9.1397,32.5703,11.654075,18.3329,12.1903,27.031575,9.6959
117.241,13.6899,86.6044,43.275075,6.630875,77.7087,5.45685,5.3783,9.17525,33.0364,11.6827,18.39615,12.22935,27.23045,9.8239
117.4845,13.811025,86.6356,43.420025,6.6472,78.148025,5.46705,5.400025,9.185775,33.30365,11.71645,18.44205,12.31895,27.33865,9.84925
117.70435,13.8207,87.079175,43.438475,6.659825,78.216325,5.479325,5.423225,9.220225,33.429575,11.7419,18.72615,12.3588,27.619675,9.85855
118.14835,13.8773,87.20805,43.66535,6.676225,78.515225,5.4887,5.443775,9.257825,33.817175,11.7831,18.760725,12.417925,28.352775,9.891425
121.29525,13.95995,87.390375,43.7126,6.6881,79.12495,5.493775,5.4483,9.270525,33.8445,11.819925,18.89135,12.4337,28.380425,9.95435
121.628,14.3072,87.644625,43.910525,6.729675,79.89945,5.504125,5.47195,9.287925,34.02215,11.969875,18.9607,12.44465,28.457775,9.973325
121.8262,14.318825,87.835725,43.96205,6.763275,80.614925,5.514,5.4908,9.300475,34.135975,12.002875,18.990075,12.47875,28.474475,9.991275
121.98515,14.552725,87.951175,44.0768,6.792425,81.223025,5.5232,5.5073,9.339425,34.439475,12.05185,19.063425,12.5441,28.57655,10.0105
122.039625,14.57545,88.0185,44.1769,6.8018,81.55975,5.553775,5.521275,9.394525,34.6624,12.078575,19.1075,12.56875,28.59845,10.056675
122.44245,14.611275,88.15135,44.37675,6.825,81.57,5.5689,5.53865,9.408525,34.786525,12.09985,19.226375,12.591425,28.830975,10.08105
122.48625,14.63295,88.25,44.6344,6.87025,81.65885,5.58065,5.552275,9.42665,34.946825,12.118075,19.268075,12.60875,29.37105,10.104
123.02625,14.651575,88.4778,45.019575,6.896075,82.283225,5.61475,5.56535,9.43295,35.036125,12.1509,19.465925,12.630825,29.45585,10.120075
123.55535,14.765675,88.7686,45.02635,6.912375,82.34605,5.6282,5.5999,9.5164,35.0745,12.199025,19.50865,12.670875,29.646825,10.1703
125.1113,14.79745,88.92875,45.16855,6.97185,82.431,5.63785,5.616825,9.53605,35.1648,12.224225,19.5414,12.692525,29.76965,10.181275
125.247425,14.905575,89.2719,45.2827,7.00315,82.4488,5.649075,5.6349,9.54595,35.343975,12.256475,19.60145,12.704975,30.05175,10.194625
126.033775,14.93625,89.3514,45.607475,7.028825,82.64155,5.66465,5.64685,9.563025,35.5896,12.2892,19.709225,12.725875,30.068675,10.22595
126.130525,14.9768,89.907525,45.718075,7.058475,83.06525,5.685325,5.66285,9.6018,35.7013,12.36155,19.7565,12.7463,30.423725,10.2565
126.164675,15.0414,90.08635,45.902475,7.068125,83.264825,5.71075,5.682675,9.61925,35.721975,12.409525,19.82125,12.7774,30.522625,10.2785
126.822225,15.1449,90.56105,45.9738,7.07545,83.838875,5.720575,5.70105,9.6251,35.7863,12.52255,20.04405,12.8733,31.09755,10.297625
127.23435,15.163725,90.682425,46.025025,7.0972,84.13275,5.733775,5.7415,9.651325,35.809775,12.574425,20.071575,12.892925,31.133325,10.319575
127.34375,15.2374,90.8973,46.058625,7.1099,84.17355,5.743875,5.7552,9.733625,35.936525,12.59945,20.158625,12.92955,31.21275,10.337725
128.054475,15.354725,90.931725,46.1104,7.1336,84.42665,5.76245,5.770675,9.75275,36.27215,12.670025,20.184775,12.937,31.372875,10.375925
128.752175,15.58545,91.044,46.159625,7.170725,84.623675,5.777925,5.78325,9.771975,36.464375,12.6955,20.2211,13.00805,31.497325,10.408625
128.967275,15.7259,91.08365,46.337475,7.1837,84.766,5.788075,5.7995,9.79655,36.644125,12.730625,20.29495,13.132825,31.533925,10.50145
129.009375,15.769175,91.1719,46.378475,7.226075,85.1017,5.802775,5.821925,9.84835,36.666075,12.7453,20.346625,13.1427,31.7659,10.5244
129.9664,15.82175,91.306975,46.474975,7.250175,85.354775,5.81625,5.87185,9.882825,36.773775,12.7779,20.409175,13.1799,31.8277,10.591675
130.2367,15.951425,91.401775,46.88755,7.2647,85.481975,5.8315,5.89505,9.895425,36.825225,12.807375,20.455175,13.20705,31.943375,10.616325
130.954575,16.097175,91.4243,47.148625,7.311625,85.591575,5.8632,5.905725,9.963075,36.841075,12.848375,20.5214,13.314075,32.46125,10.6524
131.032925,16.113325,91.596225,47.371025,7.317125,85.6045,5.88635,5.920525,9.990925,37.07305,12.870575,20.7061,13.368675,32.8841,10.657725
131.475775,16.26925,91.66045,47.423325,7.32345,85.8175,5.9125,5.94425,10.010175,37.183975,12.9162,20.7434,13.4295,32.913125,10.697925
131.784475,16.274575,91.804725,47.995225,7.330925,86.20475,5.9365,5.97985,10.053725,37.248875,12.9451,20.77225,13.494125,32.987925,10.702675
134.688425,16.285125,91.8902,48.280575,7.3525,86.323475,5.949975,5.994725,10.095875,37.2661,12.974525,20.94615,13.55365,33.020625,10.79235
134.728925,16.31265,92.047825,48.438525,7.390075,86.5319,5.976125,6.0113,10.1251,37.356675,13.00305,20.9705,13.598425,33.0394,10.83855
134.768175,16.34905,92.2738,48.471925,7.3977,86.8046,5.98225,6.0258,10.16675,37.378975,13.0995,21.0268,13.617975,33.18645,10.852875
134.908875,16.434125,92.643525,48.64975,7.441775,87.0201,5.9966,6.040425,10.1879,38.1062,13.1808,21.0651,13.726775,33.24995,10.878175
135.285925,16.482575,92.695,48.8055,7.4649,87.2438,6.05165,6.06035,10.22105,38.202025,13.212275,21.10915,13.76505,33.514625,10.956075
135.59665,16.5325,93.0147,49.06005,7.474,87.298125,6.07525,6.0791,10.2336,38.237225,13.284275,21.155775,13.98185,33.70355,10.99345
138.057425,16.581525,93.171925,49.1122,7.5259,87.43535,6.08625,6.1268,10.286325,38.284175,13.307475,21.166875,13.9956,33.723,11.014325
138.069675,16.656375,93.444825,49.156875,7.541125,87.78785,6.119875,6.1393,10.315325,38.318025,13.3296,21.261725,14.049425,33.77695,11.0276
138.325525,16.684725,93.672125,49.41465,7.552375,88.329025,6.1506,6.156325,10.340625,38.4995,13.380775,21.285475,14.174225,34.0985,11.041
138.5663,16.6971,93.755275,49.7925,7.56685,88.531075,6.18385,6.17385,10.3683,38.57295,13.4081,21.4005,14.20435,34.274925,11.0702
138.5769,16.713575,93.7893,49.83235,7.583075,88.680225,6.197275,6.221375,10.3759,38.652,13.437125,21.531675,14.257175,34.29855,11.0806
138.85835,16.84465,94.500825,49.958525,7.6067,89.117375,6.2089,6.25285,10.388025,38.73425,13.533,21.62905,14.331925,34.3234,11.156275
138.91135,17.0329,94.67235,50.19935,7.635525,89.187,6.233825,6.276375,10.3988,39.0783,13.564725,21.68345,14.3627,34.355425,11.19005
138.94125,17.05345,94.72885,50.3209,7.69895,89.329,6.255675,6.29065,10.461525,39.684325,13.598375,21.743375,14.464125,34.49065,11.191225
139.0156,17.0842,94.84265,50.36045,7.7163,89.39295,6.277675,6.32065,10.473375,39.718025,13.700925,21.779425,14.51575,34.51085,11.205475
139.16885,17.14855,95.035925,50.56415,7.80855,89.759775,6.29945,6.342,10.54505,39.846625,13.767,21.9648,14.5511,34.682925,11.322125
139.225075,17.2952,97.304375,50.70005,7.817775,90.541375,6.33365,6.364875,10.580375,39.88775,13.792875,22.048225,14.564075,34.73255,11.335875
139.521175,17.357275,98.403725,50.76315,7.842125,90.696425,6.345825,6.383025,10.590775,39.998,13.82055,22.22265,14.71265,34.748875,11.401875
140.272,17.391575,102.21895,50.952925,7.8536,91.185875,6.370775,6.3995,10.602025,40.094325,13.867725,22.274375,14.811025,34.9674,11.4337
140.640425,17.404825,102.84845,51.08055,7.920475,91.746025,6.38495,6.418725,10.6359,40.224925,13.917225,22.33515,14.815725,35.59025,11.4361
142.4018,17.567975,103.52355,51.17535,7.97665,92.573225,6.4032,6.433575,10.647975,40.457325,13.9604,22.4495,14.907625,35.814025,11.4589
142.565475,17.648375,104.042625,51.557875,7.98785,92.7594,6.410275,6.4848,10.685775,40.63195,14.00385,22.505525,14.95995,35.978125,11.47435
142.98075,17.7514,104.306375,51.669725,8.001125,92.89415,6.4318,6.5068,10.759475,40.703875,14.06165,22.597875,14.976675,36.275875,11.509275
143.128275,17.8015,104.6907,51.716925,8.012825,93.04555,6.44085,6.52835,10.771225,40.922625,14.084425,22.6318,15.012425,36.4124,11.518075
143.339325,17.8155,104.739025,51.883625,8.064175,93.2392,6.45105,6.5473,10.800675,40.9404,14.154225,22.6914,15.128525,36.508225,11.53035
143.379075,17.904725,104.8481,52.092275,8.17365,93.532325,6.46035,6.566325,10.8488,41.021,14.20825,22.7293,15.151875,36.7535,11.544575
143.4622,18.003775,105.06705,52.217025,8.19465,93.777475,6.4742,6.5887,10.913625,41.394775,14.234575,22.849075,15.199325,36.77395,11.584425
144.070875,18.062675,105.24095,52.364,8.218475,94.0179,6.500625,6.610475,10.9187,41.419225,14.265875,23.050025,15.2722,36.817225,11.6237
144.579225,18.1009,105.3278,52.455625,8.2324,94.60265,6.5166,6.639775,10.929825,41.4911,14.3105,23.08495,15.31415,36.86345,11.633375
144.864375,18.142775,105.878675,52.46085,8.247825,94.7247,6.53605,6.66295,10.937425,41.574025,14.330625,23.2018,15.360225,37.252925,11.650175
145.042675,18.34635,106.970975,52.50675,8.268275,95.121375,6.554025,6.685825,10.967525,41.67235,14.36775,23.2572,15.3887,37.421625,11.7441
146.19125,18.495825,107.142175,53.3906,8.281675,95.175925,6.582,6.705225,10.978225,41.778775,14.392675,23.35995,15.50885,37.728575,11.79015
146.84265,18.511875,107.279775,53.500175,8.3496,95.736075,6.59485,6.7327,10.982425,41.8351,14.4389,23.4948,15.588125,37.78735,11.7959
147.65615,18.813375,107.683875,53.682325,8.361125,95.7501,6.616425,6.79355,11.0314,41.906925,14.478875,23.552575,15.688225,38.0948,11.8438
148.31065,18.8416,107.8305,54.03765,8.399225,95.865075,6.6297,6.819075,11.069225,42.022825,14.50445,23.596525,15.7769,38.156975,11.847125
149.00605,18.851275,108.055775,54.1221,8.4304,96.731375,6.651775,6.821125,11.0758,42.3699,14.537225,23.67905,15.79785,38.2163,11.85415
150.32955,18.945325,108.1167,54.1655,8.47825,98.27495,6.668175,6.83755,11.238225,42.402325,14.606275,23.85425,15.825675,38.251425,11.869325
151.391875,18.981425,108.225675,54.2314,8.5779,98.34325,6.677775,6.86305,11.263725,42.54125,14.6965,23.892775,15.9057,38.631,11.8909
151.720575,18.991,108.28845,54.37345,8.5971,98.387375,6.687725,6.884175,11.331775,43.0172,14.76665,23.9348,15.9554,38.648425,11.9027
154.8998,19.17875,108.771,54.873375,8.6076,98.7283,6.702725,6.90485,11.4133,43.199075,14.790825,24.145575,16.013075,38.795275,11.904525
155.471825,19.18285,108.909675,55.068625,8.6317,99.428625,6.740075,6.922225,11.427575,43.2552,14.823525,24.15295,16.040625,39.0049,11.912125
156.229275,19.286625,109.274375,55.4845,8.644325,99.846975,6.76005,6.9551,11.432975,43.544325,14.863025,24.1749,16.112425,39.075775,11.942825
156.823425,19.38375,109.588325,55.54635,8.6567,100.266575,6.7981,6.966225,11.459875,43.633425,14.892375,24.3283,16.139325,39.098725,11.98775
157.114725,19.569925,109.9829,55.638225,8.732425,100.277625,6.8069,6.990775,11.475125,43.932,14.969625,24.405375,16.144525,39.328825,12.007125
157.434725,19.594275,110.0685,55.822,8.74835,100.41195,6.81695,7.0092,11.48865,44.13815,14.996375,24.4873,16.286975,39.799675,12.07245
157.7056,19.6667,110.248775,56.143225,8.822575,100.5534,6.829175,7.031475,11.5161,44.271625,15.050275,24.526175,16.383875,39.927775,12.088725
157.810825,19.779,110.45185,56.219325,8.835575,100.5601,6.85935,7.049875,11.517925,44.304325,15.08295,24.54665,16.490175,40.07385,12.1266
157.8758,19.8175,110.5081,56.54165,8.86555,100.58735,6.870875,7.06685,11.54535,44.394975,15.12365,24.6351,16.5144,40.29795,12.338475
157.930525,19.871075,110.566,56.6401,8.878525,100.82705,6.896025,7.0862,11.557775,44.532375,15.1667,24.6823,16.5352,40.566375,12.35035
158.065175,19.961125,110.777575,56.70705,8.90715,101.019675,6.90275,7.13525,11.623625,44.584275,15.2183,24.737875,16.62385,40.600875,12.366025
158.231475,20.106025,110.7931,57.049,8.983675,101.265375,6.919875,7.158775,11.653025,44.69425,15.250775,24.791725,16.6873,40.6547,12.394475
158.9258,20.325225,111.00185,57.44095,8.995575,101.51155,6.93855,7.185025,11.6698,44.932025,15.3048,24.8759,16.8161,41.0997,12.41925
159.03325,20.4146,111.1216,57.658075,9.007925,102.0629,6.95005,7.209025,11.709525,45.123675,15.366875,24.965375,16.893575,41.11655,12.459875
159.05675,20.435325,111.162725,57.735175,9.05015,102.80985,6.9708,7.23155,11.7378,45.3322,15.419725,25.1523,16.96885,41.5118,12.4956
159.163475,20.44255,111.35005,57.8868,9.099775,102.92945,6.985775,7.251125,11.761475,45.407975,15.45395,25.2246,16.994425,41.697225,12.5276
159.353475,20.4898,111.47285,58.004275,9.158875,102.9969,7.01105,7.271325,11.801575,45.43475,15.505375,25.265575,17.078325,41.814925,12.54065
159.466675,20.5688,111.563,58.315675,9.208125,103.11055,7.041225,7.293725,11.847025,45.597425,15.642925,25.326625,17.1042,41.858,12.561475
160.603125,20.5905,111.6297,58.54885,9.236575,103.9439,7.052525,7.31095,11.870275,45.694025,15.687175,25.511575,17.29835,41.950375,12.58035
161.111325,20.728025,111.675475,58.569625,9.32595,104.25125,7.069325,7.338375,11.87865,45.78335,15.79675,25.585975,17.335525,42.031425,12.590375
161.196775,20.9795,111.6968,58.79575,9.339525,104.997175,7.0786,7.350525,11.906525,45.811875,15.831925,25.62785,17.365175,42.141275,12.597875
161.3495,20.990625,112.02475,58.81415,9.4189,105.612525,7.095475,7.364625,11.9287,46.08155,15.8931,25.6455,17.440775,42.18665,12.6201
162.30755,21.031825,112.496925,58.8672,9.45035,106.291625,7.126325,7.392575,11.9918,46.3724,15.9353,25.782525,17.47825,42.34835,12.665325
162.5334,21.11945,112.5653,58.89585,9.48045,106.693375,7.138925,7.43985,12.002875,46.536025,15.977725,25.83605,17.551525,42.458875,12.687525
162.6673,21.2304,113.082125,58.93805,9.505125,107.242625,7.141025,7.469375,12.020225,46.607125,16.01925,25.955475,17.60505,42.4802,12.705425
162.8435,21.260175,113.332525,58.9595,9.567675,107.3599,7.14985,7.491,12.046925,46.73475,16.046725,26.0015,17.6252,43.028825,12.761575
162.943425,21.29255,113.4448,59.15365,9.712925,107.957775,7.153125,7.5117,12.085,47.02095,16.098725,26.047275,17.680475,43.348775,12.771575
163.444425,21.368125,113.509925,59.280525,9.82145,110.44905,7.16105,7.5303,12.11125,47.079975,16.192675,26.11085,17.695075,43.42655,12.79825
163.540975,21.7226,113.572475,59.405775,9.8352,110.517325,7.2125,7.558325,12.119375,47.1384,16.323325,26.155825,17.725625,43.45475,12.81345
163.9665,21.7415,114.027225,59.451125,9.848425,111.292575,7.2244,7.57695,12.141,47.23195,16.432625,26.178075,17.7487,43.663175,12.8425
164.487825,21.8702,114.278575,59.6963,9.862725,111.425125,7.23805,7.5979,12.184725,47.4124,16.499075,26.213425,17.843925,43.768475,12.856125
165.51095,21.9215,114.304,59.747675,9.87535,111.96595,7.267875,7.625125,12.228275,47.88885,16.5613,26.22485,17.863975,43.83,12.8983
166.7034,21.9371,114.5751,59.7945,9.90385,112.58585,7.283625,7.633825,12.24805,48.00455,16.80675,26.266375,17.908675,43.91305,12.921575
167.99345,22.036475,114.7038,59.953025,9.93565,112.82405,7.2961,7.649,12.275175,48.588725,16.98665,26.293075,17.96235,44.40735,12.9801
168.000675,22.07875,114.84225,60.2224,9.945775,112.985475,7.3052,7.670075,12.2852,48.668875,17.0217,26.44285,17.99865,44.48825,12.988025
168.0106,22.11715,114.92335,60.28535,9.95695,113.333275,7.314775,7.683975,12.336175,48.7814,17.110575,26.574375,18.01655,44.5087,13.02565
168.32295,22.1297,114.999575,60.936025,9.994075,113.7649,7.325475,7.693125,12.343225,49.109175,17.1743,26.646325,18.0435,44.6931,13.0548
168.442825,22.15445,115.433575,60.981,10.047675,113.863975,7.35475,7.714075,12.363275,49.2872,17.226925,26.76665,18.06285,44.861275,13.071675
168.633125,22.188025,115.519425,61.042825,10.073825,115.7705,7.3716,7.7373,12.368025,49.417175,17.2542,26.82545,18.09155,44.952,13.102075
169.099025,22.199775,115.73015,61.071675,10.201975,116.154075,7.40265,7.77145,12.408225,49.678825,17.35795,26.857325,18.111125,45.214525,13.152925
170.21865,22.30915,116.105825,61.3687,10.214325,116.228475,7.4313,7.77585,12.470525,49.717225,17.419,26.9064,18.136825,45.354825,13.1862
170.41355,22.3266,116.218675,61.462425,10.2255,116.734475,7.437875,7.7914,12.487175,49.75965,17.460725,26.92685,18.164475,45.386775,13.19925
170.905175,22.392925,116.353475,61.92215,10.234375,116.832975,7.446775,7.819575,12.515725,49.859375,17.5011,26.9591,18.177625,45.737625,13.268275
171.592875,22.52595,116.575425,61.9989,10.24615,116.834225,7.46665,7.83915,12.522,49.937525,17.528925,27.006325,18.18595,45.961675,13.288475
