SPK_SPKC03a (excited),SPK_SPKC05a (no effect),SPK_SPKC05b (no effect),SPK_SPKC06b (no effect),SPK_SPKC08a (short inhibition),SPK_SPKC13a (no effect),SPK_SPKC14a (no effect)
27.72705,205.7133,7.012025,,6.4582,154.671575,49.8785
27.735,205.921125,7.0423,,6.471725,154.691975,50.193575
27.793425,205.931,7.052025,,6.479825,154.75575,50.2049
27.814375,206.007525,7.062875,,6.522775,155.1367,50.231075
27.854975,206.1172,7.0778,,6.542925,155.198925,50.23285
27.963375,206.12165,7.100575,,6.557,155.5591,50.32965
28.0098,206.385625,7.108825,,6.566625,156.332875,50.57675
28.02605,206.9634,7.12905,,6.58895,156.4713,50.7921
28.135475,207.4335,7.1305,,6.6039,156.51675,50.929325
28.1815,208.7304,7.157225,,6.635925,156.846025,51.0733
28.247775,210.316975,7.180675,,6.671,156.977875,51.142125
28.3643,210.52925,7.207475,,6.679525,157.18885,51.163625
28.483575,211.733025,7.23665,,6.696175,157.35805,51.263375
28.4976,211.920675,7.24215,,6.725925,157.4828,51.35305
28.547125,211.967,7.306575,,6.733425,157.501225,51.528975
28.556925,212.185175,7.316625,,6.745125,158.037975,51.88775
28.61875,212.683175,7.335825,,6.784325,158.13375,51.91175
28.766075,212.8422,7.3491,,6.82205,158.289975,51.99455
28.782,214.713875,7.364875,,6.839575,158.387125,52.080025
28.963925,214.7598,7.378475,,6.871925,158.395625,52.107975
28.9746,214.950875,7.392075,,6.892975,158.432675,52.1426
29.1261,214.985125,7.40145,,6.90565,158.55505,52.222425
29.164675,215.1693,7.410675,,6.914525,158.56165,52.30545
29.177875,215.210125,7.41955,,6.924475,158.767375,52.385175
29.184375,215.438125,7.428725,,6.93365,158.82745,52.73955
29.24365,215.572475,7.43975,,6.944075,159.001975,52.976375
29.30175,215.653125,7.447925,,6.953825,159.28125,53.005075
29.346375,215.802225,7.45505,,6.9666,159.58815,53.135025
29.422775,216.458525,7.472375,,6.99895,159.613275,53.189225
29.47835,216.95585,7.5037,,7.01795,159.633025,53.251275
29.5565,217.148225,7.51405,,7.026075,159.68345,53.2876
29.6069,217.43095,7.53425,,7.035475,159.948925,53.342125
29.675575,217.916525,7.543475,,7.04225,159.974175,53.3547
29.745975,218.049575,7.54835,,7.05385,159.991525,53.455075
29.9714,218.9932,7.55875,,7.072975,160.10355,53.609275
30.1523,219.188125,7.56895,,7.10465,160.30945,53.8414
30.28785,219.37245,7.57985,,7.149425,160.359575,53.968125
30.3047,219.562025,7.60125,,7.15125,160.419325,54.464475
30.365175,219.7538,7.63545,,7.160225,160.51235,54.480725
30.4267,220.76285,7.6549,,7.1673,160.614025,54.674375
30.45485,220.880575,7.675,,7.181925,161.11695,54.733575
30.481775,220.88665,7.692225,,7.222325,161.3797,54.810475
30.49745,220.9069,7.712475,,7.232975,161.41325,54.818775
30.65265,221.2459,7.721975,,7.2452,161.7068,55.121275
30.681825,221.487875,7.732875,,7.258475,162.005875,55.317275
30.7033,222.294,7.7399,,7.272375,162.1251,55.319025
30.71825,223.6587,7.744025,,7.28945,162.216775,55.8015
30.801725,223.946825,7.755225,,7.30485,162.420375,55.876025
30.818825,224.8552,7.766825,,7.35075,162.4934,55.910975
30.89645,224.872375,7.776125,,7.365275,162.750875,55.989275
31.07805,224.941575,7.782275,,7.38265,162.928675,56.2266
31.200975,224.959175,7.790075,,7.3988,163.700025,56.370775
31.26265,224.97055,7.80125,,7.401625,163.723575,56.4624
31.286375,224.996525,7.83225,,7.404975,164.2762,56.555825
31.34105,225.156625,7.84305,,7.411625,164.322425,56.669625
31.34745,225.335525,7.86445,,7.421475,164.464075,56.699
31.523925,226.25805,7.8879,,7.442475,164.524775,56.789825
31.5624,227.9277,7.89785,,7.459375,164.601825,56.81115
31.580675,228.031575,7.912375,,7.471775,164.71895,56.989225
31.6104,228.05775,7.937975,,7.4769,164.75115,57.115425
31.769925,228.08225,7.951375,,7.48385,164.970175,57.316625
31.88585,228.328025,7.967525,,7.490025,165.426175,57.434825
31.904225,228.529525,7.981525,,7.518175,165.81515,57.661275
31.936575,229.211175,7.9938,,7.5574,165.838025,57.785425
32.050075,230.1388,8.0047,,7.581075,166.6299,58.022
32.17365,231.0612,8.011825,,7.5884,166.701925,58.21595
32.18535,231.44225,8.019875,,7.59865,166.779375,58.4024
32.228475,232.2152,8.02495,,7.60985,166.922225,58.411875
32.251775,232.24435,8.03005,,7.62965,167.05655,58.4636
32.456175,233.39105,8.038425,,7.6415,167.064925,58.469775
32.834,233.665175,8.044425,,7.650375,167.434325,58.520725
32.850425,234.301925,8.050325,,7.658575,167.4646,58.54755
32.870075,235.190375,8.0663,,7.673525,167.602275,58.5726
32.9496,235.248475,8.079,,7.68385,167.661475,58.58255
33.25195,235.3782,8.088075,,7.694025,167.66575,58.6185
33.424775,235.535975,8.1018,,7.7154,168.187225,58.717375
33.447125,235.715175,8.11405,,7.735025,168.728475,58.84695
33.49845,236.218975,8.134075,,7.751225,169.903225,58.861
33.68925,236.6274,8.141425,,7.7769,170.179625,58.909625
33.719275,238.4696,8.150725,,7.78245,170.643975,58.913075
33.792225,238.51305,8.16455,,7.794075,170.731175,59.1916
33.832175,238.657075,8.178675,,7.85765,170.79725,59.237375
33.8989,238.952375,8.19405,,7.894475,170.85,59.2585
34.0035,239.046625,8.205325,,7.91505,171.0539,59.261775
34.063875,239.134875,8.21805,,7.92605,171.12845,59.27205
34.1111,239.29205,8.236075,,7.935425,171.464825,59.28485
34.189925,239.506925,8.254775,,7.9558,171.4839,59.335375
34.2425,239.77765,8.28105,,7.9634,171.6925,59.563975
34.270525,239.949725,8.294075,,7.986825,171.789125,59.61625
34.337675,240.908325,8.31005,,8.0079,171.889675,59.711625
34.341575,241.0787,8.323675,,8.01725,174.346675,59.8466
34.37825,241.088775,8.340775,,8.032425,175.097875,59.894975
34.40145,241.2391,8.359025,,8.0396,176.027525,59.931525
34.419625,241.250175,8.382625,,8.079125,176.195375,59.992925
34.4216,241.931175,8.423075,,8.09115,176.292475,60.134325
34.455575,242.290325,8.437925,,8.1031,176.609375,60.1986
34.642825,242.795675,8.445,,8.123625,176.828125,60.514025
34.69205,244.00515,8.4834,,8.14115,177.1871,60.530275
34.7311,244.2806,8.5015,,8.20315,177.426725,60.60245
34.903425,244.320175,8.511825,,8.21035,177.5474,60.7319
34.93085,244.409125,8.5286,,8.219,177.71975,60.8023
34.98385,244.45125,8.54175,,8.23135,177.7897,60.82285
35.016325,244.498725,8.555525,,8.24055,177.812975,60.84675
35.0359,245.091725,8.5714,,8.25215,178.004275,60.859075
35.07255,245.14985,8.5825,,8.26125,178.15095,61.26615
35.19815,245.24685,8.6,,8.26955,178.41175,61.370225
35.244875,245.402725,8.621025,,8.281975,178.456675,61.58475
35.360375,246.368725,8.6611,,8.30335,178.584375,61.896025
35.43835,246.78955,8.684875,,8.31325,178.8301,62.137575
35.4553,247.704,8.708675,,8.337875,178.9967,62.20235
35.58185,247.7944,8.731925,,8.347425,179.341125,62.2103
35.7194,247.829725,8.7562,,8.35495,179.9451,62.2653
35.735575,248.159225,8.7699,,8.396825,180.06185,62.322225
35.750725,249.03215,8.7901,,8.409625,180.1048,62.3523
35.88505,249.607725,8.808525,,8.41625,180.8762,62.368425
35.9582,249.9854,8.81005,,8.45445,180.996875,62.417
36.228525,250.092925,8.829575,,8.464075,181.028775,62.421125
36.372725,250.216975,8.865575,,8.471025,181.043125,62.490375
36.38375,251.21965,8.8684,,8.531275,181.153775,62.562725
36.40815,251.98345,8.887675,,8.5396,181.185575,62.58525
36.425075,252.51045,8.901675,,8.563175,181.23925,62.69215
36.45935,252.780975,8.9208,,8.5763,181.362625,62.7558
36.481725,252.9632,8.942525,,8.59035,181.512925,62.79025
36.496625,253.407925,8.95885,,8.6089,181.5342,62.80465
36.547075,255.301575,8.981325,,8.616125,181.543325,62.925125
36.80405,255.448775,9.008875,,8.65665,181.5471,62.9841
36.847525,255.757175,9.027125,,8.6735,181.664525,62.992175
36.9446,255.9232,9.060975,,8.6841,181.792175,63.10465
37.05365,256.085275,9.1048,,8.6922,181.837725,63.203525
37.081125,257.493525,9.118725,,8.693875,181.915925,63.29745
37.1501,258.298825,9.142675,,8.702975,182.332075,63.5644
37.1717,258.344475,9.1595,,8.716275,182.497675,63.690075
37.32625,258.483475,9.187925,,8.727325,182.57055,63.728525
37.329125,258.6712,9.189025,,8.749475,182.59945,63.734775
37.364025,259.555775,9.2226,,8.762975,182.9913,63.83145
37.375125,259.8156,9.235225,,8.790925,183.21315,63.928125
37.447125,259.889275,9.25415,,8.801375,183.23115,63.9506
37.494725,259.9534,9.271775,,8.802425,183.276375,63.9903
37.532075,260.0118,9.294875,,8.816825,183.452025,64.0901
37.665625,260.28035,9.34385,,8.8236,183.656375,64.189075
37.699675,260.561175,9.3482,,8.8444,183.96375,64.888475
37.734075,261.5895,9.366575,,8.8511,184.180425,64.940725
37.78855,262.13135,9.38635,,8.867225,184.442675,64.96415
37.82165,262.278625,9.407475,,8.899075,184.7056,65.067325
37.845075,262.4848,9.443575,,8.919525,184.73985,65.339925
37.9308,262.73415,9.460025,,8.97755,185.037725,65.398175
37.973475,263.0181,9.46575,,8.979875,185.274125,65.505525
37.98735,263.025575,9.4871,,8.985725,185.555325,65.508575
37.9998,263.531875,9.508675,,9.002225,185.929275,65.5271
38.12185,263.871475,9.5303,,9.03205,186.2781,65.541
38.186325,266.752475,9.547325,,9.0659,186.73235,65.555775
38.215675,267.103825,9.57535,,9.128525,186.817325,65.69295
38.386275,267.2265,9.59515,,9.139075,186.8952,65.74115
38.5053,267.3662,9.613525,,9.15835,186.95785,65.74905
38.6096,267.6013,9.6282,,9.176275,187.0825,65.82875
38.694575,268.00345,9.6381,,9.19805,187.1781,65.8518
38.78725,268.569825,9.6401,,9.212575,187.234625,65.856575
39.151,269.0779,9.641725,,9.228575,187.461075,66.028175
39.1958,269.397975,9.648825,,9.2429,187.562575,66.0811
39.35055,269.5971,9.6544,,9.258025,188.04035,66.11995
39.4029,269.6184,9.66425,,9.26295,188.1984,66.194425
39.47175,271.171275,9.674175,,9.26705,188.5097,66.29185
39.509275,271.279425,9.689925,,9.288975,188.65935,66.3006
39.522275,271.6645,9.71235,,9.291475,188.761125,66.355275
39.569775,272.8444,9.72195,,9.300875,188.881325,66.57965
39.596725,272.97165,9.776075,,9.315475,188.960025,66.626425
39.6503,272.982925,9.803225,,9.325275,189.010675,67.0316
39.69515,273.642825,9.827025,,9.34015,189.0758,67.06025
39.73255,274.606425,9.849175,,9.3422,189.1612,67.082325
39.77395,275.012675,9.89525,,9.352725,189.18125,67.1814
39.838675,275.027,9.8987,,9.36185,189.35605,67.377775
39.979475,275.33895,9.92155,,9.371275,189.3769,67.504325
40.0467,275.5159,9.9516,,9.387125,189.412775,67.590425
40.10075,276.15255,9.965025,,9.40215,189.43715,67.676975
40.391875,276.441475,9.97455,,9.411075,189.55865,67.699
40.453825,276.710775,9.985825,,9.41235,189.59575,67.722
40.511875,277.14995,9.9936,,9.424825,189.6544,67.839375
40.537675,277.9335,10.0063,,9.4411,190.367525,67.9416
40.59105,278.431225,10.0169,,9.452,191.417,68.019
40.604375,278.45195,10.038,,9.48675,191.476925,68.147225
40.628575,278.7425,10.08055,,9.499925,191.491525,68.21625
40.6438,278.878475,10.095825,,9.510175,191.646825,68.773325
40.706,280.68915,10.10895,,9.52165,192.370475,68.9976
40.749325,280.869175,10.1274,,9.555275,192.677725,69.148475
40.780325,280.957625,10.13155,,9.567475,192.9708,69.348175
40.904275,280.9623,10.1504,,9.58045,192.975025,69.362375
40.9062,281.401525,10.1721,,9.5958,193.015725,69.962275
40.927825,281.65615,10.189725,,9.618625,193.1117,69.98425
40.95475,281.903475,10.2046,,9.626225,193.18355,69.98755
40.965875,282.012725,10.236425,,9.635475,193.29125,70.174275
40.987025,282.10445,10.254775,,9.703375,193.81425,70.5477
41.036725,282.349725,10.2745,,9.712225,193.96935,70.618875
41.05285,283.27465,10.288925,,9.7151,194.10385,70.684225
41.084525,283.319525,10.301475,,9.7398,194.36965,70.73695
41.132875,283.7663,10.3054,,9.753775,194.3869,70.752575
41.166425,283.795725,10.310775,,9.764125,194.757875,70.780425
41.1833,284.079675,10.31795,,9.771725,194.840975,70.81405
41.193425,284.138375,10.319375,,9.7839,194.947225,70.94105
41.209525,284.994475,10.3269,,9.808,195.2478,70.971
41.2274,285.178925,10.35265,,9.825725,195.345525,71.155875
41.265025,285.25695,10.3542,,9.83475,195.39325,71.29305
41.31855,285.67165,10.379575,,9.8441,195.4743,71.3948
41.35485,286.203925,10.381525,,9.870325,195.524575,71.508275
41.37605,288.323525,10.389425,,9.89605,195.552375,71.52395
41.40485,288.5855,10.39395,,9.92425,195.599375,71.530325
41.436925,288.841525,10.4095,,9.9527,196.03335,71.551475
41.47775,288.874125,10.4284,,9.961525,196.11145,71.619775
41.54125,288.883725,10.437375,,9.96965,196.168,71.657675
41.63065,290.211875,10.4682,,9.976925,196.2527,71.77495
41.6835,290.259175,10.4824,,9.983825,196.886225,71.888825
41.70475,290.3623,10.49365,,10.01775,197.571775,71.964675
41.72485,290.734725,10.50985,,10.037325,197.60485,72.19245
41.7742,291.27145,10.52615,,10.04365,197.95135,72.23365
41.851075,291.6865,10.531425,,10.052925,198.50325,72.259875
41.8794,291.800575,10.54135,,10.061775,198.55075,72.2664
41.965,291.80985,10.556975,,10.06965,198.626825,72.2959
41.991675,292.998675,10.571575,,10.119375,198.651025,72.3324
42.09385,294.3683,10.59355,,10.130575,198.780375,72.340275
42.12105,295.71115,10.60455,,10.16495,198.873375,72.4236
42.127025,295.7177,10.615325,,10.175025,198.9669,72.45105
42.165825,295.8538,10.621575,,10.182375,199.0525,72.485575
42.3506,297.577925,10.62615,,10.186625,199.1397,72.603975
42.41405,297.9796,10.65065,,10.2078,199.453025,72.67335
42.496725,298.071775,10.65615,,10.224875,199.6828,72.715875
42.5327,298.15935,10.662875,,10.267325,199.72805,72.824425
42.6368,298.4377,10.673125,,10.2736,199.81855,72.90995
42.70405,298.54,10.67955,,10.288575,199.999925,72.99645
42.7605,298.56625,10.68845,,10.295325,200.008575,73.7589
42.78205,298.606075,10.713625,,10.3156,200.252825,73.80185
42.87585,298.632225,10.725975,,10.32205,200.365075,73.817
42.97025,298.67415,10.73535,,10.326225,200.444975,73.906675
43.00405,298.778975,10.744875,,10.3631,200.55365,73.9657
43.0484,299.0634,10.75635,,10.369,200.631425,74.04425
43.099725,299.06635,10.7715,,10.385375,200.722075,74.056925
43.1143,299.287375,10.783175,,10.4092,200.783775,74.072325
43.216,299.8174,10.789825,,10.44375,201.205625,74.101825
43.268425,299.9743,10.7992,,10.450325,201.420275,74.1882
43.285725,,10.813075,,10.457425,201.53915,74.2406
43.440525,,10.817275,,10.467725,201.92405,74.253925
43.4792,,10.82575,,10.495525,201.9275,74.376375
43.550225,,10.839575,,10.497575,201.9832,74.390025
43.568175,,10.8573,,10.5182,202.1026,74.509675
43.607325,,10.87115,,10.52475,202.13185,74.800125
43.619675,,10.878025,,10.5348,202.1829,74.919775
43.667375,,10.885025,,10.545,202.85755,74.934
43.7285,,10.8936,,10.567975,203.110775,74.981775
43.830975,,10.900375,,10.580975,203.2807,75.007675
43.8811,,10.905675,,10.58615,203.30865,75.184975
43.91925,,10.929075,,10.59185,203.516825,75.803525
43.958475,,10.935825,,10.602875,203.588375,75.904725
43.9696,,10.940425,,10.61005,203.670875,76.029975
44.0987,,10.944125,,10.649325,204.023825,76.16585
44.126825,,10.9517,,10.661825,204.275025,76.271275
44.195225,,10.967425,,10.663425,204.374875,76.74215
44.200475,,10.975125,,10.670425,204.45475,76.7649
44.2653,,10.98685,,10.69185,204.468925,76.78305
44.276375,,10.9888,,10.714725,204.4785,76.8326
44.286725,,11.007225,,10.71905,204.485225,76.988175
44.291625,,11.02115,,10.75235,204.4923,77.052975
44.310775,,11.035975,,10.762725,204.732225,77.104725
44.321525,,11.03835,,10.79775,204.762925,77.140175
44.439425,,11.0494,,10.82065,204.785575,77.147525
44.463225,,11.0601,,10.858525,204.965775,77.169725
44.47905,,11.07575,,10.906575,204.99955,77.232175
44.52155,,11.085925,,10.915,205.02225,77.346925
44.5525,,11.099425,,10.93325,205.027875,77.37325
44.6415,,11.1065,,10.938525,205.081075,77.4459
44.664725,,11.117725,,10.960975,205.104325,77.448975
44.705325,,11.12535,,10.961975,205.21825,77.49935
44.743875,,11.13755,,11.04375,205.2803,77.58685
44.7924,,11.14635,,11.0662,205.519375,77.60985
44.805025,,11.161225,,11.076475,205.7585,77.714525
44.842675,,11.176325,,11.083625,205.80255,77.715575
44.862825,,11.197175,,11.0957,205.84735,77.716575
44.88655,,11.2091,,11.121225,205.88605,77.78575
44.899375,,11.233275,,11.125275,205.908825,77.828325
44.94715,,11.24585,,11.1469,205.93495,77.870825
44.980725,,11.262125,,11.152025,206.16755,77.8995
45.035575,,11.27415,,11.159125,206.82365,77.935575
45.04845,,11.294275,,11.164525,206.919875,77.963125
45.07775,,11.3028,,11.181925,207.328675,77.975
45.106425,,11.32065,,11.2084,207.451925,78.0764
45.135425,,11.33935,,11.215175,207.570175,78.2174
45.180325,,11.3416,,11.286125,207.687825,78.230275
45.287775,,11.352525,,11.30125,207.848525,78.2994
45.3315,,11.3703,,11.3184,208.01445,78.370225
45.340775,,11.43345,,11.341225,208.1005,78.42925
45.556725,,11.4375,,11.357875,208.18165,78.531975
45.646075,,11.4515,,11.39015,208.3435,78.6141
45.731725,,11.472375,,11.4069,208.82025,78.693225
45.798925,,11.48695,,11.436125,208.8341,78.8659
45.908175,,11.5056,,11.4516,208.8577,78.908725
45.968875,,11.518575,,11.459575,208.91575,79.49555
45.995175,,11.530525,,11.466175,208.96495,79.5204
46.02235,,11.5429,,11.48125,208.9855,79.523975
46.255875,,11.552875,,11.505325,209.032875,79.65315
46.27485,,11.56415,,11.51325,209.08135,79.735075
46.31265,,11.572225,,11.515625,209.29315,79.745025
46.38865,,11.58155,,11.535925,209.388775,79.87755
46.41585,,11.6026,,11.54255,209.629825,79.8956
46.43005,,11.634,,11.546175,209.69005,80.0026
46.5082,,11.644175,,11.600375,209.721475,80.0322
46.518775,,11.6594,,11.60575,209.927025,80.040025
46.52015,,11.677525,,11.608725,209.9733,80.064725
46.557225,,11.694025,,11.6226,210.0212,80.075675
46.5634,,11.708975,,11.673125,210.0471,80.110475
46.6122,,11.7232,,11.684625,210.054125,80.24645
46.630075,,11.7407,,11.7102,210.077575,80.3453
46.6341,,11.7629,,11.714225,210.143875,80.4692
46.650175,,11.768825,,11.72835,210.147475,80.480425
46.68085,,11.7959,,11.734725,210.191275,80.514225
46.81705,,11.812875,,11.7413,210.38485,80.53125
46.833175,,11.828925,,11.759475,210.416825,80.582675
46.847275,,11.8491,,11.780225,210.483025,80.606975
46.865275,,11.8678,,11.787325,210.510075,80.66935
47.3268,,11.8859,,11.808525,210.55235,80.72285
47.400175,,11.905,,11.83205,210.569575,80.773175
47.4692,,11.9246,,11.85605,210.65255,80.784825
47.522925,,11.9361,,11.866975,210.808,80.830725
47.755625,,11.95055,,11.87345,211.015575,80.84205
47.80835,,11.990425,,11.9026,211.064925,80.8483
47.84145,,12.003725,,11.945575,211.11585,80.8611
47.949,,12.017425,,11.95715,211.158875,80.8944
48.048175,,12.036775,,11.966375,211.2792,80.950125
48.213925,,12.0507,,11.992475,211.31985,80.955775
48.2303,,12.0695,,12.01385,211.322175,80.963425
48.2857,,12.07855,,12.03165,211.35225,81.04975
48.345625,,12.0904,,12.035075,211.373125,81.072975
48.44675,,12.1141,,12.091025,211.457275,81.089325
48.562825,,12.129225,,12.109525,211.531325,81.14805
48.5941,,12.1309,,12.116575,211.7825,81.171975
48.60585,,12.1442,,12.144925,211.9404,81.2111
48.60885,,12.1617,,12.223275,211.950725,81.2913
48.6731,,12.1651,,12.230275,212.0657,81.307375
48.733,,12.1716,,12.241575,212.370675,81.354
48.751525,,12.187925,,12.2514,212.440625,81.3934
48.846825,,12.20095,,12.256025,212.5032,81.4009
48.884075,,12.21655,,12.2622,212.565075,81.422875
48.90155,,12.2283,,12.2668,212.6347,81.439625
48.957825,,12.250175,,12.278225,212.866875,81.52205
48.965925,,12.262625,,12.286975,213.115575,81.557425
49.0385,,12.27235,,12.2942,213.165825,81.583025
49.095375,,12.28815,,12.307925,213.2215,81.60325
49.281725,,12.2981,,12.315675,213.2335,81.620625
49.287825,,12.307,,12.330175,213.295975,81.646625
49.3441,,12.315725,,12.3373,213.497025,81.654875
49.376275,,12.332575,,12.3497,213.52105,81.689325
49.4271,,12.350025,,12.364225,213.662275,81.716925
49.440825,,12.36525,,12.374,213.69465,81.808075
49.474725,,12.377325,,12.387875,213.778025,81.893225
49.4874,,12.399475,,12.398575,213.8653,81.908175
49.545425,,12.42005,,12.414675,214.0184,82.16205
49.5544,,12.434425,,12.42365,214.19525,82.19585
49.571575,,12.449475,,12.43235,214.2928,82.4919
49.608925,,12.464725,,12.452075,214.336575,82.7292
49.64065,,12.4755,,12.4664,214.401275,82.75165
