SPK_SPKC02a,SPK_SPKC02b,SPK_SPKC03a,SPK_SPKC04a
277.055375,223.473875,218.702375,231.021075
277.094925,223.504725,218.71865,231.029875
277.133775,223.511675,218.7406,231.0886
277.477525,223.5404,218.76955,231.314
277.787075,223.58405,218.794075,231.361675
277.800025,223.720775,218.80155,231.3959
277.8681,223.741675,218.8201,231.4613
277.976725,223.75885,218.830925,231.4843
279.037,223.790375,218.85785,231.530675
279.386225,223.8126,218.868125,231.538175
279.504875,223.8306,218.880975,231.71115
280.276175,223.8341,218.9537,231.919875
280.518,223.8583,218.98295,231.985875
280.67515,223.88485,219.075325,232.03925
280.795425,223.909525,219.123375,232.076175
280.915,223.9176,219.181225,232.112325
280.9799,223.9284,219.203075,232.16015
281.0894,223.94755,219.240075,232.165975
281.1119,223.96505,219.265175,232.181175
281.1291,223.98855,219.272725,232.242125
281.275625,224.078825,219.285525,232.30235
281.457175,224.13755,219.3045,232.310375
281.772625,224.16525,219.340175,232.3311
281.80015,224.212225,219.359075,232.40215
281.918675,224.24595,219.377225,232.527225
281.99065,224.268375,219.39265,232.5506
282.269925,224.30995,219.431925,232.61705
282.30075,224.325775,219.450575,232.64135
282.559125,224.4079,219.458325,232.69995
282.5604,224.50535,219.464575,232.764275
282.6312,224.54055,219.50425,232.960925
282.6534,224.580375,219.54035,233.00025
282.77435,224.6091,219.571725,233.064575
282.782875,224.64005,219.688275,233.085225
282.832375,224.69875,219.7664,233.091775
282.8409,224.742175,219.848275,233.168175
283.246575,224.74565,219.874325,233.16995
283.316525,224.765725,219.89885,233.215325
283.342825,224.796,219.915875,233.2714
283.40135,224.819575,219.95715,233.35885
283.4289,224.844225,219.9831,233.371575
283.612925,224.8774,220.0111,233.41835
284.198675,224.897275,220.0223,233.4317
284.222075,224.93145,220.0375,233.466575
284.285975,224.96075,220.0668,233.5567
284.357225,224.97475,220.1209,233.6015
284.378875,225.077675,220.18705,233.654
285.0957,225.1448,220.22775,233.678975
285.132,225.173175,220.273,233.7187
285.181375,225.209375,220.372775,233.761375
285.212675,225.238375,220.399275,233.7896
285.24,225.31695,220.420875,233.8046
285.325325,225.3571,220.45665,233.813875
285.39295,225.38725,220.510825,233.846
285.421,225.42235,220.56835,233.886925
285.426575,225.46245,220.64545,233.902875
285.47695,225.507675,220.750825,233.91065
285.542325,225.53745,220.7581,234.03555
285.551925,225.622725,220.784125,234.0489
285.65025,225.685075,220.805775,234.08825
285.788375,225.711175,220.847075,234.1279
285.991925,225.715425,220.8784,234.133875
286.066575,225.742425,220.907275,234.152825
286.150325,225.8143,220.980925,234.1709
286.347225,225.8368,221.05045,234.1865
286.742725,225.875675,221.080175,234.2469
286.787575,225.919575,221.09325,234.357375
286.83115,225.95845,221.159225,234.37285
286.9166,226.054625,221.190475,234.399925
287.006525,226.098275,221.22715,234.430525
287.052,226.2164,221.25515,234.5857
287.477,226.2551,221.446825,234.6032
287.497225,226.288675,221.491625,234.613
287.542625,226.31875,221.516175,234.62015
287.5501,226.3413,221.5263,234.67415
287.692425,226.422175,221.54935,234.6821
288.104175,226.431425,221.56395,234.715075
288.205,226.43825,221.605625,234.76
288.223375,226.493475,221.638,234.791225
288.28025,226.511675,221.655525,234.860975
288.33265,226.5303,221.68175,234.93435
288.388625,226.550625,221.697375,234.967425
288.4424,226.639475,221.71115,235.014375
288.617625,226.650525,221.738425,235.07875
288.812375,226.6725,221.746575,235.08725
288.849825,226.70015,221.767375,235.1333
288.881125,226.75815,221.77545,235.184825
288.923875,226.7933,221.8126,235.191175
289.3797,226.80405,221.82875,235.2368
289.52405,226.8307,221.876225,235.265525
289.52595,226.90465,221.9131,235.314625
289.5942,226.935025,221.9237,235.358175
289.852275,226.951575,221.950525,235.362
289.97115,226.991675,221.9718,235.447875
