SPK_SPKC02a (NA),SPK_SPKC07a (inhibited),SPK_SPKC13a (inhibited)
,332.42225,
,332.4803,
,332.5647,
,332.6002,
,332.662775,
,332.7091,
,332.717625,
,332.786825,
,332.801825,
,332.83125,
,332.894625,
,332.933,
,332.95235,
,333.108975,
,333.229625,
,333.250925,
,333.2676,
,333.372225,
,333.405725,
,333.472375,
,333.540475,
,333.559275,
,333.5721,
,333.72175,
,333.7323,
,333.778525,
,333.92495,
,333.952925,
,334.004,
,334.14875,
,334.164075,
,334.19185,
,334.208325,
,334.238225,
,334.270525,
,334.438825,
,334.59035,
,334.65285,
,334.711475,
,334.754475,
,334.76375,
,334.824175,
,334.86075,
,334.974625,
,335.045625,
,335.151925,
,335.250375,
,335.466275,
,335.55615,
,335.5998,
,335.6516,
,335.66525,
,335.74985,
,335.780325,
,335.810175,
,335.87835,
,335.944625,
,336.04955,
,336.0744,
,336.122225,
,336.2554,
,336.3069,
,336.382725,
,336.455125,
,336.51735,
,336.666225,
,336.68765,
,336.758825,
,336.902525,
,337.082875,
,337.15375,
,337.20205,
,337.23895,
,337.4632,
,337.483675,
,337.541425,
,337.81005,
,337.865525,
,337.904525,
,338.082425,
,338.122075,
,338.166875,
,338.211025,
,338.24805,
,338.28865,
,338.4015,
,338.564275,
,338.602,
,338.648125,
,338.834475,
,338.891625,
,338.914375,
,338.9793,
,339.0127,
,339.03125,
,339.059925,
,339.336475,
,339.38815,
,339.429525,
,339.454325,
,339.473075,
,339.522175,
,339.54205,
,339.5929,
,339.6237,
,339.78585,
,339.8103,
,339.895875,
,339.996975,
,340.127625,
,340.1612,
,340.234025,
,340.260625,
,340.3823,
,340.4315,
,340.51345,
,340.5825,
,340.64135,
,340.863275,
,340.907675,
,341.009625,
,341.0519,
,341.068675,
,341.099,
,341.279425,
,341.4192,
,341.511175,
,341.5754,
,341.594075,
,341.620225,
,341.772725,
,341.8443,
,341.8561,
,341.949175,
,341.991525,
,342.005075,
,342.089275,
,342.16325,
,342.19655,
,342.30685,
,342.3661,
,342.46725,
,342.4752,
,342.61655,
,342.650575,
,342.7617,
,342.863575,
,342.89225,
,342.9525,
,343.077925,
,343.1437,
,343.18595,
,343.21345,
,343.2918,
,343.346775,
,343.36215,
,343.471625,
,343.501175,
,343.55375,
,343.663525,
,343.89795,
,343.9282,
,344.00155,
,344.05565,
,344.2499,
,344.349375,
,344.38455,
,344.4356,
,344.451075,
,344.4682,
,344.518525,
,344.545375,
,344.6661,
,344.738825,
,344.868275,
,344.9083,
,345.064775,
,345.0887,
,345.167525,
,345.428325,
,345.4913,
,345.531175,
,345.9068,
,345.951975,
,346.021375,
,346.032575,
,346.110475,
,346.16205,
,346.185675,
,346.325325,
,346.36665,
,346.492025,
,346.53115,
,346.5628,
,346.6062,
,346.62905,
,346.673925,
,346.80455,
,346.928575,
,347.445725,
,347.57525,
,347.599925,
,347.62315,
,347.745325,
,347.901125,
,348.134425,
,348.1475,
,348.187575,
,348.239,
,348.3521,
,348.389,
,348.41545,
,348.442025,
,348.463125,
,348.55195,
,348.627725,
,348.782525,
,348.82015,
,348.833275,
,348.86025,
,348.923275,
,349.008325,
,349.04685,
,349.0793,
,349.1333,
,349.166475,
,349.18425,
,349.2536,
,349.2831,
,349.3107,
,349.39935,
,349.455725,
,349.47,
,349.51,
,349.5805,
,349.60635,
,349.661625,
,349.696525,
,350.04515,
,350.138925,
,350.195575,
,350.3154,
,350.61345,
,350.7659,
,350.77695,
,350.816875,
,350.996825,
,351.1208,
,351.246475,
,351.279475,
,351.74935,
,351.80025,
,351.837075,
,351.951875,
,352.0615,
,352.079025,
,352.13585,
,352.312875,
,352.455175,
,352.475025,
,352.4954,
,352.51365,
,352.617175,
,352.697225,
,352.7451,
,352.79575,
,352.9423,
,353.08035,
,353.096875,
,353.144375,
,353.209075,
,353.250725,
,353.4033,
,353.492575,
,353.58075,
,353.590425,
,353.8388,
,353.878325,
,353.93755,
,354.058125,
,354.14555,
,354.276925,
,354.311775,
,354.337075,
,354.3847,
,354.713,
,355.0354,
,355.17005,
,355.182575,
,355.218125,
,355.479025,
,355.492525,
,355.660575,
,355.85215,
,356.123375,
,356.19165,
,356.2265,
,356.565075,
,356.591825,
,356.615575,
,356.689775,
,356.7357,
,356.757375,
,356.8483,
,356.9041,
,356.9371,
,357.060675,
,357.26745,
,357.297475,
,357.427475,
,357.4931,
,357.554125,
,357.788975,
,357.8836,
,357.946225,
,358.036125,
,358.207175,
,358.4208,
,358.58055,
,358.6415,
,358.6581,
,358.722875,
,358.763625,
,358.891925,
,358.9762,
,359.13235,
,359.21405,
,359.286125,
,359.353075,
,359.38125,
,359.433975,
,359.503225,
,359.635225,
,359.726025,
,359.78895,
,359.882825,
