SPK_SPKC04a (inhi),SPK_SPKC08a (sharp exc?),SPK_SPKC09a (no opto-tagging)
164.58765,,96.59795
164.6218,,96.640075
164.6393,,96.676975
164.668775,,96.733875
164.713825,,96.751025
164.77175,,96.76755
164.832325,,96.7927
164.902875,,96.801825
164.9773,,96.8186
165.011,,96.83025
165.041525,,96.859825
165.076225,,96.870525
165.117625,,96.885175
165.163875,,96.901375
165.203525,,96.92215
165.25125,,96.9463
165.2813,,96.965025
165.344425,,96.987325
165.411925,,97.02645
165.4408,,97.04085
165.5022,,97.07165
165.555325,,97.10095
165.584025,,97.152425
165.59365,,97.1992
165.605525,,97.2477
165.6176,,97.29725
165.63855,,97.305375
165.65625,,97.316575
165.690925,,97.338025
165.712125,,97.358625
165.73375,,97.375925
165.7645,,97.384675
165.802725,,97.4047
165.82635,,97.4226
165.857925,,97.431575
165.8931,,97.446875
165.923825,,97.4664
165.95435,,97.484625
165.992225,,97.502275
166.054575,,97.5328
166.11025,,97.577875
166.164725,,97.6189
166.25395,,97.658
166.312825,,97.698725
166.3665,,97.738575
166.4192,,97.76755
166.457125,,97.7932
166.501125,,97.81715
166.5287,,97.83875
166.53995,,97.853575
166.5863,,97.89695
166.630725,,97.9105
166.680725,,97.93585
166.726875,,97.97175
166.7661,,97.9865
166.82245,,98.019975
166.886575,,98.05365
166.9542,,98.115225
167.020975,,98.13405
167.065775,,98.17675
167.10785,,98.22205
167.123125,,98.269675
167.141425,,98.322475
167.14955,,98.3428
167.17245,,98.365875
167.192525,,98.38725
167.213225,,98.4005
167.23755,,98.424325
167.264175,,98.44195
167.288925,,98.4662
167.331275,,98.486375
167.3595,,98.49635
167.3867,,98.523425
167.4159,,98.54295
167.45545,,98.5657
167.4898,,98.59605
167.530875,,98.62295
167.5696,,98.649575
167.605775,,98.698175
167.64755,,98.7451
167.722325,,98.77005
167.789225,,98.80885
167.843975,,98.8644
167.897125,,98.895975
167.927875,,98.953975
167.94415,,98.975625
167.96415,,99.0116
167.983,,99.032575
168.0098,,99.069075
168.044625,,99.104925
168.065375,,99.133025
168.091225,,99.18355
168.128025,,99.200825
168.16505,,99.235325
168.207475,,99.244975
168.254525,,99.263425
168.2871,,99.2801
168.34905,,99.293775
168.39595,,99.3104
168.495825,,99.3348
168.577375,,99.362925
168.627025,,99.3969
168.6511,,99.4263
168.662,,99.464425
168.68105,,99.50425
168.699575,,99.542525
168.7203,,99.565075
168.735975,,99.58795
168.750675,,99.6072
168.778925,,99.63385
168.793825,,99.65265
168.8153,,99.6983
168.850575,,99.71265
168.87715,,99.760375
168.916025,,99.797025
168.957425,,99.85345
168.988975,,99.880025
169.04155,,99.9299
169.096775,,99.963925
169.181075,,99.993
169.2418,,100.040525
169.32855,,100.081925
169.390975,,100.118525
169.4344,,100.213325
169.488275,,100.246625
169.55595,,100.267875
169.606875,,100.2933
169.681575,,100.31715
169.764525,,100.37475
169.840775,,100.4035
169.923225,,100.4358
169.977625,,100.4925
169.998775,,100.5625
170.016525,,100.63375
170.0447,,100.6999
170.05965,,100.72485
170.0891,,100.747475
170.111475,,100.779525
170.137575,,100.7877
170.17035,,100.7998
170.207725,,100.812625
170.25605,,100.827175
170.324825,,100.844625
170.40345,,100.865
170.4875,,100.88145
170.5605,,100.898875
170.63325,,100.9134
170.7442,,100.931975
170.8283,,100.95345
170.8945,,100.9714
170.918775,,100.98515
170.93755,,100.9969
170.953925,,101.021275
170.97925,,101.04545
170.9982,,101.062475
171.012875,,101.1035
171.0332,,101.133475
171.0532,,101.156525
171.089875,,101.185975
171.119625,,101.196
171.211925,,101.219775
171.28225,,101.25365
171.342225,,101.281175
171.39545,,101.32325
171.46315,,101.3534
171.5302,,101.397025
171.56235,,101.4316
171.5914,,101.463625
171.61085,,101.48395
171.6488,,101.5325
171.709575,,101.566675
171.81405,,101.60045
171.85665,,101.6596
171.9114,,101.6716
172.00735,,101.690375
172.07855,,101.707575
172.133575,,101.7296
172.1704,,101.738325
172.227775,,101.7511
172.2732,,101.78805
172.33325,,101.809825
172.39105,,101.830575
172.467675,,101.8533
172.549,,101.870175
172.60855,,101.9112
172.675225,,101.96095
172.7359,,102.023475
172.81945,,102.090525
172.899675,,102.1426
172.979375,,102.179825
173.01095,,102.1923
173.0728,,102.20815
173.13065,,102.220625
173.213625,,102.2477
173.271775,,102.26905
173.311075,,102.289525
173.33255,,102.305025
173.387625,,102.3229
173.460975,,102.344025
173.51265,,102.3674
173.617675,,102.39745
173.669175,,102.446325
173.707125,,102.47845
173.7588,,102.5257
173.816025,,102.6082
173.868525,,102.635025
173.935325,,102.658975
173.99165,,102.6777
174.04395,,102.688575
174.080875,,102.70075
174.106625,,102.7135
174.134075,,102.722225
174.185725,,102.733375
174.2479,,102.749825
174.300425,,102.772725
174.3297,,102.779875
174.377075,,102.7966
174.426675,,102.833
174.465175,,102.8453
174.48995,,102.854975
174.5265,,102.869875
174.559125,,102.894225
174.599775,,102.9154
174.66715,,102.931175
174.7444,,102.94995
174.81285,,102.966975
174.8499,,102.99
174.951725,,103.003625
174.966125,,103.026325
174.97855,,103.0404
174.98755,,103.06235
175.00075,,103.08205
175.0129,,103.10055
175.035875,,103.1434
175.0473,,103.1997
175.05765,,103.242575
175.082025,,103.282575
175.1082,,103.33225
175.135025,,103.356175
175.161175,,103.3791
175.179425,,103.408525
175.2078,,103.427575
175.230025,,103.459725
175.265,,103.485175
175.301975,,103.559475
175.341275,,103.5727
175.369,,103.60215
175.396825,,103.619375
175.434575,,103.646175
175.46975,,103.658225
175.5273,,103.67675
175.57015,,103.697625
175.6113,,103.714
175.6442,,103.7298
175.695675,,103.74695
175.743625,,103.7729
175.8037,,103.7907
175.85765,,103.80785
175.9115,,103.83515
175.9549,,103.8523
175.9979,,103.859775
176.02775,,103.885325
176.045625,,103.91395
176.068225,,103.9369
176.0926,,103.9503
176.11875,,103.9692
176.1837,,103.98365
176.240625,,104.003225
176.306275,,104.0199
176.346275,,104.046875
176.410025,,104.070725
176.463075,,104.08615
176.533425,,104.114125
176.575575,,104.15855
176.59685,,104.201
176.636025,,104.221575
176.6536,,104.26155
176.69185,,104.281375
176.7223,,104.30775
176.7559,,104.326325
176.7939,,104.3556
176.83455,,104.382875
176.8884,,104.414375
176.9225,,104.449025
176.953625,,104.463925
176.9851,,104.4861
177.0163,,104.5187
177.0538,,104.547925
177.07575,,104.576025
177.098925,,104.5871
177.11515,,104.610275
177.129025,,104.63815
177.13695,,104.661225
177.1612,,104.668075
177.182625,,104.691175
177.200125,,104.709325
177.222525,,104.73545
177.2487,,104.7624
177.278175,,104.79275
177.293825,,104.835575
177.30995,,104.868725
177.32625,,104.896
177.340875,,104.9186
177.36745,,104.94005
177.3818,,104.963325
177.399925,,104.983675
177.415225,,105.010575
177.43015,,105.0216
177.463,,105.0419
177.477925,,105.06155
177.5057,,105.086975
177.523875,,105.097725
177.557975,,105.11805
177.570975,,105.132975
177.598275,,105.15025
177.64785,,105.1765
177.678525,,105.21015
177.69525,,105.234675
177.74335,,105.2629
177.770125,,105.285325
177.797825,,105.305825
177.81875,,105.341175
177.847675,,105.368575
177.90705,,105.3982
177.92125,,105.42855
177.9383,,105.45465
177.96345,,105.471475
177.981775,,105.489275
178.00455,,105.5174
178.0178,,105.52855
178.042475,,105.539775
178.06605,,105.5514
178.0835,,105.565375
178.11255,,105.5777
178.12765,,105.59485
178.147825,,105.6217
178.162875,,105.64165
178.185125,,105.66825
178.194275,,105.688125
178.214075,,105.713575
178.2223,,105.745
178.241575,,105.776
178.265775,,105.810925
178.283475,,105.8381
178.328925,,105.87805
178.346875,,105.8982
178.385425,,105.946625
178.4021,,105.976525
178.4196,,106.020225
178.448925,,106.058125
178.466675,,106.0944
178.50355,,106.15
178.5244,,106.171025
178.54445,,106.183375
178.567975,,106.199725
178.5805,,106.2287
178.6175,,106.242425
178.644175,,106.244925
178.670375,,106.269
178.693525,,106.29375
178.7303,,106.32105
178.764875,,106.344025
178.809225,,106.36205
178.82275,,106.388075
178.845825,,106.416325
178.86335,,106.429275
178.889775,,106.4483
178.9152,,106.4677
178.9482,,106.52995
178.968675,,106.575525
179.0058,,106.6125
179.0266,,106.6627
179.05405,,106.714575
179.07545,,106.7455
179.101425,,106.7861
179.139775,,106.8511
179.172025,,106.874475
179.18805,,106.90325
179.205875,,106.911175
179.222375,,106.9396
179.24275,,106.96145
179.254725,,106.9978
179.2708,,107.040025
179.2788,,107.112425
179.293625,,107.17885
179.3051,,107.230425
179.3182,,107.261675
179.3456,,107.29365
179.3713,,107.31615
179.39195,,107.335325
179.418525,,107.38605
179.439025,,107.4203
179.475975,,107.4493
179.52555,,107.516725
179.550275,,107.55175
179.5815,,107.595575
179.611775,,107.624325
179.658,,107.6469
179.693525,,107.68005
179.71245,,107.7054
179.738325,,107.74515
179.753275,,107.8114
179.772825,,107.86825
179.79065,,107.92825
179.829825,,107.96285
179.85185,,107.9928
179.86955,,108.0227
179.892425,,108.04375
179.927275,,108.068925
179.948125,,108.0883
179.97365,,108.102225
179.99815,,108.131775
180.021775,,108.170125
180.084925,,108.196175
180.112625,,108.218825
180.1985,,108.23665
180.21095,,108.264275
180.224625,,108.278625
180.261725,,108.289375
180.334375,,108.3063
180.358825,,108.3239
180.38415,,108.370125
180.42285,,108.388325
180.4387,,108.4016
180.47175,,108.427225
180.4871,,108.441525
180.5126,,108.450425
180.5459,,108.45885
180.571975,,108.4739
180.59265,,108.491675
180.6078,,108.501825
180.630825,,108.515525
180.653775,,108.53495
180.664825,,108.55065
180.724725,,108.573
180.75405,,108.5999
180.786175,,108.615
180.81175,,108.634475
180.82595,,108.65685
180.843025,,108.68205
180.86175,,108.69855
180.872775,,108.7249
180.899225,,108.7525
180.920175,,108.775925
180.950075,,108.8215
180.981025,,108.833075
181.0218,,108.852225
181.0389,,108.875125
181.06125,,108.911825
181.091475,,108.95995
181.107125,,109.04105
181.129875,,109.065125
181.169075,,109.0903
181.186925,,109.127925
181.255625,,109.1838
181.288625,,109.21565
181.33195,,109.242275
181.351625,,109.263475
181.389425,,109.27755
181.4175,,109.2926
181.4489,,109.32385
181.467425,,109.37575
181.489975,,109.445575
181.50045,,109.499825
181.52685,,109.52195
181.54745,,109.545075
181.585425,,109.573525
181.636025,,109.5836
181.6506,,109.611525
181.676375,,109.629575
181.692425,,109.67125
181.73575,,109.68155
181.74955,,109.705825
181.779025,,109.73195
181.82055,,109.76125
181.8441,,109.800625
181.8575,,109.8248
181.896075,,109.854025
181.92335,,109.885475
181.94135,,109.96435
181.983425,,110.047875
182.00205,,110.101075
182.015025,,110.1876
182.026675,,110.253625
182.04455,,110.29035
182.065775,,110.3291
182.081775,,110.34145
182.10495,,110.3604
182.12565,,110.376925
182.1471,,110.40125
182.162275,,110.421825
182.189925,,110.439175
182.2156,,110.474
182.238925,,110.497975
182.25505,,110.515725
182.296275,,110.5315
182.3098,,110.55745
182.3359,,110.5804
182.34995,,110.604275
182.369725,,110.6263
182.438075,,110.6455
182.4613,,110.6652
182.48585,,110.689675
182.501,,110.711175
182.5294,,110.730575
182.597275,,110.781475
182.62725,,110.80995
182.684875,,110.863175
182.708675,,110.8707
182.722525,,110.908
182.7369,,110.9376
182.750375,,110.952875
182.79405,,110.984025
182.825825,,111.013725
182.84165,,111.04545
182.85385,,111.105825
182.8751,,111.153525
182.892075,,111.2213
182.918025,,111.33125
182.94515,,111.387175
182.954,,111.469475
182.96945,,111.535675
182.97905,,111.55745
182.99235,,111.621725
183.008925,,111.734675
183.026575,,111.883675
183.053775,,112.048475
183.08775,,112.0888
183.10665,,112.145525
183.118425,,112.179525
183.1376,,112.2339
183.16805,,112.256175
183.19155,,112.306375
183.216225,,112.351675
183.2331,,112.41195
183.268325,,112.41855
183.290525,,112.4259
183.3119,,112.447175
183.331,,112.48475
183.372625,,112.49795
183.399125,,112.512975
183.4385,,112.545725
183.461175,,112.565625
183.485475,,112.592225
183.52005,,112.624525
183.55205,,112.64455
183.5874,,112.665675
183.6153,,112.68265
183.66475,,112.72585
183.67395,,112.7441
183.68515,,112.7981
183.694925,,112.8519
183.720175,,112.879175
183.739325,,112.92565
183.75495,,112.956375
183.775175,,113.008625
183.789525,,113.0376
183.81745,,113.0545
183.84585,,113.0834
183.86335,,113.11655
183.896025,,113.145525
183.930925,,113.1924
183.965025,,113.2145
183.993225,,113.2292
184.021725,,113.2549
184.036125,,113.26745
184.055275,,113.2749
184.070275,,113.2924
184.0907,,113.3018
184.107475,,113.338725
184.12945,,113.35525
184.142975,,113.37245
184.1634,,113.400975
184.18765,,113.42025
184.214275,,113.448725
184.280775,,113.487825
184.337375,,113.52105
184.413675,,113.534025
184.470125,,113.576875
184.514975,,113.60465
184.536525,,113.627475
184.547775,,113.6554
184.5846,,113.700325
184.60205,,113.724875
184.622625,,113.751775
184.651175,,113.831575
184.688925,,113.86355
184.725575,,113.904725
184.7419,,113.950475
184.7808,,113.959525
184.7978,,113.974775
184.845225,,114.009025
184.8883,,114.0162
184.932525,,114.041425
184.98415,,114.074575
185.084725,,114.090375
185.133025,,114.122175
185.179275,,114.1474
185.207,,114.1888
185.234675,,114.267525
185.267625,,114.314425
185.302625,,114.3646
185.338625,,114.406475
185.38765,,114.436975
185.426575,,114.493775
185.47675,,114.526625
185.4999,,114.583175
185.520525,,114.608
185.542425,,114.638825
185.566525,,114.679575
185.596075,,114.751225
185.61525,,114.797925
185.634825,,114.8383
185.6635,,114.869675
185.68515,,114.89535
185.71945,,114.933875
185.7718,,114.953025
185.799925,,114.98825
185.822,,114.9974
185.8339,,115.030475
185.851475,,115.06415
185.86895,,115.07325
185.88125,,115.095875
185.89195,,115.111875
185.916025,,115.1329
185.936,,115.165075
185.96775,,115.192125
186.0653,,115.280975
186.1118,,115.3049
186.16615,,115.3657
186.196425,,115.435725
186.2084,,115.479025
186.219275,,115.499875
186.23025,,115.545725
186.239075,,115.572125
186.249625,,115.5958
186.262175,,115.648825
186.27645,,115.688025
186.331475,,115.735825
186.373075,,115.804575
186.439575,,115.831775
186.494025,,115.924125
186.556375,,115.958325
186.627925,,116.0075
186.659775,,116.052025
186.694125,,116.08605
186.712425,,116.107075
186.7346,,116.124525
186.744025,,116.135575
186.760525,,116.1615
186.785625,,116.173575
186.810925,,116.187625
186.83755,,116.199125
186.877275,,116.222
186.915175,,116.270325
186.943825,,116.313175
186.959975,,116.357125
186.975525,,116.394775
186.99605,,116.41895
187.020425,,116.452825
187.0707,,116.47
187.08885,,116.49045
187.128025,,116.538025
187.170575,,116.5932
187.209925,,116.634
187.25695,,116.6638
187.313325,,116.709325
187.388325,,116.748575
187.432725,,116.7802
187.4701,,116.8049
187.48945,,116.820925
187.496675,,116.84185
187.50835,,116.8647
187.518125,,116.877625
187.535375,,116.900375
187.5477,,116.919825
187.5568,,116.93885
187.569875,,116.958725
187.5872,,116.969725
187.6067,,116.985925
187.631925,,117.0215
187.6717,,117.039225
187.731725,,117.058175
187.79405,,117.098325
187.820225,,117.135075
187.829425,,117.17225
187.845975,,117.2177
187.85615,,117.2495
187.8708,,117.330125
187.885225,,117.3841
187.89805,,117.4004
187.913625,,117.426825
187.930275,,117.455125
187.958275,,117.47765
187.971075,,117.49265
187.98345,,117.515325
187.994175,,117.53455
188.01095,,117.55355
188.030925,,117.577175
188.041525,,117.60795
188.060375,,117.637825
188.06875,,117.639975
188.07865,,117.694425
188.087225,,117.7516
188.0955,,117.7916
188.1018,,117.823375
188.122275,,117.834925
188.1355,,117.8642
188.164325,,117.88395
188.179825,,117.90985
188.20445,,117.936
188.22085,,117.965675
188.24505,,118.008675
188.285475,,118.029675
188.32215,,118.051275
188.34365,,118.0808
188.3811,,118.100325
188.398875,,118.107425
188.416525,,118.124575
188.440125,,118.144925
188.465875,,118.17175
188.4882,,118.186675
188.512075,,118.206075
188.52915,,118.222375
188.555875,,118.245575
188.578725,,118.26115
188.595225,,118.276325
188.619425,,118.3142
188.6473,,118.3308
188.663225,,118.35465
188.711025,,118.36605
188.73715,,118.380275
188.74905,,118.40715
188.77185,,118.42585
188.787875,,118.4526
188.7969,,118.481875
188.8081,,118.5212
188.82365,,118.562025
188.84175,,118.588075
188.858175,,118.632625
188.87525,,118.651175
188.9176,,118.679825
188.930275,,118.698
188.947225,,118.713825
188.96235,,118.7299
188.990775,,118.751975
189.0051,,118.771375
189.0217,,118.789625
189.04785,,118.8188
189.0614,,118.8402
189.127725,,118.868075
189.150925,,118.89435
189.184875,,118.9249
189.198425,,118.97935
189.233725,,119.01795
189.262875,,119.046075
189.288675,,119.080175
189.3119,,119.12095
189.32875,,119.1444
189.35895,,119.183525
189.394725,,119.22055
189.431125,,119.2851
189.460425,,119.3143
189.483275,,119.367925
189.498875,,119.3919
189.54435,,119.406075
189.59015,,119.432325
189.629325,,119.443875
189.67275,,119.4833
189.7305,,119.50725
189.7953,,119.534625
189.846125,,119.551175
189.880825,,119.562325
189.892625,,119.581575
189.9022,,119.5937
189.919075,,119.611475
189.933125,,119.630275
189.9495,,119.6469
189.9733,,119.666875
189.9877,,119.689975
190.0176,,119.7107
190.062,,119.725825
190.1057,,119.743275
190.168075,,119.77375
190.19515,,119.790925
190.2094,,119.8263
190.226,,119.868025
190.240875,,119.90065
190.277725,,119.92025
190.295075,,119.95115
190.312075,,119.988925
190.333975,,120.01525
190.351625,,120.04385
190.3736,,120.086525
190.386325,,120.113675
190.402575,,120.132075
190.415625,,120.141475
190.424775,,120.1562
190.443075,,120.170375
190.457975,,120.19355
190.469675,,120.210075
190.483825,,120.239325
190.505625,,120.261
190.52005,,120.289525
190.5365,,120.323925
190.555525,,120.342975
190.569975,,120.375175
190.593125,,120.40185
190.605225,,120.4237
190.623,,120.445275
190.648975,,120.462
190.66585,,120.496175
190.6814,,120.5147
190.69355,,120.5396
190.708375,,120.554125
190.722225,,120.57445
190.732075,,120.603775
190.74055,,120.631725
190.750125,,120.64915
190.763375,,120.6742
190.774275,,120.699225
190.784125,,120.73605
190.799725,,120.764225
190.83335,,120.7978
190.855475,,120.84375
190.8804,,120.878025
190.94,,120.91875
190.966375,,120.964975
191.0145,,120.987125
191.065875,,121.009925
191.097575,,121.038975
191.125925,,121.072375
191.1615,,121.1066
191.1893,,121.13
191.21585,,121.149375
191.243625,,121.18315
191.2941,,121.211825
191.335975,,121.236625
191.36695,,121.271275
191.39605,,121.2853
191.412975,,121.32655
191.4263,,121.375175
191.434725,,121.400575
191.45275,,121.431575
191.4636,,121.459875
191.4796,,121.4833
191.496775,,121.508825
191.52195,,121.5477
191.537525,,121.5767
191.548475,,121.632525
191.600375,,121.672825
191.639625,,121.70495
191.7305,,121.727625
191.766025,,121.760325
191.777025,,121.782075
191.806275,,121.821675
191.83265,,121.84135
191.847225,,121.868075
191.864425,,121.8943
191.885075,,121.93385
191.91715,,121.95035
191.974325,,121.977275
192.027775,,122.0146
192.060975,,122.08635
192.096525,,122.1093
192.128,,122.133525
192.169,,122.184075
192.203725,,122.238
192.261225,,122.281375
192.32035,,122.3324
192.348275,,122.40915
192.363875,,122.454875
192.3758,,122.465575
192.38685,,122.486525
192.3949,,122.500425
192.41515,,122.523875
192.434675,,122.535275
192.461475,,122.56005
192.4928,,122.595875
192.5387,,122.6352
192.60365,,122.69525
192.668525,,122.7401
192.735525,,122.792525
192.78145,,122.82445
192.806525,,122.8496
192.831825,,122.86635
192.854275,,122.892275
192.86765,,122.9162
192.89435,,122.953
192.913775,,122.9791
192.9324,,123.020775
192.958925,,123.0384
193.002325,,123.061175
193.03545,,123.0724
193.077975,,123.1042
193.13045,,123.120125
193.180625,,123.1405
193.202125,,123.155075
193.252975,,123.178125
193.271,,123.197525
193.2953,,123.212825
193.328525,,123.238325
193.34665,,123.2518
193.3701,,123.2836
193.421175,,123.30345
193.47625,,123.358075
193.52435,,123.382025
193.55645,,123.408875
193.590475,,123.4343
193.644025,,123.470675
193.67925,,123.497475
193.70305,,123.527325
193.7262,,123.5634
193.7494,,123.57275
193.797375,,123.607775
193.847,,123.62135
193.895975,,123.6489
193.938575,,123.67965
193.96715,,123.700775
194.009375,,123.7455
194.073375,,123.779925
194.1079,,123.825925
194.1286,,123.858025
194.16025,,123.887675
194.1874,,123.91555
194.226375,,123.9391
194.259,,123.957725
194.284575,,123.98395
194.31085,,124.016975
194.3533,,124.041025
194.4057,,124.0824
194.4649,,124.096375
194.522925,,124.129425
194.57865,,124.143425
194.6164,,124.1668
194.67385,,124.18595
194.7088,,124.20065
194.7459,,124.239475
194.771975,,124.254
194.7958,,124.27785
194.831625,,124.30675
194.87545,,124.33325
194.9156,,124.356125
194.95935,,124.40945
195.0091,,124.43475
195.05415,,124.479125
195.081275,,124.5034
195.089475,,124.56715
195.098725,,124.5919
195.110325,,124.610825
195.122425,,124.6302
195.1366,,124.64455
195.153975,,124.655925
195.1914,,124.667175
195.228075,,124.67725
195.28475,,124.68975
195.335425,,124.700675
195.4285,,124.715275
195.483775,,124.737025
195.517775,,124.766
195.5613,,124.782125
195.58335,,124.7912
195.629625,,124.806625
195.655575,,124.8369
195.707225,,124.85415
195.7548,,124.90975
195.806025,,124.928925
195.841575,,124.950875
195.871675,,125.013275
195.91985,,125.02875
195.9557,,125.04785
195.980675,,125.0638
196.0153,,125.074875
196.0569,,125.0891
196.08325,,125.117
196.1299,,125.1341
196.168775,,125.155375
196.228975,,125.181125
196.2601,,125.20875
196.2735,,125.225775
196.290475,,125.26945
196.3037,,125.296625
196.3271,,125.31895
196.344325,,125.371525
196.37165,,125.39995
196.39635,,125.428625
196.43085,,125.467075
196.476675,,125.48335
196.521575,,125.51255
196.575625,,125.52615
196.648275,,125.548375
196.714025,,125.55825
196.75365,,125.577675
196.790475,,125.61555
196.801975,,125.622275
196.8113,,125.6526
196.827325,,125.67205
196.839625,,125.71085
196.849,,125.72545
196.868975,,125.742925
196.882075,,125.7616
196.897575,,125.780925
196.921375,,125.794925
196.9487,,125.813425
196.98105,,125.84035
197.0355,,125.879825
197.10135,,125.89295
197.184025,,125.918975
197.248575,,125.944875
197.286375,,125.962375
197.30765,,125.986425
197.321575,,126.017125
197.334275,,126.0426
197.34735,,126.064625
197.3608,,126.106375
197.380025,,126.166275
197.392225,,126.197675
197.4034,,126.247225
197.423575,,126.2713
197.4349,,126.281675
197.457175,,126.308475
197.488675,,126.34105
197.5121,,126.36815
197.556375,,126.4033
197.64645,,126.418525
197.71765,,126.4434
197.78365,,126.455575
197.817,,126.468875
197.879825,,126.4818
197.908225,,126.49455
197.943575,,126.51355
197.971875,,126.532525
198.0173,,126.5542
198.062125,,126.5797
198.0986,,126.599225
198.15095,,126.6163
198.194275,,126.633475
198.234925,,126.65535
198.2877,,126.6698
198.340875,,126.686425
198.3899,,126.700975
198.43295,,126.71485
198.4787,,126.73175
198.5236,,126.75495
198.577925,,126.78275
198.65195,,126.819125
198.678,,126.866525
198.71,,126.9004
198.7781,,126.93185
198.8343,,126.960625
198.8763,,126.987
198.940975,,127.009225
198.998275,,127.045875
199.037175,,127.07615
199.087125,,127.093175
199.1233,,127.10845
199.159375,,127.139325
199.20495,,127.1647
199.243425,,127.192675
199.2948,,127.224575
199.352725,,127.249275
199.3858,,127.278825
199.428975,,127.318025
199.49835,,127.328825
199.5529,,127.354575
199.586275,,127.373525
199.656425,,127.3927
199.72915,,127.4475
199.78275,,127.474525
199.82005,,127.50675
199.866375,,127.5459
199.917675,,127.6026
199.963825,,127.6497
199.98595,,127.704775
,,127.73575
,,127.752925
,,127.771425
,,127.78575
,,127.82005
,,127.835125
,,127.86935
,,127.88885
,,127.918875
,,127.947575
,,127.97145
,,127.99145
,,128.0147
,,128.048
,,128.081325
,,128.117775
,,128.153275
,,128.174675
,,128.202875
,,128.22815
,,128.26385
,,128.2702
,,128.27995
,,128.293275
,,128.3152
,,128.3342
,,128.350075
,,128.36815
,,128.38935
,,128.417425
,,128.429
,,128.44355
,,128.461075
,,128.48585
,,128.501575
,,128.52295
,,128.55095
,,128.5731
,,128.600475
,,128.6234
,,128.657125
,,128.692025
,,128.7228
,,128.761725
,,128.789875
,,128.80275
,,128.8575
,,128.87175
,,128.892175
,,128.90775
,,128.92265
,,128.93965
,,128.98375
,,129.003425
,,129.02435
,,129.053825
,,129.09965
,,129.130975
,,129.160375
,,129.2077
,,129.2307
,,129.255925
,,129.27815
,,129.31635
,,129.328075
,,129.34425
,,129.365575
,,129.383675
,,129.409125
,,129.4454
,,129.472525
,,129.509725
,,129.559025
,,129.58975
,,129.626275
,,129.648725
,,129.677
,,129.698225
,,129.7261
,,129.736775
,,129.7588
,,129.771225
,,129.7928
,,129.810675
,,129.828375
,,129.8459
,,129.862625
,,129.886425
,,129.900025
,,129.93495
,,129.948
,,129.981325
,,130.02475
,,130.057525
,,130.102325
,,130.12655
,,130.174225
,,130.21125
,,130.25065
,,130.270925
,,130.28455
,,130.31505
,,130.335475
,,130.359275
,,130.38465
,,130.398775
,,130.414125
,,130.43685
,,130.45575
,,130.47305
,,130.500175
,,130.513075
,,130.54605
,,130.5665
,,130.59735
,,130.62555
,,130.656975
,,130.7313
,,130.750875
,,130.765925
,,130.786725
,,130.807775
,,130.8358
,,130.85885
,,130.896825
,,130.918625
,,130.9493
,,130.987425
,,131.0328
,,131.0506
,,131.07845
,,131.097275
,,131.127175
,,131.1471
,,131.177725
,,131.1933
,,131.224125
,,131.262075
,,131.277725
,,131.2949
,,131.3102
,,131.320025
,,131.339175
,,131.3596
,,131.370125
,,131.390625
,,131.404975
,,131.4228
,,131.441375
,,131.464125
,,131.4779
,,131.4896
,,131.499575
,,131.518575
,,131.53175
,,131.54235
,,131.553125
,,131.56685
,,131.587825
,,131.60425
,,131.615125
,,131.62425
,,131.64575
,,131.69245
,,131.715775
,,131.7306
,,131.754425
,,131.778275
,,131.801325
,,131.816225
,,131.831325
,,131.8892
,,131.92575
,,131.956425
,,131.988675
,,132.029325
,,132.057975
,,132.08465
,,132.10925
,,132.152225
,,132.1774
,,132.229975
,,132.256675
,,132.2843
,,132.316175
,,132.35445
,,132.384475
,,132.41495
,,132.435225
,,132.4765
,,132.506
,,132.53765
,,132.58105
,,132.611925
,,132.6495
,,132.67155
,,132.702125
,,132.7207
,,132.746075
,,132.783525
,,132.824375
,,132.8711
,,132.89835
,,132.9358
,,132.9596
,,132.984325
,,133.006175
,,133.037075
,,133.05045
,,133.101775
,,133.1359
,,133.184175
,,133.216975
,,133.248225
,,133.2802
,,133.3122
,,133.3274
,,133.346175
,,133.35695
,,133.376375
,,133.3893
,,133.40755
,,133.4261
,,133.440525
,,133.458475
,,133.475275
,,133.4909
,,133.511025
,,133.52725
,,133.54385
,,133.562225
,,133.581075
,,133.6012
,,133.614825
,,133.633675
,,133.654425
,,133.678625
,,133.7145
,,133.744825
,,133.77125
,,133.80765
,,133.8344
,,133.8666
,,133.90045
,,133.9617
,,133.98505
,,134.031475
,,134.10025
,,134.1361
,,134.16405
,,134.20215
,,134.254275
,,134.269425
,,134.296975
,,134.32765
,,134.3621
,,134.396425
,,134.431075
,,134.471675
,,134.52835
,,134.55355
,,134.5718
,,134.592925
,,134.6202
,,134.648525
,,134.670725
,,134.715875
,,134.735175
,,134.7647
,,134.799525
,,134.83675
,,134.879025
,,134.91375
,,134.935075
,,134.9634
,,134.99245
,,135.0228
,,135.059575
,,135.09155
,,135.1151
,,135.157525
,,135.178025
,,135.201275
,,135.24035
,,135.25485
,,135.264275
,,135.283525
,,135.29535
,,135.317375
,,135.3392
,,135.35795
,,135.384075
,,135.4076
,,135.42425
,,135.4401
,,135.4589
,,135.48495
,,135.504775
,,135.53565
,,135.5789
,,135.624125
,,135.66525
,,135.7104
,,135.74155
,,135.75915
,,135.786775
,,135.804125
,,135.8267
,,135.856275
,,135.883675
,,135.909475
,,135.94495
,,135.967175
