SPK_SPKC02a (no effect),SPK_SPKC02b (weak excitation),SPK_SPKC09a (no effect),SPK_SPKC11a (no effect)
11.291975,113.0323,36.752325,28.6386
11.299025,113.32005,36.771775,28.6544
11.30655,113.3835,36.8242,28.80975
11.32135,113.517775,36.84545,28.836825
11.33955,113.54285,36.88695,28.854525
11.354725,113.68035,37.017075,28.8838
11.38915,113.79515,37.06955,28.8909
11.40955,114.071375,37.08685,28.900475
11.4415,114.154975,37.156,29.024725
11.458675,114.179475,37.20285,29.035775
11.472725,114.33505,37.22235,29.100575
11.49345,114.407575,37.2524,29.126625
11.50525,114.5902,37.30565,29.185275
11.5381,114.644425,37.4075,29.267825
11.56235,115.13115,37.4305,29.3065
11.574525,115.40325,37.459275,29.34255
11.591975,115.532825,37.607425,29.3573
11.637675,115.591225,37.658325,29.372925
11.655,116.142225,37.7838,29.394575
11.668325,116.2204,37.80085,29.59855
11.68055,116.383475,37.901275,29.61445
11.698525,116.6425,37.927575,29.704075
11.71505,116.679175,37.95305,29.742625
11.73525,116.9636,37.9843,29.82455
11.746875,117.026575,38.01205,30.013475
11.7635,117.029575,38.056125,30.0942
11.776075,117.251625,38.074,30.096525
11.788575,117.28995,38.0942,30.1369
11.807175,117.49015,38.157625,30.145925
11.8242,117.6022,38.1806,30.182625
11.8482,117.733575,38.20435,30.1981
11.870325,118.524675,38.229875,30.23705
11.900575,118.730775,38.248825,30.347175
11.91175,118.9301,38.265975,30.364975
11.924475,118.99285,38.3169,30.381275
11.94065,119.105325,38.453875,30.3909
12.00665,119.1888,38.47845,30.41155
12.0252,119.2524,38.5067,30.41685
12.051875,119.4077,38.54545,30.6216
12.059225,119.5912,38.618275,30.6343
12.075625,120.004025,38.718875,30.737975
12.10095,120.1742,38.7736,30.829375
12.1449,120.30425,38.7989,31.042925
12.160775,120.967825,38.868375,31.139175
12.177025,120.98085,38.955825,31.247625
12.19575,121.367275,39.01255,31.2836
12.215275,121.39285,39.172975,31.313275
12.25625,121.438,39.277925,31.315325
12.28485,121.613225,39.307275,31.334675
12.3742,121.800125,39.4016,31.463275
12.38415,121.865325,39.456875,31.523425
12.433475,122.02135,39.53965,31.5775
12.453875,122.1707,39.560075,31.6205
12.47715,122.203025,39.610675,31.62495
12.526925,122.242725,39.6678,31.784975
12.53905,122.920475,39.82985,31.8068
12.585975,123.315075,39.891325,31.82885
12.632925,123.40865,39.94615,31.83595
12.643825,123.835325,40.01905,31.953575
12.6752,123.877425,40.060925,32.020775
12.733,124.1807,40.18925,32.0598
12.756525,124.250125,40.24365,32.166475
12.8022,124.495425,40.343675,32.18485
12.822025,124.554725,40.423425,32.211975
12.850275,124.612825,40.470725,32.22355
12.86385,124.711775,40.522725,32.2375
12.88895,124.744525,40.603,32.252975
12.9106,124.932275,40.65995,32.287725
12.936475,124.941425,40.778925,32.310375
12.9518,125.072925,40.996625,32.34635
12.977175,125.14955,41.0416,32.36485
12.999575,125.2157,41.10145,32.4147
13.019275,125.3291,41.13915,32.4365
13.05255,125.4647,41.228725,32.550375
13.0785,125.498825,41.286575,32.827875
13.1039,125.617625,41.3247,32.858525
13.129775,125.7958,41.431925,32.965775
13.1666,125.9997,41.465375,33.073525
13.181125,126.165925,41.57285,33.082125
13.193975,126.43505,41.6005,33.3101
13.211375,126.463125,41.698975,33.3736
13.239775,126.5581,41.73705,33.3927
13.279275,126.61215,41.777725,33.51425
13.3049,126.70315,41.80325,33.53545
13.3243,126.782775,41.835025,33.546075
13.33805,126.93715,41.83605,33.566225
13.3567,127.285875,41.8686,33.663175
13.376525,127.4087,41.895275,33.8774
13.3892,127.50795,41.989775,34.00565
13.401925,127.623825,42.033425,34.008725
13.425825,127.759875,42.136925,34.068
13.437775,127.77015,42.14365,34.079225
13.452925,127.8567,42.19765,34.248825
13.4708,128.07205,42.303425,34.322125
13.4873,128.48955,42.40865,34.444625
13.4987,128.5688,42.5259,34.44575
13.524275,129.3139,42.5699,34.449875
13.535675,129.377575,42.60075,34.456675
13.5483,129.51785,42.675025,34.59915
13.570175,129.737475,42.71875,34.689825
13.57835,129.935675,42.794075,34.716275
13.61195,130.1141,42.8088,34.734325
13.6291,130.1804,42.8907,34.7377
13.648625,130.83655,43.028125,35.01325
13.69155,130.895475,43.1064,35.045775
13.706025,130.936625,43.131425,35.244475
13.724175,131.13875,43.1518,35.65815
13.758825,131.3438,43.189275,35.680825
13.7781,131.491675,43.22545,35.7696
13.818425,131.5391,43.269975,35.811425
13.837875,132.0414,43.32915,35.84665
13.8927,132.56905,43.431725,35.883025
13.9068,132.62215,43.472025,35.9065
13.9306,132.79445,43.571125,35.910325
13.973875,132.876475,43.601875,35.9998
13.9919,132.9044,43.649325,36.0343
14.012325,133.03115,43.81115,36.095175
14.041,133.1876,43.8437,36.111425
14.070075,133.258525,44.0151,36.156475
14.094275,133.360225,44.04155,36.17775
14.104325,133.849275,44.086575,36.181525
14.12535,134.70215,44.17545,36.243025
14.164375,134.856,44.22865,36.282925
14.17565,134.9601,44.26645,36.39905
14.2269,135.064925,44.2909,36.411575
14.2637,135.2396,44.316675,36.4204
14.2807,135.418625,44.40285,36.521875
14.326675,135.529375,44.458175,36.58355
14.3459,135.726425,44.4819,36.605025
14.375875,135.883175,44.501225,36.69075
14.424525,135.973025,44.56085,36.79125
14.439525,136.032075,44.616075,36.860025
14.474425,136.22695,44.647,36.94535
14.5069,136.355475,44.698125,36.96895
14.52925,136.737025,44.7271,36.97355
14.565625,136.80325,44.81405,37.00465
14.605875,136.8967,44.836775,37.064925
14.627775,137.080975,44.855,37.0868
14.679875,137.175475,44.87155,37.183125
14.71325,137.3304,44.891575,37.2443
14.745475,137.607875,44.98045,37.25035
14.7551,137.95815,45.0115,37.3192
14.792875,138.867125,45.047025,37.34565
14.807925,138.964775,45.126325,37.419125
14.869925,139.074225,45.1532,37.49155
14.88545,139.183125,45.2239,37.5185
14.905775,139.24215,45.263675,37.5377
14.92565,139.34985,45.3215,37.55215
14.948975,139.408,45.394375,37.6641
14.9707,139.4714,45.421125,37.709875
14.99255,139.599725,45.4414,37.813625
15.045275,139.756875,45.5736,37.848425
15.08075,139.8394,45.601525,37.869
15.1173,140.4819,45.711025,37.88845
15.14385,140.79305,45.74415,38.0443
15.1759,140.933925,45.772,38.41965
15.20385,141.101825,45.8172,38.443225
15.2357,141.218925,45.838025,38.4621
15.26675,141.368125,45.8738,38.5435
15.290225,141.632,46.0295,38.55025
15.309175,141.79695,46.073575,38.560925
15.334825,141.827875,46.113475,38.5839
15.354375,141.851325,46.155525,38.657325
15.3798,142.015225,46.2832,38.70485
15.443475,142.34585,46.36075,38.8804
15.4551,142.489625,46.38565,38.893325
15.46805,142.651,46.427375,38.91685
15.494525,142.855525,46.484975,38.9215
15.51525,142.906225,46.53425,38.9658
15.53975,143.074875,46.692075,39.104475
15.5622,143.113375,46.73825,39.12215
15.584775,143.23615,46.963025,39.1612
15.615675,143.319525,46.974675,39.189275
15.661575,143.969225,47.01755,39.248925
15.679175,144.049825,47.049725,39.276625
15.7114,144.3388,47.10735,39.324675
15.7321,144.427975,47.187125,39.436175
15.768475,144.72835,47.215925,39.47535
15.785525,145.13225,47.237575,39.4926
15.79715,145.176275,47.27925,39.5981
15.815175,145.302975,47.3461,39.6355
15.86395,145.444775,47.394525,39.688975
15.913425,145.51935,47.42435,39.943175
15.923775,145.955225,47.45625,39.989025
15.93905,145.9581,47.54665,40.04365
15.951275,146.151775,47.594675,40.089775
15.972125,146.447475,47.626325,40.38895
15.986,146.488375,47.6495,40.404125
16.023375,147.2283,47.77845,40.462675
16.037125,147.31175,47.84535,40.4912
16.0696,147.395525,47.9254,40.4999
16.10035,147.457,47.961625,40.62325
16.123675,147.47465,47.987825,40.705325
16.14715,147.490325,48.0097,40.73345
16.172925,147.5025,48.03825,40.81865
16.19625,147.719775,48.06235,40.8708
16.20865,147.7639,48.121225,40.9844
16.229825,147.9186,48.235625,41.11275
16.2396,148.0173,48.26285,41.14505
16.259375,148.234875,48.302125,41.21935
16.273725,148.705,48.341375,41.38295
16.28365,148.792325,48.389325,41.4226
16.316575,149.033975,48.427175,41.452075
16.334525,149.10125,48.493925,41.45845
16.357575,149.167225,48.550525,41.49895
16.38005,149.213325,48.5676,41.57925
16.4104,149.261825,48.641425,41.8051
16.4229,149.309275,48.6445,41.9432
16.443275,149.478875,48.675575,41.949825
16.455325,149.547025,48.724275,41.959825
16.479575,149.8103,48.886775,41.978975
16.493375,149.853425,48.920025,42.005875
16.504325,149.9301,48.9575,42.159
16.51755,150.169275,48.996775,42.1834
16.523125,150.3304,49.089775,42.225625
16.54015,150.39545,49.11955,42.248225
16.566825,150.5721,49.1607,42.28165
16.577575,150.65835,49.226425,42.3689
16.588775,150.811575,49.313475,42.4573
16.59735,150.9887,49.3361,42.486325
16.61075,151.0511,49.37095,42.511
16.633325,151.340125,49.404625,42.5483
16.6427,151.510275,49.434575,42.566125
16.65345,151.878825,49.4556,42.574175
16.6825,151.965625,49.469725,42.60585
16.695125,152.27595,49.484725,42.7305
16.703875,152.38875,49.53715,42.852875
16.71925,152.706325,49.594475,42.874225
16.73595,152.940725,49.6153,42.931
16.74785,152.9732,49.63805,42.984875
16.765225,153.26145,49.66845,42.9974
16.78565,153.61105,49.72265,43.024275
16.805475,153.812875,49.748275,43.04035
16.82095,153.9329,49.80985,43.1058
16.835875,154.328175,49.83045,43.1207
16.885175,154.56425,49.9008,43.1753
16.8957,154.655225,49.9477,43.188375
16.934475,154.7522,50.0242,43.26995
16.953775,154.82065,50.087025,43.40155
16.98285,154.88685,50.1634,43.414725
16.996375,154.97145,50.1907,43.43225
17.018275,155.07475,50.226375,43.490475
17.04015,155.25635,50.26285,43.538125
17.071475,155.5666,50.316475,43.544975
17.081675,156.056975,50.4091,43.5631
17.099975,156.120475,50.4289,43.571075
17.125925,156.4174,50.4923,43.7531
17.1432,156.56725,50.59235,43.790175
17.17015,156.613875,50.6221,43.9099
17.1869,156.6959,50.642,43.92905
17.204875,156.765925,50.652125,43.974725
17.216975,156.98425,50.662675,44.1171
17.241025,157.05605,50.740025,44.1374
17.251475,157.136675,50.76815,44.1466
17.265875,157.3578,50.829875,44.170025
17.281625,157.638,50.93435,44.1785
17.299675,157.687225,50.972675,44.190775
17.314675,157.777475,51.03475,44.232025
17.342375,157.982975,51.12415,44.2875
17.360075,158.18345,51.2972,44.3659
17.367425,158.383275,51.370975,44.370025
17.3821,158.390875,51.4078,44.393
17.41025,158.4499,51.428875,44.44375
17.42715,158.62635,51.442275,44.479925
17.4495,158.727625,51.490475,44.50985
17.46505,158.822575,51.593825,44.52595
17.476175,159.105475,51.663625,44.60685
17.491375,159.50175,51.7006,44.693675
17.5177,159.59255,51.7463,44.760575
17.52525,159.67275,51.90235,44.783825
17.542025,159.866125,51.927775,44.8144
17.5481,159.93605,51.966275,44.90545
17.57385,160.29535,51.9773,44.929775
17.5884,160.383475,52.0433,44.948525
17.606475,160.60115,52.07265,44.9727
17.621825,160.753625,52.07615,45.14795
17.637125,160.823,52.1091,45.1754
17.652075,160.883325,52.23755,45.185775
17.6676,160.906,52.272075,45.20705
17.697375,161.5006,52.311725,45.34155
17.7092,161.633475,52.36855,45.35555
17.7244,161.696225,52.396825,45.42145
17.7812,161.748425,52.42925,45.443675
17.78945,161.815475,52.5288,45.56345
17.801925,162.2943,52.612225,45.595525
17.81645,162.628025,52.64755,45.7905
17.8295,162.665,52.71285,45.826975
17.85415,162.757775,52.726275,45.8982
17.8697,163.17105,52.7834,45.9357
17.8922,163.3709,52.8084,45.94185
17.91215,163.6536,52.88085,45.9551
17.927175,163.843075,52.955075,46.0147
17.99285,164.02495,53.0319,46.0542
18.019425,165.1425,53.118775,46.296075
18.048975,165.480675,53.1436,46.33225
18.06055,165.496875,53.204575,46.356875
18.1004,165.53305,53.2336,46.363175
18.120825,165.7228,53.2929,46.4181
18.138025,165.786025,53.323575,46.531925
18.15495,166.26675,53.424175,46.553
18.174225,166.6202,53.473175,46.585875
18.222675,166.956225,53.511925,46.5992
18.24045,167.002425,53.609775,46.6157
18.262475,167.514275,53.711075,46.621625
18.271825,167.81195,53.7343,46.657825
18.293125,168.085775,53.843225,46.679025
18.33205,168.162675,53.881725,46.75375
18.337125,168.303975,53.909525,46.76865
18.367075,168.717775,54.153425,46.792075
18.38905,168.992275,54.1957,46.8912
18.417425,169.273725,54.22305,46.9327
18.431275,169.388075,54.255775,46.99475
18.45545,169.427975,54.302875,47.01935
18.47425,169.5647,54.34555,47.0579
18.501825,169.8119,54.4038,47.104125
18.528725,169.89635,54.45615,47.239775
18.5577,170.09355,54.497625,47.264825
18.595725,170.222775,54.501825,47.30415
18.613775,170.22605,54.619125,47.3279
18.641075,170.26065,54.66175,47.396375
18.667175,170.6259,54.703325,47.46045
18.6876,170.802525,54.7424,47.46395
18.70655,170.949975,54.774075,47.4874
18.715725,170.994475,54.796175,47.630075
18.74495,171.477375,54.8391,47.691175
18.769425,171.601425,54.886375,47.702475
18.787525,171.82835,54.9873,47.7174
18.817375,171.974575,55.049075,47.851575
18.837925,172.54465,55.101975,47.9358
18.850925,172.7185,55.161075,47.974675
18.870375,172.810075,55.362625,48.041425
18.886225,172.996125,55.3796,48.05325
18.9407,173.155275,55.404175,48.14385
18.9907,173.407025,55.4533,48.17905
19.012225,173.6752,55.4856,48.223925
19.026925,173.91515,55.504175,48.249875
19.041525,173.956275,55.62575,48.352
19.07235,174.16915,55.671275,48.3632
19.089475,174.284575,55.694175,48.38685
19.10595,174.4115,55.77155,48.459525
19.138725,174.464875,55.798225,48.4853
19.15335,174.48265,55.818825,48.54925
19.169575,174.68825,55.971,48.566175
19.19195,174.830825,55.99545,48.5979
19.2221,175.14615,56.11895,48.6599
19.243675,175.495225,56.120975,48.676675
19.274325,175.5719,56.234375,48.69205
19.28435,175.776225,56.25745,48.78505
19.311325,176.04465,56.28075,48.80125
19.32295,176.155825,56.3214,48.879625
19.340025,176.683125,56.345125,48.8888
19.3609,176.86035,56.394675,48.966275
19.38045,177.1057,56.51445,49.077325
19.400075,177.310475,56.58515,49.1454
19.409425,177.4961,56.621125,49.19455
19.420825,177.54065,56.641675,49.22725
19.4615,177.541875,56.66765,49.24885
19.4801,177.925275,56.763875,49.282375
19.502525,178.297525,56.8137,49.31345
19.51745,178.4482,56.84935,49.35615
19.55545,178.5075,56.934575,49.39805
19.583775,178.5696,57.023375,49.561375
19.602675,178.715775,57.059925,49.58785
19.6259,178.987925,57.164075,49.638525
19.650025,179.075825,57.18955,49.66665
19.69005,179.245675,57.23735,49.704975
19.718975,179.368075,57.335,49.71045
19.7405,179.442625,57.402,49.892
19.754825,179.799375,57.458025,49.9019
19.788675,180.097375,57.535225,50.0102
19.797625,180.228525,57.57015,50.017975
19.81415,180.23175,57.69805,50.08785
19.8689,180.42125,57.738275,50.117125
19.886325,180.5158,57.84575,50.135
19.921975,180.5716,57.9432,50.170875
19.942725,180.643575,57.975425,50.279675
19.94405,180.788575,57.999375,50.492925
19.954625,180.848975,58.03485,50.530575
19.987225,180.89305,58.098225,50.564575
20.006525,181.052075,58.15465,50.63365
20.0313,181.117175,58.23405,50.644825
20.0532,181.179375,58.33315,50.76545
20.087875,181.55725,58.3979,50.865575
20.103775,181.9962,58.439375,51.000075
20.118,182.084025,58.6348,51.098225
20.143775,182.19195,58.668075,51.130525
20.17875,182.231225,58.7425,51.154225
20.1878,182.291,58.806075,51.3088
20.2051,182.360875,58.844,51.31395
20.231425,182.760075,58.96255,51.38595
20.2478,182.872375,59.005925,51.412375
20.2599,183.346925,59.040175,51.420975
20.284375,183.43035,59.0754,51.4665
20.34095,183.500275,59.1303,51.569625
20.38805,183.85725,59.160625,51.612475
20.41105,183.892525,59.34645,51.749225
20.417425,183.953925,59.394825,51.802325
20.4355,184.1463,59.4216,51.852925
20.457375,184.166,59.4639,51.86195
20.470725,184.543475,59.5362,51.888375
20.48725,184.867225,59.585575,51.92525
20.4994,185.433425,59.620475,51.95585
20.567,185.617325,59.6412,51.962025
20.5883,185.6299,59.717,52.015225
20.624525,185.896625,59.799725,52.0801
20.659175,185.9676,59.857675,52.167825
20.6823,186.048325,59.895175,52.201575
20.7003,186.232075,59.978475,52.20975
20.738975,186.358725,60.01455,52.322375
20.76095,186.7405,60.053975,52.388375
20.782025,186.8161,60.073175,52.48045
20.79905,186.88335,60.170125,52.4948
20.813,186.931,60.198725,52.514675
20.828425,187.151475,60.29025,52.6607
20.869225,187.4332,60.31705,52.69195
20.88265,187.5561,60.4115,52.709675
20.896275,187.629075,60.4751,52.7321
20.9326,187.8007,60.52585,52.764975
20.95405,188.056125,60.551225,52.942125
20.99,188.2145,60.55635,52.98345
21.0074,188.3405,60.601725,53.016425
21.023425,188.689725,60.666675,53.059775
21.0433,188.69625,60.706625,53.31155
21.062825,188.76985,60.737725,53.33405
21.0902,188.828675,60.800025,53.3431
21.1237,189.08415,60.918375,53.504925
21.139525,189.2551,61.022525,53.51535
21.1543,189.61965,61.0672,53.55035
21.172925,190.026275,61.08935,53.6906
21.195375,190.08895,61.13685,53.743925
21.225525,190.13145,61.293275,53.7606
21.242875,190.47755,61.3206,53.7887
21.265125,191.038925,61.544175,53.8078
21.290175,191.336975,61.587775,53.842275
21.31515,191.517925,61.62195,53.923025
21.337925,191.598925,61.698325,53.95315
21.352475,191.66145,61.735275,53.987125
21.377475,191.806725,61.7786,54.0713
21.410075,191.9763,61.836575,54.105325
21.4383,192.182225,61.903075,54.12955
21.468275,192.19115,61.956775,54.1405
21.485175,192.33255,61.977925,54.2102
21.525075,192.484,62.002725,54.2176
21.551075,192.644775,62.048025,54.282975
21.5712,192.679825,62.141325,54.308075
21.593425,192.71425,62.278375,54.346375
21.608175,192.85555,62.283275,54.368975
21.6369,192.966575,62.359625,54.4008
21.681525,193.23675,62.390075,54.4189
21.693975,193.3384,62.460575,54.437775
21.730775,193.421525,62.521925,54.5279
21.759,193.644175,62.561425,54.651175
21.772325,193.688275,62.649775,54.776925
21.801125,194.02655,62.6647,54.790475
21.821975,194.155075,62.6974,54.867175
21.840975,194.252025,62.7734,54.91375
21.864175,194.4665,62.821675,54.951375
21.8838,194.544775,62.868875,54.974425
21.9219,194.754875,63.0332,54.990925
21.935825,194.82125,63.041225,55.113675
21.9751,194.972125,63.1901,55.160425
21.98555,194.974625,63.217725,55.276525
22.01125,195.0182,63.246825,55.328525
22.0331,195.334575,63.3095,55.347075
22.072,195.380625,63.3644,55.391725
22.083825,195.612275,63.4817,55.52815
22.107575,195.694875,63.5238,55.562475
22.114675,195.7983,63.614775,55.64665
22.1461,195.883725,63.659025,55.83185
22.1565,195.95915,63.701675,55.8729
22.185825,196.090025,63.75145,56.034575
22.1954,196.324,63.787375,56.14975
22.232025,196.3578,63.8157,56.175575
22.24065,196.384325,63.84255,56.230775
22.2662,196.4948,63.911625,56.26895
22.2894,196.5985,63.97715,56.30275
22.328,196.68215,64.05355,56.39995
22.34595,196.756175,64.095275,56.426325
22.373375,196.912875,64.131425,56.46415
22.415775,197.006675,64.181475,56.4706
22.4502,197.27145,64.2723,56.4896
22.468575,197.52045,64.32035,56.684925
22.4867,198.3057,64.383575,56.810175
22.496325,198.7925,64.411525,56.853025
22.516225,198.959325,64.4969,56.891125
22.530325,199.2149,64.548625,57.00175
22.551875,199.27785,64.583225,57.017375
22.601625,199.356675,64.643825,57.088675
22.620675,199.421,64.66975,57.102125
22.63575,199.498975,64.72285,57.11755
22.6548,199.909725,64.762075,57.17375
22.694475,199.942475,64.8077,57.214975
22.71565,199.99705,64.837975,57.362025
22.763475,200.803,64.8584,57.4625
22.7734,200.98935,64.904425,57.4888
22.793025,201.0937,64.943425,57.5087
22.814525,201.66355,65.053925,57.52845
22.83645,201.786875,65.095,57.5482
22.858825,201.87485,65.152525,57.638475
22.874075,201.967425,65.1945,57.68585
22.910675,202.05375,65.2508,57.717025
22.92815,202.282875,65.33625,57.73255
22.947475,202.3837,65.3633,57.8128
22.988225,202.4951,65.393375,57.855775
23.00395,202.542575,65.438675,57.92255
23.029625,202.666625,65.4894,57.943175
23.039375,202.71535,65.6594,57.970525
23.08905,202.880825,65.759225,57.9971
23.104625,203.099575,65.8094,58.01495
23.121375,203.337225,65.889275,58.0264
23.135075,203.6515,65.929775,58.03775
23.16105,203.67125,65.962625,58.146875
23.17435,203.842675,65.999525,58.1873
23.195375,204.279175,66.095275,58.1945
23.217225,204.432575,66.1423,58.280575
