SPK_SPKC01a,SPK_SPKC06a,SPK_SPKC07a,SPK_SPKC10a,SPK_SPKC12a,SPK_SPKC13a
,,,103.023275,,107.592275
,,,103.07875,,107.6453
,,,103.10145,,107.7109
,,,103.1354,,107.729225
,,,103.15545,,107.7768
,,,103.19805,,107.831125
,,,103.23095,,107.876125
,,,103.2812,,107.920025
,,,103.3176,,107.96525
,,,103.35265,,108.022825
,,,103.376725,,108.06125
,,,103.440225,,108.104525
,,,103.469125,,108.12945
,,,103.477375,,108.192325
,,,103.5012,,108.230725
,,,103.50745,,108.3703
,,,103.522425,,108.429475
,,,103.545325,,108.49565
,,,103.59345,,108.532025
,,,103.6872,,108.58415
,,,103.703475,,108.6995
,,,103.716375,,108.75765
,,,103.7394,,108.80665
,,,103.768825,,108.845
,,,103.788675,,108.96455
,,,103.803075,,108.992875
,,,103.829,,109.057125
,,,103.845825,,109.23065
,,,103.865325,,109.30305
,,,103.88195,,109.366675
,,,103.905725,,109.6716
,,,103.934625,,109.7044
,,,103.956475,,109.73665
,,,103.98425,,109.792
,,,104.01935,,109.852875
,,,104.063925,,109.96965
,,,104.08775,,110.07745
,,,104.12545,,110.13015
,,,104.147725,,110.195875
,,,104.238225,,110.2456
,,,104.321275,,110.30985
,,,104.42065,,110.3574
,,,104.586325,,110.3624
,,,104.628125,,110.398375
,,,104.736425,,110.430925
,,,104.7957,,110.47095
,,,104.838375,,110.51745
,,,104.919425,,110.554075
,,,104.9588,,110.702025
,,,105.298225,,110.7808
,,,105.360975,,110.818425
,,,105.406425,,110.8963
,,,105.5542,,110.932875
,,,105.6094,,111.040775
,,,105.647325,,111.1298
,,,105.719175,,111.142525
,,,105.8182,,111.1611
,,,105.9473,,111.199875
,,,106.07445,,111.25425
,,,106.1313,,111.397475
,,,106.2219,,111.478275
,,,106.2501,,111.56855
,,,106.2993,,111.611575
,,,106.328725,,111.684325
,,,106.377275,,111.834375
,,,106.41285,,111.882125
,,,106.4401,,111.921375
,,,106.460425,,112.02145
,,,106.483625,,112.148075
,,,106.4931,,112.194225
,,,106.51635,,112.252225
,,,106.543575,,112.371775
,,,106.577875,,112.434775
,,,106.607175,,112.480075
,,,106.673375,,112.522875
,,,106.7271,,112.630875
,,,106.80545,,112.6593
,,,106.86375,,112.730175
,,,106.942325,,112.791925
,,,107.02525,,112.846175
,,,107.104775,,112.872875
,,,107.1341,,112.90635
,,,107.241525,,112.93125
,,,107.31255,,113.076425
,,,107.392475,,113.20095
,,,107.54645,,113.201925
,,,107.6499,,113.2554
,,,107.745375,,113.314925
,,,107.895625,,113.3706
,,,107.981,,113.44365
,,,108.10165,,113.619525
,,,108.243825,,113.705975
,,,108.425375,,113.79165
,,,108.479875,,113.8012
,,,108.512225,,113.84575
,,,108.54935,,114.054925
,,,108.612475,,114.15045
,,,108.663,,114.33435
,,,108.692525,,114.388675
,,,108.710125,,114.42905
,,,108.738525,,114.4777
,,,108.88555,,114.527625
,,,108.937275,,114.622225
,,,108.99815,,114.654275
,,,109.05235,,114.684175
,,,109.1499,,114.804325
,,,109.1828,,114.871075
,,,109.229225,,114.94845
,,,109.2869,,114.99135
,,,109.3647,,115.0251
,,,109.403225,,115.061825
,,,109.434725,,115.127125
,,,109.473025,,115.1942
,,,109.4939,,115.3255
,,,109.5204,,115.38875
,,,109.532775,,115.440025
,,,109.552875,,115.6118
,,,109.577375,,115.69545
,,,109.6282,,115.7239
,,,109.6662,,115.85945
,,,109.722025,,115.950125
,,,109.77395,,116.030625
,,,109.85985,,116.089775
,,,109.9228,,116.1881
,,,110.0235,,116.2544
,,,110.0558,,116.30485
,,,110.0901,,116.450325
,,,110.2229,,116.4986
,,,110.355875,,116.602275
,,,110.3769,,116.666
,,,110.397725,,116.769175
,,,110.42235,,116.802925
,,,110.4515,,116.838775
,,,110.477375,,117.086175
,,,110.499225,,117.12545
,,,110.52735,,117.21645
,,,110.553825,,117.335325
,,,110.5756,,117.383325
,,,110.601175,,117.557775
,,,110.6267,,117.701375
,,,110.63975,,117.724775
,,,110.670225,,117.7916
,,,110.709,,117.847325
,,,110.744125,,117.912525
,,,110.808125,,118.1197
,,,110.858575,,118.1749
,,,110.89455,,118.227525
,,,110.921875,,118.31475
,,,110.968925,,118.34995
,,,111.148975,,118.437375
,,,111.1975,,118.61245
,,,111.229975,,118.6582
,,,111.331925,,118.742625
,,,111.413875,,118.872825
,,,111.47065,,118.921175
,,,111.54395,,118.962075
,,,111.612975,,118.970075
,,,111.669625,,119.0267
,,,111.75235,,119.05455
,,,111.793,,119.1509
,,,111.835375,,119.2239
,,,111.929825,,119.3014
,,,111.9899,,119.349125
,,,112.133625,,119.4237
,,,112.18315,,119.5491
,,,112.247175,,119.5847
,,,112.406925,,119.7042
,,,112.50455,,119.7565
,,,112.55065,,119.8458
,,,112.58335,,119.8912
,,,112.615075,,119.9735
,,,112.685,,120.05175
,,,112.76045,,120.117125
,,,112.883,,120.16
,,,112.93515,,120.2508
,,,112.9898,,120.306
,,,113.03235,,120.34255
,,,113.09055,,120.42365
,,,113.174125,,120.455325
,,,113.258075,,120.48905
,,,113.324175,,120.52835
,,,113.43215,,120.56535
,,,113.571475,,120.6099
,,,113.65675,,120.7156
,,,113.77025,,120.767725
,,,113.807375,,120.819225
,,,113.855625,,120.826375
,,,113.9522,,120.867225
,,,114.034425,,120.977925
,,,114.1255,,121.047475
,,,114.2926,,121.11195
,,,114.376325,,121.176075
,,,114.524625,,121.3113
,,,114.6498,,121.368925
,,,114.799275,,121.4314
,,,114.89635,,121.489925
,,,115.079725,,121.513275
,,,115.294875,,121.5519
,,,115.403475,,121.703775
,,,115.453525,,121.8405
,,,115.6838,,121.883325
,,,115.778425,,121.9827
,,,115.98235,,122.1224
,,,116.083075,,122.1848
,,,116.19055,,122.4224
,,,116.218025,,122.4442
,,,116.24825,,122.69555
,,,116.311825,,122.727425
,,,116.36565,,122.80165
,,,116.426425,,122.88595
,,,116.4517,,122.9133
,,,116.524025,,122.943625
,,,116.600025,,122.983625
,,,116.64555,,123.03
,,,116.78115,,123.272425
,,,116.81785,,123.326
