SPK_SPKC01a,SPK_SPKC05a,SPK_SPKC05b,SPK_SPKC07a
2834.635925,2856.503075,2843.04345,
2834.724225,2856.63715,2843.045325,
2834.73935,2856.79905,2843.066975,
2834.842325,2856.902325,2843.0828,
2834.8509,2856.924175,2843.1137,
2835.0603,2856.93995,2843.4436,
2835.0919,2856.9959,2843.44795,
2835.15575,2857.04495,2843.457425,
2835.253125,2857.358925,2843.46375,
2835.4958,2857.428225,2843.73105,
2835.567275,2857.4638,2843.95895,
2835.6171,2857.506,2844.496675,
2835.726425,2857.559325,2844.557075,
2835.85515,2857.736425,2844.6386,
2836.00715,2857.744075,2844.70975,
2836.02635,2858.19755,2844.738425,
2836.22025,2858.236425,2844.78675,
2836.306575,2858.603075,2844.795125,
2836.53705,2858.7074,2844.84705,
2836.5546,2858.841575,2844.868775,
2836.597975,2858.8955,2844.871825,
2836.61575,2859.0056,2844.8831,
2836.6302,2859.16685,2844.9163,
2836.661475,2859.262225,2844.93035,
2836.665125,2859.275125,2844.972,
2836.7562,2859.3321,2844.9846,
2836.783075,2859.344025,2844.99295,
2837.1532,2859.366675,2845.01105,
2837.195675,2859.469875,2845.020425,
2837.519425,2859.6269,2845.0623,
2837.721425,2859.863075,2845.075825,
2837.75985,2859.872275,2845.342825,
2837.777825,2860.319875,2845.4116,
2837.82795,2860.390275,2845.421925,
2837.8477,2860.4014,2845.453925,
2837.903625,2860.417725,2845.49125,
2837.942375,2860.4431,2845.525075,
2838.045275,2860.644525,2845.700175,
2838.16515,2861.573275,2845.717675,
2838.189775,2861.57815,2845.72635,
2838.20535,2861.586975,2845.73345,
2838.21145,2861.84695,2845.84685,
2838.402525,2862.351375,2845.91485,
2838.5943,2862.526725,2845.952575,
2838.6133,2862.655175,2845.963925,
2838.7365,2862.6979,2846.174875,
2838.8956,2863.13435,2846.84905,
2838.9609,2863.257875,2847.23845,
2839.172075,2863.492525,2847.453275,
2839.30805,2863.576975,2847.523575,
2839.4518,2863.750725,2847.614275,
2839.508275,2863.902425,2847.772825,
2839.5268,2864.341175,2847.8081,
2839.58075,2864.697975,2847.858525,
2839.92195,2864.984825,2847.93255,
2840.087625,2865.066525,2847.95305,
2840.14215,2865.223925,2848.116175,
2840.177225,2865.3019,2848.144425,
2840.244725,2865.951775,2848.79115,
2840.258725,2865.989825,2849.21265,
2840.354475,2866.0066,2849.245975,
2840.511425,2866.0255,2849.359125,
2840.538625,2866.1484,2849.61215,
2840.612775,2866.1687,2849.6645,
2840.63525,2866.30305,2849.9691,
2840.705725,2866.4044,2850.041725,
2840.816875,2866.42845,2850.091825,
2841.082525,2866.59545,2850.1142,
2841.09415,2866.635225,2850.14275,
2841.1086,2867.0655,2850.287325,
2841.131025,2867.1421,2850.33875,
2841.201775,2867.19725,2850.416775,
2841.24115,2867.462275,2850.61815,
2841.2656,2867.5092,2850.68875,
2841.470075,2867.57395,2850.7432,
2841.659075,2867.59925,2850.806325,
2841.669875,2867.786925,2850.8976,
2841.72835,2868.091075,2850.969275,
2841.7386,2868.339,2851.06435,
2841.7502,2868.40735,2851.077875,
2841.7648,2868.63115,2851.10305,
2841.787725,2868.866,2851.107175,
2841.90755,2869.191625,2851.1512,
2841.98195,2869.3287,2851.33235,
2842.112675,2869.392775,2851.438425,
2842.208,2869.67525,2851.56515,
2842.396025,2869.9182,2851.63595,
2842.43245,2869.996125,2851.655025,
2842.4366,2870.078825,2851.6617,
2842.4512,2870.131425,2851.773425,
2842.6259,2870.298125,2851.781,
2842.88305,2870.331125,2852.1261,
2842.987275,2870.44755,2852.13535,
2843.141,2870.472175,2852.19375,
2843.19765,2870.62195,2852.241725,
2843.2951,2870.668175,2852.556925,
2843.323125,2870.75295,2852.5769,
2843.677375,2870.8137,2852.6306,
2843.6965,2870.856775,2852.719625,
2843.706775,2871.068125,2852.75685,
2843.725275,2871.116575,2852.8029,
2843.733525,2871.131125,2853.072475,
2843.9117,2871.3145,2853.081575,
2844.009775,2871.340125,2853.11875,
2844.116875,2871.43585,2853.1363,
2844.302175,2871.68755,2853.5058,
2844.32805,2872.025525,2853.5112,
2844.343675,2872.308975,2853.5278,
2844.358975,2872.328075,2853.562625,
2844.51915,2872.508075,2853.632225,
2844.826875,2872.533175,2853.742025,
2844.84315,2872.626075,2853.809475,
2844.86435,2872.64045,2853.9044,
2844.8998,2873.273325,2853.926825,
2845.00835,2873.3792,2853.946225,
2845.079325,2873.386975,2853.96225,
2845.10025,2873.41625,2853.998775,
2845.1591,2873.663525,2854.049,
2845.186425,2873.765425,2854.27175,
2845.2306,2873.8095,2854.278425,
2845.3701,2874.0816,2854.31145,
2845.4491,2874.12635,2854.48405,
2845.5306,2874.16605,2854.72565,
2845.728925,2874.305325,2854.825925,
2845.7989,2874.42805,2854.86435,
2845.82055,2874.436075,2854.874025,
2845.8423,2874.48665,2854.898675,
2845.867175,2874.768175,2854.921075,
2846.164875,2875.008425,2854.9483,
2846.2351,2875.04715,2854.992325,
2846.25625,2875.413925,2855.209375,
2846.28425,2875.47695,2855.257125,
2846.4954,2875.48335,2855.342925,
2846.555775,2875.623925,2855.59205,
2846.876,2875.682825,2855.616775,
2847.05835,2875.771025,2855.653375,
2847.244275,2875.800575,2855.662825,
2847.26185,2875.810275,2855.9489,
2847.27865,2875.9219,2855.982825,
2847.28445,2875.970975,2856.05705,
2847.6404,2876.0238,2856.125825,
2847.685275,2876.14245,2856.17515,
2847.88425,2876.176475,2856.3514,
2847.952075,2876.570325,2856.356,
2848.410575,2876.953,2856.6588,
2848.587725,2877.0764,2856.70305,
2848.604175,2877.25625,2856.877325,
2848.6129,2877.33235,2857.0051,
2848.624275,2877.351775,2857.025225,
2848.658825,2877.360225,2857.198375,
2848.665975,2877.39865,2857.629325,
2848.70215,2877.43515,2857.64985,
2848.779025,2877.548675,2857.698975,
2848.7984,2877.583375,2857.78845,
2848.816975,2877.702625,2857.883775,
2848.840475,2877.74145,2857.89395,
2849.194925,2878.26865,2857.936125,
2849.229,2878.31465,2858.20935,
2849.2474,2878.3363,2858.2977,
2849.296825,2878.469475,2858.33735,
2849.310225,2878.472325,2858.411675,
2849.379425,2878.4801,2858.452775,
2849.4046,2878.843325,2858.648025,
2849.683425,2878.936025,2858.6796,
2849.752425,2879.25925,2858.737025,
2849.809275,2879.44155,2858.81455,
2850.10645,2879.618625,2858.8615,
2850.152425,2879.71375,2859.1225,
2850.650325,2879.8668,2859.153775,
2850.68905,2879.90625,2859.2306,
2850.72155,2879.95955,2859.283375,
2850.7889,2879.991775,2859.388075,
2850.806675,2879.997775,2859.484375,
2850.824025,2880.3599,2859.7668,
2851.111775,2880.591975,2859.803975,
2851.119025,2881.1346,2859.833925,
2851.13035,2881.717475,2859.9076,
2851.17985,2881.765725,2860.055325,
2851.258925,2882.074375,2860.1077,
2851.402475,2882.439975,2860.109,
2851.54805,2882.689425,2860.176075,
2851.6204,2882.910525,2860.350475,
2851.676225,2883.150125,2860.4069,
2851.750725,2883.270075,2860.5476,
2851.792675,2883.606825,2860.567175,
2851.809,2883.629225,2860.7266,
2851.855975,2883.645175,2860.8299,
2852.11755,2883.651225,2860.901025,
2852.182875,2883.824275,2860.957025,
2852.22205,2884.11575,2860.9608,
2852.27255,2884.142525,2861.085125,
2852.352725,2884.148025,2861.217225,
2852.52285,2884.153,2861.395225,
2852.54925,2884.4261,2861.58515,
2852.5686,2884.45,2861.59155,
2852.5777,2884.465125,2861.5982,
2852.61045,2884.476675,2861.599475,
2852.6597,2884.749975,2861.621,
2852.674775,2884.796575,2861.670375,
2852.7271,2884.85295,2861.9524,
2852.787575,2885.136325,2861.9639,
2852.863125,2885.16895,2861.982625,
2852.938025,2885.22955,2862.177125,
2853.0398,2885.776025,2862.181025,
2853.08865,2885.84405,2862.241175,
2853.1185,2886.12665,2862.3415,
2853.2876,2886.37045,2862.360025,
2853.36105,2886.67375,2862.554,
2853.382525,2886.779675,2862.5834,
2853.408,2886.824425,2862.66785,
2853.462675,2887.19025,2862.677175,
2853.878175,2887.564375,2863.1739,
2853.944125,2888.05095,2863.22135,
2854.0269,2888.099375,2863.623375,
2854.28925,2888.115725,2863.647975,
2854.738725,2888.25585,2863.8345,
2854.773425,2888.3871,2864.275525,
2854.8234,2888.595925,2864.289275,
2854.930925,2888.914175,2864.298625,
2854.979275,2888.95875,2864.61795,
2855.01125,2889.010325,2864.67485,
2855.064075,2889.17885,2864.947175,
2855.325075,2889.2361,2864.973,
2855.38735,2889.2475,2864.99305,
2855.4284,2889.516225,2865.023425,
2855.48095,2889.5292,2865.131775,
2855.5353,2889.861025,2865.396375,
2855.618125,2889.900525,2865.5911,
2855.65415,2889.960175,2865.645725,
2855.66845,2890.12865,2865.7256,
2855.673625,2890.30655,2865.894825,
2855.7382,2890.313125,2865.984075,
2855.811925,2890.343375,2866.019,
2856.1176,2890.475525,2866.1976,
2856.146225,2890.92035,2866.29395,
2856.34855,2890.97435,2866.3195,
2856.366025,2891.0471,2866.6532,
2856.3874,2891.1381,2866.658225,
2856.39715,2891.270575,2866.7772,
2856.41445,2891.457925,2866.81345,
2856.576275,2891.607075,2866.820825,
2856.6714,2891.650075,2866.98215,
2856.6831,2892.094325,2867.11095,
2856.874475,2892.11285,2867.168675,
2856.909125,2892.12035,2867.22205,
2856.918175,2892.1258,2867.755475,
2856.928125,2892.5431,2867.8664,
2856.963775,2892.833175,2867.916325,
2857.001925,2892.910075,2867.946775,
2857.21055,2892.92565,2868.02525,
2857.275,2892.937375,2868.033525,
2857.3024,2893.059625,2868.071875,
2857.457475,2893.207,2868.37665,
2857.49455,2893.231525,2868.564475,
2857.51395,2893.2536,2868.6847,
2857.529725,2893.2625,2868.9716,
2857.56825,2893.277775,2869.004925,
2857.688425,2893.5554,2869.1391,
2857.7378,2894.350075,2869.24745,
2857.951175,2894.5276,2869.285,
2858.243575,2894.578075,2869.359575,
2858.320425,2894.907,2869.471575,
2858.425225,2895.010575,2869.721025,
2858.560875,2895.04585,2869.7386,
2858.61505,2895.114075,2869.87135,
2858.673325,2895.1937,2870.110375,
2858.69025,2895.657175,2870.154375,
2858.719175,2896.092875,2870.769625,
2858.8109,2896.1308,2871.14715,
2858.851725,2896.338625,2871.165825,
2858.965125,2896.4117,2871.369625,
2858.9718,2896.452,2871.53275,
2859.0061,2896.459275,2872.07675,
2859.1939,2896.465525,2872.137,
2859.20885,2896.528075,2872.1661,
